Date,Open,High,Low,Close
1990-10-25,378.5,371.25,371.25,371.25
1990-10-28,374.55,374.3,374.3,374.3
1990-10-29,380.65,378.75,378.75,378.75
1990-10-30,382.55,380.2,380.2,380.2
1990-10-31,383.85,381.55,381.55,381.55
1990-11-01,381.75,376.5,376.5,376.5
1990-11-04,388.05,378.95,378.95,378.95
1990-11-05,386.25,385.35,385.35,385.35
1990-11-06,389.55,386.6,386.6,386.6
1990-11-07,388.0,387.25,387.25,387.25
1990-11-08,388.8,384.65,384.65,384.65
1990-11-11,385.0,381.6,381.6,381.6
1990-11-12,386.15,385.25,385.25,385.25
1990-11-13,385.85,377.45,377.45,377.45
1990-11-14,380.05,379.05,379.05,379.05
1990-11-15,380.7,379.15,379.15,379.15
1990-11-18,383.4,381.75,381.75,381.75
1990-11-19,382.05,377.75,377.75,377.75
1990-11-20,381.25,379.35,379.35,379.35
1990-11-21,381.25,380.25,380.25,380.25
1990-11-22,384.85,384.15,384.15,384.15
1990-11-25,388.45,386.45,386.45,386.45
1990-11-26,386.65,385.15,385.15,385.15
1990-11-27,387.85,384.95,384.95,384.95
1990-11-28,389.75,387.35,387.35,387.35
1990-11-29,389.35,382.25,382.25,382.25
1990-12-02,382.65,375.55,375.55,375.55
1990-12-03,380.95,376.05,376.05,376.05
1990-12-04,378.95,373.2,373.2,373.2
1990-12-05,374.45,371.35,371.35,371.35
1990-12-06,372.6,369.55,369.55,369.55
1990-12-09,375.45,373.25,373.25,373.25
1990-12-10,375.05,372.25,372.25,372.25
1990-12-11,373.5,371.75,371.75,371.75
1990-12-12,374.05,373.3,373.3,373.3
1990-12-13,376.85,376.05,376.05,376.05
1990-12-16,377.95,376.75,376.75,376.75
1990-12-17,378.45,376.1,376.1,376.1
1990-12-18,385.05,384.25,384.25,384.25
1990-12-19,388.05,383.65,383.65,383.65
1990-12-20,384.85,381.45,381.45,381.45
1990-12-23,385.0,383.5,383.5,383.5
1990-12-24,390.75,390.0,390.0,390.0
1990-12-25,386.25,384.25,384.25,384.25
1990-12-26,385.35,384.85,384.85,384.85
1990-12-27,394.05,393.0,393.0,393.0
1990-12-30,394.0,393.0,393.0,393.0
1991-01-01,393.75,388.65,388.65,388.65
1991-01-02,389.05,386.75,386.75,386.75
1991-01-03,388.95,385.3,385.3,385.3
1991-01-06,394.65,393.1,393.1,393.1
1991-01-07,394.35,390.75,390.75,390.75
1991-01-08,392.75,391.75,391.75,391.75
1991-01-09,391.9,389.65,389.65,389.65
1991-01-10,394.08,391.5,391.5,391.5
1991-01-13,400.45,398.75,398.75,398.75
1991-01-14,401.55,399.0,399.0,399.0
1991-01-15,405.18,403.38,403.38,403.38
1991-01-16,403.2,374.0,374.0,374.0
1991-01-17,386.5,374.1,374.1,374.1
1991-01-20,380.25,379.35,379.35,379.35
1991-01-21,381.95,380.75,380.75,380.75
1991-01-22,382.55,378.25,378.25,378.25
1991-01-23,378.4,372.9,372.9,372.9
1991-01-24,377.35,375.85,375.85,375.85
1991-01-27,378.35,376.6,376.6,376.6
1991-01-28,378.15,376.35,376.35,376.35
1991-01-29,376.45,367.95,367.95,367.95
1991-01-30,370.65,366.35,366.35,366.35
1991-01-31,369.75,365.55,365.55,365.55
1991-02-03,371.15,368.35,368.35,368.35
1991-02-04,368.95,365.85,365.85,365.85
1991-02-05,365.65,362.35,362.35,362.35
1991-02-06,369.65,367.25,367.25,367.25
1991-02-07,371.05,369.55,369.55,369.55
1991-02-10,369.6,366.25,366.25,366.25
1991-02-11,370.45,367.0,367.0,367.0
1991-02-12,368.25,367.05,367.05,367.05
1991-02-13,369.35,367.95,367.95,367.95
1991-02-14,368.25,363.75,363.75,363.75
1991-02-17,365.0,363.95,363.95,363.95
1991-02-18,365.15,363.65,363.65,363.65
1991-02-19,365.55,363.9,363.9,363.9
1991-02-20,364.75,361.55,361.55,361.55
1991-02-21,361.55,357.0,357.0,357.0
1991-02-24,359.55,359.25,359.25,359.25
1991-02-25,361.05,358.25,358.25,358.25
1991-02-26,362.15,361.1,361.1,361.1
1991-02-27,368.35,366.15,366.15,366.15
1991-02-28,368.45,366.85,366.85,366.85
1991-03-03,368.25,367.05,367.05,367.05
1991-03-04,367.85,364.0,364.0,364.0
1991-03-05,369.85,366.5,366.5,366.5
1991-03-06,367.95,366.95,366.95,366.95
1991-03-07,371.15,369.0,369.0,369.0
1991-03-10,370.4,365.1,365.1,365.1
1991-03-11,365.95,364.9,364.9,364.9
1991-03-12,367.95,366.85,366.85,366.85
1991-03-13,367.25,364.95,364.95,364.95
1991-03-14,367.0,364.45,364.45,364.45
1991-03-17,366.55,362.35,362.35,362.35
1991-03-18,366.35,363.35,363.35,363.35
1991-03-19,365.55,362.45,362.45,362.45
1991-03-20,364.25,362.05,362.05,362.05
1991-03-21,364.25,362.55,362.55,362.55
1991-03-24,363.05,358.65,358.65,358.65
1991-03-25,359.15,356.95,356.95,356.95
1991-03-26,358.05,355.25,355.25,355.25
1991-03-27,357.05,356.55,356.55,356.55
1991-03-28,356.25,355.6,355.6,355.6
1991-03-31,359.25,359.0,359.0,359.0
1991-04-01,359.25,357.45,357.45,357.45
1991-04-02,360.05,359.4,359.4,359.4
1991-04-03,359.9,358.5,358.5,358.5
1991-04-04,360.05,359.05,359.05,359.05
1991-04-07,361.75,360.85,360.85,360.85
1991-04-08,365.45,364.15,364.15,364.15
1991-04-09,364.75,363.45,363.45,363.45
1991-04-10,363.0,362.05,362.05,362.05
1991-04-11,362.85,359.95,359.95,359.95
1991-04-14,362.25,360.55,360.55,360.55
1991-04-15,361.85,360.1,360.1,360.1
1991-04-16,362.25,360.95,360.95,360.95
1991-04-17,362.0,357.6,357.6,357.6
1991-04-18,357.65,356.65,356.65,356.65
1991-04-21,357.95,357.25,357.25,357.25
1991-04-22,357.95,356.6,356.6,356.6
1991-04-23,357.25,355.95,355.95,355.95
1991-04-24,357.0,353.95,353.95,353.95
1991-04-25,355.0,353.85,353.85,353.85
1991-04-28,354.35,352.25,352.25,352.25
1991-04-29,359.45,356.6,356.6,356.6
1991-04-30,358.55,356.0,356.0,356.0
1991-05-01,356.45,355.1,355.1,355.1
1991-05-02,357.25,353.85,353.85,353.85
1991-05-05,355.6,355.25,355.25,355.25
1991-05-06,357.85,356.65,356.65,356.65
1991-05-07,357.9,357.3,357.3,357.3
1991-05-08,358.25,358.25,358.25,358.25
1991-05-09,358.05,356.85,356.85,356.85
1991-05-12,360.08,358.25,358.25,358.25
1991-05-13,360.45,359.4,359.4,359.4
1991-05-14,361.55,359.45,359.45,359.45
1991-05-15,360.35,356.15,356.15,356.15
1991-05-16,356.4,354.75,354.75,354.75
1991-05-19,357.55,356.65,356.65,356.65
1991-05-20,357.25,356.75,356.75,356.75
1991-05-21,358.45,355.65,355.65,355.65
1991-05-22,356.25,354.95,354.95,354.95
1991-05-23,356.79,356.25,356.25,356.25
1991-05-26,357.5,356.6,356.6,356.6
1991-05-27,364.55,363.25,363.25,363.25
1991-05-28,363.15,360.45,360.45,360.45
1991-05-29,364.45,362.7,362.7,362.7
1991-05-30,363.25,361.5,361.5,361.5
1991-06-02,364.25,362.5,362.5,362.5
1991-06-03,363.35,362.05,362.05,362.05
1991-06-04,363.25,362.45,362.45,362.45
1991-06-05,365.65,365.45,365.45,365.45
1991-06-06,368.15,366.25,366.25,366.25
1991-06-09,373.97,372.95,372.95,372.95
1991-06-10,373.35,370.5,370.5,370.5
1991-06-11,372.95,369.9,369.9,369.9
1991-06-12,370.85,369.35,369.35,369.35
1991-06-13,369.95,366.5,366.5,366.5
1991-06-16,368.2,367.75,367.75,367.75
1991-06-17,372.25,367.75,367.75,367.75
1991-06-18,368.85,368.15,368.15,368.15
1991-06-19,370.2,368.2,368.2,368.2
1991-06-20,368.35,366.95,366.95,366.95
1991-06-23,366.25,363.55,363.55,363.55
1991-06-24,365.45,364.5,364.5,364.5
1991-06-25,367.75,366.1,366.1,366.1
1991-06-26,366.75,366.0,366.0,366.0
1991-06-27,371.15,368.25,368.25,368.25
1991-06-30,370.45,368.25,368.25,368.25
1991-07-01,368.35,367.8,367.8,367.8
1991-07-02,370.75,369.75,369.75,369.75
1991-07-03,370.6,369.75,369.75,369.75
1991-07-04,371.45,370.25,370.25,370.25
1991-07-07,371.95,370.25,370.25,370.25
1991-07-08,370.55,369.25,369.25,369.25
1991-07-09,371.85,369.65,369.65,369.65
1991-07-10,370.0,367.5,367.5,367.5
1991-07-11,369.65,368.5,368.5,368.5
1991-07-14,369.85,369.55,369.55,369.55
1991-07-15,369.3,368.9,368.9,368.9
1991-07-16,369.9,369.55,369.55,369.55
1991-07-17,372.15,369.15,369.15,369.15
1991-07-18,371.0,370.6,370.6,370.6
1991-07-21,371.29,367.4,367.4,367.4
1991-07-22,368.8,367.5,367.5,367.5
1991-07-23,368.35,364.55,364.55,364.55
1991-07-24,366.9,364.55,364.55,364.55
1991-07-25,366.55,366.25,366.25,366.25
1991-07-28,366.85,364.15,364.15,364.15
1991-07-29,364.75,363.75,363.75,363.75
1991-07-30,364.75,363.95,363.95,363.95
1991-07-31,365.55,363.55,363.55,363.55
1991-08-01,363.75,356.35,356.35,356.35
1991-08-04,357.35,356.3,356.3,356.3
1991-08-05,357.95,357.25,357.25,357.25
1991-08-06,358.15,356.95,356.95,356.95
1991-08-07,358.6,356.7,356.7,356.7
1991-08-08,359.35,358.75,358.75,358.75
1991-08-11,358.95,357.5,357.5,357.5
1991-08-12,358.3,356.8,356.8,356.8
1991-08-13,359.05,357.85,357.85,357.85
1991-08-14,360.6,357.3,357.3,357.3
1991-08-15,358.75,358.0,358.0,358.0
1991-08-18,362.3,358.9,358.9,358.9
1991-08-19,359.25,356.2,356.2,356.2
1991-08-20,357.55,355.95,355.95,355.95
1991-08-21,357.75,354.55,354.55,354.55
1991-08-22,355.25,353.85,353.85,353.85
1991-08-25,355.75,355.25,355.25,355.25
1991-08-26,355.75,354.5,354.5,354.5
1991-08-27,356.9,354.5,354.5,354.5
1991-08-28,355.15,351.45,351.45,351.45
1991-08-29,351.65,348.55,348.55,348.55
1991-09-01,348.9,348.0,348.0,348.0
1991-09-02,350.35,348.25,348.25,348.25
1991-09-03,349.6,349.05,349.05,349.05
1991-09-04,349.11,346.85,346.85,346.85
1991-09-05,349.55,349.15,349.15,349.15
1991-09-08,352.45,350.9,350.9,350.9
1991-09-09,352.25,349.75,349.75,349.75
1991-09-10,350.25,345.45,345.45,345.45
1991-09-11,346.25,344.25,344.25,344.25
1991-09-12,345.35,344.45,344.45,344.45
1991-09-15,346.35,344.55,344.55,344.55
1991-09-16,347.45,346.7,346.7,346.7
1991-09-17,349.05,348.25,348.25,348.25
1991-09-18,350.85,348.45,348.45,348.45
1991-09-19,349.05,348.55,348.55,348.55
1991-09-22,351.0,351.0,351.0,351.0
1991-09-23,354.55,353.75,353.75,353.75
1991-09-24,354.4,352.6,352.6,352.6
1991-09-25,353.25,350.8,350.8,350.8
1991-09-26,351.3,349.25,349.25,349.25
1991-09-29,356.25,354.05,354.05,354.05
1991-09-30,354.55,354.1,354.1,354.1
1991-10-01,357.95,355.15,355.15,355.15
1991-10-02,358.45,357.8,357.8,357.8
1991-10-03,359.25,358.85,358.85,358.85
1991-10-06,360.45,358.9,358.9,358.9
1991-10-07,359.25,356.95,356.95,356.95
1991-10-08,359.35,359.15,359.15,359.15
1991-10-09,360.75,358.2,358.2,358.2
1991-10-10,360.6,359.5,359.5,359.5
1991-10-13,361.25,358.3,358.3,358.3
1991-10-14,359.95,357.45,357.45,357.45
1991-10-15,358.15,357.6,357.6,357.6
1991-10-16,360.25,360.1,360.1,360.1
1991-10-17,362.65,362.05,362.05,362.05
1991-10-20,364.8,363.3,363.3,363.3
1991-10-21,364.45,363.25,363.25,363.25
1991-10-22,364.75,362.15,362.15,362.15
1991-10-23,362.05,361.85,361.85,361.85
1991-10-24,363.4,360.5,360.5,360.5
1991-10-27,360.45,358.6,358.6,358.6
1991-10-28,359.35,359.1,359.1,359.1
1991-10-29,361.26,357.9,357.9,357.9
1991-10-30,359.75,357.95,357.95,357.95
1991-10-31,358.25,355.35,355.35,355.35
1991-11-03,356.95,356.75,356.75,356.75
1991-11-04,357.3,354.35,354.35,354.35
1991-11-05,355.05,354.6,354.6,354.6
1991-11-06,356.05,353.65,353.65,353.65
1991-11-07,355.25,354.0,354.0,354.0
1991-11-10,355.45,355.35,355.35,355.35
1991-11-11,356.55,355.9,355.9,355.9
1991-11-12,357.45,356.35,356.35,356.35
1991-11-13,357.2,355.1,355.1,355.1
1991-11-14,360.25,359.25,359.25,359.25
1991-11-17,361.95,360.35,360.35,360.35
1991-11-18,364.75,363.0,363.0,363.0
1991-11-19,364.95,363.95,363.95,363.95
1991-11-20,370.05,367.65,367.65,367.65
1991-11-21,369.45,368.95,368.95,368.95
1991-11-24,369.85,367.8,367.8,367.8
1991-11-25,368.1,365.65,365.65,365.65
1991-11-26,368.75,367.75,367.75,367.75
1991-11-27,368.1,366.05,366.05,366.05
1991-11-28,368.0,367.9,367.9,367.9
1991-12-01,369.15,366.55,366.55,366.55
1991-12-02,367.27,363.65,363.65,363.65
1991-12-03,366.5,365.1,365.1,365.1
1991-12-04,367.25,366.75,366.75,366.75
1991-12-05,370.25,368.95,368.95,368.95
1991-12-08,372.05,368.95,368.95,368.95
1991-12-09,371.26,368.25,368.25,368.25
1991-12-10,368.8,366.2,366.2,366.2
1991-12-11,367.15,358.0,358.0,358.0
1991-12-12,360.2,359.2,359.2,359.2
1991-12-15,360.65,359.1,359.1,359.1
1991-12-16,359.25,356.75,356.75,356.75
1991-12-17,359.55,359.05,359.05,359.05
1991-12-18,359.55,357.75,357.75,357.75
1991-12-19,359.6,358.7,358.7,358.7
1991-12-22,361.25,359.6,359.6,359.6
1991-12-23,360.1,359.55,359.55,359.55
1991-12-24,360.5,358.75,358.75,358.75
1991-12-25,359.25,355.2,355.2,355.2
1991-12-26,356.55,354.0,354.0,354.0
1991-12-29,354.9,352.95,352.95,352.95
1991-12-30,354.7,354.3,354.3,354.3
1991-12-31,354.3,354.3,354.3,354.3
1992-01-01,354.65,352.45,352.45,352.45
1992-01-02,354.0,350.75,350.75,350.75
1992-01-05,351.5,349.75,349.75,349.75
1992-01-06,350.45,349.55,349.55,349.55
1992-01-07,351.65,350.75,350.75,350.75
1992-01-08,358.55,357.25,357.25,357.25
1992-01-09,359.4,356.35,356.35,356.35
1992-01-12,356.85,353.95,353.95,353.95
1992-01-13,355.95,354.85,354.85,354.85
1992-01-14,356.55,354.15,354.15,354.15
1992-01-15,358.55,356.55,356.55,356.55
1992-01-16,358.1,354.1,354.1,354.1
1992-01-19,361.05,357.85,357.85,357.85
1992-01-20,358.63,357.75,357.75,357.75
1992-01-21,358.35,357.6,357.6,357.6
1992-01-22,359.75,354.85,354.85,354.85
1992-01-23,356.75,354.75,354.75,354.75
1992-01-26,357.25,355.05,355.05,355.05
1992-01-27,357.15,355.9,355.9,355.9
1992-01-28,358.85,356.45,356.45,356.45
1992-01-29,357.75,354.4,354.4,354.4
1992-01-30,359.35,357.0,357.0,357.0
1992-02-02,357.85,356.0,356.0,356.0
1992-02-03,356.85,355.95,355.95,355.95
1992-02-04,356.65,355.7,355.7,355.7
1992-02-05,357.05,355.55,355.55,355.55
1992-02-06,357.25,354.75,354.75,354.75
1992-02-09,356.35,355.65,355.65,355.65
1992-02-10,357.05,356.05,356.05,356.05
1992-02-11,358.6,357.8,357.8,357.8
1992-02-12,358.4,355.6,355.6,355.6
1992-02-13,356.15,353.35,353.35,353.35
1992-02-16,354.75,354.25,354.25,354.25
1992-02-17,354.95,353.05,353.05,353.05
1992-02-18,354.05,352.95,352.95,352.95
1992-02-19,353.95,353.35,353.35,353.35
1992-02-20,354.0,351.25,351.25,351.25
1992-02-23,351.85,349.95,349.95,349.95
1992-02-24,351.5,349.6,349.6,349.6
1992-02-25,350.1,349.65,349.65,349.65
1992-02-26,355.45,353.75,353.75,353.75
1992-02-27,354.2,353.1,353.1,353.1
1992-03-01,353.6,351.55,351.55,351.55
1992-03-02,353.35,350.6,350.6,350.6
1992-03-03,350.95,350.65,350.65,350.65
1992-03-04,351.85,351.7,351.7,351.7
1992-03-05,352.7,349.5,349.5,349.5
1992-03-08,349.75,349.05,349.05,349.05
1992-03-09,349.55,349.05,349.05,349.05
1992-03-10,350.85,350.3,350.3,350.3
1992-03-11,351.6,347.4,347.4,347.4
1992-03-12,349.05,346.95,346.95,346.95
1992-03-15,348.1,343.55,343.55,343.55
1992-03-16,344.25,340.55,340.55,340.55
1992-03-17,342.0,338.65,338.65,338.65
1992-03-18,339.85,338.95,338.95,338.95
1992-03-19,340.1,338.45,338.45,338.45
1992-03-22,339.25,338.25,338.25,338.25
1992-03-23,339.9,339.6,339.6,339.6
1992-03-24,343.25,341.25,341.25,341.25
1992-03-25,341.55,340.75,340.75,340.75
1992-03-26,343.35,342.45,342.45,342.45
1992-03-29,344.0,341.85,341.85,341.85
1992-03-30,344.95,343.4,343.4,343.4
1992-03-31,345.0,342.55,342.55,342.55
1992-04-01,343.15,340.55,340.55,340.55
1992-04-02,342.0,340.9,340.9,340.9
1992-04-05,341.1,340.05,340.05,340.05
1992-04-06,340.35,338.55,338.55,338.55
1992-04-07,339.15,337.85,337.85,337.85
1992-04-08,339.6,339.6,339.6,339.6
1992-04-09,342.75,341.05,341.05,341.05
1992-04-12,342.75,339.35,339.35,339.35
1992-04-13,339.75,339.5,339.5,339.5
1992-04-14,341.31,335.9,335.9,335.9
1992-04-15,337.55,337.35,337.35,337.35
1992-04-16,338.25,338.0,338.0,338.0
1992-04-19,338.15,337.0,337.0,337.0
1992-04-20,342.05,340.35,340.35,340.35
1992-04-21,340.85,338.65,338.65,338.65
1992-04-22,340.05,338.35,338.35,338.35
1992-04-23,338.25,336.5,336.5,336.5
1992-04-26,337.1,336.15,336.15,336.15
1992-04-27,337.75,336.3,336.3,336.3
1992-04-28,336.95,335.75,335.75,335.75
1992-04-29,337.75,337.15,337.15,337.15
1992-04-30,338.65,338.55,338.55,338.55
1992-05-03,338.5,336.75,336.75,336.75
1992-05-04,337.45,337.05,337.05,337.05
1992-05-05,337.45,336.75,336.75,336.75
1992-05-06,336.95,335.45,335.45,335.45
1992-05-07,337.75,335.65,335.65,335.65
1992-05-10,337.15,336.5,336.5,336.5
1992-05-11,336.75,335.0,335.0,335.0
1992-05-12,336.45,335.85,335.85,335.85
1992-05-13,338.35,337.65,337.65,337.65
1992-05-14,340.35,338.65,338.65,338.65
1992-05-17,338.55,338.65,338.65,338.65
1992-05-18,338.7,337.8,337.8,337.8
1992-05-19,337.9,337.9,337.9,337.9
1992-05-20,337.9,337.15,337.15,337.15
1992-05-21,337.2,337.85,337.85,337.85
1992-05-24,337.95,338.35,338.35,338.35
1992-05-25,338.45,338.15,338.15,338.15
1992-05-26,338.2,337.8,337.8,337.8
1992-05-27,337.85,337.3,337.3,337.3
1992-05-28,337.2,336.55,336.55,336.55
1992-05-31,336.75,337.85,337.85,337.85
1992-06-01,337.75,338.95,338.95,338.95
1992-06-02,338.75,338.5,338.5,338.5
1992-06-03,338.55,338.75,338.75,338.75
1992-06-04,338.75,338.75,338.75,338.75
1992-06-07,338.8,338.15,338.15,338.15
1992-06-08,338.3,338.05,338.05,338.05
1992-06-09,338.05,337.9,337.9,337.9
1992-06-10,337.85,340.25,340.25,340.25
1992-06-11,340.25,342.75,342.75,342.75
1992-06-14,342.55,342.75,342.75,342.75
1992-06-15,342.85,342.15,342.15,342.15
1992-06-16,342.05,341.6,341.6,341.6
1992-06-17,341.55,342.5,342.5,342.5
1992-06-18,342.45,340.95,340.95,340.95
1992-06-21,341.4,343.45,343.45,343.45
1992-06-22,343.45,344.35,344.35,344.35
1992-06-23,344.2,342.9,342.9,342.9
1992-06-24,342.95,343.05,343.05,343.05
1992-06-25,343.05,342.55,342.55,342.55
1992-06-28,342.5,343.7,343.7,343.7
1992-06-29,343.75,343.25,343.25,343.25
1992-06-30,343.3,344.15,344.15,344.15
1992-07-01,344.15,346.25,346.25,346.25
1992-07-02,346.25,346.25,346.25,346.25
1992-07-05,346.15,346.65,346.65,346.65
1992-07-06,346.55,346.4,346.4,346.4
1992-07-07,346.3,347.35,347.35,347.35
1992-07-08,347.35,348.7,348.7,348.7
1992-07-09,348.45,348.25,348.25,348.25
1992-07-12,348.55,348.95,348.95,348.95
1992-07-13,349.25,350.85,350.85,350.85
1992-07-14,350.85,353.7,353.7,353.7
1992-07-15,353.7,352.5,352.5,352.5
1992-07-16,352.5,357.2,357.2,357.2
1992-07-19,358.0,358.9,358.9,358.9
1992-07-20,358.85,357.65,357.65,357.65
1992-07-21,357.55,359.25,359.25,359.25
1992-07-22,359.35,358.0,358.0,358.0
1992-07-23,357.95,359.5,359.5,359.5
1992-07-26,358.75,358.05,358.05,358.05
1992-07-27,359.25,359.25,359.25,359.25
1992-07-28,359.2,356.65,356.65,356.65
1992-07-29,356.85,356.75,356.75,356.75
1992-07-30,356.95,357.85,357.85,357.85
1992-08-02,358.25,353.25,353.25,353.25
1992-08-03,353.35,353.15,353.15,353.15
1992-08-04,353.05,349.65,349.65,349.65
1992-08-05,349.75,349.55,349.55,349.55
1992-08-06,349.55,350.6,350.6,350.6
1992-08-09,350.85,350.15,350.15,350.15
1992-08-10,350.05,347.9,347.9,347.9
1992-08-11,347.95,340.25,340.25,340.25
1992-08-12,340.6,335.1,335.1,335.1
1992-08-13,335.25,335.55,335.55,335.55
1992-08-16,336.1,337.25,337.25,337.25
1992-08-17,337.35,336.2,336.2,336.2
1992-08-18,336.25,337.85,337.85,337.85
1992-08-19,337.75,337.75,337.75,337.75
1992-08-20,337.75,337.65,337.65,337.65
1992-08-23,338.25,341.8,341.8,341.8
1992-08-24,341.55,340.5,340.5,340.5
1992-08-25,340.35,338.4,338.4,338.4
1992-08-26,338.25,339.15,339.15,339.15
1992-08-27,339.05,339.7,339.7,339.7
1992-08-30,340.1,342.45,342.45,342.45
1992-08-31,342.35,340.75,340.75,340.75
1992-09-01,340.75,338.9,338.9,338.9
1992-09-02,339.1,341.15,341.15,341.15
1992-09-03,341.4,341.5,341.5,341.5
1992-09-06,342.05,343.15,343.15,343.15
1992-09-07,342.45,342.45,342.45,342.45
1992-09-08,342.05,342.05,342.05,342.05
1992-09-09,342.05,342.15,342.15,342.15
1992-09-10,342.25,341.0,341.0,341.0
1992-09-13,339.25,346.7,346.7,346.7
1992-09-14,346.65,346.25,346.25,346.25
1992-09-15,346.45,349.2,349.2,349.2
1992-09-16,349.35,348.0,348.0,348.0
1992-09-17,348.15,351.25,351.25,351.25
1992-09-20,350.25,347.7,347.7,347.7
1992-09-21,347.7,349.5,349.5,349.5
1992-09-22,349.9,348.95,348.95,348.95
1992-09-23,348.9,349.35,349.35,349.35
1992-09-24,349.2,349.3,349.3,349.3
1992-09-27,349.65,348.1,348.1,348.1
1992-09-28,348.1,348.75,348.75,348.75
1992-09-29,348.95,348.55,348.55,348.55
1992-09-30,348.55,348.35,348.35,348.35
1992-10-01,348.15,348.55,348.55,348.55
1992-10-04,349.0,350.75,350.75,350.75
1992-10-05,350.5,350.4,350.4,350.4
1992-10-06,350.45,350.85,350.85,350.85
1992-10-07,351.05,350.0,350.0,350.0
1992-10-08,350.0,350.55,350.55,350.55
1992-10-11,350.95,345.9,345.9,345.9
1992-10-12,346.05,344.45,344.45,344.45
1992-10-13,344.45,341.75,341.75,341.75
1992-10-14,342.0,341.35,341.35,341.35
1992-10-15,341.35,342.25,342.25,342.25
1992-10-18,342.8,342.7,342.7,342.7
1992-10-19,342.75,343.75,343.75,343.75
1992-10-20,343.6,343.75,343.75,343.75
1992-10-21,343.75,342.55,342.55,342.55
1992-10-22,342.4,343.35,343.35,343.35
1992-10-25,343.6,340.75,340.75,340.75
1992-10-26,340.7,337.55,337.55,337.55
1992-10-27,337.65,339.15,339.15,339.15
1992-10-28,339.25,339.65,339.65,339.65
1992-10-29,339.5,339.7,339.7,339.7
1992-11-01,339.65,339.95,339.95,339.95
1992-11-02,340.05,337.95,337.95,337.95
1992-11-03,338.05,337.55,337.55,337.55
1992-11-04,337.35,336.75,336.75,336.75
1992-11-05,336.6,335.8,335.8,335.8
1992-11-08,336.0,333.35,333.35,333.35
1992-11-09,333.4,330.25,330.25,330.25
1992-11-10,330.75,332.25,332.25,332.25
1992-11-11,332.8,332.95,332.95,332.95
1992-11-12,333.75,335.95,335.95,335.95
1992-11-15,336.05,334.65,334.65,334.65
1992-11-16,334.45,335.45,335.45,335.45
1992-11-17,335.55,335.0,335.0,335.0
1992-11-18,334.95,335.25,335.25,335.25
1992-11-19,335.35,335.45,335.45,335.45
1992-11-22,335.9,334.55,334.55,334.55
1992-11-23,334.5,334.85,334.85,334.85
1992-11-24,334.85,333.65,333.65,333.65
1992-11-25,333.7,334.85,334.85,334.85
1992-11-26,334.85,334.75,334.75,334.75
1992-11-29,334.55,334.55,334.55,334.55
1992-11-30,334.4,335.15,335.15,335.15
1992-12-01,334.75,335.9,335.9,335.9
1992-12-02,335.85,335.55,335.55,335.55
1992-12-03,335.66,335.96,335.96,335.96
1992-12-06,335.65,336.15,336.15,336.15
1992-12-07,336.15,335.6,335.6,335.6
1992-12-08,335.45,333.85,333.85,333.85
1992-12-09,333.95,334.15,334.15,334.15
1992-12-10,334.0,335.25,335.25,335.25
1992-12-13,335.25,334.8,334.8,334.8
1992-12-14,334.7,334.75,334.75,334.75
1992-12-15,334.6,337.75,337.75,337.75
1992-12-16,337.5,338.25,338.25,338.25
1992-12-17,338.2,337.2,337.2,337.2
1992-12-20,337.2,334.2,334.2,334.2
1992-12-21,334.15,332.45,332.45,332.45
1992-12-22,332.85,333.25,333.25,333.25
1992-12-23,333.3,333.1,333.1,333.1
1992-12-24,333.0,334.0,334.0,334.0
1992-12-27,333.5,333.25,333.25,333.25
1992-12-28,333.25,333.0,333.0,333.0
1992-12-29,333.05,333.4,333.4,333.4
1992-12-30,333.35,333.15,333.15,333.15
1993-01-03,333.05,328.55,328.55,328.55
1993-01-04,328.65,329.25,329.25,329.25
1993-01-05,329.15,329.9,329.9,329.9
1993-01-06,330.35,329.55,329.55,329.55
1993-01-07,329.4,329.45,329.45,329.45
1993-01-10,329.1,328.15,328.15,328.15
1993-01-11,328.1,328.9,328.9,328.9
1993-01-12,328.85,328.15,328.15,328.15
1993-01-13,327.9,327.7,327.7,327.7
1993-01-14,327.8,327.7,327.7,327.7
1993-01-17,328.05,328.5,328.5,328.5
1993-01-18,329.0,328.85,328.85,328.85
1993-01-19,328.65,329.9,329.9,329.9
1993-01-20,329.75,329.6,329.6,329.6
1993-01-21,329.55,328.75,328.75,328.75
1993-01-24,328.75,328.95,328.95,328.95
1993-01-25,329.05,331.25,331.25,331.25
1993-01-26,331.0,329.85,329.85,329.85
1993-01-27,329.75,330.2,330.2,330.2
1993-01-28,330.15,329.85,329.85,329.85
1993-01-31,329.95,329.85,329.85,329.85
1993-02-01,330.0,329.65,329.65,329.65
1993-02-02,329.75,328.75,328.75,328.75
1993-02-03,328.6,328.4,328.4,328.4
1993-02-04,328.35,327.95,327.95,327.95
1993-02-07,328.05,327.8,327.8,327.8
1993-02-08,328.0,328.5,328.5,328.5
1993-02-09,328.45,332.1,332.1,332.1
1993-02-10,331.9,331.5,331.5,331.5
1993-02-11,331.4,328.95,328.95,328.95
1993-02-14,329.1,328.75,328.75,328.75
1993-02-15,328.75,332.2,332.2,332.2
1993-02-16,332.35,330.65,330.65,330.65
1993-02-17,330.45,330.25,330.25,330.25
1993-02-18,330.35,330.05,330.05,330.05
1993-02-21,330.0,328.1,328.1,328.1
1993-02-22,327.8,330.6,330.6,330.6
1993-02-23,330.45,329.45,329.45,329.45
1993-02-24,329.35,329.5,329.5,329.5
