Date,Open,High,Low,Close,Volume
2004-03-25,4.8492045402526855,4.8492045402526855,4.8492045402526855,4.8492045402526855,0
2004-03-26,4.557520389556885,4.581827141787108,4.557520389556885,4.557520389556885,319800
2004-03-29,4.557520389556885,4.581827141787108,4.557520389556885,4.557520389556885,97100
2004-03-30,4.557521359964879,4.5818281173706055,4.557521359964879,4.5818281173706055,102500
2004-03-31,4.5818281173706055,4.5818281173706055,4.557521359964879,4.5818281173706055,91000
2004-04-01,4.5818267110533695,4.6304402109437,4.5818267110533695,4.606133460998535,69600
2004-04-02,4.6304407221214285,4.679054227378449,4.606133969492918,4.627402305603027,84000
2004-04-05,4.648671619728687,4.657786580874051,4.6061346514513355,4.621326446533203,81500
2004-04-06,4.648675968548403,4.648675968548403,4.590947151184082,4.590947151184082,126700
2004-04-07,4.648670016652805,4.6881685543409874,4.624363268807661,4.67905330657959,144500
2004-04-08,4.603096953945959,4.633480548858643,4.578790193919587,4.633480548858643,146000
2004-04-12,4.672979106341357,4.672979106341357,4.593981991375928,4.633480548858643,117100
2004-04-13,4.618286801718091,4.642593551482977,4.563596759626754,4.584865093231201,172400
2004-04-14,4.566636760460663,4.584866975146802,4.548406835533956,4.5635986328125,309000
2004-04-15,4.548405429910387,4.590942101433606,4.54232859697316,4.557520389556885,147500
2004-04-16,4.557524180695889,4.587907791137695,4.548409213467181,4.587907791137695,68100
2004-04-19,4.584867721057096,4.64259621239607,4.578790885253267,4.597021102905273,99300
2004-04-20,4.587903543419319,4.639555459492624,4.587903543419319,4.606133460998535,103800
2004-04-21,4.606135371389114,4.633480548858643,4.590943573932773,4.633480548858643,154600
2004-04-22,4.633479377198234,4.657786131078197,4.603095789968599,4.642594337463379,114800
2004-04-23,4.64259480711011,4.685131775582783,4.581827916262999,4.6152496337890625,107400
2004-04-26,4.584865558255721,4.618287270132441,4.54232859697316,4.557520389556885,284200
2004-04-27,4.548405429910387,4.557520389556885,4.54232859697316,4.557520389556885,194700
2004-04-28,4.557522541639686,4.557522541639686,4.542330741882324,4.542330741882324,177700
2004-04-29,4.554484123736318,4.557522541639686,4.542330741882324,4.542330741882324,101800
2004-04-30,4.545367240905762,4.551443784387734,4.5423288242850965,4.545367240905762,143800
2004-05-03,4.557520876815433,4.557520876815433,4.542329082607506,4.554482460021973,103200
2004-05-04,4.554483380589714,4.578790140331612,4.542330000718765,4.5635986328125,114600
2004-05-05,4.563597450870395,4.572712410973033,4.5423288242850965,4.545367240905762,142500
2004-05-06,4.557519932303127,4.557519932303127,4.542328141243587,4.551443099975586,142400
2004-05-07,4.551445706941712,4.551445706941712,4.51194743322622,4.51498556137085,161700
2004-05-10,4.496755094286224,4.508908474685939,4.314454098531055,4.4207963943481445,245400
2004-05-11,4.405604416528698,4.4967549106846265,4.375220821890244,4.4754862785339355,200700
2004-05-12,4.496757532796165,4.508910919786441,4.442067146460122,4.466373920440674,316900
2004-05-13,4.481024281132298,4.499338930870281,4.426079749706129,4.496286392211914,161900
2004-05-14,4.4871274484811705,4.532914638519287,4.474917589358874,4.532914638519287,168000
2004-05-17,4.535966338522347,4.55733380774173,4.447444797773387,4.5084943771362305,173900
2004-05-18,4.508496845135316,4.560388550230254,4.477972038744291,4.545126438140869,137000
2004-05-19,4.532917474029314,4.560389455909735,4.5115499888696275,4.520707607269287,163500
2004-05-20,4.532913335230177,4.554280509774272,4.5176509429389995,4.526808261871338,121100
2004-05-21,4.53291446447234,4.5481765694597005,4.48712727619228,4.529861927032471,105600
2004-05-24,4.53291498711011,4.53291498711011,4.3039798926319435,4.429131031036377,200100
2004-05-25,4.456603371702293,4.54817717830911,4.441340973565813,4.523757457733154,151000
2004-05-26,4.542071342468262,4.572595840570379,4.505441770082142,4.542071342468262,126400
2004-05-27,4.542073480849748,4.575650531901744,4.505443891218634,4.569545745849609,82400
2004-05-28,4.575647630201778,4.575647630201778,4.5329132816190105,4.557332992553711,69100
2004-06-01,4.560386428113184,4.560386428113184,4.523756852152732,4.529861927032471,120700
2004-06-02,4.499336013968404,4.545123190841934,4.4840736216772275,4.526808261871338,76600
2004-06-03,4.529863937634076,4.539021262912213,4.51154899597168,4.51154899597168,102300
2004-06-04,4.496284597405895,4.529861927032471,4.481022492418535,4.529861927032471,208200
2004-06-07,4.532916273900099,4.563440787165442,4.471866665157196,4.496286392211914,120700
2004-06-08,4.496285199308697,4.532915071278661,4.496285199308697,4.523757457733154,135400
2004-06-09,4.53291370932277,4.551228348698918,4.523756098528752,4.548175811767578,90700
2004-06-10,4.548175282066343,4.578700065612793,4.5359654268689455,4.578700065612793,134300
2004-06-14,4.563441581090067,4.578703985931069,4.514602118483788,4.560389041900635,117400
2004-06-15,4.551228221058323,4.5787004704580205,4.532913582195815,4.554280757904053,121300
2004-06-16,4.5634408582726715,4.5634408582726715,4.477971812249387,4.517653942108154,90700
2004-06-17,4.532916476428829,4.539021262912213,4.4718668649582565,4.51154899597168,45000
2004-06-18,4.5298627699228895,4.551229953765869,4.505443048072042,4.551229953765869,77400
2004-06-21,4.551231715438497,4.572598907552204,4.5237594449459255,4.560389041900635,93800
2004-06-22,4.5329172752916564,4.55123192907563,4.490182597952095,4.5054450035095215,71900
2004-06-23,4.532916344531698,4.532916344531698,4.481024350955319,4.517653942108154,63600
2004-06-24,4.529861172391431,4.548175811767578,4.511546241909339,4.548175811767578,91500
2004-06-25,4.548178677663361,4.5603885419764465,4.474919491784846,4.477972030639648,153300
2004-06-28,4.496285135382154,4.499337673187256,4.456603308339932,4.499337673187256,105400
2004-06-29,4.517652608911843,4.551229651449887,4.441340910420447,4.499337673187256,115200
2004-06-30,4.529860744975694,4.560385238091111,4.49933596075436,4.557332992553711,78700
2004-07-01,4.5634378287066095,4.572595147638948,4.508493624006662,4.526808261871338,77000
2004-07-02,4.517653912484261,4.575650691986084,4.517653912484261,4.575650691986084,74700
2004-07-06,4.563438205318331,4.575648061937744,4.493231602533191,4.548175811767578,51700
2004-07-07,4.5237600884358145,4.5695473094719015,4.517655300294724,4.563442230224609,163800
2004-07-08,4.575647630201778,4.575647630201778,4.526808208332377,4.557332992553711,98700
2004-07-09,4.56649235269916,4.572597137608849,4.514600370989598,4.551229953765869,52500
2004-07-12,4.569545339192568,4.569545339192568,4.505443490266201,4.539020538330078,83400
2004-07-13,4.553739320399546,4.566005272886113,4.5322736842155225,4.559872150421143,100200
2004-07-14,4.559874086339975,4.566007211408797,4.538408733486096,4.541475296020508,103800
2004-07-15,4.556805589188657,4.562938711653628,4.535340245448008,4.559872150421143,61600
2004-07-16,4.566004526784973,4.590536427749509,4.5230735538753715,4.572137355804443,113600
2004-07-19,4.5598726719403,4.566005795106725,4.532274202578203,4.538407325744629,74000
2004-07-20,4.5384066218273205,4.56293852580125,4.523074108732774,4.544539451599121,105400
2004-07-21,4.553739134921867,4.556805403586085,4.507741595638228,4.544539451599121,100000
2004-07-22,4.547605053819224,4.553738174741185,4.513873766078339,4.529206275939941,85400
2004-07-23,4.532274403345476,4.5384075267835815,4.455612115029684,4.480144023895264,111900
2004-07-26,4.510810293864908,4.5200096891027535,4.418815464155938,4.467879295349121,119200
2004-07-27,4.464811803705059,4.553740046523715,4.464811803705059,4.550673484802246,184900
2004-07-28,4.550674691180241,4.556807523805564,4.507743693028985,4.541475296020508,98700
2004-07-29,4.550672759167061,4.581337494161791,4.541473367912979,4.559872150421143,111500
2004-07-30,4.562938461642365,4.58440380420689,4.526140606198881,4.553739070892334,82600
2004-08-02,4.559871255627938,4.566004376889394,4.526139966019884,4.53533935546875,79700
2004-08-03,4.550671786646011,4.572137125799316,4.532272715626526,4.5629377365112305,88600
2004-08-04,4.566003860998019,4.575203249407489,4.5384054033263235,4.556804180145264,55800
2004-08-05,4.562937510795302,4.581336288461338,4.550671561536845,4.569070339202881,49100
2004-08-06,4.578270974521323,4.578270974521323,4.541473119077839,4.553739070892334,81600
2004-08-09,4.566004124141807,4.5721369526204665,4.516940034096018,4.529206275939941,88500
