,Ticker,Open,High,Low,Close,Volume,Change,ChangePercent,Type,MarketCap,SharesFloat,SharesOutstanding,SharesShort,SharesShortRatio,SharesShortPercentOfFloat,SharesInsidersPercent,SharesInstitutionsPercent,Beta,TotalAssets,NAV,Date
0,^GSPC,3380.86,3387.59,3379.22,3381.99,1951691959.0,9.139893,0.0027098425,INDEX,,,,,,,,,,,,2020-08-17
1,^DJI,27970.05,27999.81,27816.4,27844.91,291986301.0,-86.109375,-0.0030829299,INDEX,,,,,,,,,,,,2020-08-17
2,^IXIC,11083.2,11144.527,11080.3,11129.726,2963851922.0,110.424805,0.010021036,INDEX,,,,,,,,,,,,2020-08-17
3,^RUT,1579.484,1586.5212,1575.8438,1585.4736,0.0,7.593384,0.0048123957,INDEX,,,,,,,,,,,,2020-08-17
4,^RUA,1972.913,1981.5244,1972.913,1979.6271,0.0,8.284546,0.0042024893,INDEX,,,,,,,,,,,,2020-08-17
5,^GSPTSE,16627.13,16663.01,16600.21,16656.12,189273981.0,141.50977,0.008568763,INDEX,,,,,,,,,,,,2020-08-17
6,^FTSE,6090.04,6140.19,6061.46,6127.44,0.0,37.399902,0.0061411588,INDEX,,,,,,,,,,,,2020-08-17
7,^HSI,25212.28,25588.67,25163.29,25347.34,0.0,164.33008,0.006525434,INDEX,,,,,,,,,,,,2020-08-17
8,^SSEC,3373.9019,3450.8987,3369.3743,3438.801,510153040.0,78.70215,0.02342257,INDEX,,,,,,,,,,,,2020-08-17
9,^N225,23189.48,23248.75,23068.53,23096.75,0.0,-192.60938,-0.008270274,INDEX,,,,,,,,,,,,2020-08-17
10,^STI,2580.56,2596.81,2565.02,2571.55,0.0,-9.77002,-0.0037848926,INDEX,,,,,,,,,,,,2020-08-17
11,^MXX,38955.68,39317.24,38848.38,39285.85,128684937.0,335.97266,0.008625769,INDEX,,,,,,,,,,,,2020-08-17
12,^GDAXI,12924.88,12960.84,12847.85,12920.66,0.0,19.320312,0.001497543,INDEX,,,,,,,,,,,,2020-08-17
13,^SPEUP,1459.34,1469.23,1455.57,1467.74,0.0,4.76001,0.0032536397,INDEX,,,,,,,,,,,,2020-08-17
14,^STOXX50E,3305.65,3319.1,3285.99,3305.85,0.0,0.8000488,0.0002420686,INDEX,,,,,,,,,,,,2020-08-17
15,^STOXX,367.89,369.63,366.24,369.26,0.0,1.1900024,0.0032330872,INDEX,,,,,,,,,,,,2020-08-17
16,^FVX,0.283,0.29000002,0.274,0.285,,-0.013999999,-0.046822738,INDEX,,,,,,,,,,,,2020-08-17
17,^TNX,0.687,0.69299996,0.667,0.68299997,0.0,-0.026000023,-0.0366714,INDEX,,,,,,,,,,,,2020-08-17
18,^TYX,1.423,1.436,1.407,1.424,,-0.018000007,-0.012482667,INDEX,,,,,,,,,,,,2020-08-17
19,^VIX,22.52,22.82,21.34,21.35,0.0,-0.69999886,-0.03174598,INDEX,,,,,,,,,,,,2020-08-17
20,^VVIX,111.82,112.3,109.45,110.35,0.0,-4.0,-0.034980323,INDEX,,,,,,,,,,,,2020-08-17
21,^GVZ,23.53,26.38,23.53,26.35,0.0,2.8199997,0.119846985,INDEX,,,,,,,,,,,,2020-08-17
22,^OVX,35.1,40.78,32.18,32.43,0.0,-2.6699982,-0.07606833,INDEX,,,,,,,,,,,,2020-08-17
23,ES=F,3366.0,3382.75,3364.75,3379.25,733830.0,17.75,0.005280381,FUTURE,,,,,,,,,,,,2020-08-17
24,CL=F,42.24,42.97,41.8,42.81,187797.0,0.80000305,0.019043159,FUTURE,,,,,,,,,,,,2020-08-17
25,BZ=F,44.96,45.42,44.5,45.29,18063.0,0.49000168,0.010937538,FUTURE,,,,,,,,,,,,2020-08-17
26,GC=F,1949.6,2000.8,1939.1,1975.9,285580.0,38.900024,0.020082615,FUTURE,,,,,,,,,,,,2020-08-17
27,SI=F,26.67,27.71,25.915,27.615,163623.0,1.5259991,0.05849205,FUTURE,,,,,,,,,,,,2020-08-17
28,PA=F,2144.4,2262.7,2182.7,2232.0,1665.0,88.19995,0.04114187,FUTURE,,,,,,,,,,,,2020-08-17
29,HG=F,2.8605,2.917,2.8445,2.9085,56941.0,0.04949999,0.017313743,FUTURE,,,,,,,,,,,,2020-08-17
30,ZW=F,500.5,517.5,500.0,516.5,63432.0,16.5,0.033,FUTURE,,,,,,,,,,,,2020-08-17
31,ZC=F,340.75,345.0,340.0,344.5,169757.0,6.5,0.019230768,FUTURE,,,,,,,,,,,,2020-08-17
32,ZS=F,901.25,917.5,901.25,915.0,150496.0,16.25,0.018080667,FUTURE,,,,,,,,,,,,2020-08-17
33,CAD=X,1.3218,1.322,1.3215,1.32185,0.0,-0.004650116,-0.0035055531,CURRENCY,,,,,,,,,,,,2020-08-17
34,CNY=X,6.9501,6.9503,6.9284,6.9318,0.0,-0.018300056,-0.0026330638,CURRENCY,,,,,,,,,,,,2020-08-17
35,EUR=X,0.8418,0.8418,0.8418,0.8418,0.0,-0.002300024,-0.002724824,CURRENCY,,,,,,,,,,,,2020-08-17
36,JPY=X,106.0,106.04,106.0,106.03,0.0,-0.55999756,-0.0052537536,CURRENCY,,,,,,,,,,,,2020-08-17
37,HKD=X,7.75002,7.7501,7.75,7.75002,0.0,-0.0006799698,-8.773011e-05,CURRENCY,,,,,,,,,,,,2020-08-17
38,BTC-USD,11904.491,12349.741,11806.696,12271.486,27833147392.0,366.99512,0.030828292,CRYPTOCURRENCY,226576580608.0,,,,,,,,,,,2020-08-17
39,A,97.67,98.68,97.09,97.51,1901718.0,0.13999939,0.0014378083,EQUITY,30108846080.0,307675061.0,308776992.0,3971156.0,2.66,0.0128999995,0.00373,0.89387,1.125824,,,2020-08-17
40,AA,14.75,14.9,14.36,14.5,2475168.0,-0.14000034,-0.009562865,EQUITY,2695898112.0,185182453.0,185924000.0,12415385.0,1.64,0.0747,0.00377,0.7721,2.307139,,,2020-08-17
41,AAAU,19.61,19.83,19.58,19.77,752769.0,0.40999985,0.021177677,ETF,,,,,,,,,,365200512.0,18.06,2020-08-17
42,AACG,1.09,1.1518,1.09,1.14,18451.0,0.06999993,0.06542049,EQUITY,36181776.0,6580680.0,31738400.0,11378.0,0.04,,0.0,0.00458,1.279503,,,2020-08-17
43,AADR,58.21,58.36,58.105,58.36,2215.0,1.1350021,0.019834027,ETF,,,,,,,,,,75879224.0,55.6,2020-08-17
44,AAL,13.32,13.3797,12.61,12.62,55323173.0,-0.71000004,-0.053263318,EQUITY,6418039808.0,502326203.0,508110016.0,158824795.0,2.15,0.45369998,0.01165,0.84803003,1.636263,,,2020-08-17
