,Ticker,Open,High,Low,Close,Volume,Change,ChangePercent,Type,MarketCap,SharesFloat,SharesOutstanding,SharesShort,SharesShortRatio,SharesShortPercentOfFloat,SharesInsidersPercent,SharesInstitutionsPercent,Beta,TotalAssets,NAV,Date
0,^GSPC,3346.86,3375.17,3328.82,3357.01,2740864793.0,-28.47998,-0.008412366,INDEX,,,,,,,,,,,,2020-09-17
1,^DJI,27834.18,28056.79,27647.93,27901.98,439891516.0,-130.40039,-0.0046517774,INDEX,,,,,,,,,,,,2020-09-17
2,^IXIC,10796.0,10974.454,10783.811,10910.276,3325236789.0,-140.19238,-0.012686555,INDEX,,,,,,,,,,,,2020-09-17
3,^RUT,1550.136,1550.136,1526.5475,1542.5984,0.0,-9.730469,-0.006268304,INDEX,,,,,,,,,,,,2020-09-17
4,^RUA,1977.3256,1977.3256,1948.0261,1964.5981,0.0,-16.930908,-0.008544365,INDEX,,,,,,,,,,,,2020-09-17
5,^GSPTSE,16134.54,16294.32,16103.07,16246.72,206870297.0,-48.94043,-0.00300328,INDEX,,,,,,,,,,,,2020-09-17
6,^FTSE,6078.48,6078.48,5998.69,6049.92,0.0,-28.560059,-0.0046985527,INDEX,,,,,,,,,,,,2020-09-17
7,^HSI,24676.41,24713.79,24250.9,24340.85,0.0,-384.78125,-0.01556204,INDEX,,,,,,,,,,,,2020-09-17
8,^SSEC,3277.3237,3290.4094,3248.499,3270.435,3113328016.0,-13.489258,-0.004107664,INDEX,,,,,,,,,,,,2020-09-17
9,^N225,23416.62,23446.39,23272.23,23319.37,0.0,-156.16016,-0.00665204,INDEX,,,,,,,,,,,,2020-09-17
10,^STI,2503.54,2517.63,2494.48,2500.78,0.0,-4.369873,-0.0017443559,INDEX,,,,,,,,,,,,2020-09-17
11,^MXX,36628.18,36628.18,36052.39,36130.92,232987231.0,-598.22656,-0.016287515,INDEX,,,,,,,,,,,,2020-09-17
12,^GDAXI,13060.18,13245.87,13035.94,13208.12,0.0,-47.25,-0.0035645931,INDEX,,,,,,,,,,,,2020-09-17
13,^SPEUP,1490.73,1490.73,1463.88,1475.27,0.0,-7.7800293,-0.005245966,INDEX,,,,,,,,,,,,2020-09-17
14,^STOXX50E,3332.86,3332.86,3285.27,3316.57,0.0,-22.27002,-0.006669987,INDEX,,,,,,,,,,,,2020-09-17
15,^STOXX,372.07,372.07,368.25,371.23,0.0,-1.8999939,-0.0050920425,INDEX,,,,,,,,,,,,2020-09-17
16,^FVX,0.26,0.274,0.248,0.271,,-0.0029999912,-0.010948872,INDEX,,,,,,,,,,,,2020-09-17
17,^TNX,0.663,0.689,0.646,0.684,0.0,-0.0029999614,-0.004366756,INDEX,,,,,,,,,,,,2020-09-17
18,^TYX,1.418,1.4399999,1.393,1.429,,-0.018000007,-0.012439535,INDEX,,,,,,,,,,,,2020-09-17
19,^VIX,28.22,28.92,26.26,26.46,0.0,0.41999817,0.016128961,INDEX,,,,,,,,,,,,2020-09-17
20,^VVIX,109.51,109.51,100.18,100.37,0.0,-3.1100006,-0.03005412,INDEX,,,,,,,,,,,,2020-09-17
21,^GVZ,20.08,20.57,19.79,19.95,0.0,-0.12999916,-0.0064740614,INDEX,,,,,,,,,,,,2020-09-17
22,^OVX,41.13,41.44,36.69,38.73,0.0,-2.4000015,-0.058351602,INDEX,,,,,,,,,,,,2020-09-17
23,ES=F,3392.75,3396.5,3320.5,3357.75,366916.0,-31.75,-0.009367163,FUTURE,,,,,,,,,,,,2020-09-17
24,CL=F,40.19,41.22,39.42,40.97,262034.0,0.8100014,0.020169355,FUTURE,,,,,,,,,,,,2020-09-17
25,BZ=F,42.26,43.51,41.52,43.3,26934.0,1.079998,0.025580246,FUTURE,,,,,,,,,,,,2020-09-17
26,GC=F,1967.6,1969.3,1938.2,1951.5,263192.0,-19.0,-0.009642223,FUTURE,,,,,,,,,,,,2020-09-17
27,SI=F,27.345,27.4,26.405,27.255,93485.0,-0.22100067,-0.008043407,FUTURE,,,,,,,,,,,,2020-09-17
28,PA=F,2413.9,2413.9,2310.3,2342.2,1504.0,6.8999023,0.0029546106,FUTURE,,,,,,,,,,,,2020-09-17
29,HG=F,3.0695,3.086,3.0125,3.08,75813.0,0.018999815,0.006207061,FUTURE,,,,,,,,,,,,2020-09-17
30,ZW=F,542.0,557.25,537.25,556.75,73655.0,14.75,0.027214022,FUTURE,,,,,,,,,,,,2020-09-17
31,ZC=F,371.5,377.25,368.0,374.75,222727.0,3.0,0.00806994,FUTURE,,,,,,,,,,,,2020-09-17
32,ZS=F,1011.5,1032.25,1005.0,1027.75,253428.0,16.5,0.01631644,FUTURE,,,,,,,,,,,,2020-09-17
33,CAD=X,1.31738,1.32472,1.3145,1.31593,0.0,-0.0012699366,-0.00096411834,CURRENCY,,,,,,,,,,,,2020-09-17
34,CNY=X,6.7529,6.7797,6.7499,6.7632,0.0,0.008499622,0.0012583272,CURRENCY,,,,,,,,,,,,2020-09-17
35,EUR=X,0.846,0.8513,0.8432,0.8441,0.0,-0.0020999908,-0.002481672,CURRENCY,,,,,,,,,,,,2020-09-17
36,JPY=X,104.936,105.173,104.451,104.692,0.0,-0.2480011,-0.0023632655,CURRENCY,,,,,,,,,,,,2020-09-17
37,HKD=X,7.74975,7.7502,7.74952,7.74965,0.0,-0.0001001358,-1.2921166e-05,CURRENCY,,,,,,,,,,,,2020-09-17
38,BTC-USD,10971.277,11037.421,10776.285,10970.768,38107734016.0,-0.5097656,-4.6463654e-05,CRYPTOCURRENCY,202877747200.0,,,,,,,,,,,2020-09-17
39,A,99.25,100.455,98.58,99.6,1127324.0,-0.3199997,-0.003202559,EQUITY,30707677184.0,307205887.0,308310016.0,3686771.0,2.82,0.012,0.00373,0.89387,1.068561,,,2020-09-17
40,AA,13.61,13.64,13.21,13.45,7406757.0,-0.4499998,-0.032374088,EQUITY,2500677888.0,185182453.0,185924000.0,13035710.0,2.49,0.0785,0.00377,0.7721,2.295959,,,2020-09-17
41,AAAU,19.29,19.41,19.26,19.42,680632.0,-0.09000015,-0.0046130265,ETF,,,,,,,,,,365200512.0,18.06,2020-09-17
