,Ticker,Open,High,Low,Close,Volume,Change,ChangePercent,Type,MarketCap,SharesFloat,SharesOutstanding,SharesShort,SharesShortRatio,SharesShortPercentOfFloat,SharesInsidersPercent,SharesInstitutionsPercent,Beta,TotalAssets,NAV,Date
0,^GSPC,3231.76,3250.92,3204.13,3246.22,2425538883.0,-12.219971,-0.0037502518,INDEX,,,,,,,,,,,,2020-07-30
1,^DJI,26367.42,26374.93,25992.28,26313.65,358291610.0,-225.91992,-0.008512569,INDEX,,,,,,,,,,,,2020-07-30
2,^IXIC,10450.1,10609.586,10412.095,10587.813,3737510357.0,44.870117,0.0042559383,INDEX,,,,,,,,,,,,2020-07-30
3,^RUT,1499.2035,1499.2035,1475.1569,1495.1012,0.0,-5.5284424,-0.0036840818,INDEX,,,,,,,,,,,,2020-07-30
4,^RUA,1904.7433,1904.7433,1874.6885,1899.1736,0.0,-6.45166,-0.0033855871,INDEX,,,,,,,,,,,,2020-07-30
5,^GSPTSE,16123.08,16299.29,16020.55,16299.29,185968448.0,4.629883,0.00028413496,INDEX,,,,,,,,,,,,2020-07-30
6,^FTSE,6131.46,6145.83,5924.7,5989.99,0.0,-141.46973,-0.023072762,INDEX,,,,,,,,,,,,2020-07-30
7,^HSI,24979.24,25197.31,24616.05,24710.59,0.0,-172.55078,-0.0069344454,INDEX,,,,,,,,,,,,2020-07-30
8,^SSEC,3299.5718,3312.4507,3282.1616,3286.822,4005641028.0,-7.7299805,-0.002346292,INDEX,,,,,,,,,,,,2020-07-30
9,^N225,22489.24,22506.6,22334.71,22339.23,0.0,-57.878906,-0.0025842134,INDEX,,,,,,,,,,,,2020-07-30
10,^STI,2581.66,2581.66,2511.02,2529.82,0.0,-43.629883,-0.01695385,INDEX,,,,,,,,,,,,2020-07-30
11,^MXX,37573.48,37636.79,36975.78,37136.78,101237740.0,-584.0586,-0.015483711,INDEX,,,,,,,,,,,,2020-07-30
12,^GDAXI,12762.12,12768.71,12253.92,12379.65,0.0,-442.60938,-0.034518827,INDEX,,,,,,,,,,,,2020-07-30
13,^SPEUP,1466.55,1466.55,1419.78,1431.82,0.0,-32.860107,-0.022435008,INDEX,,,,,,,,,,,,2020-07-30
14,^STOXX50E,3300.61,3300.61,3174.38,3208.2,0.0,-91.95996,-0.027865302,INDEX,,,,,,,,,,,,2020-07-30
15,^STOXX,367.9,367.9,356.52,359.52,0.0,-7.930023,-0.02158123,INDEX,,,,,,,,,,,,2020-07-30
16,^FVX,0.24200001,0.244,0.228,0.22999999,,-0.023000002,-0.0909091,INDEX,,,,,,,,,,,,2020-07-30
17,^TNX,0.561,0.561,0.538,0.541,0.0,-0.037999988,-0.06563038,INDEX,,,,,,,,,,,,2020-07-30
18,^TYX,1.214,1.214,1.1899999,1.198,,-0.04400003,-0.035426755,INDEX,,,,,,,,,,,,2020-07-30
19,^VIX,25.04,28.29,24.64,24.76,0.0,0.65999985,0.027385885,INDEX,,,,,,,,,,,,2020-07-30
20,^VVIX,115.92,121.33,112.02,112.16,0.0,1.2100067,0.010905874,INDEX,,,,,,,,,,,,2020-07-30
21,^GVZ,23.4,24.82,23.33,24.13,0.0,-2.6600018,-0.09929084,INDEX,,,,,,,,,,,,2020-07-30
22,^OVX,40.44,43.31,39.99,42.06,0.0,2.4799995,0.06265789,INDEX,,,,,,,,,,,,2020-07-30
23,ES=F,3269.25,3273.75,3268.25,3268.75,4568.0,20.0,0.006156214,FUTURE,,,,,,,,,,,,2020-07-30
24,CL=F,40.34,40.55,40.34,40.47,1432.0,0.55000305,0.013777632,FUTURE,,,,,,,,,,,,2020-07-30
25,BZ=F,43.8,43.82,41.38,43.32,6580.0,0.38000107,0.008849583,FUTURE,,,,,,,,,,,,2020-07-30
26,GC=F,1948.6,1950.1,1948.0,1972.5,437.0,5.699951,0.0028980835,FUTURE,,,,,,,,,,,,2020-07-30
27,SI=F,23.625,23.66,23.615,23.615,195.0,0.25300026,0.010829563,FUTURE,,,,,,,,,,,,2020-07-30
28,PA=F,2128.0,2132.8,2123.9,2132.8,8.0,-2.0998535,-0.0009835841,FUTURE,,,,,,,,,,,,2020-07-30
29,HG=F,2.9205,2.924,2.9165,2.9225,123.0,0.008499861,0.002916905,FUTURE,,,,,,,,,,,,2020-07-30
30,ZW=F,531.75,534.5,525.0,528.75,44413.0,-0.75,-0.0014164306,FUTURE,,,,,,,,,,,,2020-07-30
31,ZC=F,326.25,329.5,326.0,326.5,128206.0,-0.25,-0.00076511095,FUTURE,,,,,,,,,,,,2020-07-30
32,ZS=F,885.0,890.0,880.75,888.75,92057.0,0.5,0.0005629046,FUTURE,,,,,,,,,,,,2020-07-30
33,CAD=X,1.34318,1.34341,1.3419,1.34237,0.0,0.00910008,0.0068253847,CURRENCY,,,,,,,,,,,,2020-07-30
34,CNY=X,7.008,7.008,7.008,7.008,0.0,0.0064001083,0.0009140923,CURRENCY,,,,,,,,,,,,2020-07-30
35,EUR=X,0.8442,0.8443,0.8437,0.8442,0.0,-0.0036000013,-0.004246286,CURRENCY,,,,,,,,,,,,2020-07-30
36,JPY=X,104.784,104.813,104.716,104.804,0.0,-0.114997864,-0.0010960633,CURRENCY,,,,,,,,,,,,2020-07-30
37,HKD=X,7.74976,7.7501,7.7496,7.74976,0.0,0.00016021729,2.0674266e-05,CURRENCY,,,,,,,,,,,,2020-07-30
38,BTC-USD,11081.086,11153.723,10913.767,11101.334,23094616064.0,20.248047,0.001827262,CRYPTOCURRENCY,204785893376.0,,,,,,,,,,,2020-07-30
39,A,96.12,96.36,94.97,95.93,1638174.0,-1.1699982,-0.012049415,EQUITY,29620977664.0,307625656.0,308776992.0,4123753.0,2.9,0.0134000005,0.00373,0.89387,1.121008,,,2020-07-30
40,AA,12.83,13.25,12.47,13.18,6506440.0,0.0,0.0,EQUITY,2450412544.0,185115660.0,185919008.0,14785039.0,1.69,0.088999994,0.00377,0.7721,2.281233,,,2020-07-30
41,AAAU,19.47,19.555,19.31,19.5,645165.0,-0.13999939,-0.0071282787,ETF,,,,,,,,,,365200512.0,18.06,2020-07-30
42,AACG,1.02,1.11,1.01,1.05,46252.0,-0.0200001,-0.018691681,EQUITY,33325318.0,6474176.0,31738400.0,11378.0,0.08,,0.0,0.00458,1.279503,,,2020-07-30
43,AADR,57.08,57.545,56.946,57.0051,2860.0,-1.0649,-0.0183382,ETF,,,,,,,,,,75879224.0,55.6,2020-07-30
44,AAL,11.22,11.39,11.12,11.18,39597651.0,-0.21999931,-0.019298187,EQUITY,5685711872.0,502366888.0,508110016.0,150196852.0,1.49,0.42900002,0.01165,0.84803003,1.729971,,,2020-07-30
45,AAMC,14.63,14.63,14.475,14.475,2042.0,0.010000229,0.0006913397,EQUITY,23540114.0,537397.0,1626260.0,8219.0,1.95,0.0187,0.61104,0.18121,1.045938,,,2020-07-30
46,AAME,1.89,1.89,1.85,1.85,6577.0,-0.03999996,-0.021164002,EQUITY,37811040.0,4879047.0,20438400.0,8486.0,0.3,0.0021,0.80135,0.053990003,0.156862,,,2020-07-30
47,AAN,54.0,55.9107,52.06,52.76,1350693.0,-1.6300011,-0.029968765,EQUITY,3565077504.0,66421333.0,67571600.0,2643192.0,3.56,0.0508,0.01327,1.04257,,,,2020-07-30
48,AAOI,13.25,14.05,13.07,13.87,784317.0,0.34000015,0.025129354,EQUITY,282108864.0,18507362.0,20339500.0,5384666.0,6.75,0.383,0.073189996,0.6155,1.983753,,,2020-07-30
49,AAON,58.0,58.89,57.3,58.24,168013.0,-0.8599968,-0.014551554,EQUITY,3030314752.0,40504466.0,52031500.0,3460764.0,16.06,0.1,0.21983999,0.72297996,0.737815,,,2020-07-30
50,AAP,154.11,154.77,148.73,152.87,1337147.0,4.6599884,0.031441793,EQUITY,10563500032.0,68614782.0,69101200.0,2572367.0,2.7,0.0436,0.00341,1.0409,1.321568,,,2020-07-30
51,AAPL,376.75,385.19,375.07,384.76,30622619.0,4.600006,0.012100184,EQUITY,1667676766208.0,4329740605.0,4334329856.0,35234606.0,0.96,0.0081,0.00066,0.62115,1.182072,,,2020-07-30
52,AAT,26.39,26.69,25.9,26.33,189288.0,-0.6700001,-0.024814818,EQUITY,1581745792.0,53087321.0,60073900.0,577500.0,1.36,0.0171,0.01302,0.98831004,0.991596,,,2020-07-30
53,AAU,0.73,0.74,0.6526,0.7177,1481159.0,-0.004400015,-0.006093359,EQUITY,80985984.0,111628961.0,117236000.0,1090017.0,3.55,0.0097,0.049450003,0.16375,1.514865,,,2020-07-30
54,AAWW,50.65,51.94,50.34,51.43,440940.0,0.27999878,0.005474072,EQUITY,1343691008.0,25530873.0,26126600.0,2986432.0,7.26,0.1582,0.0232,1.02093,1.685154,,,2020-07-30
55,AAXJ,75.03,75.22,74.34,75.17,1318813.0,-0.6500015,-0.008572956,ETF,,,,,,,,,,3744101632.0,74.81,2020-07-30
56,AAXN,84.06,85.67,83.48,84.88,487535.0,-0.010002136,-0.00011782467,EQUITY,5370798592.0,58847664.0,63275200.0,3576538.0,2.53,0.0657,0.0191,0.91153,0.761904,,,2020-07-30
57,AB,29.14,29.3945,28.7601,29.15,250662.0,-0.12000084,-0.0040997895,EQUITY,2808077824.0,93418472.0,96332000.0,726461.0,2.06,0.0077,0.06593,0.21305999,1.521008,,,2020-07-30
58,ABB,25.34,25.585,25.06,25.57,1830415.0,-0.55000114,-0.021056704,EQUITY,53868064768.0,1744993440.0,2134569984.0,5230189.0,2.23,,0.0,0.04383,1.187209,,,2020-07-30
59,ABBV,96.31,96.74,95.405,96.04,6283366.0,-0.9700012,-0.009998982,EQUITY,169256091648.0,1474674776.0,1762349952.0,13683834.0,1.89,0.0078,0.0011100001,0.76761,0.822408,,,2020-07-30
60,ABC,102.17,102.49,101.11,102.17,635231.0,-1.1399994,-0.011034744,EQUITY,20781684736.0,146124550.0,203403008.0,3585771.0,3.03,0.024500001,0.27781,0.67904997,0.615686,,,2020-07-30
61,ABCB,23.37,23.52,22.75,23.36,322358.0,-0.72999954,-0.03030301,EQUITY,1622632320.0,64844429.0,69462000.0,1715062.0,3.49,0.0307,0.05132,0.87871003,,,,2020-07-30
62,ABEO,2.76,2.91,2.73,2.89,465772.0,0.120000124,0.04332135,EQUITY,241886944.0,69604034.0,83622096.0,2981643.0,2.68,0.043,0.17819001,0.66402,1.522128,,,2020-07-30
63,ABEQ,23.0976,23.24,23.13,23.22,6181.0,-0.176701,-0.00755237,ETF,,,,,,,,,,28957154.0,22.3,2020-07-30
64,ABEV,3.0,3.06,2.84,2.84,38813431.0,-0.06000018,-0.020689717,EQUITY,45278687232.0,4393778927.0,15733099520.0,53753740.0,1.53,,0.0,0.083000004,0.715935,,,2020-07-30
65,ABG,102.11,103.32,100.2387,101.58,158894.0,-2.4700012,-0.023738598,EQUITY,1959457920.0,16980435.0,19289800.0,2297285.0,9.99,0.16790001,0.01115,1.03278,1.621848,,,2020-07-30
66,ABIO,7.0,7.38,6.81,7.1,2996276.0,0.19999981,0.028985478,EQUITY,31821276.0,1175148.0,4481870.0,22015.0,0.04,0.0064999997,0.00569,0.13283,3.095238,,,2020-07-30
67,ABM,35.34,35.77,34.8,35.2,254647.0,-0.6399994,-0.017857125,EQUITY,2346646784.0,60739511.0,66666100.0,1611739.0,2.54,0.033299997,0.01006,1.0145401,1.274509,,,2020-07-30
68,ABMD,298.41,300.94,292.51,298.91,274089.0,-0.19000244,-0.0006352472,EQUITY,13464131584.0,43935537.0,45044100.0,2432614.0,5.79,0.062,0.020350002,1.0137,0.933333,,,2020-07-30
69,ABR,9.22,9.6,9.175,9.58,1268747.0,0.22000027,0.023504306,EQUITY,1056204544.0,99805075.0,110251000.0,5858488.0,2.26,0.0574,0.06315,0.42728,1.814565,,,2020-07-30
70,ABT,100.98,101.58,100.24,101.53,3082884.0,-0.98999786,-0.009656631,EQUITY,179591348224.0,1755225217.0,1768850048.0,10168761.0,1.97,0.0058999998,0.0072600003,0.77178,0.960784,,,2020-07-30
71,ABTX,24.5,25.47,23.3,24.99,61276.0,0.6399994,0.026283342,EQUITY,509870976.0,18529769.0,20403000.0,653297.0,8.04,0.041500002,0.08357,0.51931,1.342352,,,2020-07-30
72,ABUS,3.93,4.49,3.81,4.3,8564372.0,0.26000023,0.06435649,EQUITY,296534048.0,38368741.0,68961400.0,765095.0,0.88,0.0149,0.30162,0.35036,2.823529,,,2020-07-30
73,AC,39.74,40.46,39.19,39.38,13006.0,-0.8899994,-0.022100804,EQUITY,881619776.0,3365283.0,3404540.0,143201.0,7.37,0.078200005,0.03948,0.85196996,1.307113,,,2020-07-30
74,ACA,42.25,42.51,41.82,42.09,198254.0,-0.90999985,-0.021162786,EQUITY,2029192576.0,47578294.0,48210800.0,691391.0,2.54,0.0194,0.00693,0.90539,,,,2020-07-30
75,ACAD,42.27,42.96,42.0,42.49,979400.0,-0.0399971,-0.0009404444,EQUITY,6622533632.0,113549345.0,155860992.0,9498108.0,4.15,0.1078,0.00099,0.97571,1.798319,,,2020-07-30
76,ACAM,10.32,10.32,10.23,10.23,19278.0,-0.09000015,-0.008720946,EQUITY,390752224.0,23187660.0,30557300.0,12385.0,0.09,0.0004,0.0,0.77959,,,,2020-07-30
77,ACB,10.67,10.8,10.4152,10.54,1699674.0,-0.15999985,-0.014953257,EQUITY,1178414208.0,109411384.0,112570000.0,14448261.0,3.33,,0.028989999,0.122659996,1.503202,,,2020-07-30
78,ACBI,10.26,10.5,10.03,10.3,56243.0,-0.23999977,-0.022770377,EQUITY,221219280.0,20672864.0,21477600.0,206994.0,2.48,0.0117,0.03002,0.8937,1.10989,,,2020-07-30
79,ACC,35.47,36.2,35.03,36.1,645653.0,0.0,0.0,EQUITY,4967504384.0,136925492.0,137604000.0,4094212.0,2.67,0.040999997,0.0074199997,0.96652,1.046498,,,2020-07-30
80,ACCO,6.99,7.03,6.77,6.9,476914.0,-0.089999676,-0.012875492,EQUITY,651788480.0,91236915.0,94462096.0,4887998.0,8.27,0.053400002,0.028889999,0.96606004,2.171988,,,2020-07-30
81,ACEL,8.57,8.57,8.31,8.35,189328.0,-0.37999916,-0.043527972,EQUITY,654459648.0,33864039.0,78378400.0,2393990.0,3.05,0.078200005,0.22376,0.56672,,,,2020-07-30
82,ACER,4.04,4.18,3.78,3.93,469142.0,-0.08000016,-0.019950164,EQUITY,40279356.0,2832361.0,10249200.0,350252.0,1.44,0.0617,0.24643,0.51929003,1.686018,,,2020-07-30
83,ACES,45.0,45.21,44.8,45.01,64271.0,-0.3967018,-0.0087366365,ETF,,,,,,,,,,208896736.0,42.9,2020-07-30
84,ACGL,30.04,31.79,29.95,31.11,2453114.0,0.25,0.008101102,EQUITY,12619770880.0,358543513.0,405649984.0,3370268.0,1.55,0.0086,0.02873,0.88744,0.747338,,,2020-07-30
85,ACGLO,25.94,25.99,25.89,25.99,12998.0,0.049999237,0.0019274956,EQUITY,15154483200.0,358543513.0,402939008.0,,,,0.0,0.2765,0.747338,,,2020-07-30
86,ACGLP,25.12,25.2856,25.0945,25.13,42630.0,-0.20000076,-0.007895806,EQUITY,15250316288.0,358543513.0,402939008.0,,,,0.0,0.25667998,0.747338,,,2020-07-30
87,ACH,6.6,6.615,6.51,6.6,71066.0,0.0,0.0,EQUITY,7185749504.0,447539690.0,680907008.0,54988.0,0.48,,0.0,0.01324,1.11686,,,2020-07-30
88,ACHC,29.43,30.515,29.32,30.41,532313.0,0.3199997,0.010634753,EQUITY,2704741376.0,81663445.0,88942496.0,8225897.0,11.89,0.1325,0.01548,1.19206,1.373109,,,2020-07-30
89,ACHV,0.7302,0.8268,0.58,0.6,64775589.0,-0.09679997,-0.13892074,EQUITY,22509240.0,37273809.0,37515400.0,3106634.0,1.3,0.0836,0.01128,0.17056,1.416328,,,2020-07-30
90,ACIA,67.29,67.81,67.2,67.66,336563.0,0.16000366,0.0023704246,EQUITY,2827322112.0,38170935.0,41787200.0,5474202.0,11.25,0.14220001,0.07873,0.85151,0.930454,,,2020-07-30
91,ACIO,25.85,26.0199,25.93,25.9795,16154.0,-0.101101,-0.0038764798,ETF,,,,,,,,,,127367400.0,25.39,2020-07-30
92,ACIU,6.8,7.14,6.61,7.01,589946.0,0.38500023,0.05811324,EQUITY,503734400.0,26861774.0,71859400.0,618442.0,9.4,0.0229,0.47897997,0.26783,0.503383,,,2020-07-30
93,ACIW,27.31,27.56,26.89,27.38,476428.0,-0.40000153,-0.014398903,EQUITY,3174574080.0,112812020.0,115945000.0,5457222.0,8.95,0.0548,0.02783,1.00244,1.337254,,,2020-07-30
94,ACLS,28.09,29.42,28.09,29.29,303055.0,0.8900013,0.031338073,EQUITY,962911680.0,30063001.0,32875100.0,1043901.0,2.47,0.0383,0.018129999,0.89804,1.424649,,,2020-07-30
95,ACM,36.7,36.91,36.15,36.88,605841.0,-0.45000076,-0.012054668,EQUITY,5903971840.0,158305687.0,160086000.0,3349721.0,2.42,0.0311,0.048,0.86773,1.738935,,,2020-07-30
96,ACMR,88.93,92.8,86.71,92.28,190572.0,3.0,0.033602152,EQUITY,1677650432.0,10219679.0,16327300.0,1192479.0,2.08,0.0954,0.36019,0.19108999,0.718399,,,2020-07-30
97,ACN,220.81,223.99,219.78,223.98,1329906.0,-0.40000916,-0.0017827308,EQUITY,142696988672.0,635108738.0,636196992.0,6451831.0,2.75,0.010199999,0.00185,0.74678004,1.056022,,,2020-07-30
98,ACNB,22.0,22.02,20.75,21.16,29245.0,-1.2000008,-0.053667296,EQUITY,183455296.0,8332473.0,8669910.0,88636.0,4.1,0.0106,0.03364,0.22207001,0.054341,,,2020-07-30
