Ticker,Date,Net Flows*
XNTK,2007-02-28,0.0
XLY,2007-02-28,0.0
IVV,2007-02-28,14.12
EWU,2007-02-28,0.0
IWR,2007-02-28,25.75
IYJ,2007-02-28,0.0
ILF,2007-02-28,-32.91
IJK,2007-02-28,8.31
IXG,2007-02-28,0.0
SPY,2007-02-28,-981.17
XLF,2007-02-28,-3.58
IOO,2007-02-28,0.0
IJJ,2007-02-28,12.4
EWA,2007-02-28,0.0
IGV,2007-02-28,-13.22
IVW,2007-02-28,0.0
IVE,2007-02-28,0.0
IYC,2007-02-28,0.0
XLK,2007-02-28,0.0
IGN,2007-02-28,0.0
IUSV,2007-02-28,0.0
IGM,2007-02-28,0.0
EWT,2007-02-28,37.26
IWO,2007-02-28,-4.0
XLP,2007-02-28,6.48
IGE,2007-02-28,0.0
EWI,2007-02-28,0.0
IJR,2007-02-28,-66.92
IDU,2007-02-28,0.0
ICF,2007-02-28,0.0
IUSG,2007-02-28,0.0
XLB,2007-02-28,-22.24
EZU,2007-02-28,0.0
IBB,2007-02-28,-3.87
EWZ,2007-02-28,0.0
IEV,2007-02-28,0.0
IEF,2007-02-28,0.0
EPP,2007-02-28,0.0
DGT,2007-02-28,-7.39
IWD,2007-02-28,49.4
SLYV,2007-02-28,0.0
EWG,2007-02-28,0.0
EWY,2007-02-28,0.0
IWN,2007-02-28,-12.01
DIA,2007-02-28,-30.54
EWC,2007-02-28,0.0
IYR,2007-02-28,-205.74
IJS,2007-02-28,0.0
XLV,2007-02-28,0.0
IWS,2007-02-28,15.12
IJH,2007-02-28,37.66
EWW,2007-02-28,-25.14
EWM,2007-02-28,-9.49
EWL,2007-02-28,0.0
IYG,2007-02-28,0.0
EWQ,2007-02-28,0.0
SPTM,2007-02-28,0.0
RWR,2007-02-28,0.0
EWJ,2007-02-28,0.0
EWO,2007-02-28,0.0
IWB,2007-02-28,0.0
EFA,2007-02-28,0.0
EWN,2007-02-28,0.0
EWP,2007-02-28,0.0
EWS,2007-02-28,8.58
IWV,2007-02-28,0.0
SHY,2007-02-28,-32.18
EWD,2007-02-28,0.0
IJT,2007-02-28,0.0
IWF,2007-02-28,0.0
OEF,2007-02-28,-3.21
SLYG,2007-02-28,0.0
VTI,2007-02-28,-0.0
XLI,2007-02-28,-56.39
IWM,2007-02-28,-1768.84
LQD,2007-02-28,0.0
IWP,2007-02-28,15.93
VXF,2007-02-28,73.49
IXC,2007-02-28,0.0
IXJ,2007-02-28,0.0
EWH,2007-02-28,-3.69
IXN,2007-02-28,0.0
IXP,2007-02-28,0.0
QQQ,2007-02-28,395.25
IYE,2007-02-28,0.0
MDY,2007-02-28,0.0
EWK,2007-02-28,0.0
IYF,2007-02-28,0.0
IYK,2007-02-28,0.0
IYM,2007-02-28,-18.85
IYW,2007-02-28,0.0
IYY,2007-02-28,6.85
XLE,2007-02-28,31.28
IYZ,2007-02-28,4.5
SPYG,2007-02-28,5.34
SOXX,2007-02-28,0.0
IYH,2007-02-28,0.0
SPYV,2007-02-28,0.0
XLU,2007-02-28,-9.62
XSVM,2007-02-28,0.0
XSD,2007-02-28,0.0
XMVM,2007-02-28,1.92
PKB,2007-02-28,0.0
JKG,2007-02-28,0.0
FVD,2007-02-28,0.0
FXI,2007-02-28,-88.27
PHO,2007-02-28,3.72
XLG,2007-02-28,0.0
PID,2007-02-28,5.57
PEY,2007-02-28,0.0
PBS,2007-02-28,0.0
IYT,2007-02-28,-83.05
MDYV,2007-02-28,0.0
RSP,2007-02-28,0.0
KBE,2007-02-28,2.87
XBI,2007-02-28,0.0
MDYG,2007-02-28,0.0
JKI,2007-02-28,0.0
JKH,2007-02-28,0.0
EFG,2007-02-28,0.0
PEJ,2007-02-28,0.0
PPA,2007-02-28,0.0
EFV,2007-02-28,0.0
PJP,2007-02-28,0.0
PBE,2007-02-28,0.0
ADRE,2007-02-28,0.0
PXJ,2007-02-28,-7.85
KCE,2007-02-28,9.86
VBK,2007-02-28,6.72
DBC,2007-02-28,0.0
DVY,2007-02-28,0.0
FXE,2007-02-28,0.0
PFM,2007-02-28,0.0
ONEQ,2007-02-28,0.0
XSMO,2007-02-28,0.0
EZA,2007-02-28,0.0
VGK,2007-02-28,-0.0
GLD,2007-02-28,-134.03
IAU,2007-02-28,0.0
PBJ,2007-02-28,0.0
VOX,2007-02-28,0.0
VTV,2007-02-28,0.0
ITOT,2007-02-28,6.26
FEZ,2007-02-28,0.0
SPMD,2007-02-28,0.0
IWC,2007-02-28,0.0
PXE,2007-02-28,0.0
JKJ,2007-02-28,0.0
FDM,2007-02-28,0.0
JKD,2007-02-28,0.0
SUSA,2007-02-28,0.0
PRF,2007-02-28,0.0
JKK,2007-02-28,0.0
PSI,2007-02-28,0.0
SPHQ,2007-02-28,0.0
AGG,2007-02-28,0.0
VHT,2007-02-28,0.0
PSJ,2007-02-28,0.0
PWB,2007-02-28,0.0
PUI,2007-02-28,0.0
PWV,2007-02-28,0.0
TIP,2007-02-28,-20.24
PXQ,2007-02-28,0.0
RFG,2007-02-28,0.0
RFV,2007-02-28,0.0
RPG,2007-02-28,0.0
JKL,2007-02-28,0.0
SDY,2007-02-28,0.0
XHB,2007-02-28,36.16
SLY,2007-02-28,0.0
TLT,2007-02-28,-18.12
VFH,2007-02-28,0.0
SPLG,2007-02-28,0.0
VAW,2007-02-28,0.0
VB,2007-02-28,0.0
VBR,2007-02-28,7.2
PBW,2007-02-28,0.0
JKF,2007-02-28,0.0
RZG,2007-02-28,0.0
VNQ,2007-02-28,0.0
XMMO,2007-02-28,0.0
VCR,2007-02-28,6.09
PWC,2007-02-28,0.0
EEM,2007-02-28,0.0
VDC,2007-02-28,0.0
VDE,2007-02-28,0.0
JKE,2007-02-28,0.0
VV,2007-02-28,6.26
