Date,Open,High,Low,Close,AdjOpen,AdjHigh,AdjLow,AdjClose,Volume,Dividend,Split,SplitFactor,FundFlow
2019-09-25,25.05,25.05,25.05,25.05,25.05,25.05,25.05,25.05,0.0,0.0,1.0,1.0,0.0
2019-09-26,25.05,25.05,25.05,25.05,25.05,25.05,25.05,25.05,335.0,0.0,1.0,1.0,0.0
2019-09-27,25.05,25.05,25.05,25.05,25.05,25.05,25.05,25.05,0.0,0.0,1.0,1.0,0.0
2019-09-30,25.05,25.05,25.05,25.05,25.05,25.05,25.05,25.05,0.0,0.0,1.0,1.0,0.0
2019-10-01,25.05,25.05,25.05,25.05,25.05,25.05,25.05,25.05,0.0,0.0,1.0,1.0,0.0
2019-10-02,25.05,25.05,25.05,25.05,25.05,25.05,25.05,25.05,0.0,0.0,1.0,1.0,0.0
2019-10-03,25.05,25.05,25.05,25.05,25.05,25.05,25.05,25.05,0.0,0.0,1.0,1.0,0.0
2019-10-04,25.05,25.05,25.05,25.05,25.05,25.05,25.05,25.05,0.0,0.0,1.0,1.0,0.0
2019-10-07,25.05,25.05,25.05,25.05,25.05,25.05,25.05,25.05,0.0,0.0,1.0,1.0,0.0
2019-10-08,25.05,25.05,25.05,25.05,25.05,25.05,25.05,25.05,0.0,0.0,1.0,1.0,0.0
2019-10-09,25.05,25.05,25.05,25.05,25.05,25.05,25.05,25.05,0.0,0.0,1.0,1.0,0.0
2019-10-10,25.05,25.05,25.05,25.05,25.05,25.05,25.05,25.05,0.0,0.0,1.0,1.0,0.0
2019-10-11,25.05,25.05,25.05,25.05,25.05,25.05,25.05,25.05,0.0,0.0,1.0,1.0,0.0
2019-10-14,25.05,25.05,25.05,25.05,25.05,25.05,25.05,25.05,0.0,0.0,1.0,1.0,0.0
2019-10-15,25.05,25.05,25.05,25.05,25.05,25.05,25.05,25.05,0.0,0.0,1.0,1.0,0.0
2019-10-16,25.05,25.05,25.05,25.05,25.05,25.05,25.05,25.05,0.0,0.0,1.0,1.0,0.0
2019-10-17,25.05,25.05,25.05,25.05,25.05,25.05,25.05,25.05,0.0,0.0,1.0,1.0,0.0
2019-10-18,25.05,25.05,25.05,25.05,25.05,25.05,25.05,25.05,0.0,0.0,1.0,1.0,0.0
2019-10-21,25.01,25.01,25.01,25.01,25.01,25.01,25.01,25.01,0.0,0.0,1.0,1.0,0.0
2019-10-22,25.01,25.01,25.01,25.01,25.01,25.01,25.01,25.01,0.0,0.0,1.0,1.0,0.0
2019-10-23,25.05,25.05,25.05,25.05,25.05,25.05,25.05,25.05,0.0,0.0,1.0,1.0,0.0
2019-10-24,25.05,25.05,25.05,25.05,25.05,25.05,25.05,25.05,0.0,0.0,1.0,1.0,0.0
2019-10-25,25.01,25.01,25.01,25.01,25.01,25.01,25.01,25.01,0.0,0.0,1.0,1.0,0.0
2019-10-28,24.85,24.86,24.85,24.85,24.85,24.86,24.85,24.85,3084.0,0.0,1.0,1.0,0.0
2019-10-29,24.85,24.85,24.85,24.85,24.85,24.85,24.85,24.85,0.0,0.0,1.0,1.0,0.0
2019-10-30,24.88,24.89,24.88,24.89,24.88,24.89,24.88,24.89,3388.0,0.0,1.0,1.0,0.0
2019-10-31,24.99,25.0,24.99,24.99,24.99,25.0,24.99,24.99,2500.0,0.0,1.0,1.0,0.0
2019-11-01,24.99,24.99,24.99,24.99,24.99,24.99,24.99,24.99,0.0,0.0,1.0,1.0,0.0
2019-11-04,24.99,24.99,24.99,24.99,24.99,24.99,24.99,24.99,0.0,0.0,1.0,1.0,0.0
2019-11-05,24.88,24.88,24.88,24.88,24.88,24.88,24.88,24.88,2161.0,0.0,1.0,1.0,0.0
2019-11-06,24.88,24.89,24.88,24.89,24.88,24.89,24.88,24.89,17000.0,0.0,1.0,1.0,0.0
2019-11-07,24.89,24.89,24.89,24.89,24.89,24.89,24.89,24.89,0.0,0.0,1.0,1.0,0.0
2019-11-08,24.74,24.74,24.74,24.74,24.74,24.74,24.74,24.74,100.0,0.0,1.0,1.0,0.0
2019-11-11,24.74,24.74,24.74,24.74,24.74,24.74,24.74,24.74,0.0,0.0,1.0,1.0,0.0
2019-11-12,24.75,24.75,24.75,24.75,24.75,24.75,24.75,24.75,8000.0,0.0,1.0,1.0,0.0
2019-11-13,24.78,24.85,24.78,24.78,24.78,24.85,24.78,24.78,44700.0,0.0,1.0,1.0,0.0
2019-11-14,24.78,24.78,24.78,24.78,24.78,24.78,24.78,24.78,0.0,0.0,1.0,1.0,0.0
2019-11-15,24.78,24.78,24.78,24.78,24.78,24.78,24.78,24.78,0.0,0.0,1.0,1.0,0.0
2019-11-18,24.81,24.81,24.8,24.8,24.81,24.81,24.8,24.8,177.0,0.0,1.0,1.0,0.0
2019-11-19,24.81,24.82,24.81,24.82,24.81,24.82,24.81,24.82,558.0,0.0,1.0,1.0,0.0
2019-11-20,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,1600.0,0.0,1.0,1.0,0.0
2019-11-21,24.87,24.87,24.87,24.87,24.87,24.87,24.87,24.87,3600.0,0.0,1.0,1.0,0.0
2019-11-22,24.87,24.87,24.87,24.87,24.87,24.87,24.87,24.87,0.0,0.0,1.0,1.0,0.0
2019-11-25,24.92,24.92,24.9,24.9,24.92,24.92,24.9,24.9,540.0,0.0,1.0,1.0,0.0
2019-11-26,24.92,24.96,24.92,24.94,24.92,24.96,24.92,24.94,4300.0,0.0,1.0,1.0,0.0
2019-11-27,24.96,24.96,24.96,24.96,24.96,24.96,24.96,24.96,0.0,0.0,1.0,1.0,0.0
2019-11-29,24.96,24.96,24.96,24.96,24.96,24.96,24.96,24.96,0.0,0.0,1.0,1.0,0.0
2019-12-02,24.96,24.96,24.96,24.96,24.96,24.96,24.96,24.96,0.0,0.0,1.0,1.0,0.0
2019-12-03,24.94,25.03,24.94,25.0,24.94,25.03,24.94,25.0,24280.0,0.0,1.0,1.0,0.0
2019-12-04,25.03,25.03,25.03,25.03,25.03,25.03,25.03,25.03,0.0,0.0,1.0,1.0,0.0
2019-12-05,25.03,25.03,25.03,25.03,25.03,25.03,25.03,25.03,0.0,0.0,1.0,1.0,0.0
2019-12-06,24.97,24.97,24.95,24.95,24.97,24.97,24.95,24.95,1000.0,0.0,1.0,1.0,0.0
2019-12-09,25.0,25.0,24.99,24.98,25.0,25.0,24.99,24.98,100.0,0.0,1.0,1.0,0.0
2019-12-10,24.98,24.98,24.98,24.98,24.98,24.98,24.98,24.98,120.0,0.0,1.0,1.0,0.0
2019-12-11,24.98,24.98,24.98,24.98,24.98,24.98,24.98,24.98,0.0,0.0,1.0,1.0,0.0
2019-12-12,25.03,25.03,24.98,24.98,25.03,25.03,24.98,24.98,45000.0,0.0,1.0,1.0,0.0
2019-12-13,25.02,25.02,25.02,25.02,25.02,25.02,25.02,25.02,0.0,0.0,1.0,1.0,0.0
