Ticker,Date,Net Flows*
XNTK,2017-11-02,0.0
XLY,2017-11-02,36.82
IVV,2017-11-02,-12.96
EWU,2017-11-02,-24.48
IWR,2017-11-02,0.0
IYJ,2017-11-02,0.0
ILF,2017-11-02,0.0
IJK,2017-11-02,-10.43
IXG,2017-11-02,0.0
SPY,2017-11-02,849.89
XLF,2017-11-02,86.62
IOO,2017-11-02,0.0
IJJ,2017-11-02,0.0
EWA,2017-11-02,0.0
IGV,2017-11-02,7.78
IVW,2017-11-02,0.0
IVE,2017-11-02,5.47
IYC,2017-11-02,0.0
XLK,2017-11-02,-72.42
IGN,2017-11-02,0.0
IUSV,2017-11-02,23.89
IGM,2017-11-02,8.35
EWT,2017-11-02,0.0
IWO,2017-11-02,0.0
XLP,2017-11-02,85.2
IGE,2017-11-02,0.0
EWI,2017-11-02,0.0
IJR,2017-11-02,44.63
IDU,2017-11-02,0.0
ICF,2017-11-02,0.0
IUSG,2017-11-02,0.0
XLB,2017-11-02,35.59
EZU,2017-11-02,140.35
IBB,2017-11-02,-31.21
EWZ,2017-11-02,0.0
IEV,2017-11-02,0.0
IEF,2017-11-02,0.0
EPP,2017-11-02,0.0
DGT,2017-11-02,0.0
IWD,2017-11-02,41.92
SLYV,2017-11-02,0.0
EWG,2017-11-02,0.0
EWY,2017-11-02,0.0
IWN,2017-11-02,18.55
DIA,2017-11-02,11.71
EWC,2017-11-02,0.0
IYR,2017-11-02,4.0
IJS,2017-11-02,7.42
XLV,2017-11-02,-16.26
IWS,2017-11-02,0.0
IJH,2017-11-02,36.51
EWW,2017-11-02,0.0
EWM,2017-11-02,0.0
EWL,2017-11-02,0.0
IYG,2017-11-02,0.0
EWQ,2017-11-02,0.0
SPTM,2017-11-02,8.0
RWR,2017-11-02,0.0
EWJ,2017-11-02,0.0
EWO,2017-11-02,0.0
IWB,2017-11-02,-43.0
EFA,2017-11-02,0.0
EWN,2017-11-02,0.0
EWP,2017-11-02,0.0
EWS,2017-11-02,0.0
IWV,2017-11-02,0.0
SHY,2017-11-02,0.0
EWD,2017-11-02,0.0
IJT,2017-11-02,0.0
IWF,2017-11-02,51.97
OEF,2017-11-02,-5.72
SLYG,2017-11-02,11.47
VTI,2017-11-02,79.64
XLI,2017-11-02,-96.5
IWM,2017-11-02,-237.35
LQD,2017-11-02,0.0
IWP,2017-11-02,58.0
VXF,2017-11-02,0.0
IXC,2017-11-02,0.0
IXJ,2017-11-02,0.0
EWH,2017-11-02,0.0
IXN,2017-11-02,0.0
IXP,2017-11-02,0.0
QQQ,2017-11-02,-600.88
IYE,2017-11-02,-3.76
MDY,2017-11-02,-41.6
EWK,2017-11-02,0.0
IYF,2017-11-02,-17.24
