Ticker,Date,Net Flows*
XNTK,2016-12-20,0.0
XLY,2016-12-20,16.58
IVV,2016-12-20,536.19
EWU,2016-12-20,0.0
IWR,2016-12-20,0.0
IYJ,2016-12-20,0.0
ILF,2016-12-20,0.0
IJK,2016-12-20,9.22
IXG,2016-12-20,0.0
SPY,2016-12-20,-766.71
XLF,2016-12-20,-102.93
IOO,2016-12-20,-3.9
IJJ,2016-12-20,7.38
EWA,2016-12-20,-12.35
IGV,2016-12-20,0.0
IVW,2016-12-20,0.0
IVE,2016-12-20,0.0
IYC,2016-12-20,0.0
XLK,2016-12-20,-26.92
IGN,2016-12-20,11.11
IUSV,2016-12-20,17.42
IGM,2016-12-20,0.0
EWT,2016-12-20,0.0
IWO,2016-12-20,0.0
XLP,2016-12-20,36.49
IGE,2016-12-20,0.0
EWI,2016-12-20,0.0
IJR,2016-12-20,-6.96
IDU,2016-12-20,0.0
ICF,2016-12-20,-5.03
IUSG,2016-12-20,0.0
XLB,2016-12-20,2.52
EZU,2016-12-20,0.0
IBB,2016-12-20,80.65
EWZ,2016-12-20,0.0
IEV,2016-12-20,0.0
IEF,2016-12-20,0.0
EPP,2016-12-20,0.0
DGT,2016-12-20,0.0
IWD,2016-12-20,0.0
SLYV,2016-12-20,0.0
EWG,2016-12-20,0.0
EWY,2016-12-20,0.0
IWN,2016-12-20,0.0
DIA,2016-12-20,29.78
EWC,2016-12-20,0.0
IYR,2016-12-20,174.68
IJS,2016-12-20,7.1
XLV,2016-12-20,48.48
IWS,2016-12-20,0.0
IJH,2016-12-20,41.95
EWW,2016-12-20,0.0
EWM,2016-12-20,0.0
EWL,2016-12-20,0.0
IYG,2016-12-20,0.0
EWQ,2016-12-20,0.0
SPTM,2016-12-20,0.0
RWR,2016-12-20,0.0
EWJ,2016-12-20,129.1
EWO,2016-12-20,0.0
IWB,2016-12-20,0.0
EFA,2016-12-20,0.0
EWN,2016-12-20,0.0
EWP,2016-12-20,0.0
EWS,2016-12-20,0.0
IWV,2016-12-20,26.98
SHY,2016-12-20,0.0
EWD,2016-12-20,0.0
IJT,2016-12-20,7.57
IWF,2016-12-20,-42.6
OEF,2016-12-20,-30.24
SLYG,2016-12-20,0.0
VTI,2016-12-20,51.2
XLI,2016-12-20,-18.87
IWM,2016-12-20,-122.98
LQD,2016-12-20,-208.97
IWP,2016-12-20,14.83
VXF,2016-12-20,0.37
IXC,2016-12-20,0.0
IXJ,2016-12-20,0.0
EWH,2016-12-20,0.0
IXN,2016-12-20,0.0
IXP,2016-12-20,0.0
QQQ,2016-12-20,252.24
IYE,2016-12-20,14.77
MDY,2016-12-20,-289.44
EWK,2016-12-20,0.0
IYF,2016-12-20,-5.11
IYK,2016-12-20,0.0
IYM,2016-12-20,0.0
IYW,2016-12-20,0.0
IYY,2016-12-20,0.0
XLE,2016-12-20,38.07
IYZ,2016-12-20,3.46
SPYG,2016-12-20,0.0
SOXX,2016-12-20,0.0
IYH,2016-12-20,0.0
SPYV,2016-12-20,0.0
XLU,2016-12-20,157.89
XSVM,2016-12-20,0.0
XSD,2016-12-20,0.0
XMVM,2016-12-20,0.0
PKB,2016-12-20,-5.67
JKG,2016-12-20,0.0
FVD,2016-12-20,12.77
FXI,2016-12-20,-74.62
PHO,2016-12-20,0.0
XLG,2016-12-20,0.0
PID,2016-12-20,0.0
PEY,2016-12-20,0.0
PBS,2016-12-20,0.0
IYT,2016-12-20,-16.65
MDYV,2016-12-20,4.76
RSP,2016-12-20,0.0
KBE,2016-12-20,95.42
XBI,2016-12-20,-27.48
MDYG,2016-12-20,0.0
JKI,2016-12-20,0.0
JKH,2016-12-20,0.0
EFG,2016-12-20,0.0
PEJ,2016-12-20,0.0
PPA,2016-12-20,0.0
EFV,2016-12-20,0.0
PJP,2016-12-20,0.0
PBE,2016-12-20,-4.08
ADRE,2016-12-20,0.0
PXJ,2016-12-20,0.65
KCE,2016-12-20,0.0
VBK,2016-12-20,6.78
DBC,2016-12-20,0.0
DVY,2016-12-20,-4.5
FXE,2016-12-20,0.0
PFM,2016-12-20,0.0
ONEQ,2016-12-20,0.0
XSMO,2016-12-20,0.0
EZA,2016-12-20,0.0
VGK,2016-12-20,33.24
GLD,2016-12-20,0.0
IAU,2016-12-20,0.0
PBJ,2016-12-20,0.0
VOX,2016-12-20,0.0
VTV,2016-12-20,11.9
ITOT,2016-12-20,46.84
FEZ,2016-12-20,-13.19
SPMD,2016-12-20,0.0
IWC,2016-12-20,0.0
PXE,2016-12-20,0.0
JKJ,2016-12-20,0.0
FDM,2016-12-20,4.42
JKD,2016-12-20,0.0
SUSA,2016-12-20,4.67
PRF,2016-12-20,35.18
JKK,2016-12-20,0.0
PSI,2016-12-20,0.0
SPHQ,2016-12-20,0.0
AGG,2016-12-20,0.0
VHT,2016-12-20,3.19
PSJ,2016-12-20,0.0
PWB,2016-12-20,0.0
PUI,2016-12-20,0.0
PWV,2016-12-20,0.0
TIP,2016-12-20,11.14
PXQ,2016-12-20,0.0
RFG,2016-12-20,0.0
RFV,2016-12-20,0.0
RPG,2016-12-20,0.0
JKL,2016-12-20,0.0
SDY,2016-12-20,8.62
XHB,2016-12-20,5.21
SLY,2016-12-20,12.16
TLT,2016-12-20,165.63
VFH,2016-12-20,35.72
SPLG,2016-12-20,0.0
VAW,2016-12-20,0.0
VB,2016-12-20,0.19
VBR,2016-12-20,30.71
PBW,2016-12-20,0.0
JKF,2016-12-20,0.0
RZG,2016-12-20,0.0
VNQ,2016-12-20,8.35
XMMO,2016-12-20,0.0
VCR,2016-12-20,0.0
PWC,2016-12-20,0.0
EEM,2016-12-20,0.0
VDC,2016-12-20,0.0
VDE,2016-12-20,13.2
JKE,2016-12-20,0.0
VV,2016-12-20,25.99
VGT,2016-12-20,0.0
VIS,2016-12-20,0.0
VO,2016-12-20,16.8
VPL,2016-12-20,0.0
VPU,2016-12-20,0.0
KIE,2016-12-20,-58.23
VUG,2016-12-20,14.55
PGJ,2016-12-20,0.0
FVL,2016-12-20,0.0
SPEU,2016-12-20,0.0
VWO,2016-12-20,49.63
XME,2016-12-20,9.34
IEO,2016-12-20,3.35
IAK,2016-12-20,0.0
GSP,2016-12-20,-0.86
KRE,2016-12-20,140.46
FXF,2016-12-20,0.0
XOP,2016-12-20,105.52
IEZ,2016-12-20,0.0
FXC,2016-12-20,0.0
EQWL,2016-12-20,0.0
FXA,2016-12-20,0.0
FXB,2016-12-20,0.0
DLN,2016-12-20,4.04
RZV,2016-12-20,0.0
FTCS,2016-12-20,0.0
FPX,2016-12-20,0.0
RYH,2016-12-20,7.32
IHF,2016-12-20,12.61
VOE,2016-12-20,14.81
FDL,2016-12-20,0.0
DNL,2016-12-20,0.0
DDM,2016-12-20,4.23
SSO,2016-12-20,-3.88
RYT,2016-12-20,-22.02
QID,2016-12-20,0.0
DXD,2016-12-20,0.7
DWM,2016-12-20,0.0
IAT,2016-12-20,0.0
RCD,2016-12-20,0.0
PTH,2016-12-20,0.0
SDS,2016-12-20,-8.91
DOL,2016-12-20,0.0
DIM,2016-12-20,0.0
FDN,2016-12-20,0.0
JXI,2016-12-20,0.0
GDX,2016-12-20,-2.86
DFJ,2016-12-20,0.0
DOG,2016-12-20,0.0
RHS,2016-12-20,0.0
DXJ,2016-12-20,0.0
DJP,2016-12-20,0.08
DTH,2016-12-20,0.0
PYZ,2016-12-20,0.0
XRT,2016-12-20,11.53
RYE,2016-12-20,0.0
IHE,2016-12-20,7.1
VYM,2016-12-20,33.0
DEW,2016-12-20,0.0
DLS,2016-12-20,0.0
ITB,2016-12-20,26.68
RYU,2016-12-20,0.0
SLX,2016-12-20,0.0
FBT,2016-12-20,0.0
DBV,2016-12-20,0.0
MXI,2016-12-20,0.0
GSG,2016-12-20,0.0
DFE,2016-12-20,0.0
PEZ,2016-12-20,0.0
DES,2016-12-20,12.49
PFI,2016-12-20,0.0
QQEW,2016-12-20,0.0
PSQ,2016-12-20,0.0
DON,2016-12-20,0.0
EVX,2016-12-20,0.0
EXI,2016-12-20,0.0
DSI,2016-12-20,0.0
DTN,2016-12-20,0.0
ITA,2016-12-20,0.0
DTD,2016-12-20,0.0
DHS,2016-12-20,0.0
RXI,2016-12-20,0.0
VOT,2016-12-20,0.07
IHI,2016-12-20,40.13
MVV,2016-12-20,0.0
RYF,2016-12-20,0.0
KXI,2016-12-20,0.0
MYY,2016-12-20,0.0
PSL,2016-12-20,0.0
DOO,2016-12-20,0.0
MZZ,2016-12-20,0.0
PRN,2016-12-20,0.0
XPH,2016-12-20,1.99
SH,2016-12-20,-6.34
PSP,2016-12-20,0.0
RGI,2016-12-20,0.0
QTEC,2016-12-20,0.0
PTF,2016-12-20,0.0
PXI,2016-12-20,2.23
CVY,2016-12-20,0.0
PZD,2016-12-20,0.0
QLD,2016-12-20,4.43
RPV,2016-12-20,0.0
RYJ,2016-12-20,0.0
RTM,2016-12-20,0.0
SLV,2016-12-20,-12.14
USO,2016-12-20,-10.41
VIG,2016-12-20,6.52
IAI,2016-12-20,0.0
PRFZ,2016-12-20,0.0
XES,2016-12-20,0.0
XMHQ,2016-12-20,0.0
VEU,2016-12-20,0.0
UYM,2016-12-20,0.0
UYG,2016-12-20,0.0
IEI,2016-12-20,0.0
HYG,2016-12-20,292.39
GII,2016-12-20,0.0
FYX,2016-12-20,0.0
FNX,2016-12-20,0.0
FXO,2016-12-20,4.08
QCLN,2016-12-20,0.0
REM,2016-12-20,40.89
FXL,2016-12-20,0.0
DGL,2016-12-20,-7.35
FXG,2016-12-20,-11.52
QSY,2016-12-20,0.0
FXZ,2016-12-20,0.0
IGSB,2016-12-20,0.0
FRI,2016-12-20,0.0
PFF,2016-12-20,11.17
GXC,2016-12-20,0.0
SIJ,2016-12-20,0.0
FEX,2016-12-20,2.47
EZM,2016-12-20,0.0
DBB,2016-12-20,3.0
GBF,2016-12-20,0.0
GWX,2016-12-20,0.0
DBO,2016-12-20,0.0
SZK,2016-12-20,0.0
DIG,2016-12-20,2.23
RSX,2016-12-20,0.0
CZA,2016-12-20,0.0
REZ,2016-12-20,0.0
DBS,2016-12-20,0.0
EES,2016-12-20,0.0
RWX,2016-12-20,0.0
CWI,2016-12-20,0.0
GVI,2016-12-20,-32.79
BLV,2016-12-20,0.0
FAB,2016-12-20,0.0
FAD,2016-12-20,0.0
CSD,2016-12-20,0.0
BIV,2016-12-20,16.56
RESP,2016-12-20,0.0
PDP,2016-12-20,0.0
BSV,2016-12-20,15.86
FXH,2016-12-20,0.0
SAA,2016-12-20,0.0
SMN,2016-12-20,0.0
DEF,2016-12-20,0.0
BND,2016-12-20,16.07
UWM,2016-12-20,0.0
GMF,2016-12-20,0.0
URE,2016-12-20,0.0
DUG,2016-12-20,0.0
EPS,2016-12-20,0.0
IGIB,2016-12-20,0.0
RXD,2016-12-20,0.0
MBB,2016-12-20,0.0
PGF,2016-12-20,-1.79
SMOG,2016-12-20,0.0
PKW,2016-12-20,0.0
QQXT,2016-12-20,0.0
DBA,2016-12-20,0.0
SSG,2016-12-20,0.0
REW,2016-12-20,0.0
ROM,2016-12-20,0.0
SHV,2016-12-20,0.0
RWM,2016-12-20,0.0
RXL,2016-12-20,0.0
FXN,2016-12-20,-2.55
SBB,2016-12-20,0.0
FXR,2016-12-20,3.35
SCC,2016-12-20,0.0
SDD,2016-12-20,0.0
FXY,2016-12-20,12.38
SDP,2016-12-20,0.0
UPW,2016-12-20,0.0
SKF,2016-12-20,0.0
FXD,2016-12-20,0.0
SPDW,2016-12-20,0.0
SPEM,2016-12-20,0.0
DBE,2016-12-20,0.0
UDN,2016-12-20,0.0
SRS,2016-12-20,0.0
TLH,2016-12-20,0.0
UNG,2016-12-20,-12.85
TUSA,2016-12-20,0.0
UXI,2016-12-20,0.0
TWM,2016-12-20,-8.17
FXU,2016-12-20,-9.48
UCC,2016-12-20,0.0
FTA,2016-12-20,0.0
DBP,2016-12-20,-6.95
UGE,2016-12-20,0.0
USD,2016-12-20,3.45
USIG,2016-12-20,0.0
FTC,2016-12-20,0.0
USRT,2016-12-20,0.0
UUP,2016-12-20,0.0
WIP,2016-12-20,-5.19
USL,2016-12-20,0.0
PBP,2016-12-20,0.0
SHM,2016-12-20,23.93
GRU,2016-12-20,0.01
PCY,2016-12-20,0.0
GCC,2016-12-20,0.0
DEM,2016-12-20,0.0
FDD,2016-12-20,0.0
RWL,2016-12-20,0.0
FXP,2016-12-20,0.0
EWV,2016-12-20,0.0
TUR,2016-12-20,0.0
GSY,2016-12-20,0.0
MLN,2016-12-20,0.0
MUB,2016-12-20,64.48
EUM,2016-12-20,0.0
EMB,2016-12-20,54.68
EEH,2016-12-20,-0.0
NLR,2016-12-20,0.0
WPS,2016-12-20,-6.86
IDV,2016-12-20,0.0
EIS,2016-12-20,0.0
DGP,2016-12-20,0.0
DWX,2016-12-20,0.0
PBD,2016-12-20,0.0
THD,2016-12-20,-7.18
FFR,2016-12-20,0.0
CMF,2016-12-20,0.0
ACWX,2016-12-20,0.0
VEA,2016-12-20,0.0
RJA,2016-12-20,0.89
IFGL,2016-12-20,0.0
FGD,2016-12-20,0.0
BWX,2016-12-20,0.0
DZZ,2016-12-20,0.0
SPTI,2016-12-20,0.0
BJK,2016-12-20,0.0
PHB,2016-12-20,0.0
SCZ,2016-12-20,0.0
FIW,2016-12-20,0.0
FCG,2016-12-20,2.67
AIA,2016-12-20,0.0
DGS,2016-12-20,0.0
PLW,2016-12-20,0.0
CUT,2016-12-20,0.0
CGW,2016-12-20,0.0
MGK,2016-12-20,11.04
FUE,2016-12-20,0.01
EFZ,2016-12-20,0.0
IDHQ,2016-12-20,0.0
LTL,2016-12-20,0.0
SMB,2016-12-20,0.0
DGZ,2016-12-20,0.0
EPI,2016-12-20,0.0
ECH,2016-12-20,0.0
EDV,2016-12-20,0.0
BIL,2016-12-20,9.14
EEV,2016-12-20,0.0
IEUS,2016-12-20,0.0
NYF,2016-12-20,0.0
GCE,2016-12-20,0.0
PWZ,2016-12-20,0.0
EFU,2016-12-20,0.0
IGF,2016-12-20,3.96
ITM,2016-12-20,-16.15
PIO,2016-12-20,0.0
JNK,2016-12-20,0.0
PZA,2016-12-20,0.0
IFEU,2016-12-20,0.0
MOO,2016-12-20,0.0
PGX,2016-12-20,-12.02
PIE,2016-12-20,0.0
