Ticker,Date,Net Flows*
XNTK,2016-12-13,0.0
XLY,2016-12-13,-25.09
IVV,2016-12-13,250.28
EWU,2016-12-13,0.0
IWR,2016-12-13,18.23
IYJ,2016-12-13,6.16
ILF,2016-12-13,0.0
IJK,2016-12-13,0.0
IXG,2016-12-13,0.0
SPY,2016-12-13,4184.8
XLF,2016-12-13,-29.41
IOO,2016-12-13,0.0
IJJ,2016-12-13,7.43
EWA,2016-12-13,0.0
IGV,2016-12-13,83.92
IVW,2016-12-13,0.0
IVE,2016-12-13,87.35
IYC,2016-12-13,0.0
XLK,2016-12-13,29.11
IGN,2016-12-13,0.0
IUSV,2016-12-13,0.0
IGM,2016-12-13,0.0
EWT,2016-12-13,0.0
IWO,2016-12-13,15.65
XLP,2016-12-13,86.22
IGE,2016-12-13,0.0
EWI,2016-12-13,12.4
IJR,2016-12-13,69.79
IDU,2016-12-13,-6.09
ICF,2016-12-13,-125.77
IUSG,2016-12-13,0.0
XLB,2016-12-13,2.56
EZU,2016-12-13,0.0
IBB,2016-12-13,53.52
EWZ,2016-12-13,0.0
IEV,2016-12-13,0.0
IEF,2016-12-13,-41.83
EPP,2016-12-13,0.0
DGT,2016-12-13,0.0
IWD,2016-12-13,17.05
SLYV,2016-12-13,0.0
EWG,2016-12-13,46.97
EWY,2016-12-13,0.0
IWN,2016-12-13,48.23
DIA,2016-12-13,544.76
EWC,2016-12-13,0.0
IYR,2016-12-13,-77.8
IJS,2016-12-13,7.15
XLV,2016-12-13,-93.42
IWS,2016-12-13,16.44
IJH,2016-12-13,-84.08
EWW,2016-12-13,0.0
EWM,2016-12-13,0.0
EWL,2016-12-13,0.0
IYG,2016-12-13,-5.36
EWQ,2016-12-13,0.0
SPTM,2016-12-13,0.0
RWR,2016-12-13,0.0
EWJ,2016-12-13,0.0
EWO,2016-12-13,0.0
IWB,2016-12-13,75.6
EFA,2016-12-13,0.0
EWN,2016-12-13,0.0
EWP,2016-12-13,0.0
EWS,2016-12-13,0.0
IWV,2016-12-13,20.19
SHY,2016-12-13,0.0
EWD,2016-12-13,0.0
IJT,2016-12-13,0.0
IWF,2016-12-13,42.35
OEF,2016-12-13,-5.01
SLYG,2016-12-13,0.0
VTI,2016-12-13,12.28
XLI,2016-12-13,-19.12
IWM,2016-12-13,-54.7
LQD,2016-12-13,-58.02
IWP,2016-12-13,0.0
VXF,2016-12-13,0.05
IXC,2016-12-13,5.32
IXJ,2016-12-13,0.0
EWH,2016-12-13,-21.48
IXN,2016-12-13,0.0
IXP,2016-12-13,0.0
QQQ,2016-12-13,261.74
IYE,2016-12-13,4.24
MDY,2016-12-13,-199.24
EWK,2016-12-13,-8.33
IYF,2016-12-13,30.72
IYK,2016-12-13,0.0
IYM,2016-12-13,4.31
IYW,2016-12-13,0.0
IYY,2016-12-13,0.0
XLE,2016-12-13,119.25
IYZ,2016-12-13,3.33
SPYG,2016-12-13,-15.95
SOXX,2016-12-13,-18.01
IYH,2016-12-13,0.0
SPYV,2016-12-13,0.0
XLU,2016-12-13,72.67
XSVM,2016-12-13,1.54
XSD,2016-12-13,2.8
XMVM,2016-12-13,0.0
PKB,2016-12-13,1.44
JKG,2016-12-13,0.0
FVD,2016-12-13,9.91
FXI,2016-12-13,0.0
PHO,2016-12-13,0.0
XLG,2016-12-13,0.0
PID,2016-12-13,0.0
PEY,2016-12-13,0.0
PBS,2016-12-13,0.0
IYT,2016-12-13,-16.8
MDYV,2016-12-13,0.0
RSP,2016-12-13,52.83
KBE,2016-12-13,4.34
XBI,2016-12-13,-21.33
MDYG,2016-12-13,0.0
JKI,2016-12-13,0.0
JKH,2016-12-13,0.0
EFG,2016-12-13,0.0
PEJ,2016-12-13,0.0
PPA,2016-12-13,0.0
EFV,2016-12-13,0.0
PJP,2016-12-13,0.0
PBE,2016-12-13,0.0
ADRE,2016-12-13,0.0
PXJ,2016-12-13,0.0
KCE,2016-12-13,0.0
VBK,2016-12-13,173.57
DBC,2016-12-13,0.0
DVY,2016-12-13,8.98
FXE,2016-12-13,0.0
PFM,2016-12-13,0.0
ONEQ,2016-12-13,0.0
XSMO,2016-12-13,0.0
EZA,2016-12-13,0.0
VGK,2016-12-13,0.0
GLD,2016-12-13,0.0
IAU,2016-12-13,-18.92
PBJ,2016-12-13,0.0
VOX,2016-12-13,0.0
VTV,2016-12-13,287.4
ITOT,2016-12-13,62.32
FEZ,2016-12-13,0.0
SPMD,2016-12-13,0.0
IWC,2016-12-13,0.0
PXE,2016-12-13,0.0
JKJ,2016-12-13,0.0
FDM,2016-12-13,0.0
JKD,2016-12-13,0.0
SUSA,2016-12-13,0.0
PRF,2016-12-13,0.0
JKK,2016-12-13,0.0
PSI,2016-12-13,0.0
SPHQ,2016-12-13,0.0
AGG,2016-12-13,32.33
VHT,2016-12-13,6.37
PSJ,2016-12-13,0.0
PWB,2016-12-13,0.0
PUI,2016-12-13,0.0
PWV,2016-12-13,0.0
TIP,2016-12-13,0.0
PXQ,2016-12-13,0.0
RFG,2016-12-13,0.0
RFV,2016-12-13,0.0
RPG,2016-12-13,0.0
JKL,2016-12-13,0.0
SDY,2016-12-13,-61.41
XHB,2016-12-13,0.0
SLY,2016-12-13,0.0
TLT,2016-12-13,-164.62
VFH,2016-12-13,20.94
SPLG,2016-12-13,0.0
VAW,2016-12-13,5.81
VB,2016-12-13,410.6
VBR,2016-12-13,402.9
PBW,2016-12-13,0.0
JKF,2016-12-13,0.0
RZG,2016-12-13,0.0
VNQ,2016-12-13,8.48
XMMO,2016-12-13,0.0
VCR,2016-12-13,0.0
PWC,2016-12-13,0.0
EEM,2016-12-13,0.0
VDC,2016-12-13,0.0
VDE,2016-12-13,5.34
JKE,2016-12-13,0.0
VV,2016-12-13,7.77
VGT,2016-12-13,15.3
VIS,2016-12-13,9.15
VO,2016-12-13,1428.11
VPL,2016-12-13,0.0
VPU,2016-12-13,0.0
KIE,2016-12-13,0.0
VUG,2016-12-13,360.45
PGJ,2016-12-13,0.0
FVL,2016-12-13,0.0
SPEU,2016-12-13,0.0
VWO,2016-12-13,0.0
XME,2016-12-13,24.42
IEO,2016-12-13,0.0
IAK,2016-12-13,2.99
GSP,2016-12-13,0.0
KRE,2016-12-13,-8.24
FXF,2016-12-13,0.0
XOP,2016-12-13,188.53
IEZ,2016-12-13,0.0
FXC,2016-12-13,0.0
EQWL,2016-12-13,0.0
FXA,2016-12-13,0.0
FXB,2016-12-13,0.0
DLN,2016-12-13,0.0
RZV,2016-12-13,0.0
FTCS,2016-12-13,2.06
FPX,2016-12-13,0.0
RYH,2016-12-13,0.0
IHF,2016-12-13,0.0
VOE,2016-12-13,239.46
FDL,2016-12-13,0.0
DNL,2016-12-13,0.0
DDM,2016-12-13,4.2
SSO,2016-12-13,-11.59
RYT,2016-12-13,0.0
QID,2016-12-13,0.0
DXD,2016-12-13,15.58
DWM,2016-12-13,0.0
IAT,2016-12-13,6.75
RCD,2016-12-13,0.0
PTH,2016-12-13,0.0
SDS,2016-12-13,8.96
DOL,2016-12-13,0.0
DIM,2016-12-13,0.0
FDN,2016-12-13,0.0
JXI,2016-12-13,-11.34
GDX,2016-12-13,0.0
DFJ,2016-12-13,0.0
DOG,2016-12-13,0.0
RHS,2016-12-13,0.0
DXJ,2016-12-13,27.94
DJP,2016-12-13,17.3
DTH,2016-12-13,0.0
PYZ,2016-12-13,0.0
XRT,2016-12-13,-157.78
