Ticker,Date,Net Flows*
XNTK,2015-07-13,0.0
XLY,2015-07-13,31.06
IVV,2015-07-13,-41.75
EWU,2015-07-13,29.41
IWR,2015-07-13,0.0
IYJ,2015-07-13,0.0
ILF,2015-07-13,0.0
IJK,2015-07-13,0.0
IXG,2015-07-13,0.0
SPY,2015-07-13,1639.06
XLF,2015-07-13,11.08
IOO,2015-07-13,0.0
IJJ,2015-07-13,0.0
EWA,2015-07-13,0.0
IGV,2015-07-13,0.0
IVW,2015-07-13,-28.74
IVE,2015-07-13,0.0
IYC,2015-07-13,0.0
XLK,2015-07-13,-45.58
IGN,2015-07-13,0.0
IUSV,2015-07-13,0.0
IGM,2015-07-13,0.0
EWT,2015-07-13,0.0
IWO,2015-07-13,-54.06
XLP,2015-07-13,-36.86
IGE,2015-07-13,0.0
EWI,2015-07-13,0.0
IJR,2015-07-13,0.0
IDU,2015-07-13,0.0
ICF,2015-07-13,0.0
IUSG,2015-07-13,0.0
XLB,2015-07-13,-42.96
EZU,2015-07-13,0.0
IBB,2015-07-13,37.24
EWZ,2015-07-13,0.0
IEV,2015-07-13,0.0
IEF,2015-07-13,20.9
EPP,2015-07-13,-25.46
DGT,2015-07-13,0.0
IWD,2015-07-13,0.0
SLYV,2015-07-13,0.0
EWG,2015-07-13,0.0
EWY,2015-07-13,0.0
IWN,2015-07-13,0.0
DIA,2015-07-13,8.87
EWC,2015-07-13,-25.97
IYR,2015-07-13,-107.05
IJS,2015-07-13,0.0
XLV,2015-07-13,67.74
IWS,2015-07-13,0.0
IJH,2015-07-13,-7.5
EWW,2015-07-13,0.0
EWM,2015-07-13,0.0
EWL,2015-07-13,0.0
IYG,2015-07-13,4.7
EWQ,2015-07-13,0.0
SPTM,2015-07-13,0.0
RWR,2015-07-13,30.75
EWJ,2015-07-13,186.75
EWO,2015-07-13,0.0
IWB,2015-07-13,232.45
EFA,2015-07-13,0.0
EWN,2015-07-13,0.0
EWP,2015-07-13,0.0
EWS,2015-07-13,-3.74
IWV,2015-07-13,0.0
SHY,2015-07-13,110.23
EWD,2015-07-13,0.0
IJT,2015-07-13,0.0
IWF,2015-07-13,69.82
OEF,2015-07-13,22.9
SLYG,2015-07-13,0.0
VTI,2015-07-13,-64.52
XLI,2015-07-13,102.96
IWM,2015-07-13,565.2
LQD,2015-07-13,229.66
IWP,2015-07-13,0.0
VXF,2015-07-13,128.72
IXC,2015-07-13,0.0
IXJ,2015-07-13,0.0
EWH,2015-07-13,0.0
IXN,2015-07-13,0.0
IXP,2015-07-13,3.12
QQQ,2015-07-13,64.62
IYE,2015-07-13,0.0
MDY,2015-07-13,-88.87
EWK,2015-07-13,0.0
IYF,2015-07-13,0.0
IYK,2015-07-13,10.64
IYM,2015-07-13,0.0
IYW,2015-07-13,-5.21
IYY,2015-07-13,0.0
XLE,2015-07-13,62.44
IYZ,2015-07-13,0.0
SPYG,2015-07-13,0.0
SOXX,2015-07-13,62.42
IYH,2015-07-13,8.01
SPYV,2015-07-13,0.0
XLU,2015-07-13,-55.86
XSVM,2015-07-13,0.0
XSD,2015-07-13,-4.08
XMVM,2015-07-13,0.0
PKB,2015-07-13,0.0
JKG,2015-07-13,0.0
FVD,2015-07-13,0.0
FXI,2015-07-13,-89.78
PHO,2015-07-13,0.0
XLG,2015-07-13,0.0
PID,2015-07-13,0.0
PEY,2015-07-13,0.0
PBS,2015-07-13,0.0
IYT,2015-07-13,0.0
MDYV,2015-07-13,0.0
RSP,2015-07-13,0.0
KBE,2015-07-13,16.28
XBI,2015-07-13,0.0
MDYG,2015-07-13,0.0
JKI,2015-07-13,0.0
JKH,2015-07-13,0.0
EFG,2015-07-13,0.0
PEJ,2015-07-13,0.0
PPA,2015-07-13,-1.78
EFV,2015-07-13,0.0
PJP,2015-07-13,12.13
PBE,2015-07-13,0.0
ADRE,2015-07-13,0.0
PXJ,2015-07-13,0.0
KCE,2015-07-13,0.0
VBK,2015-07-13,0.0
DBC,2015-07-13,0.0
