,Stock Symbol,Prev. Close,Todays Range,Revenue,Open,52 wk Range,EPS,Volume,Market Cap,Dividend (Yield),Average Vol. (3m),P/E Ratio,Beta,1-Year Change,Shares Outstanding,Next Earnings Date,Date
0,BA,178.39,175.95-184.86,62290000000.0,183.59,167.58-278.57,-7.15,9219542.0,102740000000.0,N/A(N/A),9774820.0,-,1.45,-27.29%,582999765.0,27/04/2022,2022-03-11
0,GM,41.85,41.48-42.34,127000000000.0,42.08,39.75-67.21,6.71,13390758.0,60390000000.0,N/A(N/A),20182690.0,6.24,1.24,-26.36%,1453021337.0,26/04/2022,2022-03-11
0,CVX,170.82,165.88-172.98,155880000000.0,165.89,92.86-174.76,8.13,28305787.0,332600000000.0,5.68(3.33%),16521028.0,21.0,1.05,53.38%,1947553346.0,29/04/2022,2022-03-11
0,C,54.88,54.07-55.69,38440000000.0,55.37,53.95-80.29,10.08,20198436.0,107270000000.0,2.04(3.72%),27208145.0,5.44,1.7,-25.59%,1980894613.0,14/04/2022,2022-03-11
0,BAC,40.67,40.29-41.38,47210000000.0,41.04,36.51-50.11,3.57,43635443.0,325260000000.0,0.84(2.07%),54847446.0,11.4,1.42,8.83%,8064854850.0,18/04/2022,2022-03-11
0,T,23.19,23.15-23.7,168860000000.0,23.6,22.02-33.88,2.76,54046612.0,165640000000.0,2.08(8.97%),57846551.0,8.39,0.65,-22.67%,7142892741.0,21/04/2022,2022-03-11
0,CAT,211.79,212.3-217.77,50970000000.0,212.3,179.67-246.69,11.77,3961441.0,115100000000.0,4.44(2.10%),3811790.0,17.99,0.87,-4.19%,535888051.0,26/04/2022,2022-03-11
0,INTC,46.66,45.76-47.28,79020000000.0,47.15,43.63-68.48,4.86,26269389.0,186620000000.0,1.46(3.13%),37908108.0,9.6,0.55,-25.04%,4072000000.0,28/04/2022,2022-03-11
0,MSFT,285.59,279.43-289.51,184900000000.0,287.96,229.35-349.67,9.4,27012115.0,2100000000000.0,2.48(0.87%),36925216.0,30.38,0.92,22.88%,7496866428.0,28/04/2022,2022-03-11
0,AA,82.94,78.65-81.87,12150000000.0,80.49,27.11-92.32,2.17,5671902.0,14660000000.0,0.40(0.48%),8743988.0,38.14,2.24,159.35%,185403032.0,14/04/2022,2022-03-11
