,Stock Symbol,Prev. Close,Todays Range,Revenue,Open,52 wk Range,EPS,Volume,Market Cap,Dividend (Yield),Average Vol. (3m),P/E Ratio,Beta,1-Year Change,Shares Outstanding,Next Earnings Date,Date
0,BA,188.16,191.2-196.36,62290000000.0,191.62,167.58-260.48,-7.15,8353473.0,114420000000.0,N/A(N/A),10055149.0,-,1.4,-23.16%,590384843.0,27/04/2022,2022-03-29
0,GM,44.22,45.24-46.74,127000000000.0,45.41,39.75-67.21,6.71,16630336.0,67230000000.00001,N/A(N/A),19752209.0,6.59,1.2,-21.76%,1453021337.0,26/04/2022,2022-03-29
0,CVX,166.35,160.5-164.48,155880000000.0,163.51,92.86-174.76,8.13,15055780.0,320020000000.0,5.68(3.41%),17622701.0,20.45,1.14,54.77%,1947553346.0,29/04/2022,2022-03-29
0,C,55.92,56.13-57.4,38440000000.0,57.28,53.83-80.29,10.08,21321551.0,111410000000.0,2.04(3.65%),27380837.0,5.55,1.67,-23.42%,1972474129.0,14/04/2022,2022-03-29
0,BAC,43.55,43.11-44.39,47210000000.0,44.25,36.51-50.11,3.57,46031211.0,350420000000.0,0.84(1.93%),54477033.0,12.21,1.4,12.59%,8064854850.0,18/04/2022,2022-03-29
0,T,23.87,23.85-24.06,168860000000.0,23.94,22.02-33.88,2.76,32968869.0,171910000000.0,1.11(4.65%),52269118.0,8.63,0.65,-21.25%,7163031266.0,21/04/2022,2022-03-29
0,CAT,221.85,216.54-221.43,50970000000.0,220.8,179.67-246.69,11.77,3652888.0,118380000000.0,4.44(2.00%),3910173.0,18.84,0.95,-3.33%,535888051.0,28/04/2022,2022-03-29
0,INTC,51.51,51.28-52.29,79020000000.0,52.0,43.63-68.48,4.86,26505525.0,212760000000.0,1.46(2.83%),39084091.0,10.6,0.56,-20.6%,4072000000.0,28/04/2022,2022-03-29
0,MSFT,310.7,309.05-315.82,184900000000.0,313.91,231.12-349.67,9.4,30235791.0,2360000000000.0,2.48(0.80%),37340101.0,33.06,0.91,31.39%,7496866428.0,28/04/2022,2022-03-29
0,AA,92.46,84.13-90.1,12150000000.0,86.5,30.02-98.09,2.17,7482891.0,16610000000.0,0.40(0.43%),8104712.0,42.52,2.31,182.06%,184420741.0,14/04/2022,2022-03-29
0,F,16.67,17.01-17.8,136340000000.0,17.01,11.14-25.87,4.43,89770455.0,71330000000.0,0.40(2.40%),103188583.0,3.76,1.1,35.53%,4018818019.0,28/04/2022,2022-03-29
0,EBAY,58.78,59.38-60.38,10420000000.0,59.38,49.53-81.19,0.21,5306923.0,35380000000.0,0.88(1.50%),7259796.0,273.52,1.16,-3.37%,587528915.0,27/04/2022,2022-03-29
0,DELL,54.3,54.31-55.3,151810000000.0,54.79,48.98-115,6.26,3417828.0,41840000000.0,1.32(2.43%),4094234.0,8.67,0.88,-38.98%,760398349.0,27/05/2022,2022-03-29
0,DIS,138.72,140.96-144.46,72990000000.0,140.96,128.38-191.67,1.72,11201906.0,259390000000.0,N/A(N/A),11654511.0,80.62,1.16,-25.39%,1820633408.0,10/05/2022,2022-03-29
0,DOW,64.11,62.82-64.32,54970000000.0,63.95,52.07-71.38,8.38,4199650.0,47190000000.0,2.80(4.37%),5819535.0,7.65,-,0.19%,735085853.0,21/04/2022,2022-03-29
0,CSCO,55.14,55.04-56.31,51550000000.0,55.67,50.1-64.29,2.8,19826138.0,231260000000.0,1.52(2.76%),21920513.0,19.72,0.94,4.89%,4154168000.0,18/05/2022,2022-03-29
0,DE,432.61,409.34-424.49,44450000000.0,424.49,320.5-437.98,18.04,3563316.0,126670000000.0,4.20(0.97%),2226145.0,23.98,1.02,16.2%,306784327.0,20/05/2022,2022-03-29
0,FDX,230.05,236.05-241.57,91680000000.0,236.75,199.03-319.9,18.15,4030519.0,61850000000.0,3.00(1.30%),2451527.0,12.68,1.31,-18.23%,259178229.0,23/06/2022,2022-03-29
0,GIS,66.86,66.88-67.67,18630000000.0,67.18,56.67-69.95,3.75,2529212.0,40750000000.0,2.04(3.05%),3845701.0,17.84,0.5,9.66%,602212031.0,29/06/2022,2022-03-29
0,GLW,37.95,38.11-38.52,14080000000.0,38.35,33.93-46.82,1.21,3801627.0,32400000000.0,1.08(2.85%),4995317.0,31.3,0.95,-12.58%,845646081.0,26/04/2022,2022-03-29
0,GT,14.15,14.36-14.98,17480000000.0,14.4,11.64-24.89,2.72,6048052.0,4179999999.9999995,N/A(N/A),7207288.0,5.2,1.97,-17.35%,281968548.0,29/04/2022,2022-03-29
0,GS,335.3,336.73-344,64989999999.99999,342.47,318.55-426.16,59.35,2341810.0,114770000000.0,8.00(2.39%),3283783.0,5.65,1.45,2.42%,337924987.0,14/04/2022,2022-03-29
0,JPM,140.87,140.24-143.6,61720000000.0,143.35,127.27-172.96,15.34,10614446.0,416820000000.0,4.00(2.84%),16468373.0,9.18,1.1,-9.17%,2952808970.0,13/04/2022,2022-03-29
0,KMB,122.43,122.68-124.78,19440000000.0,122.68,117.32-145.79,5.35,1577338.0,41810000000.0,4.64(3.79%),2020527.0,22.86,0.5,-10.72%,336928381.0,22/04/2022,2022-03-29
