,Stock Symbol,Prev. Close,Todays Range,Revenue,Open,52 wk Range,EPS,Volume,Market Cap,Dividend (Yield),Average Vol. (3m),P/E Ratio,Beta,1-Year Change,Shares Outstanding,Next Earnings Date,Date
0,BA,133.51,128.26-133.55,61060000000.0,130.28,113.02-233.94,-8.93,6170712.0,78590000000.0,N/A(N/A),7416174.0,-18.88,1.38,-40.34%,593811169.0,26/10/2022,2022-10-05
0,GM,35.8,33.81-35.01,132100000000.0,34.38,30.33-67.21,5.31,18314911.0,50740000000.0,0.36(1.01%),14664694.0,7.33,1.27,-33.68%,1458048958.0,25/10/2022,2022-10-05
0,CVX,157.63,154.8-159.73,206100000000.0,155.84,103.58-182.4,15.06,10596243.0,310190000000.0,5.68(3.60%),9128499.0,10.39,1.15,50.53%,1957434814.0,04/11/2022,2022-10-05
0,C,44.41,43.11-44,40490000000.0,43.76,41.06-73.72,7.87,14522829.0,84850000000.0,2.04(4.59%),18388956.0,6.15,1.6,-37.71%,1936709623.0,14/10/2022,2022-10-05
0,BAC,32.38,31.45-32.03,49770000000.0,31.54,29.67-50.11,3.23,34493834.0,256240000000.0,0.88(2.72%),38602542.0,10.44,1.4,-25.29%,8035239025.0,17/10/2022,2022-10-05
0,T,16.09,15.76-16.14,140240000000.0,15.97,15.34-21.53,2.75,37658805.0,113590000000.0,1.11(6.90%),39104711.0,6.39,0.605,-21.81%,7125909948.0,20/10/2022,2022-10-05
0,CAT,179.63,176.69-180.26,54030000000.0,177.15,160.6-237.9,12.59,3023546.0,94290000000.0,4.80(2.67%),2712091.0,13.75,1.01,-6.99%,527909143.0,27/10/2022,2022-10-05
0,INTC,27.7,26.89-27.84,73390000000.0,27.36,25.74-56.28,4.68,29898428.0,113490000000.0,1.46(5.27%),40326314.0,6.81,0.619,-48.2%,4106000000.0,27/10/2022,2022-10-05
0,MSFT,248.88,244.1-250.58,198270000000.0,245.99,232.73-349.67,9.7,20260589.0,1860000000000.0,2.72(1.09%),24972276.0,26.53,0.943,-12.09%,7457891872.0,26/10/2022,2022-10-05
0,AA,40.23,38.31-40.42,13390000000.0,38.93,33.55-98.09,5.22,7785256.0,7230000000.0,0.40(0.99%),6467724.0,9.49,2.33,-18.2%,179925180.0,19/10/2022,2022-10-05
0,F,12.36,12.13-12.56,134590000000.0,12.38,10.61-25.87,2.91,86963468.0,50210000000.0,0.60(4.85%),67948021.0,5.3,1.33,-13.87%,4020237518.0,26/10/2022,2022-10-05
0,EBAY,38.67,38.18-39.49,10070000000.0,38.25,36.18-81.19,0.603,7287127.0,21490000000.0,0.88(2.28%),5329417.0,-10.97,1.22,-43.52%,549367835.0,26/10/2022,2022-10-05
0,DELL,37.46,36.76-38.12,105130000000.0,36.95,33.81-61.54,7.19,2512158.0,27790000000.0,1.32(3.52%),3204721.0,5.68,0.909,-29.75%,732959983.0,23/11/2022,2022-10-05
0,DIS,101.44,98.7-101.22,81110000000.0,100.04,90.23-179.63,1.73,7538071.0,183620000000.0,N/A(N/A),10848972.0,61.87,1.2,-41.52%,1823057777.0,10/11/2022,2022-10-05
0,DOW,46.62,45.51-46.44,60130000000.0,45.92,43.04-71.86,8.99,5564086.0,33100000000.0,2.80(6.01%),5956272.0,5.6,1.41,-19.95%,718167477.0,20/10/2022,2022-10-05
0,CSCO,41.82,41.4-42.25,38460000000.0,41.58,39.96-64.29,2.83,14204385.0,172530000000.0,1.52(3.63%),18667599.0,14.42,0.942,-22.88%,4108844167.0,16/11/2022,2022-10-05
0,DE,360.29,355.29-359.66,48040000000.0,355.29,283.81-446.76,20.11,1072837.0,107600000000.0,4.52(1.25%),1408511.0,18.17,1.06,6.46%,301819630.0,23/11/2022,2022-10-05
0,FDX,159.12,154.54-158.94,94750000000.0,155.24,141.92-266.79,13.71,5719917.0,40690000000.0,4.60(2.89%),2945622.0,11.01,1.21,-26.97%,260219792.0,20/12/2022,2022-10-05
0,GIS,78.5,77.15-78.49,18820000000.0,78.39,61.08-81.24,4.79,2788620.0,46140000000.0,2.16(2.75%),3740940.0,16.42,0.319,27.75%,593535650.0,21/12/2022,2022-10-05
0,GLW,31.53,30.82-31.49,14470000000.0,31.1,28.98-43.47,2.36,3967386.0,26450000000.0,1.08(3.43%),4505930.0,12.72,1.0,-13.76%,845318144.0,25/10/2022,2022-10-05
0,GT,11.59,10.99-11.52,20110000000.0,11.22,10.07-24.89,3.34,3711108.0,3240000000.0,N/A(N/A),4213156.0,4.18,1.88,-39.76%,282802845.0,04/11/2022,2022-10-05
0,GS,314.87,303.6-310.21,52580000000.0,306.58,277.84-426.16,44.72,1967254.0,100590000000.0,10.00(3.18%),2116796.0,7.39,1.36,-15.84%,325422234.0,18/10/2022,2022-10-05
0,JPM,111.77,108.83-110.95,66569999999.99999,109.75,104.4-172.96,12.49,10663748.0,324690000000.0,4.00(3.55%),11701810.0,9.32,1.09,-32.45%,2941334295.0,14/10/2022,2022-10-05
0,KMB,116.23,114.31-115.89,20130000000.0,115.85,111.9-145.79,5.3,1361919.0,38700000000.0,4.64(3.99%),1396368.0,24.35,0.346,-12.05%,337622288.0,25/10/2022,2022-10-05
0,KHC,34.33,33.17-34.14,25630000000.0,34.1,32.73-44.87,1.24,6289546.0,41530000000.0,1.60(4.66%),7608759.0,36.44,0.736,-6.94%,1225439747.0,03/11/2022,2022-10-05
0,KO,56.78,55.51-56.65,41320000000.0,56.5,52.28-67.2,2.21,14104421.0,243040000000.0,1.76(3.10%),12808972.0,27.23,0.545,7.15%,4324629174.0,25/10/2022,2022-10-05
0,MCD,238.5,236.14-240.41,23590000000.0,236.91,217.68-271.15,8.18,2872040.0,175920000000.0,5.52(2.31%),2479462.0,31.6,0.561,-1.88%,735717271.0,25/10/2022,2022-10-05
0,LLY,329.89,327.52-333.85,29070000000.0,328.3,226.05-341.7,6.3,2180878.0,314920000000.0,3.92(1.19%),2730722.0,49.33,0.347,46.72%,950174817.0,01/11/2022,2022-10-05
0,ORCL,65.69,64.98-67.19,44160000000.0,65.34,60.78-106.34,2.17,9173590.0,179670000000.0,1.28(1.95%),7490454.0,30.73,0.864,-26.41%,2696166315.0,15/12/2022,2022-10-05
0,MRK,88.39,88.02-88.78,57170000000.0,88.58,71.5-95.72,6.56,6063562.0,223740000000.0,2.76(3.12%),8105428.0,13.26,0.336,6.37%,2533279845.0,27/10/2022,2022-10-05
0,MSI,235.42,232.52-238.19,8460000000.000001,232.74,195.18-273.65,7.15,467580.0,39520000000.0,3.16(1.34%),687856.0,35.17,0.929,1.71%,166885127.0,03/11/2022,2022-10-05
0,MMM,115.62,113.42-116.1,35090000000.0,114.34,110.39-186.3,7.22,2558808.0,63800000000.0,5.96(5.15%),9445537.0,15.4,0.995,-34.32%,553834603.0,25/10/2022,2022-10-05
0,ODP,36.3,35.54-36.4,8430000000.0,35.79,28.85-48,-1.8,307504.0,1760000000.0,N/A(N/A),441593.0,10.25,1.9,-13.34%,48633351.0,02/11/2022,2022-10-05
0,CAKFF,30.15,10.12-10.12,-,10.12,10.12-10.12,-4.29,0.0,4000000000.0,0.83(3.21%),534.0,-78.59,0.128,0%,203220932.0,-,2022-10-05
0,PMMAF,51.42,46.97-49,8080000000.0,49.0,44-131.35,2.39,240.0,7300000000.0,0.50(0.29%),435.0,24.01,0.715,-54.64%,149605600.0,-,2022-10-05
0,VRTX,300.64,296.8-304.26,7950000000.0,300.64,176.36-305.95,12.49,1295660.0,77460000000.0,N/A(N/A),1378095.0,23.47,0.45,69.47%,256459482.0,02/11/2022,2022-10-05
0,MNST,91.65,90.55-92.61,5820000000.0,91.14,71.78-99.81,2.32,2134781.0,48570000000.0,N/A(N/A),2591514.0,38.15,0.944,3.56%,526885495.0,09/11/2022,2022-10-05
0,TEVA,8.83,8.53-8.85,15430000000.0,8.58,6.78-11.34,-0.953,8497368.0,9810000000.0,N/A(N/A),13267088.0,-11.54,1.31,-8.21%,1110564656.0,03/11/2022,2022-10-05
0,FITB,34.3,33.5-34.11,4059999999.9999995,33.61,31.18-50.64,3.34,1602299.0,23340000000.0,1.32(3.85%),4242537.0,9.93,1.26,-21.17%,686189548.0,20/10/2022,2022-10-05
0,SHLDQ,0.04,0.05-0.06,-,0.05,0.01-0.25,-20.0,42532.0,5.4M,N/A(N/A),53257.0,-0.006,-0.676,-60%,107908943.0,01/12/2022,2022-10-05
0,CTAS,411.02,406.13-415.28,9840000000.0,409.15,343.86-461.44,12.17,583049.0,41830000000.0,4.60(1.12%),428041.0,32.68,1.43,6.45%,101532642.0,22/12/2022,2022-10-05
0,ADSK,199.99,194.78-205.18,4590000000.0,196.14,163.2-335.48,2.56,1980607.0,44150000000.0,N/A(N/A),1407451.0,76.9,1.53,-26.72%,215859048.0,29/11/2022,2022-10-05
0,DISH,15.4,14.5-15.17,17440000000.0,14.94,13.81-45.81,3.9,4594230.0,7980000000.0,N/A(N/A),3574304.0,5.46,1.81,-66.1%,530304901.0,03/11/2022,2022-10-05
0,GILD,65.31,64.38-65.97,27520000000.0,64.73,57.17-74.12,3.3,5677803.0,82030000000.0,2.92(4.47%),6911773.0,19.85,0.35,-3.33%,1253367394.0,27/10/2022,2022-10-05
0,LIFE,3.05,2.88-3.05,-,2.97,2.6-9.95,-1.6,36490.0,82.44M,N/A(N/A),131669.0,-2.27,1.5,-65.06%,28625046.0,17/11/2022,2022-10-05
0,GOOGL,101.64,98.8-101.93,278140000000.0,99.82,95.56-151.55,5.45,22065723.0,1320000000000.0,N/A(N/A),29532438.0,20.06,1.08,-23.96%,13044000000.0,25/10/2022,2022-10-05
0,FISV,98.73,97.78-101.03,17010000000.000002,97.94,87.03-111.84,3.1,2957090.0,64310000000.0,N/A(N/A),3662735.0,34.02,0.877,-8.8%,639584348.0,01/11/2022,2022-10-05
