,Stock Symbol,Prev. Close,Todays Range,Revenue,Open,52 wk Range,EPS,Volume,Market Cap,Dividend (Yield),Average Vol. (3m),P/E Ratio,Beta,1-Year Change,Shares Outstanding,Next Earnings Date,Date
0,BA,216.67,212.7 - 216.9,63410000000.0,216.24,89.07 - 349.95,- 7.88,10471078.0,120840000000.0,4.11 (N/A),21058705.0,,1.66,- 33.49%,564529686.0,03/02/2021,2020-12-31
0,GM,41.84,41.2 - 41.8,115790000000.0,41.76,14.33 - 46.7,2.23,11098114.0,59600000000.0,0.76 (7.06%),15036774.0,18.77,1.45,14.32%,1431307600.0,10/02/2021,2020-12-31
0,CVX,85.33,83.96 - 85.2,104060000000.0,84.9,51.66 - 122.72,- 6.41,8348844.0,162570000000.0,5.16 (6.05%),11132360.0,,1.33,- 29.19%,1925045193.0,29/01/2021,2020-12-31
0,C,60.86,60.53 - 61.85,43410000000.0,60.67,32.02 - 83.11,5.12,12499562.0,128370000000.0,2.04 (3.35%),23607289.0,11.89,1.95,- 23.82%,2081959678.0,15/01/2021,2020-12-31
0,BAC,29.98,29.9 - 30.39,45710000000.0,30.01,17.95 - 35.67,2.02,28698954.0,262529999999.99997,0.72 (2.40%),56535970.0,14.82,1.59,- 14.88%,8661522562.0,19/01/2021,2020-12-31
0,T,28.49,28.39 - 28.8,172890000000.0,28.45,26.08 - 39.55,1.52,38597977.0,204940000000.0,2.08 (7.30%),41455556.0,18.75,0.68,- 27.1%,7126000000.0,27/01/2021,2020-12-31
0,CAT,180.04,178.75 - 182.1,43660000000.0,180.25,87.5 - 183.81,6.01,1717813.0,98880000000.0,4.12 (2.29%),3148457.0,29.94,0.96,21.91%,543258283.0,29/01/2021,2020-12-31
0,INTC,48.75,48.72 - 50.19,78100000000.0,48.75,43.61 - 69.29,5.1,28567551.0,199780000000.0,1.32 (2.71%),36026648.0,9.56,0.73,- 18.55%,4098000000.0,28/01/2021,2020-12-31
0,MSFT,221.68,219.68 - 223,147110000000.0,221.7,132.52 - 232.86,6.2,20928500.0,1676010000000.0,2.24 (1.01%),28031911.0,35.76,0.83,40.57%,7560495969.0,03/02/2021,2020-12-31
0,AA,22.95,22.4 - 23.43,9330000000.0,23.0,5.16 - 24.17,- 2.53,3443571.0,4290000000.0,N/A (N/A),5525667.0,,2.57,6.69%,185929586.0,20/01/2021,2020-12-31
0,F,8.86,8.78 - 8.86,130910000000.0,8.84,3.96 - 9.5,- 0.03,40142592.0,34970000000.0,0.3 (13.64%),63977406.0,,1.28,- 4.73%,3978427360.0,04/02/2021,2020-12-31
0,EBAY,50.55,50 - 50.81,12600000000.0,50.61,26.02 - 61.05,3.15,3597261.0,34850000000.0,0.64 (1.27%),8456749.0,16.03,1.24,39.99%,689338530.0,27/01/2021,2020-12-31
