,Stock Symbol,Prev. Close,Todays Range,Revenue,Open,52 wk Range,EPS,Volume,Market Cap,Dividend (Yield),Average Vol. (3m),P/E Ratio,Beta,1-Year Change,Shares Outstanding,Next Earnings Date,Date
0,BA,173.55,172.75-176.69,60020000000.0,175.49,113.02-232.95,-14.24,7182843.0,104500000000.0,N/A(N/A),7572546.0,-10.35,1.45,-21.46%,595983192.0,25/01/2023,2022-11-15
0,GM,39.93,40.01-41.37,140410000000.0,40.7,30.33-67.21,5.93,12384398.0,57110000000.0,0.36(0.90%),14906783.0,6.55,1.32,-37.02%,1420696787.0,31/01/2023,2022-11-15
0,CVX,186.55,185.27-188.43,227060000000.0,187.12,110.73-189.68,17.68,7726013.0,363230000000.0,5.68(3.04%),9050240.0,10.59,1.2,63.31%,1933638546.0,27/01/2023,2022-11-15
0,C,49.02,48.49-50.42,70750000000.0,49.83,40.01-69.11,7.34,19812854.0,94760000000.0,2.04(4.16%),17872423.0,6.77,1.58,-29.12%,1936709623.0,13/01/2023,2022-11-15
0,BAC,37.76,37.29-38.3,91520000000.0,38.19,29.31-50.11,3.18,45967064.0,301720000000.0,0.88(2.33%),40719762.0,12.19,1.39,-19.51%,8022432239.0,13/01/2023,2022-11-15
0,T,19.06,18.81-19.39,155320000000.0,19.12,14.46-21.53,2.77,49299496.0,135400000000.0,1.11(5.82%),46060357.0,7.92,0.72,1.2%,7126188327.0,25/01/2023,2022-11-15
0,CAT,236.5,232.74-239.4,56630000000.0,237.1,160.6-239.85,13.85,3366721.0,121970000000.0,4.80(2.03%),3028269.0,17.19,1.12,13.01%,520409355.0,26/01/2023,2022-11-15
0,INTC,30.35,30.17-31.33,68200000000.0,31.09,24.59-56.28,3.25,40814676.0,126740000000.0,1.46(4.81%),42096431.0,8.77,0.707,-39.52%,4127000000.0,26/01/2023,2022-11-15
0,MSFT,241.55,240.03-247,196530000000.0,245.66,213.43-349.67,9.33,30938828.0,1800000000000.0,2.72(1.13%),28586854.0,23.7,0.92,-26.61%,7454473144.0,24/01/2023,2022-11-15
0,AA,48.22,48.44-49.99,13130000000.0,49.6,33.55-98.09,-0.658,5380218.0,8700000000.0,0.40(0.83%),7635441.0,-64.4,2.37,-7.13%,176937165.0,18/01/2023,2022-11-15
0,F,14.06,14.2-14.58,151740000000.0,14.29,10.61-25.87,2.25,60328489.0,57370000000.0,0.60(4.27%),66926600.0,6.46,1.42,-27.9%,4020494099.0,25/01/2023,2022-11-15
0,EBAY,45.91,46.03-47.13,9790000000.0,47.07,35.92-76.58,0.049,5451350.0,25520000000.0,0.88(1.92%),5974477.0,-8.21,1.25,-37.07%,542659087.0,22/02/2023,2022-11-15
0,DELL,42.25,42.18-43.43,80940000000.0,43.2,32.9-61.54,7.19,2966883.0,31040000000.0,1.32(3.12%),3274438.0,5.68,0.909,-24.55%,732959983.0,23/11/2022,2022-11-15
0,DIS,94.28,93.69-97.18,82720000000.0,96.0,86.28-160.32,1.73,15642967.0,173970000000.0,N/A(N/A),11061699.0,54.29,1.25,-40.94%,1823057777.0,07/02/2023,2022-11-15
0,DOW,51.95,51.14-52.7,59410000000.0,52.41,42.91-71.86,7.79,4444893.0,36280000000.0,2.80(5.39%),6240599.0,6.06,1.34,-13.5%,703759269.0,26/01/2023,2022-11-15
0,CSCO,44.74,44.44-45.24,38460000000.0,45.04,38.6-64.29,2.83,19310479.0,184360000000.0,1.52(3.40%),19733182.0,16.18,0.952,-21.17%,4105968967.0,16/11/2022,2022-11-15
0,DE,406.94,401.8-412.97,48040000000.0,411.76,283.81-446.76,20.11,1697191.0,122690000000.0,4.52(1.11%),1487040.0,20.24,1.1,13.4%,301819630.0,23/11/2022,2022-11-15
0,FDX,174.76,173.65-179.51,94750000000.0,176.61,141.92-266.79,13.71,5046159.0,45920000000.0,4.60(2.63%),3765499.0,11.52,1.32,-31.16%,260219792.0,20/12/2022,2022-11-15
0,GIS,76.97,76.51-77.65,18820000000.0,77.22,61.41-82.1,4.79,3277144.0,45920000000.0,2.16(2.81%),3867075.0,16.82,0.309,21.71%,593535650.0,21/12/2022,2022-11-15
