,Stock Symbol,Prev. Close,Todays Range,Revenue,Open,52 wk Range,EPS,Volume,Market Cap,Dividend (Yield),Average Vol. (3m),P/E Ratio,Beta,1-Year Change,Shares Outstanding,Next Earnings Date,Date
0,BA,157.74,172.16 - 184.46,63410000000.0,179.0,89.07 - 375.6,- 7.88,48476275.0,101250000000.0,4.11 (N/A),22298492.0,,1.39,- 55.06%,564529686.0,03/02/2021,2020-11-09
0,GM,37.47,38.63 - 39.72,115790000000.0,38.72,14.33 - 39.72,2.23,22064454.0,54570000000.0,0.76 (7.06%),15091261.0,16.81,1.35,- 3.1%,1400000000.0,10/02/2021,2020-11-09
0,CVX,71.15,78.26 - 84.27,104060000000.0,80.0,51.66 - 122.94,- 6.41,23992574.0,152850000000.0,5.16 (7.15%),10918824.0,,1.18,- 41.16%,1925045193.0,29/01/2021,2020-11-09
0,C,42.71,46.26 - 48.78,43410000000.0,46.87,32.02 - 83.11,5.12,56832642.0,99270000000.0,2.04 (4.74%),25510690.0,8.34,1.76,- 43.89%,2081959678.0,15/01/2021,2020-11-09
0,BAC,24.31,26.3 - 28.27,45710000000.0,26.6,17.95 - 35.72,2.02,177816971.0,240620000000.0,0.72 (2.93%),61267130.0,12.01,1.52,- 26.91%,8661522562.0,19/01/2021,2020-11-09
0,T,27.44,28.15 - 28.79,172890000000.0,28.24,26.08 - 39.7,1.52,70619406.0,201640000000.0,2.08 (7.56%),36806065.0,18.06,0.66,- 30.32%,7125000000.0,27/01/2021,2020-11-09
0,CAT,161.29,170.12 - 176.37,43660000000.0,174.03,87.5 - 176.37,6.01,5966336.0,92800000000.0,4.12 (2.53%),3483710.0,26.82,0.95,8.86%,543258283.0,29/01/2021,2020-11-09
0,INTC,45.39,45.54 - 47.35,78100000000.0,46.64,43.61 - 69.29,5.1,48409172.0,186830000000.0,1.32 (2.89%),33014727.0,8.9,0.71,- 22.1%,4098000000.0,28/01/2021,2020-11-09
0,MSFT,223.72,217.88 - 228.12,147110000000.0,224.44,132.52 - 232.86,6.2,44291641.0,1650000000000.0,2.24 (1.00%),31854518.0,36.09,0.88,53.27%,7560495969.0,03/02/2021,2020-11-09
0,AA,14.44,15.11 - 16.19,9330000000.0,15.5,5.16 - 23.02,- 2.53,8371250.0,2920000000.0,N/A (N/A),5188923.0,,2.25,- 35.91%,185929586.0,20/01/2021,2020-11-09
0,F,7.79,8.08 - 8.38,130910000000.0,8.11,3.96 - 9.57,- 0.03,110382329.0,32580000000.0,0.3 (13.64%),60453536.0,,1.2,- 13.83%,3978427360.0,04/02/2021,2020-11-09
0,EBAY,50.69,46.85 - 49.25,12600000000.0,48.0,26.02 - 61.05,3.15,19382606.0,33299999999.999996,0.64 (1.30%),8513220.0,16.07,1.31,44.25%,689338530.0,27/01/2021,2020-11-09
0,DELL,64.59,64.19 - 66.05,91510000000.0,65.93,25.54 - 71.45,2.77,1506496.0,47970000000.0,N/A (N/A),1956870.0,23.29,0.86,18.93%,746717209.0,25/11/2020,2020-11-09
