,Stock Symbol,Prev. Close,Todays Range,Revenue,Open,52 wk Range,EPS,Volume,Market Cap,Dividend (Yield),Average Vol. (3m),P/E Ratio,Beta,1-Year Change,Shares Outstanding,Next Earnings Date,Date
0,BA,238.18,234.28-239.69,62160000000.0,238.01,141.58-278.57,-15.35,6357579.0,139610000000.0,N/A(N/A),11643824.0,-,1.62,35.76%,586151904.0,27/10/2021,2021-08-13
0,GM,54.62,53.59-54.71,139640000000.0,54.56,27.15-64.3,8.65,11814473.0,79290000000.0,N/A(N/A),15769787.0,6.32,1.33,94.86%,1451723812.0,27/10/2021,2021-08-13
0,CVX,102.64,101.64-102.54,116310000000.0,102.23,65.16-113.11,1.86,6557806.0,198500000000.0,5.36(5.21%),9737916.0,55.11,1.31,13.14%,1933911944.0,29/10/2021,2021-08-13
0,C,74.13,72.92-74.62,41430000000.0,74.2,40.49-80.29,9.63,13352117.0,150250000000.0,2.04(2.75%),20300626.0,7.7,1.91,38.95%,2026785183.0,14/10/2021,2021-08-13
0,BAC,42.15,41.43-42.23,46640000000.0,42.09,22.95-43.49,2.99,40217694.0,354690000000.0,0.84(2.00%),45980299.0,14.11,1.55,57.69%,8414903881.0,14/10/2021,2021-08-13
0,T,28.02,28-28.26,176020000000.0,28.04,26.35-33.88,-0.31,21832299.0,200060000000.0,2.08(7.39%),41762710.0,-,0.75,-7.16%,7139856703.0,21/10/2021,2021-08-13
0,CAT,220.24,217.73-220.55,45890000000.0,219.88,135.65-246.69,7.83,2037196.0,120580000000.0,4.44(2.00%),3692357.0,28.14,0.89,54.48%,547471467.0,28/10/2021,2021-08-13
0,INTC,53.54,53.06-53.56,77620000000.0,53.5,43.61-68.48,4.5,15208158.0,217210000000.0,1.39(2.57%),22411746.0,11.91,0.59,8.84%,4057000000.0,28/10/2021,2021-08-13
0,MSFT,289.81,289.3-292.9,168090000000.0,289.48,196.25-292.9,8.06,17106170.0,2180000000000.0002,2.24(0.78%),22309652.0,35.98,0.78,38.54%,7514891248.0,27/10/2021,2021-08-13
0,AA,45.15,44.89-45.79,10460000000.0,45.39,10.98-45.79,2.27,5835432.0,8439999999.999999,N/A(N/A),7584713.0,19.91,2.7,201.8%,186866156.0,20/10/2021,2021-08-13
0,F,13.9,13.54-13.95,136430000000.0,13.88,6.41-16.45,0.85,44620027.0,55530000000.0,N/A(N/A),79677636.0,16.42,1.15,95.5%,3994764392.0,27/10/2021,2021-08-13
0,EBAY,68.89,68.59-74.15,13290000000.0,68.64,45.37-74.15,3.25,17832830.0,46930000000.0,0.72(1.06%),7284638.0,21.21,1.09,24.15%,681261636.0,20/10/2021,2021-08-13
0,DELL,100.51,99.66-100.81,96810000000.0,100.51,58.88-104.62,5.17,728842.0,77310000000.0,N/A(N/A),1877118.0,19.43,0.94,62.56%,769190159.0,26/08/2021,2021-08-13
0,DIS,179.29,180.88-187.58,58350000000.0,186.29,117.23-203.02,-2.49,32257455.0,325760000000.0,N/A(N/A),9025975.0,-,1.2,36.04%,1816932058.0,11/11/2021,2021-08-13
