,Stock Symbol,Prev. Close,Todays Range,Revenue,Open,52 wk Range,EPS,Volume,Market Cap,Dividend (Yield),Average Vol. (3m),P/E Ratio,Beta,1-Year Change,Shares Outstanding,Next Earnings Date,Date
0,BA,213.36,206.53-212.43,62160000000.0,210.81,141.58-278.57,-15.35,10258482.0,125060000000.0,N/A(N/A),10574100.0,-,1.61,32.41%,586151904.0,27/10/2021,2021-09-20
0,GM,51.33,48.37-49.54,139640000000.0,49.45,28.24-64.3,8.65,24444989.0,74520000000.0,N/A(N/A),16276452.0,5.94,1.29,62.95%,1451723812.0,27/10/2021,2021-09-20
0,CVX,96.76,93.31-95.25,116310000000.0,94.64,65.16-113.11,1.86,15710476.0,187130000000.0,5.36(5.51%),10066401.0,51.95,1.3,23.72%,1933911944.0,29/10/2021,2021-09-20
0,C,69.96,65.96-68.17,41430000000.0,68.05,40.49-80.29,9.63,36737108.0,141790000000.0,2.04(2.91%),18976850.0,7.26,1.91,55.95%,2026785183.0,14/10/2021,2021-09-20
0,BAC,40.5,38.36-39.46,46640000000.0,39.38,22.95-43.49,2.99,67251721.0,340800000000.0,0.84(2.08%),46941303.0,13.55,1.56,60.65%,8414903881.0,14/10/2021,2021-09-20
0,T,27.53,26.94-27.37,176020000000.0,27.32,26.35-33.88,-0.31,47145870.0,196560000000.0,2.08(7.54%),31461689.0,-,0.74,-4.84%,7139856703.0,21/10/2021,2021-09-20
0,CAT,199.75,188.48-193.99,45890000000.0,193.06,142.73-246.69,7.83,8864188.0,109360000000.0,4.44(2.18%),3550478.0,25.52,0.91,31.08%,547471467.0,28/10/2021,2021-09-20
0,INTC,54.26,52.32-53.5,77620000000.0,53.21,43.61-68.48,4.5,34254924.0,220130000000.0,1.39(2.54%),21040712.0,12.07,0.6,8.76%,4057000000.0,28/10/2021,2021-09-20
0,MSFT,299.87,289.52-298.72,168090000000.0,296.33,196.43-305.84,8.06,37611891.0,2250000000000.0,2.48(0.81%),22251505.0,37.23,0.78,49.64%,7514891248.0,27/10/2021,2021-09-20
0,AA,48.83,45.24-48.48,10460000000.0,45.71,10.98-51.89,2.27,9237780.0,9120000000.0,N/A(N/A),8022505.0,21.54,2.67,266.59%,186866156.0,20/10/2021,2021-09-20
0,F,13.55,12.63-13.19,136430000000.0,13.07,6.41-16.45,0.85,125214998.0,54130000000.0,N/A(N/A),60124973.0,16.01,1.12,87.41%,3994764392.0,27/10/2021,2021-09-20
