,Stock Symbol,Prev. Close,Todays Range,Revenue,Open,52 wk Range,EPS,Volume,Market Cap,Dividend (Yield),Average Vol. (3m),P/E Ratio,Beta,1-Year Change,Shares Outstanding,Next Earnings Date,Date
0,BA,187.94,177.34 - 184.59,78810000000.0,184.32,89.07 - 391,- 6.05,34976300.0,100840000000.0,8.22 (8.65%),46068159.0,,1.46,- 48.19%,564325344.0,29/07/2020,2020-07-16
0,GM,26.88,26.26 - 27.19,135070000000.0,26.35,14.33 - 41.9,3.27,9731565.0,38420000000.0,1.52 (7.06%),16091632.0,8.22,1.43,- 31.83%,1431076476.0,29/07/2020,2020-07-16
0,CVX,88.89,87.35 - 89.48,134970000000.0,88.44,51.66 - 127,2.02,4795000.0,164970000000.0,5.16 (5.84%),9787019.0,44.05,1.29,- 28.75%,1866978650.0,24/07/2020,2020-07-16
0,C,51.84,50.94 - 52.46,49660000000.0,51.28,32.02 - 83.11,5.8,18802613.0,107130000000.0,2.04 (4.07%),30202914.0,8.94,1.8,- 27.31%,2081900000.0,14/07/2020,2020-07-16
0,BAC,24.6,23.54 - 24.22,53870000000.0,23.75,17.95 - 35.72,2.45,77922462.0,207610000000.0,0.72 (2.98%),73395819.0,10.04,1.58,- 15.14%,8675610948.0,16/07/2020,2020-07-16
0,T,30.01,29.92 - 30.5,179150000000.0,29.97,26.08 - 39.7,1.97,32907883.0,216530000000.0,2.08 (6.94%),37344501.0,15.23,0.67,- 10.63%,7125000000.0,23/07/2020,2020-07-16
0,CAT,138.36,137.6 - 140.99,50970000000.0,138.3,87.5 - 150.55,9.43,3616411.0,74990000000.0,4.12 (3.01%),3945270.0,14.68,1.1,- 0.52%,541239314.0,31/07/2020,2020-07-16
0,INTC,59.03,58.4 - 59.36,75730000000.0,58.54,43.63 - 69.29,5.17,12417056.0,250400000000.0,1.32 (2.24%),23359300.0,11.41,0.79,20.05%,4234000000.0,23/07/2020,2020-07-16
0,MSFT,208.04,202.31 - 205.7,138700000000.0,205.4,130.78 - 216.35,5.67,29883323.0,1550000000000.0,2.04 (0.98%),35379372.0,36.75,0.93,51.77%,7583440247.0,22/07/2020,2020-07-16
0,AA,12.69,12.75 - 13.7,9530000000.0,12.81,5.16 - 24.63,- 3.46,16682027.0,2510000000.0,N/A (N/A),9565546.0,,2.3,- 45.58%,185918829.0,15/07/2020,2020-07-16
0,F,6.74,6.63 - 6.9,149880000000.0,6.66,3.96 - 10.35,- 0.76,93392731.0,27280000000.0,0.6 (13.64%),89706668.0,,1.33,- 35.87%,3977039943.0,30/07/2020,2020-07-16
0,EBAY,58.39,57.9 - 58.92,10530000000.0,57.9,26.02 - 61.05,2.16,7229775.0,41210000000.0,0.64 (1.08%),12439071.0,27.33,1.41,46.27%,702678700.0,28/07/2020,2020-07-16
