,Stock Symbol,Prev. Close,Todays Range,Revenue,Open,52 wk Range,EPS,Volume,Market Cap,Dividend (Yield),Average Vol. (3m),P/E Ratio,Beta,1-Year Change,Shares Outstanding,Next Earnings Date,Date
0,BA,167.11,166.18 - 169.29,69260000000.0,168.29,89.07 - 375.6,- 5.03,12260928.0,94390000000.0,6.17 (8.65%),25978514.0,,1.36,- 51.42%,564448738.0,28/10/2020,2020-10-20
0,GM,33.35,33.77 - 36.37,115790000000.0,33.96,14.33 - 38.95,1.05,38249049.0,50930000000.0,1.14 (7.06%),14235223.0,31.75,1.44,- 7.8%,1431096512.0,05/11/2020,2020-10-20
0,CVX,71.28,71.04 - 72.29,114790000000.0,71.91,51.66 - 122.94,- 4.71,7649644.0,137990000000.0,5.16 (7.08%),10328506.0,,1.21,- 37.88%,1925045193.0,30/10/2020,2020-10-20
0,C,42.9,43.34 - 44.08,43400000000.0,43.37,32.02 - 83.11,5.12,21166248.0,90570000000.0,2.04 (4.72%),23680226.0,8.38,1.81,- 38.49%,2082000000.0,15/01/2021,2020-10-20
0,BAC,23.72,23.88 - 24.48,45710000000.0,23.89,17.95 - 35.72,2.02,62413065.0,209090000000.0,0.72 (2.97%),58420259.0,11.72,1.58,- 21.85%,8661522562.0,19/01/2021,2020-10-20
0,T,26.88,26.66 - 27.12,175140000000.0,26.99,26.08 - 39.7,1.64,41531647.0,190740000000.0,2.08 (7.61%),33977071.0,16.41,0.66,- 30.13%,7125000000.0,22/10/2020,2020-10-20
0,CAT,167.53,167.91 - 171.26,46530000000.0,168.2,87.5 - 171.26,7.42,3006346.0,91530000000.0,4.12 (2.44%),3114139.0,22.56,1.02,28.17%,541506575.0,27/10/2020,2020-10-20
0,INTC,54.58,53.27 - 54.7,78960000000.0,54.6,43.63 - 69.29,5.44,27160151.0,227200000000.0,1.32 (2.44%),34910562.0,10.04,0.68,6.27%,4253000000.0,22/10/2020,2020-10-20
0,MSFT,214.22,213.09 - 217.37,143020000000.0,215.8,132.52 - 232.86,5.76,22614173.0,1620000000000.0,2.24 (1.02%),33466417.0,37.16,0.85,55.9%,7567652935.0,27/10/2020,2020-10-20
0,AA,12.63,12.74 - 13.1,9330000000.0,12.9,5.16 - 23.46,- 2.53,4535744.0,2380000000.0,N/A (N/A),5393887.0,,2.35,- 41.36%,185924291.0,20/01/2021,2020-10-20
0,F,7.59,7.58 - 7.85,130400000000.0,7.62,3.96 - 9.57,- 0.52,63312033.0,30790000000.0,0.45 (13.64%),59437400.0,,1.33,- 18.3%,3978388996.0,28/10/2020,2020-10-20
