,Stock Symbol,Prev. Close,Todays Range,Revenue,Open,52 wk Range,EPS,Volume,Market Cap,Dividend (Yield),Average Vol. (3m),P/E Ratio,Beta,1-Year Change,Shares Outstanding,Next Earnings Date,Date
0,BA,210.71,213 - 218.09,63410000000.0,214.31,89.07 - 355.56,- 7.88,15770410.0,120250000000.0,4.11 (N/A),22361122.0,,1.66,- 42.46%,564529686.0,03/02/2021,2020-12-01
0,GM,43.84,44 - 45.45,115790000000.0,44.78,14.33 - 46.7,2.23,12987348.0,63950000000.0,0.76 (7.06%),16405637.0,19.66,1.47,21.78%,1431307600.0,10/02/2021,2020-12-01
0,CVX,87.18,87.07 - 89.71,104060000000.0,89.28,51.66 - 122.72,- 6.41,9914030.0,168350000000.0,5.16 (5.92%),11879517.0,,1.33,- 25.57%,1925045193.0,29/01/2021,2020-12-01
0,C,55.07,55.4 - 56.74,43410000000.0,56.55,32.02 - 83.11,5.12,23503739.0,115490000000.0,2.04 (3.70%),27401985.0,10.76,1.94,- 26.69%,2081959678.0,15/01/2021,2020-12-01
0,BAC,28.16,28.67 - 29.04,45710000000.0,28.74,17.95 - 35.72,2.02,50282722.0,248500000000.0,0.72 (2.56%),61411308.0,13.92,1.59,- 15.49%,8661522562.0,19/01/2021,2020-12-01
0,T,28.75,28.75 - 29.14,172890000000.0,28.82,26.08 - 39.55,1.52,42057874.0,205730000000.0,2.08 (7.23%),38651394.0,18.92,0.67,- 23.09%,7126000000.0,27/01/2021,2020-12-01
0,CAT,173.59,172.94 - 176.57,43660000000.0,175.39,87.5 - 178.32,6.01,2710186.0,94120000000.0,4.12 (2.37%),3451724.0,28.86,0.97,19.94%,543258283.0,29/01/2021,2020-12-01
0,INTC,48.35,48.71 - 50.23,78100000000.0,48.75,43.61 - 69.29,5.1,57770510.0,198140000000.0,1.32 (2.73%),33504490.0,9.48,0.73,- 16.71%,4098000000.0,28/01/2021,2020-12-01
0,MSFT,214.07,213.35 - 217.32,147110000000.0,214.51,132.52 - 232.86,6.2,30909852.0,1618480000000.0,2.24 (1.05%),31319312.0,34.54,0.82,41.41%,7560495969.0,03/02/2021,2020-12-01
0,AA,19.9,20.46 - 22.12,9330000000.0,20.48,5.16 - 22.12,- 2.53,8330514.0,4059999999.9999995,N/A (N/A),5561069.0,,2.55,- 2.21%,185929586.0,20/01/2021,2020-12-01
0,F,9.08,9.16 - 9.4,130910000000.0,9.16,3.96 - 9.57,- 0.03,68881513.0,36760000000.0,0.3 (13.64%),66013008.0,,1.29,0.22%,3978427360.0,04/02/2021,2020-12-01
0,EBAY,50.43,50.18 - 51.46,12600000000.0,50.5,26.02 - 61.05,3.15,7160899.0,34760000000.0,0.64 (1.27%),9194418.0,15.99,1.26,41.98%,689338530.0,27/01/2021,2020-12-01
0,DELL,69.03,69.06 - 70.77,92140000000.0,69.85,25.54 - 71.45,3.19,3449085.0,52540000000.0,N/A (N/A),1861930.0,21.66,0.9,42.36%,745000000.0,26/02/2021,2020-12-01
0,DIS,148.01,149 - 151.4,65349999999.99999,149.57,79.1 - 151.85,- 1.56,8826555.0,270560000000.0,0.88 (1.74%),9938837.0,,1.17,- 2.36%,1810485037.0,09/02/2021,2020-12-01
0,DOW,53.01,52.9 - 54.43,38040000000.0,54.43,21.95 - 58.18,- 3.13,4328685.0,39320000000.0,2.80 (5.28%),4540545.0,,,- 0.67%,741751762.0,28/01/2021,2020-12-01
0,CSCO,43.02,43.01 - 44.07,48070000000.0,43.01,32.4 - 50.28,2.46,23944035.0,181780000000.0,1.44 (3.35%),25286794.0,17.47,0.94,- 5.05%,4225514401.0,09/02/2021,2020-12-01
0,DE,261.62,255.12 - 265.35,35560000000.0,263.22,106.21 - 265.87,8.69,2087217.0,79950000000.0,3.04 (1.16%),1573298.0,30.1,0.98,55.68%,313374767.0,12/02/2021,2020-12-01
0,FDX,286.58,287.6 - 297.66,71490000000.0,293.56,88.69 - 297.66,6.78,3052049.0,75560000000.0,2.60 (0.91%),3186909.0,42.25,1.35,79.06%,262591998.0,17/12/2020,2020-12-01
0,GIS,60.82,60.45 - 61.43,17990000000.0,60.7,46.59 - 66.14,3.73,3298439.0,37480000000.0,2.04 (3.35%),3298582.0,16.29,0.56,14.07%,611333854.0,17/12/2020,2020-12-01
0,GLW,37.42,37.23 - 37.91,10770000000.0,37.79,17.44 - 37.91,0.21,3680875.0,28560000000.0,0.88 (2.35%),4318876.0,181.7,1.17,28.86%,764010029.0,02/02/2021,2020-12-01
0,GT,10.42,10.64 - 10.97,12380000000.0,10.67,4.09 - 16.63,- 7.31,2760691.0,2430000000.0,0.32 (8.86%),3703536.0,,2.16,- 34.83%,233134083.0,11/02/2021,2020-12-01
0,GS,229.33,231.35 - 234.87,54340000000.0,231.96,130.97 - 250.46,17.34,2580665.0,79850000000.0,5.00 (2.18%),3357215.0,13.3,1.48,4.17%,344067789.0,20/01/2021,2020-12-01
0,JPM,117.88,119.63 - 121.58,66069999999.99999,120.34,77.33 - 141.1,7.66,12676560.0,364990000000.0,3.60 (3.05%),16637107.0,15.38,1.21,- 10.53%,3048203063.0,15/01/2021,2020-12-01
0,KMB,139.31,138.46 - 141.42,18890000000.0,139.5,110.7 - 160.11,6.88,1971273.0,48050000000.0,4.28 (3.07%),1981028.0,20.26,0.51,2.18%,340136715.0,25/01/2021,2020-12-01
0,KHC,32.94,32.77 - 33.22,25780000000.0,32.97,19.99 - 36.36,- 0.41,4624902.0,40270000000.0,1.60 (4.86%),6651963.0,,0.99,8%,1222623168.0,18/02/2021,2020-12-01
0,KO,51.6,51.79 - 52.33,33470000000.0,52.14,36.27 - 60.13,1.93,18968930.0,223640000000.0,1.64 (3.18%),15479307.0,26.76,0.57,- 3.37%,4297434612.0,18/02/2021,2020-12-01
0,MCD,217.44,215.53 - 218.93,19240000000.0,218.88,124.23 - 231.91,6.55,4225960.0,161050000000.0,5.16 (2.37%),2965998.0,33.18,0.58,11.81%,745100000.0,25/01/2021,2020-12-01
0,LLY,145.65,145.26 - 148.06,23210000000.0,146.69,115.92 - 170.67,6.11,3954407.0,139240000000.0,2.96 (2.03%),4107467.0,23.85,0.34,24.12%,956581598.0,29/01/2021,2020-12-01
0,ORCL,57.72,58.01 - 59.28,39220000000.0,58.2,39.71 - 62.4,3.19,11855516.0,176640000000.0,0.96 (1.66%),13077600.0,18.1,0.74,2.81%,3007161000.0,16/12/2020,2020-12-01
0,MRK,80.39,80.82 - 82.46,47350000000.0,80.95,65.25 - 92.64,4.55,9701047.0,206320000000.0,2.60 (3.23%),8535488.0,17.68,0.44,- 7.79%,2530034437.0,04/02/2021,2020-12-01
0,MSI,171.53,169.78 - 173.44,7520000000.0,172.78,120.77 - 187.49,4.47,1202126.0,28900000000.0,2.84 (1.66%),927410.0,38.41,0.76,2.53%,169522860.0,11/02/2021,2020-12-01
0,MMM,172.73,170.01 - 175.69,31710000000.0,174.22,114.04 - 182.54,8.53,3859698.0,98360000000.0,5.88 (3.40%),2481156.0,20.24,0.92,1.74%,576821878.0,02/02/2021,2020-12-01
0,ODP,28.67,28.31 - 29.25,9930000000.0,29.22,13.6 - 30.87,- 5.4,524595.0,1510000000.0,0.5 (5.41%),503153.0,,2.46,28.57%,52674589.0,03/03/2021,2020-12-01
0,CAKFF,29.142,29.89 - 29.91,,29.89,0 - 0,2.14,,6350000000.0,0.83 (3.21%),400.0,12.1,0.45,0%,203220932.0,30/11/2020,2020-12-01
0,PMMAF,98.4,100.75 - 100.81,114.24M,100.75,43.01 - 101.45,- 3.11,25.0,15290000000.0,0.5 (0.29%),235.0,,0.37,32.7%,14939913.0,24/02/2021,2020-12-01
0,VRTX,227.75,226.02 - 230.56,5990000000.0,227.47,197.49 - 306.08,10.22,1761990.0,59220000000.0,N/A (N/A),2082849.0,22.29,0.79,2.71%,260174000.0,03/02/2021,2020-12-01
