,Stock Symbol,Prev. Close,Todays Range,Revenue,Open,52 wk Range,EPS,Volume,Market Cap,Dividend (Yield),Average Vol. (3m),P/E Ratio,Beta,1-Year Change,Shares Outstanding,Next Earnings Date,Date
0,BA,177.58,172.99-178.03,60020000000.0,176.4,113.02-233.94,-14.24,8873353.0,105770000000.0,N/A(N/A),7514450.0,-10.35,1.45,-18.73%,595983192.0,25/01/2023,2022-11-11
0,GM,39.74,39.82-41.58,147210000000.0,39.86,30.33-67.21,5.93,12979341.0,58590000000.0,0.36(0.91%),14776010.0,6.55,1.32,-32.95%,1420696787.0,31/01/2023,2022-11-11
0,CVX,181.3,183.89-187.1,227060000000.0,184.05,110.73-187.1,17.68,8407486.0,360820000000.0,5.68(3.13%),9028857.0,10.53,1.2,58.83%,1933638546.0,27/01/2023,2022-11-11
0,C,48.42,48.44-50.57,70750000000.0,48.5,40.01-69.67,7.34,25928545.0,97180000000.0,2.04(4.21%),17699496.0,6.17,1.58,-29.01%,1936709623.0,13/01/2023,2022-11-11
0,BAC,38.13,37.97-38.6,55580000000.0,38.19,29.31-50.11,3.18,35172830.0,308460000000.0,0.88(2.31%),40429521.0,11.48,1.36,-19.27%,8022432239.0,13/01/2023,2022-11-11
0,T,18.84,18.78-19.13,155320000000.0,18.82,14.46-21.53,2.77,52301475.0,135750000000.0,1.11(5.89%),45554255.0,7.62,0.72,-0.01%,7126188327.0,25/01/2023,2022-11-11
0,CAT,232.45,232-238.4,56630000000.0,233.0,160.6-238.4,13.85,3583800.0,123320000000.0,4.80(2.06%),2981853.0,16.39,1.12,12.47%,520409355.0,26/01/2023,2022-11-11
0,INTC,29.76,28.87-30.63,68200000000.0,28.92,24.59-56.28,3.25,49221693.0,125580000000.0,1.46(4.91%),41791309.0,8.77,0.707,-41.37%,4127000000.0,26/01/2023,2022-11-11
0,MSFT,242.98,241.93-247.99,196530000000.0,242.99,213.43-349.67,9.33,33800465.0,1840000000000.0,2.72(1.12%),28223833.0,23.7,0.92,-26.55%,7454473144.0,24/01/2023,2022-11-11
0,AA,43.83,45.04-50.76,13130000000.0,45.26,33.55-98.09,-0.658,18042444.0,8480000000.0,0.40(0.91%),7579530.0,-64.4,2.37,-5.07%,176937165.0,18/01/2023,2022-11-11
0,F,14.18,14.2-14.67,151740000000.0,14.26,10.61-25.87,2.25,59791595.0,58340000000.0,0.60(4.23%),66730095.0,5.93,1.42,-26.76%,4020494099.0,25/01/2023,2022-11-11
0,EBAY,44.66,44.76-46.99,9900000000.0,44.86,35.92-76.58,0.049,7251606.0,25240000000.0,0.88(1.97%),5889822.0,-8.21,1.25,-39.01%,542659087.0,22/02/2023,2022-11-11
0,DELL,41.72,41.56-43.07,80940000000.0,41.71,32.9-61.54,7.19,2523659.0,31330000000.0,1.32(3.16%),3255754.0,5.68,0.909,-26.32%,732959983.0,23/11/2022,2022-11-11
0,DIS,90.46,91.1-95.58,82720000000.0,91.58,86.28-163.61,1.73,22009091.0,173350000000.0,N/A(N/A),11252221.0,49.57,1.25,-48.15%,1823057777.0,07/02/2023,2022-11-11
0,DOW,49.96,50.9-53.44,59410000000.0,51.0,42.91-71.86,7.79,9002945.0,37470000000.0,2.80(5.60%),6240531.0,6.06,1.34,-14.98%,703759269.0,26/01/2023,2022-11-11
0,CSCO,45.66,43.92-45.32,38460000000.0,45.18,38.6-64.29,2.83,25953550.0,183910000000.0,1.52(3.33%),19598794.0,16.18,0.952,-20.96%,4105968967.0,16/11/2022,2022-11-11
0,DE,407.61,405.15-413.5,48330000000.0,406.61,283.81-446.76,20.11,1512865.0,122810000000.0,4.52(1.11%),1466961.0,20.24,1.1,15.6%,301819630.0,23/11/2022,2022-11-11
0,FDX,166.0,166.24-176.9,94750000000.0,166.89,141.92-266.79,13.71,4413528.0,45780000000.0,4.60(2.77%),3732330.0,11.52,1.32,-33.2%,260219792.0,20/12/2022,2022-11-11
0,GIS,79.58,75.77-79,18820000000.0,79.0,61.41-82.1,4.79,6172923.0,45900000000.0,2.16(2.71%),3881821.0,16.82,0.309,25.26%,593535650.0,21/12/2022,2022-11-11
0,GLW,33.9,34-34.88,14460000000.0,34.17,28.98-43.47,2.18,3778675.0,29180000000.0,1.08(3.19%),4957859.0,15.35,1.05,-10.48%,845811376.0,24/01/2023,2022-11-11
