,Stock Symbol,Prev. Close,Todays Range,Revenue,Open,52 wk Range,EPS,Volume,Market Cap,Dividend (Yield),Average Vol. (3m),P/E Ratio,Beta,1-Year Change,Shares Outstanding,Next Earnings Date,Date
0,BA,237.2,230.25 - 238.18,63410000000.0,236.36,89.07 - 354.4,- 7.88,29341381.0,131370000000.0,4.11 (N/A),22961294.0,,1.67,- 32%,564529686.0,03/02/2021,2020-12-04
0,GM,44.09,44.13 - 44.74,115790000000.0,44.4,14.33 - 46.7,2.23,11883324.0,63550000000.0,0.76 (7.06%),16162888.0,19.77,1.46,23.16%,1431307600.0,10/02/2021,2020-12-04
0,CVX,89.8,90.92 - 93.45,104060000000.0,91.22,51.66 - 122.72,- 6.41,10707921.0,179570000000.0,5.16 (5.75%),11756178.0,,1.33,- 23.21%,1925045193.0,29/01/2021,2020-12-04
0,C,56.58,57.31 - 58.82,43410000000.0,57.56,32.02 - 83.11,5.12,24688941.0,122040000000.0,2.04 (3.61%),27455516.0,11.05,1.94,- 23.78%,2081959678.0,15/01/2021,2020-12-04
0,BAC,28.91,29 - 29.43,45710000000.0,29.2,17.95 - 35.72,2.02,66150527.0,253700000000.0,0.72 (2.49%),60206143.0,14.29,1.59,- 12.79%,8661522562.0,19/01/2021,2020-12-04
0,T,29.23,29.31 - 29.76,172890000000.0,29.37,26.08 - 39.55,1.52,37712615.0,210500000000.0,2.08 (7.12%),38307670.0,19.23,0.68,- 23.28%,7126000000.0,27/01/2021,2020-12-04
0,CAT,174.63,175.62 - 183.81,43660000000.0,175.92,87.5 - 183.81,6.01,6083999.0,98990000000.0,4.12 (2.36%),3393616.0,29.04,0.96,24.63%,543258283.0,29/01/2021,2020-12-04
0,INTC,50.99,51 - 52.65,78100000000.0,51.06,43.61 - 69.29,5.1,39759955.0,208960000000.0,1.32 (2.59%),33281123.0,10.0,0.73,- 8.98%,4098000000.0,28/01/2021,2020-12-04
0,MSFT,214.24,213.18 - 215.38,147110000000.0,214.22,132.52 - 232.86,6.2,24652656.0,1620000000000.0,2.24 (1.05%),30074259.0,34.56,0.83,42.97%,7560495969.0,03/02/2021,2020-12-04
0,AA,22.04,22.33 - 24.17,9330000000.0,22.33,5.16 - 24.17,- 2.53,7697485.0,4410000000.0,N/A (N/A),5640942.0,,2.56,11.54%,185929586.0,20/01/2021,2020-12-04
0,F,9.21,9.24 - 9.44,130910000000.0,9.26,3.96 - 9.57,- 0.03,48725661.0,37160000000.0,0.3 (13.64%),65035334.0,,1.29,2.91%,3978427360.0,04/02/2021,2020-12-04
0,EBAY,50.29,49.64 - 51.19,12600000000.0,50.03,26.02 - 61.05,3.15,4791017.0,34670000000.0,0.64 (1.27%),9020400.0,15.95,1.25,43.81%,689338530.0,27/01/2021,2020-12-04
