,Stock Symbol,Prev. Close,Todays Range,Revenue,Open,52 wk Range,EPS,Volume,Market Cap,Dividend (Yield),Average Vol. (3m),P/E Ratio,Beta,1-Year Change,Shares Outstanding,Next Earnings Date,Date
0,BA,168.0,166.82 - 170,69260000000.0,169.93,89.07 - 378.7,- 5.03,17353190.0,94450000000.0,6.17 (8.65%),28215350.0,,1.36,- 55.2%,564448738.0,21/10/2020,2020-10-09
0,GM,32.21,32.02 - 32.68,115790000000.0,32.3,14.33 - 38.95,1.05,9405409.0,46040000000.0,1.14 (7.06%),14137907.0,30.66,1.44,- 5.65%,1431096512.0,05/11/2020,2020-10-09
0,CVX,75.22,73.98 - 76.09,114790000000.0,75.86,51.66 - 122.94,- 4.71,12246826.0,138160000000.0,5.16 (6.99%),10130990.0,,1.22,- 33.52%,1867323403.0,30/10/2020,2020-10-09
0,C,44.72,44.69 - 45.59,49660000000.0,45.01,32.02 - 83.11,5.8,25544679.0,93500000000.0,2.04 (4.55%),23349376.0,7.72,1.82,- 33.68%,2081864894.0,13/10/2020,2020-10-09
0,BAC,25.24,25.04 - 25.49,50750000000.0,25.34,17.95 - 35.72,2.08,44344921.0,219630000000.0,0.72 (2.89%),58571423.0,12.13,1.58,- 9.5%,8664097768.0,14/10/2020,2020-10-09
0,T,28.61,28.23 - 28.69,175140000000.0,28.63,26.08 - 39.7,1.64,32641601.0,201780000000.0,2.08 (7.36%),32735637.0,17.47,0.66,- 22.78%,7125000000.0,22/10/2020,2020-10-09
0,CAT,156.66,157.4 - 159.39,46530000000.0,157.87,87.5 - 159.39,7.42,4081541.0,86050000000.0,4.12 (2.66%),3117878.0,21.1,1.01,31.16%,541506575.0,27/10/2020,2020-10-09
0,INTC,53.37,52.67 - 53.85,78960000000.0,53.55,43.63 - 69.29,5.44,24309049.0,224690000000.0,1.32 (2.51%),34071443.0,9.82,0.68,5.73%,4253000000.0,20/10/2020,2020-10-09
0,MSFT,210.58,211.23 - 215.86,143020000000.0,211.23,132.52 - 232.86,5.76,26369326.0,1630000000000.0,2.24 (1.07%),34091601.0,36.53,0.85,52.33%,7567652935.0,22/10/2020,2020-10-09
0,AA,12.73,12.25 - 12.97,9530000000.0,12.94,5.16 - 23.46,- 3.46,8426197.0,2330000000.0,N/A (N/A),5722779.0,,2.35,- 30.85%,185924291.0,14/10/2020,2020-10-09
0,F,7.35,7.23 - 7.44,130400000000.0,7.36,3.96 - 9.57,- 0.52,50870029.0,28840000000.0,0.45 (13.64%),62175004.0,,1.33,- 14.14%,3978388996.0,28/10/2020,2020-10-09
0,EBAY,52.08,52.32 - 55.86,10710000000.0,52.43,26.02 - 61.05,2.74,12655834.0,38810000000.0,0.64 (1.26%),8521954.0,19.03,1.3,37.6%,699881116.0,21/10/2020,2020-10-09
0,DELL,68.66,68.34 - 69.44,91510000000.0,69.09,25.54 - 69.44,2.77,1164444.0,51090000000.0,N/A (N/A),2536201.0,24.76,0.82,38.82%,746717209.0,25/11/2020,2020-10-09
0,DIS,123.09,123.33 - 125.55,69750000000.0,123.85,79.1 - 153.41,- 0.74,11452060.0,225810000000.0,0.88 (1.74%),10353042.0,,1.08,- 4.82%,1807063365.0,05/11/2020,2020-10-09
0,DOW,49.38,48.7 - 50.09,39090000000.0,49.8,21.95 - 56.25,- 2.65,4472349.0,36600000000.0,2.80 (5.80%),4274524.0,,,12.2%,741121450.0,22/10/2020,2020-10-09
0,CSCO,39.79,39.72 - 40.23,49300000000.0,40.15,32.4 - 50.28,2.64,16164794.0,168740000000.0,1.44 (3.65%),22528071.0,15.1,0.83,- 15.05%,4233425297.0,12/11/2020,2020-10-09
0,DE,234.24,233.58 - 237.01,35730000000.0,235.02,106.21 - 237.01,8.45,1091090.0,73590000000.0,3.04 (1.32%),1601296.0,27.73,0.96,40.74%,313374767.0,25/11/2020,2020-10-09
0,FDX,271.06,269.54 - 275,71490000000.0,274.4,88.69 - 275,6.78,2167493.0,71290000000.0,2.60 (0.97%),3326238.0,39.96,1.42,94.66%,262591998.0,17/12/2020,2020-10-09
0,GIS,61.39,61.13 - 62.23,17990000000.0,61.51,46.59 - 66.14,3.73,3061342.0,37830000000.0,2.04 (3.34%),3235039.0,16.44,0.58,13.35%,611333854.0,16/12/2020,2020-10-09
0,GLW,35.23,34.71 - 35.55,10700000000.0,35.4,17.44 - 35.81,0.1,3739622.0,26400000000.0,0.88 (2.51%),4734608.0,347.68,1.15,26.64%,759000000.0,27/10/2020,2020-10-09
0,GT,9.62,9.56 - 9.79,12720000000.0,9.66,4.09 - 17.2,- 6.93,2715523.0,2250000000.0,0.48 (8.86%),3469607.0,,2.2,- 28.69%,233000000.0,23/10/2020,2020-10-09
0,GS,207.98,206.07 - 209.81,54720000000.0,208.76,130.97 - 250.46,13.15,3036197.0,71410000000.0,5.00 (2.46%),3372596.0,15.82,1.41,5.65%,344076176.0,14/10/2020,2020-10-09
0,JPM,101.78,100.11 - 102.11,68209999999.99999,102.0,77.33 - 141.1,7.42,13663583.0,308510000000.0,3.60 (3.61%),17176655.0,13.71,1.16,- 9.63%,3047604487.0,13/10/2020,2020-10-09
0,KMB,150.31,150.5 - 152.75,18840000000.0,150.6,110.7 - 160.11,7.44,1221292.0,52030000000.0,4.28 (2.84%),1432906.0,20.21,0.48,9.44%,341047156.0,22/10/2020,2020-10-09
0,KHC,31.22,31 - 31.48,25420000000.0,31.29,19.99 - 36.36,- 0.16,4098380.0,38030000000.0,1.60 (5.19%),6171992.0,,1.04,16.8%,1222578592.0,29/10/2020,2020-10-09
0,KO,50.46,50.6 - 51.23,34330000000.0,50.67,36.27 - 60.13,2.13,11405474.0,218250000000.0,1.64 (3.31%),14750277.0,23.73,0.55,- 6.26%,4295438919.0,22/10/2020,2020-10-09
0,MCD,225.8,223.12 - 227.22,19260000000.0,226.94,124.23 - 228.63,6.31,3235439.0,167300000000.0,5.16 (2.28%),2942519.0,35.8,0.62,6.09%,744100000.0,09/11/2020,2020-10-09
0,LLY,153.5,154.07 - 157.15,22950000000.0,154.09,101.36 - 170.67,6.15,4568811.0,150000000000.0,2.96 (1.99%),3145379.0,24.97,0.23,43.06%,956470372.0,27/10/2020,2020-10-09
0,ORCL,60.89,60.86 - 61.38,39220000000.0,61.15,39.71 - 62.4,3.19,7350798.0,183860000000.0,0.96 (1.58%),13570375.0,19.09,0.78,11.66%,3007161000.0,16/12/2020,2020-10-09
0,MRK,80.48,80.05 - 81.09,47190000000.0,80.88,65.25 - 92.64,4.13,5682973.0,203280000000.0,2.44 (3.05%),7876958.0,19.5,0.39,- 4.4%,2529241070.0,27/10/2020,2020-10-09
0,MSI,162.77,164 - 167.17,7640000000.0,164.39,120.77 - 187.49,4.8,1274665.0,28320000000.0,2.56 (1.60%),1117003.0,33.93,0.78,- 4.87%,169787092.0,29/10/2020,2020-10-09
0,MMM,167.71,167.95 - 170.48,31350000000.0,168.88,114.04 - 182.54,8.82,2015478.0,97520000000.0,5.88 (3.53%),2553974.0,19.01,0.95,11.07%,576019442.0,27/10/2020,2020-10-09
0,ODP,23.21,22.475 - 23.73,10170000000.0,23.5,13.6 - 29.9,- 5.37,397979.0,1190000000.0,0.75 (5.41%),608475.0,,2.31,32.63%,52664952.0,04/11/2020,2020-10-09
0,CAKFF,29.142,29.89 - 29.91,,29.89,0 - 0,2.14,,6300000000.0,0.83 (3.21%),400.0,12.1,0.45,0%,203220932.0,29/10/2020,2020-10-09
0,PMMAF,90.45,90.95 - 92.2,111.92M,92.2,43.01 - 93.6,- 3.11,101.0,13870000000.0,0.5 (0.29%),136.0,,0.37,16.71%,14939913.0,28/10/2020,2020-10-09
0,VRTX,268.53,266.24 - 270.08,5400000000.0,268.87,171.13 - 306.08,7.91,877630.0,70310000000.0,N/A (N/A),1241091.0,33.94,0.7,59.15%,260467334.0,21/10/2020,2020-10-09
0,MNST,79.17,79.37 - 81.2,4310000000.0,79.49,50.06 - 87.05,2.12,2503810.0,42700000000.0,N/A (N/A),2099085.0,37.38,1.09,40.67%,527396445.0,05/11/2020,2020-10-09
0,TEVA,9.94,9.8 - 10.09,16480000000.0,10.06,6.25 - 13.76,,5033696.0,10690000000.0,N/A (N/A),8570349.0,3837.84,1.53,51.99%,1095776094.0,05/11/2020,2020-10-09
0,FITB,23.71,23.23 - 23.93,4250000000.0,23.92,11.1 - 31.64,1.94,5757283.0,16649999999.999998,1.08 (4.63%),5630378.0,12.22,1.76,- 7.6%,712241022.0,22/10/2020,2020-10-09
0,SHLDQ,0.2,0.18 - 0.2,,0.2,0.12 - 0.41,- 20,270928.0,20.5M,N/A (N/A),319941.0,,2.5,- 13.04%,107908943.0,,2020-10-09
0,CTAS,337.98,337.12 - 342.6,8900000000.0,339.58,154.33 - 344.15,,354416.0,35770000000.0,2.55 (0.75%),458324.0,,1.52,28.23%,105546754.0,17/12/2020,2020-10-09
0,ADSK,234.31,233.32 - 238.14,3540000000.0,234.38,125.38 - 261.94,1.68,1794384.0,52100000000.0,N/A (N/A),1292402.0,139.88,1.42,57.92%,219279183.0,19/11/2020,2020-10-09
0,DISH,27.58,27.28 - 28.13,12810000000.0,28.13,17.09 - 42.62,2.26,1821670.0,14360000000.0,N/A (N/A),2517778.0,12.2,1.82,- 15.63%,525305181.0,04/11/2020,2020-10-09
0,GILD,63.32,63.72 - 64.69,22170000000.0,64.61,61.65 - 85.9,- 0.24,9336129.0,80050000000.0,2.72 (4.33%),8832104.0,,0.53,2.16%,1253724370.0,22/10/2020,2020-10-09
0,LIFE,3.49,3.37 - 3.66,8.57M,3.55,2.15 - 7.62,- 3.43,110688.0,34.63M,N/A (N/A),105920.0,,2.03,7.06%,10007792.0,17/11/2020,2020-10-09
0,GOOGL,1483.43,"1,487 - 1,511.85",166030000000.0,1492.86,"1,008.87 - 1,725.65",44.22,1644313.0,1030000000000.0,N/A (N/A),1705822.0,33.55,1.06,23.37%,680163635.0,26/10/2020,2020-10-09
0,FISV,103.39,103.15 - 105.27,14410000000.0,103.88,73.59 - 125.05,1.26,2484193.0,70390000000.0,N/A (N/A),4782535.0,82.23,0.74,- 1.25%,669649953.0,03/11/2020,2020-10-09
0,LBTYA,20.8,20.95 - 22.09,11420000000.0,21.02,15.23 - 26.39,- 0.79,1446258.0,13100000000.0,N/A (N/A),1241999.0,,1.26,- 16.4%,593644798.0,04/11/2020,2020-10-09
0,PDLI,2.41,2.39 - 2.51,110.13M,2.41,2.31 - 3.86,- 0.73,944011.0,273.56M,N/A (N/A),1100475.0,,1.04,0.42%,113982229.0,11/11/2020,2020-10-09
0,ADBE,490.84,491.18 - 502.17,12440000000.0,491.77,255.25 - 536.25,7.94,1851885.0,240900000000.0,N/A (N/A),2974152.0,61.8,0.98,78.96%,479718983.0,09/12/2020,2020-10-09
0,BB,4.6,4.61 - 4.74,1010000000.0,4.62,2.7 - 6.89,- 1.31,2618098.0,2630000000.0,N/A (N/A),3784132.0,,1.44,- 7.44%,556513359.0,18/12/2020,2020-10-09
0,QCOM,122.34,122.79 - 125.89,20000000000.0,123.93,58 - 125.89,2.37,11067617.0,140850000000.0,2.60 (2.11%),9072794.0,51.72,1.37,64.55%,1128265865.0,04/11/2020,2020-10-09
0,SINA,42.62,42.5 - 42.66,2100000000.0,42.62,26.3 - 44.99,- 1.43,486795.0,2540000000.0,N/A (N/A),803702.0,,1.09,6.52%,59754024.0,24/11/2020,2020-10-09
0,BIDU,126.75,126.11 - 127.64,2320000000.0,126.79,82 - 147.38,1.49,1352724.0,43230000000.0,N/A (N/A),2999206.0,84.83,1.15,26.88%,34466620.0,28/10/2020,2020-10-09
0,SOHU,20.03,19.56 - 20.21,1800000000.0,19.99,5.41 - 25.71,- 2.7,305628.0,1540000000.0,N/A (N/A),851428.0,,2.36,91.13%,78457538.0,09/11/2020,2020-10-09
0,DISCA,22.77,22.23 - 23.05,10780000000.0,22.85,17.12 - 33.66,1.98,3039690.0,11270000000.0,N/A (N/A),3760706.0,11.51,1.37,- 15.67%,506888843.0,05/11/2020,2020-10-09
0,RBBN,4.0,3.91 - 4.06,667.23M,4.05,1.96 - 5.69,- 1.68,190582.0,577.69M,N/A (N/A),294594.0,,0.79,- 24.39%,145148368.0,28/10/2020,2020-10-09
0,AMAT,62.6,63.06 - 63.81,16270000000.0,63.29,36.69 - 69.9,3.44,6366398.0,57770000000.0,0.88 (1.44%),7764570.0,18.18,1.28,23.13%,913000000.0,12/11/2020,2020-10-09
0,STLD,32.84,32.05 - 33.27,9550000000.0,33.14,14.98 - 35.78,2.48,2175177.0,6860000000.0,1.00 (3.13%),1669939.0,13.23,1.48,16.7%,210364813.0,14/10/2020,2020-10-09
0,CDNS,109.32,109.85 - 112.3,2440000000.0,110.29,51.48 - 117.59,3.63,1018867.0,31210000000.0,N/A (N/A),1561580.0,30.1,1.12,68.57%,278794000.0,21/10/2020,2020-10-09
0,BBBY,21.76,21.37 - 22.09,9860000000.0,21.96,3.43 - 22.12,- 1.88,8064351.0,2700000000.0,0.51 (12.06%),10554616.0,,2.54,118.91%,126008000.0,13/01/2021,2020-10-09
0,MCHP,111.58,113.22 - 116.56,5260000000.0,114.24,53.21 - 116.56,2.5,1602749.0,28770000000.0,1.47 (1.35%),2230864.0,44.66,1.64,22.36%,252451515.0,04/11/2020,2020-10-09
