,Stock Symbol,Prev. Close,Todays Range,Revenue,Open,52 wk Range,EPS,Volume,Market Cap,Dividend (Yield),Average Vol. (3m),P/E Ratio,Beta,1-Year Change,Shares Outstanding,Next Earnings Date,Date
0,BA,203.3,199.9 - 209.44,63410000000.0,200.45,89.07 - 374.77,- 7.88,34112279.0,116110000000.0,4.11 (N/A),22802312.0,,1.6,- 44.6%,564529686.0,03/02/2021,2020-11-19
0,GM,42.72,42.18 - 43.19,115790000000.0,42.61,14.33 - 44.13,2.23,17193391.0,61290000000.0,0.76 (7.06%),15622256.0,19.16,1.44,17.43%,1431307600.0,10/02/2021,2020-11-19
0,CVX,84.28,83.06 - 85.96,104060000000.0,83.55,51.66 - 122.72,- 6.41,8817308.0,165030000000.0,5.16 (6.12%),11445497.0,,1.3,- 27.63%,1925045193.0,29/01/2021,2020-11-19
0,C,51.05,50.95 - 52.32,43410000000.0,51.6,32.02 - 83.11,5.12,20247600.0,108550000000.0,2.04 (4.00%),26389268.0,9.97,1.87,- 31.77%,2081959678.0,15/01/2021,2020-11-19
0,BAC,26.98,26.65 - 27.01,45710000000.0,26.93,17.95 - 35.72,2.02,46351748.0,233690000000.0,0.72 (2.67%),60936916.0,13.33,1.57,- 18.09%,8661522562.0,19/01/2021,2020-11-19
0,T,28.62,28.11 - 28.51,172890000000.0,28.51,26.08 - 39.55,1.52,41355694.0,201520000000.0,2.08 (7.27%),38141953.0,18.83,0.68,- 24.68%,7126000000.0,27/01/2021,2020-11-19
0,CAT,172.74,170.71 - 173.25,43660000000.0,172.5,87.5 - 176.35,6.01,2011895.0,93930000000.0,4.12 (2.39%),3470630.0,28.72,0.98,20.65%,543258283.0,29/01/2021,2020-11-19
0,INTC,45.06,44.7 - 45.67,78100000000.0,44.92,43.61 - 69.29,5.1,29450856.0,184660000000.0,1.32 (2.93%),33918566.0,8.84,0.69,- 22.78%,4098000000.0,28/01/2021,2020-11-19
0,MSFT,211.08,209.93 - 213.03,147110000000.0,211.38,132.52 - 232.86,6.2,24776312.0,1595870000000.0,2.24 (1.06%),32016812.0,34.05,0.83,40.36%,7560495969.0,03/02/2021,2020-11-19
0,AA,18.33,18.19 - 18.99,9330000000.0,18.3,5.16 - 21.92,- 2.53,5020264.0,3520000000.0,N/A (N/A),5218455.0,,2.45,- 10.89%,185929586.0,20/01/2021,2020-11-19
0,F,8.82,8.74 - 8.88,130910000000.0,8.88,3.96 - 9.57,- 0.03,56536060.0,35090000000.0,0.3 (13.64%),62895302.0,,1.27,- 0.9%,3978427360.0,04/02/2021,2020-11-19
0,EBAY,48.53,48.56 - 50.05,12600000000.0,48.65,26.02 - 61.05,3.15,12011594.0,33450000000.000004,0.64 (1.32%),9223744.0,15.39,1.26,38.42%,689338530.0,27/01/2021,2020-11-19
0,DELL,67.6,66.71 - 68.72,91510000000.0,67.46,25.54 - 71.45,2.77,2312756.0,51150000000.0,N/A (N/A),1932553.0,24.38,0.89,20.26%,746717209.0,25/11/2020,2020-11-19
0,DIS,143.9,141.7 - 143.3,69750000000.0,142.57,79.1 - 153.41,- 1.57,8883670.0,252400000000.0,0.88 (1.74%),9706372.0,,1.14,- 3.02%,1781000000.0,09/02/2021,2020-11-19
0,DOW,55.3,53.92 - 55.49,38040000000.0,54.91,21.95 - 56.28,- 3.13,3513922.0,41020000000.0,2.80 (5.06%),4456680.0,,,3.58%,741751762.0,28/01/2021,2020-11-19
0,CSCO,41.32,40.77 - 41.37,48070000000.0,41.0,32.4 - 50.28,2.46,22170171.0,175080000000.0,1.44 (3.49%),24830816.0,16.78,0.9,- 9.13%,4225514401.0,17/02/2021,2020-11-19
0,DE,257.33,255 - 259.53,35730000000.0,257.29,106.21 - 265.77,8.45,1700313.0,80100000000.0,3.04 (1.18%),1654802.0,30.47,0.97,48.19%,313374767.0,25/11/2020,2020-11-19
0,FDX,282.5,276.88 - 285,71490000000.0,283.77,88.69 - 293.26,6.78,2374029.0,73490000000.0,2.60 (0.92%),3113713.0,41.65,1.36,81.65%,262591998.0,17/12/2020,2020-11-19
0,GIS,61.13,60.5 - 62.02,17990000000.0,60.92,46.59 - 66.14,3.73,2551564.0,37900000000.0,2.04 (3.34%),3147639.0,16.37,0.58,15.54%,611333854.0,16/12/2020,2020-11-19
0,GLW,36.09,35.66 - 36.45,10770000000.0,35.83,17.44 - 37.13,0.21,2317990.0,27760000000.0,0.88 (2.44%),4417635.0,175.25,1.15,24.66%,764010029.0,02/02/2021,2020-11-19
0,GT,10.65,10.54 - 10.78,12380000000.0,10.65,4.09 - 16.63,- 7.31,2036809.0,2480000000.0,0.32 (8.86%),3642146.0,,2.2,- 34.14%,233134083.0,11/02/2021,2020-11-19
0,GS,224.3,222.11 - 224.94,54340000000.0,224.3,130.97 - 250.46,17.34,1503867.0,77270000000.0,5.00 (2.23%),3368773.0,12.94,1.46,1.94%,344067789.0,20/01/2021,2020-11-19
0,JPM,115.25,113.56 - 115.82,66069999999.99999,114.18,77.33 - 141.1,7.66,10200077.0,352250000000.0,3.60 (3.12%),16770979.0,15.04,1.19,- 11.74%,3048203063.0,15/01/2021,2020-11-19
0,KMB,141.06,140.61 - 143.78,18890000000.0,142.31,110.7 - 160.11,6.88,2377366.0,48210000000.0,4.28 (3.03%),1773315.0,20.51,0.52,6.11%,340136715.0,25/01/2021,2020-11-19
0,KHC,31.63,31.4 - 31.95,25780000000.0,31.56,19.99 - 36.36,- 0.41,6149720.0,38670000000.0,1.60 (5.06%),6420483.0,,0.98,1.05%,1222623168.0,18/02/2021,2020-11-19
0,KO,52.61,51.95 - 53.23,33470000000.0,52.49,36.27 - 60.13,1.93,17184042.0,230260000000.0,1.64 (3.04%),14850628.0,27.79,0.6,3.62%,4297434612.0,18/02/2021,2020-11-19
0,MCD,215.52,213.33 - 215.48,19240000000.0,214.84,124.23 - 231.91,6.55,2839109.0,160280000000.0,5.16 (2.39%),2926740.0,32.89,0.59,11.41%,745100000.0,25/01/2021,2020-11-19
0,LLY,140.17,138.92 - 143.89,23210000000.0,140.25,113.29 - 170.67,6.11,4625408.0,137180000000.0,2.96 (2.11%),3920353.0,22.95,0.3,21.78%,956581598.0,29/01/2021,2020-11-19
0,ORCL,56.25,55.56 - 56.48,39220000000.0,56.09,39.71 - 62.4,3.19,9643178.0,169750000000.0,0.96 (1.71%),13026832.0,17.64,0.74,- 0.04%,3007161000.0,16/12/2020,2020-11-19
0,MRK,80.25,79.33 - 80.77,47350000000.0,80.77,65.25 - 92.64,4.55,6713570.0,203390000000.0,2.60 (3.24%),8265262.0,17.65,0.45,- 5.2%,2530034437.0,04/02/2021,2020-11-19
0,MSI,167.45,165.39 - 169.28,7520000000.0,166.61,120.77 - 187.49,4.47,400779.0,28680000000.0,2.56 (1.53%),931720.0,37.5,0.76,0.87%,169522860.0,11/02/2021,2020-11-19
0,MMM,169.93,169.3 - 171.88,31710000000.0,170.57,114.04 - 182.54,8.53,2985769.0,98990000000.0,5.88 (3.46%),2425661.0,20.09,0.93,0.42%,576821878.0,02/02/2021,2020-11-19
0,ODP,29.43,28.45 - 29.558,9930000000.0,29.35,13.6 - 30.89,- 5.4,446919.0,1550000000.0,0.5 (5.41%),499412.0,,2.48,23.14%,52674589.0,03/03/2021,2020-11-19
0,CAKFF,29.142,29.89 - 29.91,,29.89,0 - 0,2.14,,6370000000.0,0.83 (3.21%),400.0,12.1,0.45,0%,203220932.0,19/11/2020,2020-11-19
0,PMMAF,99.4,98.7 - 99.56,114.24M,98.7,43.01 - 101.45,- 3.11,,14690000000.0,0.5 (0.29%),210.0,,0.37,36.01%,14939913.0,24/02/2021,2020-11-19
0,VRTX,216.35,211.4 - 218.14,5990000000.0,216.42,197.49 - 306.08,10.22,2603310.0,56260000000.0,N/A (N/A),1925403.0,21.17,0.75,0.63%,260174000.0,03/02/2021,2020-11-19
0,MNST,84.22,82.85 - 84.19,4420000000.0,83.38,50.06 - 88.4,2.23,1802982.0,44460000000.0,N/A (N/A),2197651.0,37.85,1.11,43.82%,527916757.0,03/03/2021,2020-11-19
