,Stock Symbol,Prev. Close,Todays Range,Revenue,Open,52 wk Range,EPS,Volume,Market Cap,Dividend (Yield),Average Vol. (3m),P/E Ratio,Beta,1-Year Change,Shares Outstanding,Next Earnings Date,Date
0,BA,174.42,176.75 - 182.65,78810000000.0,178.43,89.07 - 391,- 6.05,40718299.0,100810000000.0,8.22 (8.65%),45715876.0,,1.43,- 53.78%,564325344.0,29/07/2020,2020-07-21
0,GM,26.01,25.97 - 26.48,135070000000.0,26.17,14.33 - 41.9,3.27,9733329.0,37420000000.0,1.52 (7.06%),15768222.0,8.09,1.43,- 34.12%,1431076476.0,29/07/2020,2020-07-21
0,CVX,85.27,86.36 - 91.73,134970000000.0,86.47,51.66 - 127,2.02,15113089.0,170620000000.0,5.16 (5.92%),9522214.0,42.26,1.27,- 31.81%,1866978650.0,31/07/2020,2020-07-21
0,C,50.14,50.67 - 51.82,49660000000.0,50.9,32.02 - 83.11,5.8,21940951.0,107700000000.0,2.04 (4.06%),29465145.0,8.67,1.79,- 29.3%,2081900000.0,13/10/2020,2020-07-21
0,BAC,23.58,23.69 - 24.48,50750000000.0,23.71,17.95 - 35.72,2.08,75479913.0,211580000000.0,0.72 (3.10%),72668764.0,11.16,1.57,- 19.8%,8664081625.0,14/10/2020,2020-07-21
0,T,29.85,29.86 - 30.42,179150000000.0,29.89,26.08 - 39.7,1.97,34234817.0,215530000000.0,2.08 (6.88%),37032719.0,15.14,0.67,- 8.97%,7125000000.0,23/07/2020,2020-07-21
0,CAT,134.63,134.43 - 137.18,50970000000.0,134.77,87.5 - 150.55,9.43,3217015.0,73540000000.0,4.12 (3.01%),3847440.0,14.53,1.1,- 1.17%,541239314.0,31/07/2020,2020-07-21
0,INTC,61.15,60.44 - 61.93,75730000000.0,61.52,43.63 - 69.29,5.17,19779204.0,257000000000.0,1.32 (2.20%),22905673.0,11.61,0.79,21.64%,4234000000.0,23/07/2020,2020-07-21
0,MSFT,211.6,208.03 - 213.94,138700000000.0,213.66,130.78 - 216.35,5.67,37960027.0,1580000000000.0,2.04 (1.01%),34725247.0,35.79,0.91,54.88%,7583440247.0,22/07/2020,2020-07-21
0,AA,12.72,12.81 - 13.27,9530000000.0,12.83,5.16 - 23.63,- 3.46,5729826.0,2450000000.0,N/A (N/A),9508392.0,,2.3,- 44.96%,185918829.0,14/10/2020,2020-07-21
