,Stock Symbol,Prev. Close,Todays Range,Revenue,Open,52 wk Range,EPS,Volume,Market Cap,Dividend (Yield),Average Vol. (3m),P/E Ratio,Beta,1-Year Change,Shares Outstanding,Next Earnings Date,Date
0,BA,165.04,164.71-171.09,60740000000.0,166.41,113.02-241.15,-8.93,11270738.0,98670000000.0,N/A(N/A),10497368.0,-18.63,1.38,-28.66%,593811169.0,26/10/2022,2022-08-08
0,GM,36.06,36.46-38.18,132100000000.0,36.62,30.33-67.21,5.31,16463089.0,54870000000.0,N/A(N/A),16133001.0,6.79,1.27,-34.5%,1458048958.0,25/10/2022,2022-08-08
0,CVX,153.64,153.15-154.98,206100000000.0,153.59,92.86-182.4,15.06,5960319.0,300620000000.0,5.68(3.70%),10428257.0,10.23,1.15,50.7%,1957434814.0,04/11/2022,2022-08-08
0,C,51.66,51.41-52.16,72120000000.0,51.97,43.44-74.64,7.87,11441154.0,99840000000.0,2.04(3.95%),22763483.0,6.51,1.6,-27.31%,1936709623.0,14/10/2022,2022-08-08
0,BAC,33.96,33.45-34.29,91300000000.0,34.17,29.67-50.11,3.23,33229807.0,269260000000.0,0.88(2.59%),45402629.0,10.44,1.4,-15.42%,8035239025.0,17/10/2022,2022-08-08
0,T,18.35,18-18.41,156600000000.0,18.36,16.63-21.53,2.75,43160396.0,128410000000.0,1.11(6.05%),39802870.0,8.21,0.605,-13.09%,7125909948.0,26/10/2022,2022-08-08
0,CAT,185.39,184.16-188,54030000000.0,186.77,167.08-237.9,12.59,2633046.0,98130000000.0,4.80(2.59%),3119160.0,14.83,0.999,-11.02%,527909143.0,25/10/2022,2022-08-08
0,INTC,35.39,35.2-35.96,73390000000.0,35.36,35.18-56.28,4.68,41207826.0,145350000000.0,1.46(4.13%),38460542.0,7.84,0.619,-34.37%,4106000000.0,27/10/2022,2022-08-08
0,MSFT,282.91,279.32-285.92,198270000000.0,284.05,241.51-349.67,9.7,17542554.0,2089999999999.9998,2.48(0.88%),29230056.0,29.27,0.927,-2.26%,7457891872.0,26/10/2022,2022-08-08
0,AA,49.42,48.47-50.4,13390000000.0,49.65,36.61-98.09,5.22,4211800.0,8750000000.0,0.40(0.81%),6586995.0,9.72,2.33,21.64%,179925180.0,13/10/2022,2022-08-08
