,Stock Symbol,Prev. Close,Todays Range,Revenue,Open,52 wk Range,EPS,Volume,Market Cap,Dividend (Yield),Average Vol. (3m),P/E Ratio,Beta,1-Year Change,Shares Outstanding,Next Earnings Date,Date
0,BA,214.34,212.57-216.72,62160000000.0,214.6,141.58-278.57,-15.35,6880970.0,125640000000.0,N/A(N/A),8680374.0,-,1.56,30.81%,586151904.0,27/10/2021,2021-10-22
0,GM,58.41,57.64-58.7,139640000000.0,58.37,33.55-64.3,8.65,10494506.0,84800000000.0,N/A(N/A),17347171.0,6.76,1.25,63.29%,1451723812.0,27/10/2021,2021-10-22
0,CVX,111.74,111.45-112.88,116310000000.0,112.22,65.16-113.17,1.86,8606226.0,216100000000.0,5.36(4.74%),10412653.0,59.99,1.27,57.67%,1933911944.0,29/10/2021,2021-10-22
0,C,70.51,70.68-71.89,41430000000.0,70.77,40.49-80.29,10.38,14255360.0,139910000000.0,2.04(2.84%),17580551.0,6.79,1.86,63.94%,1984300000.0,14/01/2022,2021-10-22
0,BAC,46.83,46.99-47.62,46630000000.0,46.99,23.12-47.62,3.34,35169780.0,385940000000.0,0.84(1.78%),45959987.0,14.03,1.54,94.72%,8241243911.0,18/01/2022,2021-10-22
0,T,25.76,25.47-25.8,173600000000.0,25.76,25.01-33.88,0.12,36622706.0,24440000000.0,2.08(8.03%),35416597.0,217.31,0.68,-3.59%,1199494000.0,26/01/2022,2021-10-22
0,CAT,201.03,199.2-202.35,45890000000.0,200.64,149.63-246.69,7.83,2516439.0,110670000000.0,4.44(2.17%),3388477.0,25.83,0.91,20.75%,547471467.0,28/10/2021,2021-10-22
0,INTC,56.0,49.14-50.55,77620000000.0,50.39,43.61-68.48,4.5,108402351.0,227190000000.0,1.39(2.51%),22093398.0,12.45,0.58,4.67%,4057000000.0,27/01/2022,2021-10-22
0,MSFT,310.76,307.8-311.09,168090000000.0,310.4,199.62-311.09,8.06,17279513.0,2330000000000.0,2.48(0.81%),22125241.0,38.58,0.83,44.67%,7507897348.0,26/10/2021,2021-10-22
0,AA,49.99,48.87-50.99,11200000000.0,50.49,12.15-57.57,4.3,7435529.0,9350000000.0,0.40(0.76%),7638475.0,11.63,2.53,275.3%,187060044.0,19/01/2022,2021-10-22
0,F,16.55,16.23-16.54,136430000000.0,16.42,7.61-16.7,0.85,60320498.0,66110000000.0,N/A(N/A),62118658.0,19.55,1.09,110.83%,3994764392.0,27/10/2021,2021-10-22
0,EBAY,76.21,76.29-81.19,10780000000.0,76.29,45.37-81.19,3.25,10981027.0,49540000000.0,0.72(0.95%),6346297.0,23.42,1.11,44.28%,650055805.0,27/10/2021,2021-10-22
0,DELL,112.98,112.65-114.77,100200000000.0,112.84,58.88-114.77,4.85,2660262.0,86440000000.0,N/A(N/A),2123393.0,23.29,0.9,61.79%,765116151.0,23/11/2021,2021-10-22
