,Stock Symbol,Prev. Close,Todays Range,Revenue,Open,52 wk Range,EPS,Volume,Market Cap,Dividend (Yield),Average Vol. (3m),P/E Ratio,Beta,1-Year Change,Shares Outstanding,Next Earnings Date,Date
0,BA,127.51,127.4-133.89,61060000000.0,128.04,113.02-233.94,-8.93,10180410.0,79400000000.0,N/A(N/A),7470960.0,-18.88,1.38,-43.12%,593811169.0,26/10/2022,2022-09-28
0,GM,34.71,34.36-35.5,132100000000.0,34.75,30.33-67.21,5.31,12030139.0,51510000000.0,0.36(1.04%),14720740.0,7.33,1.27,-34.8%,1458048958.0,25/10/2022,2022-09-28
0,CVX,141.02,141.4-146.44,206100000000.0,142.08,101.45-182.4,15.06,8273108.0,285840000000.0,5.68(4.03%),9129268.0,10.39,1.15,36.95%,1957434814.0,04/11/2022,2022-09-28
0,C,42.59,42.45-43.62,40490000000.0,42.59,42.08-73.72,7.87,19704878.0,84170000000.0,2.04(4.79%),18322683.0,6.15,1.6,-41.06%,1936709623.0,14/10/2022,2022-09-28
0,BAC,30.57,30.39-31.31,49770000000.0,30.53,29.67-50.11,3.23,38054396.0,250540000000.0,0.88(2.88%),38934883.0,10.44,1.4,-29.33%,8035239025.0,17/10/2022,2022-09-28
0,T,15.73,15.71-15.92,140240000000.0,15.78,15.58-21.53,2.75,42572182.0,112950000000.0,1.11(7.06%),37737723.0,6.39,0.605,-23.98%,7125909948.0,20/10/2022,2022-09-28
0,CAT,162.44,163.54-168.48,54030000000.0,164.5,160.6-237.9,12.59,3672758.0,88770000000.0,4.80(2.95%),2694611.0,13.75,1.01,-18.78%,527909143.0,27/10/2022,2022-09-28
0,INTC,26.89,26.6-27.28,73390000000.0,26.86,26.6-56.28,4.68,40358043.0,111400000000.0,1.46(5.43%),39806405.0,6.81,0.619,-50.8%,4106000000.0,27/10/2022,2022-09-28
0,MSFT,236.41,234.73-242.33,198270000000.0,236.81,234.5-349.67,9.7,28973658.0,1800000000000.0,2.72(1.15%),24545633.0,26.53,0.943,-19.63%,7457891872.0,26/10/2022,2022-09-28
0,AA,34.7,33.7-35.53,13390000000.0,34.68,33.7-98.09,5.22,9892378.0,6340000000.0,0.40(1.15%),6180524.0,9.49,2.33,-32.7%,179925180.0,13/10/2022,2022-09-28
0,F,11.91,11.76-12.24,134590000000.0,11.91,10.61-25.87,2.91,71901494.0,49130000000.0,0.60(5.04%),66577731.0,5.3,1.33,-15.89%,4020237518.0,26/10/2022,2022-09-28
0,EBAY,37.57,37.55-38.81,10070000000.0,37.6,37.28-81.19,0.603,4412499.0,21210000000.0,0.88(2.34%),5206043.0,-10.97,1.22,-49%,549367835.0,26/10/2022,2022-09-28
0,DELL,34.72,34.51-35.4,105130000000.0,34.51,34.51-61.54,7.19,2888099.0,25910000000.0,1.32(3.80%),3262886.0,5.68,0.909,-34.66%,732959983.0,23/11/2022,2022-09-28
0,DIS,95.85,95.45-99.87,81110000000.0,95.79,90.23-179.63,1.73,12833675.0,181590000000.0,N/A(N/A),10872592.0,61.87,1.2,-46.23%,1823057777.0,10/11/2022,2022-09-28
0,DOW,43.79,43.91-45.51,60130000000.0,44.08,43.04-71.86,8.99,8313972.0,32460000000.0,2.80(6.39%),5902557.0,5.6,1.41,-26.64%,718167477.0,20/10/2022,2022-09-28
0,CSCO,40.52,40.59-41.57,51560000000.0,40.85,40.12-64.29,2.83,22191852.0,169860000000.0,1.52(3.75%),18624661.0,14.42,0.942,-27.93%,4108844167.0,16/11/2022,2022-09-28
0,DE,335.68,337.07-348.07,48040000000.0,338.2,283.81-446.76,20.11,1292403.0,104740000000.0,4.52(1.35%),1427204.0,18.17,1.06,-4.75%,301819630.0,23/11/2022,2022-09-28
0,FDX,144.95,144.74-151.11,94750000000.0,145.72,141.92-266.79,13.71,4895528.0,39020000000.0,4.60(3.17%),2839111.0,11.01,1.21,-36.01%,260219792.0,20/12/2022,2022-09-28
0,GIS,77.97,77.5-79.06,19170000000.0,78.44,59.14-81.24,4.79,3909918.0,46850000000.0,2.16(2.77%),3980135.0,16.67,0.319,30.71%,593535650.0,21/12/2022,2022-09-28
0,GLW,29.5,29.37-30,14470000000.0,29.57,29.18-43.47,2.36,6080728.0,25310000000.0,1.08(3.66%),4481798.0,14.54,0.995,-23.34%,845318144.0,25/10/2022,2022-09-28
0,GT,10.87,10.78-11.22,20110000000.0,10.92,10.33-24.89,3.34,4049451.0,3150000000.0,N/A(N/A),4084656.0,4.18,1.88,-41.75%,282802845.0,04/11/2022,2022-09-28
0,GS,291.38,292.46-302.41,52580000000.0,294.0,277.84-426.16,44.72,2239331.0,98090000000.0,10.00(3.43%),2135170.0,7.39,1.36,-27.12%,325422234.0,18/10/2022,2022-09-28
0,JPM,105.85,105.64-108.73,66569999999.99999,105.95,104.67-172.96,12.49,12683616.0,318900000000.0,4.00(3.78%),11551477.0,9.32,1.09,-36.61%,2941334295.0,14/10/2022,2022-09-28
0,KMB,117.19,116.68-118.12,20130000000.0,118.12,116.68-145.79,5.3,2019420.0,39610000000.0,4.64(3.96%),1361065.0,24.35,0.346,-11.51%,337622288.0,25/10/2022,2022-09-28
0,KHC,32.95,32.73-33.82,25630000000.0,33.05,32.73-44.87,1.24,7112659.0,41200000000.0,1.60(4.86%),7605283.0,36.44,0.736,-10.56%,1225439747.0,03/11/2022,2022-09-28
0,KO,56.38,55.91-57.25,41320000000.0,56.66,52.28-67.2,2.21,21448150.0,247020000000.0,1.76(3.12%),12647857.0,27.23,0.545,5.17%,4324629174.0,26/10/2022,2022-09-28
0,MCD,236.7,233.76-238.53,23590000000.0,236.13,217.68-271.15,8.18,4194357.0,174820000000.0,5.52(2.33%),2424725.0,31.6,0.561,-4.6%,735717271.0,25/10/2022,2022-09-28
0,LLY,311.1,328.1-341.7,29070000000.0,333.53,224.22-341.7,6.3,9430547.0,318000000000.0,3.92(1.26%),2659817.0,49.33,0.347,37.41%,950174817.0,01/11/2022,2022-09-28
0,ORCL,62.42,62.25-63.35,44160000000.0,62.62,62.03-106.34,2.17,8457104.0,170450000000.0,1.28(2.05%),7403624.0,30.73,0.864,-31.44%,2696166315.0,15/12/2022,2022-09-28
0,MRK,85.84,86.2-87.25,57170000000.0,86.99,71.5-95.72,6.56,6830108.0,220270000000.0,2.76(3.22%),8286499.0,13.26,0.336,17.01%,2533279845.0,27/10/2022,2022-09-28
0,MSI,225.66,226.2-230.51,8460000000.000001,228.2,195.18-273.65,7.15,703656.0,38370000000.0,3.16(1.40%),677337.0,35.17,0.929,-5.53%,166885127.0,03/11/2022,2022-09-28
0,MMM,112.41,113.06-114.71,35090000000.0,113.51,111.44-186.3,7.22,3508165.0,63420000000.0,5.96(5.30%),9590576.0,17.57,0.967,-38.16%,553834603.0,25/10/2022,2022-09-28
0,ODP,35.51,35.51-36.42,8430000000.0,35.51,28.85-48,-1.8,321032.0,1730000000.0,N/A(N/A),440965.0,10.25,1.9,-18.61%,48633351.0,02/11/2022,2022-09-28
0,CAKFF,30.15,10.12-10.12,-,10.12,10.12-10.12,-4.29,0.0,3970000000.0,0.83(3.21%),534.0,-78.59,0.128,0%,203220932.0,-,2022-09-28
0,PMMAF,49.5,51.75-51.75,8080000000.0,51.75,49.5-131.35,2.39,735.0,7740000000.0,0.50(0.29%),457.0,24.01,0.715,-58.81%,149605600.0,-,2022-09-28
0,VRTX,284.74,286.02-293.83,7950000000.0,289.28,176.36-305.95,12.49,1638815.0,74990000000.0,N/A(N/A),1377985.0,23.47,0.45,55.25%,256459482.0,02/11/2022,2022-09-28
0,MNST,87.35,87.17-89.98,5820000000.0,87.77,71.78-99.81,2.32,2833710.0,47100000000.0,N/A(N/A),2595643.0,38.15,0.944,-4.84%,526885495.0,09/11/2022,2022-09-28
0,TEVA,7.74,7.75-8.01,15430000000.0,7.81,6.78-11.34,-0.953,8234271.0,8600000000.0,N/A(N/A),13363184.0,-11.54,1.31,-16.23%,1110564656.0,03/11/2022,2022-09-28
0,FITB,31.57,31.55-32.72,7780000000.0,31.75,31.26-50.64,3.34,4060049.0,22330000000.0,1.32(4.18%),4196008.0,9.93,1.26,-27.59%,686189548.0,20/10/2022,2022-09-28
0,SHLDQ,0.04,0.06-0.06,-,0.06,0.01-0.25,-20.0,2183.0,4.32M,N/A(N/A),55787.0,-0.006,-0.676,-80%,107908943.0,28/09/2022,2022-09-28
0,CTAS,383.53,380.99-399.08,7680000000.0,395.46,343.86-461.44,11.92,723338.0,40260000000.0,4.60(1.20%),413436.0,33.37,1.43,-3%,102044233.0,28/09/2022,2022-09-28
0,ADSK,187.96,186.67-192.49,4590000000.0,188.83,163.2-335.48,2.56,1549807.0,41220000000.0,N/A(N/A),1391181.0,76.9,1.53,-36.08%,215859048.0,29/11/2022,2022-09-28
0,DISH,14.13,14.16-15.07,17440000000.0,14.16,13.95-46.31,3.9,4176235.0,7860000000.0,N/A(N/A),3468789.0,5.46,1.81,-68.42%,530304901.0,03/11/2022,2022-09-28
0,GILD,62.63,62.71-64.37,27520000000.0,63.0,57.17-74.12,3.3,7532475.0,80130000000.0,2.92(4.66%),6691802.0,19.85,0.35,-11.05%,1253367394.0,27/10/2022,2022-09-28
0,LIFE,2.79,2.73-2.854,-,2.83,2.6-9.95,-1.6,77033.0,78.43M,N/A(N/A),132345.0,-2.27,1.5,-71.82%,28625046.0,17/11/2022,2022-09-28
0,GOOGL,97.5,97.11-100.7,278140000000.0,97.65,96.88-151.55,5.45,32270912.0,1310000000000.0,N/A(N/A),29911485.0,20.06,1.08,-30.89%,13044000000.0,27/10/2022,2022-09-28
0,FISV,95.14,93.89-96.77,17010000000.000002,95.46,87.03-111.84,3.1,4449333.0,61510000000.0,N/A(N/A),3625620.0,34.02,0.877,-12.83%,639584348.0,01/11/2022,2022-09-28
0,LBTYA,15.82,15.81-16.43,7430000000.0,15.81,15.77-30.42,8.97,4409489.0,7880000000.0,N/A(N/A),1470198.0,2.82,1.15,-47.44%,484793664.0,09/11/2022,2022-09-28
0,PDLI,2.47,2.39-2.78,9.33M,2.73,2.39-2.78,-0.72,0.0,282.14M,N/A(N/A),1305090.0,-,1.14,0%,114226566.0,-,2022-09-28
0,ADBE,277.57,275.37-282.74,17190000000.0,280.38,274.78-699.54,10.2,4956569.0,131400000000.0,N/A(N/A),3386023.0,29.53,1.13,-54.02%,466946279.0,15/12/2022,2022-09-28
0,BB,5.09,4.81-5.12,705M,4.94,4.7-12.39,-0.03,6989224.0,2900000000.0,N/A(N/A),5756382.0,-9.0,1.21,-49.8%,577415891.0,20/12/2022,2022-09-28
0,QCOM,120.34,117.78-120.45,42140000000.0,118.58,117.78-193.58,11.43,11265080.0,133560000000.0,3.00(2.49%),7511829.0,11.51,1.24,-9.84%,1123000000.0,02/11/2022,2022-09-28
0,SINA,43.31,43.13-43.33,280M,43.27,43.13-43.33,0.9,0.0,2580000000.0,40.00(16.67%),970647.0,10.07,4.44,0%,59754024.0,-,2022-09-28
0,BIDU,119.27,116.11-121.91,19310000000.0,116.17,101.62-182.6,-35.86,2134284.0,41210000000.0,N/A(N/A),2298787.0,-27.26,0.698,-24%,345541599.0,27/10/2022,2022-09-28
0,SOHU,17.01,16.66-16.97,797.28M,16.75,12.87-22.71,22.59,40000.0,569.12M,N/A(N/A),105329.0,24.52,1.52,-19.54%,33735836.0,07/11/2022,2022-09-28
0,DISCA,11.32,11.2-11.87,19320000000.0,11.28,11.2-31.55,-2.8,19419341.0,28620000000.0,N/A(N/A),24060866.0,-4.71,1.36,-56.69%,2427592861.0,27/10/2022,2022-09-28
0,RBBN,2.35,2.36-2.52,819.98M,2.38,2.315-6.46,-1.72,567916.0,415.48M,N/A(N/A),571954.0,-2.04,0.953,-61.66%,167531506.0,02/11/2022,2022-09-28
0,AMAT,84.15,82.84-86.4,25160000000.0,83.0,82.53-167.06,7.53,7966707.0,73990000000.0,1.04(1.24%),6883235.0,12.58,1.51,-41.05%,860309377.0,17/11/2022,2022-09-28
0,STLD,70.76,69.83-72.99,20430000000.0,70.17,50.54-100.37,22.58,1467119.0,13260000000.0,1.36(1.92%),1718655.0,3.44,1.42,14.52%,182610729.0,17/10/2022,2022-09-28
0,CDNS,163.13,162.09-167.66,3280000000.0,164.0,132.32-194.97,2.84,1475438.0,45730000000.0,N/A(N/A),1623240.0,60.79,1.09,3.14%,273870000.0,24/10/2022,2022-09-28
0,BBBY,6.38,6.06-6.57,5330000000.0,6.16,4.38-30.06,-9.81,9880573.0,514.65M,N/A(N/A),45309396.0,-,2.0,-73.16%,79667649.0,29/09/2022,2022-09-28
0,MCHP,62.51,61.95-64.24,6940000000.0,62.24,54.33-90,2.78,4101579.0,35300000000.0,1.204(1.93%),4405970.0,23.93,1.62,-24.72%,552484192.0,03/11/2022,2022-09-28
0,WYNN,66.56,65.72-67.71,3900000000.0,67.03,50.2-99,-5.72,3597909.0,7530000000.0,N/A(N/A),2848096.0,-11.84,2.14,-22.04%,112827991.0,09/11/2022,2022-09-28
0,ISRG,186.38,186.26-193.63,5960000000.0,188.35,185.01-369.69,4.01,1586180.0,68709999999.99999,N/A(N/A),1894741.0,34.41,1.29,-44.84%,357111192.0,18/10/2022,2022-09-28
0,NDAQ,56.96,56.91-58.59,5910000000.0,57.25,46.77-71.65,2.29,2004634.0,28650000000.0,0.80(1.40%),2129014.0,25.43,0.952,-12.72%,491226222.0,19/10/2022,2022-09-28
