,Stock Symbol,Prev. Close,Todays Range,Revenue,Open,52 wk Range,EPS,Volume,Market Cap,Dividend (Yield),Average Vol. (3m),P/E Ratio,Beta,1-Year Change,Shares Outstanding,Next Earnings Date,Date
0,BA,143.95,140.61-147.49,61060000000.0,141.11,113.02-241.15,-8.29,9431969.0,86960000000.0,N/A(N/A),10793315.0,-,1.35,-36.92%,591635833.0,27/07/2022,2022-07-14
0,GM,31.72,30.67-31.65,130509999999.99998,31.15,30.33-67.21,6.09,14184843.0,46010000000.0,N/A(N/A),16868154.0,5.24,1.27,-45.99%,1458240927.0,26/07/2022,2022-07-14
0,CVX,137.99,132.54-136.16,176840000000.0,134.31,92.86-182.4,10.63,10124353.0,267019999999.99997,5.68(4.12%),11089283.0,13.42,1.12,32.77%,1964813456.0,29/07/2022,2022-07-14
0,C,45.5,43.44-44.48,40490000000.0,44.48,43.44-74.64,8.48,27008676.0,85500000000.0,2.04(4.48%),22895667.0,5.52,1.6,-33.45%,1941920542.0,15/07/2022,2022-07-14
0,BAC,30.84,29.67-30.22,47750000000.0,30.09,29.67-50.11,3.51,51198142.0,242670000000.0,0.84(2.72%),48276042.0,9.06,1.42,-22.63%,8056881363.0,18/07/2022,2022-07-14
0,T,20.45,20.05-20.35,163030000000.0,20.13,16.62-21.61,2.39,26378228.0,145610000000.0,1.11(5.43%),44338329.0,8.67,0.691,-4.17%,7158851941.0,21/07/2022,2022-07-14
0,CAT,173.87,167.08-170.7,52670000000.0,169.75,167.08-237.9,11.85,2516508.0,90710000000.0,4.80(2.76%),3252666.0,15.11,0.99,-19.2%,533374415.0,28/07/2022,2022-07-14
0,INTC,37.21,36.29-38.15,77700000000.0,36.99,35.54-56.93,6.01,36538129.0,154100000000.0,1.46(3.92%),35499640.0,6.32,0.67,-34.59%,4088661122.0,28/07/2022,2022-07-14
0,MSFT,252.72,245.94-255.14,192560000000.0,250.57,241.51-349.67,9.58,24354228.0,1900000000000.0,2.48(0.98%),31176223.0,27.94,0.932,-10.06%,7479033135.0,26/07/2022,2022-07-14
0,AA,43.19,39.56-41.15,12580000000.0,40.84,31-98.09,3.74,5401422.0,7530000000.0,0.40(0.93%),7044078.0,11.98,2.37,21.25%,184448686.0,20/07/2022,2022-07-14
0,F,11.51,11.14-11.4,134590000000.0,11.22,10.61-25.87,2.85,47753826.0,45740000000.0,0.40(3.48%),59689128.0,4.08,1.21,-20.18%,4019765355.0,27/07/2022,2022-07-14
0,EBAY,42.49,41.22-42.36,10270000000.0,42.2,40.52-81.19,-2.89,3601562.0,23520000000.0,0.88(2.07%),7300211.0,-,1.18,-38.19%,559842135.0,10/08/2022,2022-07-14
0,DELL,43.14,41.34-42.81,102830000000.0,42.62,38.33-115,6.5,3548541.0,31550000000.0,1.32(3.06%),4497811.0,6.6,0.84,-53.99%,739517600.0,26/08/2022,2022-07-14
0,DIS,92.94,90.23-92.04,76620000000.0,91.48,90.23-187.58,1.48,10740132.0,167160000000.0,N/A(N/A),13434519.0,64.81,1.23,-49.39%,1821483742.0,10/08/2022,2022-07-14
0,DOW,49.67,48.27-49.07,58350000000.0,48.74,48.27-71.86,9.18,4961390.0,35600000000.0,2.80(5.64%),6005338.0,5.6,1.41,-20.78%,728101842.0,21/07/2022,2022-07-14
0,CSCO,42.7,41.35-42.47,51580000000.0,41.79,40.82-64.29,2.85,17200907.0,175290000000.0,1.52(3.56%),24396697.0,15.22,0.96,-19.92%,4140964037.0,17/08/2022,2022-07-14
0,DE,296.78,288.34-294.86,45440000000.0,290.05,283.81-446.76,19.17,1358581.0,90060000000.0,4.52(1.52%),1881097.0,15.89,1.08,-15.39%,305635672.0,19/08/2022,2022-07-14
0,FDX,216.13,210.41-214.46,93510000000.0,211.81,192.82-301.94,14.54,1531304.0,55430000000.0,4.60(2.13%),2532228.0,15.85,1.24,-27.74%,259178229.0,22/09/2022,2022-07-14
0,GIS,76.43,74.29-75.77,18990000000.0,75.15,56.67-76.93,4.46,4553866.0,44690000000.0,2.16(2.83%),3801553.0,17.18,0.359,29.26%,597158440.0,21/09/2022,2022-07-14
0,GLW,32.24,31.33-32.05,14470000000.0,31.77,30.63-43.47,1.25,5214331.0,27040000000.0,1.08(3.35%),5158255.0,26.12,0.95,-20.53%,844612498.0,26/07/2022,2022-07-14
0,GT,10.9,10.43-10.84,18880000000.0,10.63,10.33-24.89,3.01,4202268.0,3050000000.0,N/A(N/A),4910072.0,3.7,1.88,-34.18%,282465382.0,05/08/2022,2022-07-14
0,GS,290.15,277.84-284.24,60030000000.0,284.24,277.84-426.16,51.52,3104538.0,101260000000.0,8.00(2.76%),2446560.0,5.75,1.38,-22.83%,359380480.0,18/07/2022,2022-07-14
0,JPM,111.91,106.06-108.23,63020000000.0,107.99,106.06-172.96,13.48,25975715.0,316790000000.0,4.00(3.57%),13475863.0,8.49,1.14,-28.1%,2937050466.0,14/07/2022,2022-07-14
0,KMB,136.05,133.61-135.38,19790000000.0,134.0,117.32-145.79,5.2,1461602.0,45560000000.0,4.64(3.41%),1888094.0,26.12,0.346,1.27%,336925493.0,26/07/2022,2022-07-14
0,KHC,39.18,38.39-38.86,25690000000.0,38.6,32.78-44.87,0.8,5649776.0,47430000000.0,1.60(4.08%),8524062.0,48.09,0.78,0.05%,1224044631.0,27/07/2022,2022-07-14
0,KO,62.38,61.3-62.25,40130000000.0,61.33,52.28-67.2,2.37,14324931.0,269470000000.00003,1.76(2.82%),17852675.0,26.63,0.55,13.38%,4335028727.0,26/07/2022,2022-07-14
0,MCD,252.67,249.62-253.1,23760000000.0,249.89,217.68-271.15,9.47,2370537.0,186820000000.0,5.52(2.18%),2766848.0,26.75,0.56,6.99%,739546930.0,28/07/2022,2022-07-14
