,Stock Symbol,Prev. Close,Todays Range,Revenue,Open,52 wk Range,EPS,Volume,Market Cap,Dividend (Yield),Average Vol. (3m),P/E Ratio,Beta,1-Year Change,Shares Outstanding,Next Earnings Date,Date
0,BA,226.63,226.49-231.54,62160000000.0,226.68,141.58-278.57,-15.35,8348673.0,132840000000.0,N/A(N/A),12270755.0,-,1.62,37.29%,586151904.0,27/10/2021,2021-08-05
0,GM,52.72,53.55-54.88,139640000000.0,53.86,26.15-64.3,8.65,28541545.0,76480000000.0,N/A(N/A),16104355.0,6.1,1.34,104.34%,1450670870.0,27/10/2021,2021-08-05
0,CVX,100.3,100.67-102.43,116310000000.0,100.94,65.16-113.11,1.86,7982585.0,193380000000.0,5.36(5.22%),10074101.0,53.85,1.31,15.97%,1928059179.0,29/10/2021,2021-08-05
0,C,68.52,68.77-69.77,41430000000.0,68.83,40.49-80.29,9.63,14356443.0,138880000000.0,2.04(2.96%),20490057.0,7.11,1.9,36.66%,2026785183.0,14/10/2021,2021-08-05
0,BAC,38.27,38.55-39.06,46640000000.0,38.57,22.95-43.49,2.99,34721883.0,322040000000.0,0.84(2.18%),45300225.0,12.81,1.55,53.02%,8414903881.0,14/10/2021,2021-08-05
0,T,27.85,27.86-28.01,176020000000.0,27.87,26.35-33.88,-0.31,20992728.0,198850000000.0,2.08(7.38%),42709762.0,-,0.75,-7.2%,7139856424.0,21/10/2021,2021-08-05
0,CAT,204.52,204.7-207.65,45890000000.0,205.25,132.52-246.69,7.83,2684779.0,111970000000.0,4.44(2.13%),3638204.0,26.13,0.89,55.5%,547471467.0,28/10/2021,2021-08-05
0,INTC,53.55,53.58-54.02,77620000000.0,53.99,43.61-68.48,4.5,15296153.0,218670000000.0,1.39(2.57%),23612558.0,11.99,0.59,9.71%,4057000000.0,28/10/2021,2021-08-05
0,MSFT,286.51,286.1-289.63,168090000000.0,286.88,196.25-290.13,8.06,13872840.0,2150000000000.0,2.24(0.78%),23649085.0,35.57,0.78,34.33%,7514891248.0,27/10/2021,2021-08-05
0,AA,38.75,38.29-39.35,10460000000.0,38.49,10.98-44.42,2.27,4016579.0,7240000000.0,N/A(N/A),7650973.0,17.09,2.7,183.47%,186866156.0,20/10/2021,2021-08-05
0,F,13.32,13.45-13.82,136430000000.0,13.54,6.41-16.45,0.85,60116089.0,53210000000.0,N/A(N/A),80780022.0,15.74,1.15,94.17%,3994764392.0,27/10/2021,2021-08-05
0,EBAY,68.0,65.58-67.88,13290000000.0,67.7,45.37-74.11,3.84,9924431.0,46330000000.0,0.72(1.06%),7191403.0,17.71,1.09,20.72%,681261636.0,11/08/2021,2021-08-05
0,DELL,97.39,97.58-98.6,96810000000.0,98.0,58.88-104.62,5.17,876438.0,74910000000.0,N/A(N/A),1993120.0,18.83,0.94,61.46%,769190159.0,26/08/2021,2021-08-05
0,DIS,172.58,172.49-177.12,58350000000.0,172.49,117.23-203.02,-2.49,8860768.0,313570000000.0,N/A(N/A),8874183.0,-,1.2,47.14%,1816932058.0,12/08/2021,2021-08-05
0,DOW,60.99,60.9-61.8,46190000000.0,61.29,41.06-71.38,5.44,3036391.0,45170000000.0,2.80(4.50%),4333940.0,11.22,-,47.6%,740575483.0,28/10/2021,2021-08-05
0,CSCO,55.69,55.5-55.98,48850000000.0,55.52,35.28-56.41,2.41,10782353.0,234690000000.0,1.48(2.63%),17823995.0,23.11,0.89,16.82%,4214204641.0,18/08/2021,2021-08-05
0,DE,360.67,361.33-365,39830000000.0,363.85,179.86-400.34,14.51,794352.0,112510000000.0,3.60(0.98%),1770724.0,24.86,1.07,102.5%,311942092.0,20/08/2021,2021-08-05
0,FDX,275.12,274.67-277.78,83960000000.0,275.9,171.32-319.9,18.42,2088782.0,73550000000.0,3.00(1.07%),2152577.0,14.93,1.24,61.21%,267348232.0,21/09/2021,2021-08-05
0,GIS,57.63,57.44-57.93,18130000000.0,57.57,53.96-65.52,3.78,2899434.0,34990000000.0,2.04(3.43%),3503734.0,15.25,0.56,-12.34%,607210408.0,22/09/2021,2021-08-05
0,GLW,41.59,40.81-41.59,13140000000.0,41.47,30.16-46.82,0.99,4570553.0,35520000000.0,0.96(2.30%),4304385.0,41.98,1.15,33.34%,854032129.0,02/11/2021,2021-08-05
0,GT,14.97,14.88-15.39,12780000000.0,15.0,7.28-20.69,-2.66,2781218.0,3520000000.0,N/A(N/A),3525746.0,-,2.17,67.64%,234980029.0,06/08/2021,2021-08-05
0,GS,377.86,379.95-384.31,61910000000.0,380.15,185.52-393.26,54.67,1582561.0,121620000000.0,8.00(2.10%),2639429.0,6.91,1.49,87.39%,321874269.0,19/10/2021,2021-08-05
0,JPM,151.24,152.01-153.69,65480000000.00001,152.28,91.38-167.44,14.99,9148004.0,451930000000.0,3.60(2.35%),13900253.0,10.09,1.19,58.28%,2988155355.0,13/10/2021,2021-08-05
0,KMB,133.7,132.31-134.44,18980000000.0,134.28,128.02-160.16,5.86,1733022.0,45030000000.0,4.56(3.36%),2332416.0,22.8,0.55,-14.46%,336762087.0,25/10/2021,2021-08-05
0,KHC,36.94,36.41-37.3,26390000000.0,37.05,28.56-44.95,1.68,9558484.0,45180000000.0,1.60(4.11%),4590369.0,21.94,1.15,5.3%,1223147340.0,04/11/2021,2021-08-05
0,KO,56.1,56.29-56.59,36410000000.0,56.44,46.6-57.56,1.87,9715226.0,242160000000.0,1.68(2.95%),14257073.0,30.07,0.63,20.15%,4316618703.0,27/10/2021,2021-08-05
0,MCD,234.83,234.34-236.81,21740000000.0,235.74,198.37-247.02,9.18,2225280.0,175370000000.0,5.16(2.18%),2476595.0,25.58,0.64,17.79%,746798875.0,26/10/2021,2021-08-05
0,LLY,262.47,261.33-265.51,26730000000.0,263.28,129.21-270.55,6.65,2262393.0,237950000000.0,3.40(1.33%),3258318.0,39.45,0.24,69.5%,906580893.0,26/10/2021,2021-08-05
0,ORCL,90.05,88.75-90.52,40480000000.0,90.18,53.66-91.2,4.57,8219974.0,251420000000.0,1.28(1.43%),11912390.0,19.69,0.79,60.8%,2792000000.0,16/09/2021,2021-08-05
0,MRK,75.48,74.93-75.69,47100000000.0,75.52,68.38-83.72,1.89,8677174.0,191120000000.0,2.60(3.40%),11294942.0,39.95,0.43,-3.07%,2532058364.0,28/10/2021,2021-08-05
0,MSI,222.77,220.83-223.82,7530000000.0,222.97,137.89-226.42,5.74,607303.0,37800000000.0,2.84(1.26%),647427.0,38.79,0.77,61.93%,169667685.0,05/08/2021,2021-08-05
0,MMM,197.53,197.29-199.12,34730000000.0,198.55,154.68-208.95,10.16,1575095.0,114300000000.0,5.92(2.94%),2132569.0,19.43,0.96,30.63%,578638253.0,26/10/2021,2021-08-05
0,ODP,47.03,45.19-48.32,9480000000.0,47.26,17.86-51.4,0.76,240012.0,2530000000.0,N/A(N/A),326448.0,62.07,2.16,124.92%,53747179.0,11/11/2021,2021-08-05
0,CAKFF,29.5,30.15-30.15,-,30.15,29.5-30.15,2.14,0.0,5870000000.0,0.83(3.21%),110.0,12.1,0.45,0.8%,203220932.0,-,2021-08-05
0,PMMAF,131.17,125.2-127.46,7550000000.0,127.46,77.6-131.17,-3.11,104.0,19030000000.0,0.50(0.29%),125.0,-,0.37,70.13%,149583859.0,-,2021-08-05
0,VRTX,199.59,199.73-203.13,6410000000.0,200.26,185.33-283.4,7.59,1974648.0,51780000000.0,N/A(N/A),2271603.0,26.3,0.64,-27.61%,259428394.0,27/10/2021,2021-08-05
0,MNST,92.01,91.82-92.65,4780000000.0,92.57,75.45-99.24,2.71,2002047.0,48630000000.0,N/A(N/A),1959247.0,33.95,1.11,17.95%,528559510.0,05/08/2021,2021-08-05
0,TEVA,10.0,9.97-10.34,16320000000.0,10.05,8.24-13.3,-3.57,10017552.0,11030000000.0,N/A(N/A),9001216.0,-,1.44,-15.25%,1102885659.0,04/11/2021,2021-08-05
0,FITB,36.37,36.55-37.06,4120000000.0,36.59,19.32-43.06,3.43,3508360.0,25600000000.0,1.08(2.93%),4820049.0,10.61,1.57,86.61%,703740000.0,19/10/2021,2021-08-05
0,SHLDQ,0.16,0.16-0.19,-,0.19,0.13-0.79,-20.0,857068.0,16.88M,N/A(N/A),249512.0,-,2.03,6.67%,107908943.0,17/09/2021,2021-08-05
0,CTAS,387.81,386.07-392.23,8860000000.0,388.48,299.14-396.38,10.23,443380.0,39930000000.0,3.80(0.97%),446435.0,37.91,1.49,28.57%,102967245.0,28/09/2021,2021-08-05
0,ADSK,329.09,326.75-331.5,3890000000.0,331.1,215.83-331.5,5.84,1342798.0,72400000000.0,N/A(N/A),1115115.0,56.34,1.33,37.18%,220013315.0,31/08/2021,2021-08-05
0,DISH,41.51,41.47-41.97,16770000000.0,41.7,24.51-47.03,3.88,1171782.0,21910000000.0,N/A(N/A),2446439.0,10.71,2.16,23.03%,527704557.0,09/08/2021,2021-08-05
0,GILD,69.24,68.51-69.33,26640000000.0,69.24,56.56-70.38,4.07,5529569.0,86840000000.0,2.84(4.07%),6481007.0,16.99,0.4,-2.31%,1254178166.0,28/10/2021,2021-08-05
0,LIFE,4.57,4.55-4.728,2.39M,4.62,2.93-8.31,-2.34,123722.0,73.42M,N/A(N/A),250070.0,-,1.98,15.11%,16064643.0,10/08/2021,2021-08-05
0,GOOGL,2702.5,"2,696.9-2,727",220270000000.0,2713.6,"1,403-2,765",99.8,891460.0,1810000000000.0,N/A(N/A),1356909.0,27.08,1.0,83.43%,666754904.0,28/10/2021,2021-08-05
0,FISV,108.74,108.77-110.8,15420000000.0,108.77,92.15-127.33,1.68,3641884.0,72010000000.0,N/A(N/A),4296797.0,64.9,0.89,9.12%,662204715.0,02/11/2021,2021-08-05
0,LBTYA,27.66,27.55-28.33,12720000000.0,27.71,18.73-28.68,18.42,1784643.0,15330000000.0,N/A(N/A),1131471.0,1.5,1.28,18.41%,555551912.0,10/11/2021,2021-08-05
0,PDLI,2.47,2.39-2.78,9.33M,2.73,2.09-3.78,-0.72,0.0,282.14M,N/A(N/A),1305090.0,-,1.14,-28.2%,114226566.0,10/11/2021,2021-08-05
0,ADBE,625.68,623-632.47,14390000000.0,626.99,420.78-632.47,11.57,1157903.0,298070000000.0,N/A(N/A),1956222.0,54.09,0.97,40%,476400000.0,21/09/2021,2021-08-05
0,BB,9.87,9.87-10.63,861M,9.91,4.37-28.77,-0.94,10944569.0,5610000000.0,N/A(N/A),41486181.0,-,1.23,107.79%,566553010.0,22/09/2021,2021-08-05
0,QCOM,148.22,144.57-147.47,32580000000.0,147.24,104.76-167.94,8.01,7166768.0,167190000000.0,2.72(1.84%),7820687.0,18.51,1.32,33.59%,1128000000.0,10/11/2021,2021-08-05
0,SINA,43.31,43.13-43.33,507.74M,43.27,39.13-45.68,-1.43,0.0,2580000000.0,N/A(N/A),970647.0,-,0.94,7.08%,59754024.0,11/11/2021,2021-08-05
0,BIDU,163.82,162.8-166.16,17380000000.0,163.59,115.59-354.44,21.48,3789572.0,57930000000.0,N/A(N/A),5202018.0,7.63,1.03,29.33%,353605168.0,12/08/2021,2021-08-05
0,SOHU,20.12,19.64-20.27,1730000000.0,19.96,15.04-25.71,-0.36,215188.0,790.84M,N/A(N/A),450724.0,-,2.08,-12.52%,39306323.0,09/08/2021,2021-08-05
0,DISCA,28.34,28.28-29.4,10780000000.0,28.43,19.07-78.14,2.08,4557523.0,18240000000.0,N/A(N/A),9193593.0,13.63,1.37,28.76%,659945986.0,11/11/2021,2021-08-05
0,RBBN,6.9,6.8-6.96,879.3M,6.94,3.61-11.23,0.62,294597.0,1020000000.0,N/A(N/A),349136.0,11.09,1.09,49.67%,148114436.0,03/11/2021,2021-08-05
0,AMAT,142.76,141.16-143.88,19830000000.0,143.43,54.15-145.66,4.8,4277807.0,130479999999.99998,0.96(0.68%),7993487.0,29.75,1.45,120.14%,913980756.0,19/08/2021,2021-08-05
0,STLD,62.97,61.43-63.69,12940000000.0,62.9,27.42-66.86,6.71,2080398.0,12850000000.0,1.04(1.61%),2304821.0,9.38,1.45,125.62%,204113883.0,20/10/2021,2021-08-05
0,CDNS,151.08,149.79-152,2890000000.0,151.53,97.74-152.03,2.43,1003408.0,41820000000.0,N/A(N/A),1330250.0,62.3,1.02,38.43%,276780000.0,25/10/2021,2021-08-05
