,Stock Symbol,Prev. Close,Todays Range,Revenue,Open,52 wk Range,EPS,Volume,Market Cap,Dividend (Yield),Average Vol. (3m),P/E Ratio,Beta,1-Year Change,Shares Outstanding,Next Earnings Date,Date
0,BA,178.56,175.39-182.02,62290000000.0,175.76,167.58-278.57,-7.15,8322776.0,103970000000.0,N/A(N/A),9776343.0,-,1.45,-22.57%,582999765.0,27/04/2022,2022-03-10
0,GM,42.28,40.85-42.23,127000000000.0,41.4,39.75-67.21,6.71,17816248.0,60790000000.0,N/A(N/A),20303007.0,6.31,1.24,-22.63%,1453021337.0,26/04/2022,2022-03-10
0,CVX,166.27,168.29-174.76,155880000000.0,168.74,92.86-174.76,8.13,34722306.0,332740000000.0,5.68(3.42%),16306773.0,20.44,1.07,51.84%,1947553346.0,29/04/2022,2022-03-10
0,C,55.95,53.95-55.37,38440000000.0,55.02,53.95-80.29,10.08,31413980.0,108750000000.0,2.04(3.65%),27253369.0,5.55,1.7,-21.19%,1980894613.0,14/04/2022,2022-03-10
0,BAC,41.04,40.11-41.47,47210000000.0,40.29,36.51-50.11,3.57,48114561.0,328000000000.0,0.84(2.05%),55056469.0,11.5,1.42,13%,8064854850.0,18/04/2022,2022-03-10
0,T,23.26,22.94-23.22,168860000000.0,23.22,22.02-33.88,2.76,39430295.0,165640000000.0,2.08(8.94%),57926181.0,8.41,0.65,-21.52%,7142892741.0,21/04/2022,2022-03-10
0,CAT,209.78,208.18-217.52,50970000000.0,209.39,179.67-246.69,11.77,4706174.0,113480000000.0,4.44(2.12%),3808027.0,17.82,0.88,-3.24%,535888051.0,26/04/2022,2022-03-10
0,INTC,47.63,46.15-47.31,79020000000.0,47.29,43.63-68.48,4.86,35274695.0,190000000000.0,1.46(3.07%),38030412.0,9.8,0.54,-24%,4072000000.0,28/04/2022,2022-03-10
0,MSFT,288.5,280.58-286.6,184900000000.0,283.02,229.35-349.67,9.4,29619892.0,2140000000000.0002,2.48(0.86%),37099212.0,30.69,0.92,23.41%,7496866428.0,28/04/2022,2022-03-10
0,AA,79.52,78.25-84.36,12150000000.0,83.69,27.11-92.32,2.17,10193762.0,15380000000.0,0.40(0.50%),8795058.0,36.57,2.26,165.6%,185403032.0,14/04/2022,2022-03-10
