,Stock Symbol,Prev. Close,Todays Range,Revenue,Open,52 wk Range,EPS,Volume,Market Cap,Dividend (Yield),Average Vol. (3m),P/E Ratio,Beta,1-Year Change,Shares Outstanding,Next Earnings Date,Date
0,BA,132.4,131.37-136.41,44060000000.0,135.59,113.02-233.94,-8.93,6059989.0,79280000000.0,N/A(N/A),7144365.0,-18.88,1.38,-40.3%,593811169.0,26/10/2022,2022-10-14
0,GM,32.76,32.45-33.22,132100000000.0,33.07,30.33-67.21,5.31,11950961.0,47980000000.0,0.36(1.10%),14525827.0,7.33,1.27,-43.29%,1458048958.0,25/10/2022,2022-10-14
0,CVX,165.28,159.93-165.46,206100000000.0,164.04,108.96-182.4,15.06,7322688.0,314910000000.0,5.68(3.44%),8923706.0,10.66,1.13,53.34%,1957434814.0,28/10/2022,2022-10-14
0,C,42.95,42.8-44.42,40490000000.0,43.09,40.01-73.22,7.87,28843808.0,83860000000.0,2.04(4.75%),18734924.0,6.15,1.6,-38.87%,1936709623.0,14/10/2022,2022-10-14
0,BAC,31.69,31.57-32.63,49770000000.0,31.81,29.31-50.11,3.23,58030814.0,255280000000.0,0.88(2.78%),39769799.0,10.44,1.4,-26.54%,8035239025.0,17/10/2022,2022-10-14
0,T,15.12,14.97-15.27,140240000000.0,15.19,14.46-21.53,2.75,47171800.0,107170000000.0,1.11(7.34%),41791246.0,6.39,0.605,-20.86%,7125909948.0,20/10/2022,2022-10-14
0,CAT,183.14,177.53-184.33,54030000000.0,183.75,160.6-237.9,12.59,2829128.0,94420000000.0,4.80(2.62%),2689568.0,14.38,1.01,-3.07%,527909143.0,27/10/2022,2022-10-14
0,INTC,26.42,25.76-26.63,73390000000.0,26.46,24.59-56.28,4.68,48109192.0,106390000000.0,1.46(5.53%),42270740.0,6.81,0.619,-49.45%,4106000000.0,27/10/2022,2022-10-14
0,MSFT,234.24,228.34-237.24,198270000000.0,235.54,219.13-349.67,9.7,30127955.0,1700000000000.0,2.72(1.16%),25506608.0,26.53,0.943,-20.95%,7457891872.0,26/10/2022,2022-10-14
0,AA,40.88,37.89-40.94,13390000000.0,40.94,33.55-98.09,5.22,5590149.0,6930000000.0,0.40(0.98%),6709083.0,9.49,2.33,-15.54%,179925180.0,19/10/2022,2022-10-14
