,Stock Symbol,Prev. Close,Todays Range,Revenue,Open,52 wk Range,EPS,Volume,Market Cap,Dividend (Yield),Average Vol. (3m),P/E Ratio,Beta,1-Year Change,Shares Outstanding,Next Earnings Date,Date
0,BA,189.75,183.77-190.72,62290000000.0,188.78,183.77-278.57,-7.13,10812176.0,112240000000.0,N/A(N/A),10199997.0,-,1.45,-2.21%,588917452.0,27/04/2022,2022-01-28
0,GM,51.45,49.24-51.25,130940000000.0,51.25,47.07-67.21,7.48,26534508.0,72940000000.0,N/A(N/A),19449579.0,6.88,1.19,4.28%,1451860294.0,01/02/2022,2022-01-28
0,CVX,135.37,128.07-132.06,134860000000.00002,130.0,84.57-137,5.16,24569168.0,251910000000.0,5.36(4.57%),11634816.0,26.26,1.05,53.48%,1927685919.0,28/01/2022,2022-01-28
0,C,64.15,62.83-64.71,38430000000.0,63.62,57.4-80.29,10.08,20719567.0,128389999999.99998,2.04(3.18%),23794513.0,6.36,1.61,8%,1984400000.0,14/04/2022,2022-01-28
0,BAC,45.47,44.45-45.89,47210000000.0,45.33,29.57-50.08,3.56,50739113.0,370530000000.0,0.84(1.92%),49673570.0,12.77,1.37,52.43%,8077831463.0,18/04/2022,2022-01-28
0,T,24.12,23.94-25.24,168860000000.0,24.07,22.02-33.88,2.76,76482497.0,180020000000.0,2.08(7.97%),57926728.0,8.73,0.64,-17.23%,7141000000.0,27/04/2022,2022-01-28
0,CAT,212.17,196.8-208,48410000000.0,205.59,180.72-246.69,9.21,10505869.0,108820000000.0,4.44(1.93%),3367101.0,23.04,0.83,17.46%,540941600.0,28/01/2022,2022-01-28
0,INTC,48.05,46.3-48.2,78470000000.0,47.71,46.3-68.48,4.86,61213655.0,194260000000.0,1.46(3.04%),34524688.0,9.89,0.54,-10.34%,4070000000.0,28/04/2022,2022-01-28
0,MSFT,299.84,294.45-308.48,176250000000.0,300.23,224.28-349.67,9.4,49417411.0,2310000000000.0,2.48(0.83%),32324325.0,31.9,0.9,28.74%,7496866428.0,28/04/2022,2022-01-28
0,AA,58.03,55.58-58.39,12150000000.0,58.0,17.77-64.37,2.21,6482415.0,10570000000.0,0.40(0.87%),7990857.0,26.31,2.29,210.99%,184099748.0,26/04/2022,2022-01-28
0,F,19.45,18.92-19.55,134620000000.0,19.32,10.36-25.87,0.7,86155489.0,78050000000.0,0.40(2.05%),110763314.0,27.74,1.07,81.19%,3996241503.0,03/02/2022,2022-01-28
0,EBAY,56.7,55.91-57.6,10680000000.0,56.74,51.51-81.19,2.81,5002146.0,36020000000.0,0.72(1.02%),7179077.0,20.2,1.16,-2.83%,626003781.0,02/02/2022,2022-01-28
0,DELL,55.45,54.71-56.38,105120000000.0,55.45,53.01-115,8.65,3919712.0,42940000000.0,N/A(N/A),4940602.0,6.41,0.82,-24.93%,763884923.0,24/02/2022,2022-01-28
0,DIS,135.42,133.56-138.69,67420000000.0,135.21,129.26-203.02,1.11,9806242.0,252460000000.0,N/A(N/A),13520875.0,122.41,1.2,-16.94%,1820467305.0,09/02/2022,2022-01-28
0,DOW,60.18,59.07-61.1,51310000000.0,60.71,51.33-71.38,-,6914413.0,44050000000.0,2.80(4.86%),5561140.0,-,-,10.65%,733515309.0,21/04/2022,2022-01-28
0,CSCO,54.62,53.44-55.66,50790000000.0,54.5,44.15-64.29,2.69,30835834.0,234540000000.0,1.48(2.34%),22611084.0,20.31,0.99,19.52%,4217606555.0,16/02/2022,2022-01-28
0,DE,375.96,364.54-377.14,44000000000.0,372.12,285.5-400.34,18.99,2092487.0,115200000000.0,4.20(1.21%),1769180.0,19.8,0.91,33.92%,308196591.0,18/02/2022,2022-01-28
0,FDX,241.93,239.13-244.91,89550000000.0,241.14,216.34-319.9,17.25,2129559.0,64870000000.00001,3.00(1.22%),2126327.0,14.02,1.26,-0.37%,264969342.0,17/03/2022,2022-01-28
0,GIS,68.35,67.72-69.4,18610000000.0,68.26,54.31-69.95,3.63,3389955.0,41840000000.0,2.04(2.98%),3299014.0,18.83,0.47,13.16%,603206700.0,23/03/2022,2022-01-28
0,GLW,40.56,40.67-42.14,14080000000.0,40.67,33.93-46.82,1.21,8726587.0,34960000000.0,0.96(2.51%),4523756.0,33.44,0.93,15.13%,830000000.0,26/04/2022,2022-01-28
0,GT,19.79,19.14-19.92,16079999999.999998,19.51,10.45-24.89,1.05,4923468.0,5600000000.0,N/A(N/A),3901345.0,18.8,1.9,88.3%,281292551.0,08/02/2022,2022-01-28
0,GS,341.03,333.45-347.15,64440000000.0,337.73,270.62-426.16,59.36,3629105.0,115760000000.0,8.00(2.35%),2955059.0,5.75,1.47,24.77%,333577724.0,19/04/2022,2022-01-28
0,JPM,145.31,142.17-146.76,61720000000.0,144.19,128.19-172.96,15.34,14030761.0,431630000000.0,4.00(2.38%),12762256.0,9.47,1.1,13.65%,2944100000.0,13/04/2022,2022-01-28
0,KMB,137.48,135.64-139.05,19440000000.0,136.98,125.27-145.79,5.36,1961601.0,46810000000.0,4.64(3.38%),1697518.0,25.65,0.51,-0.84%,336716722.0,25/04/2022,2022-01-28
0,KHC,36.09,35.27-36.07,26270000000.0,35.8,32.73-44.95,1.79,7025538.0,44130000000.0,1.60(4.47%),7329304.0,20.15,0.99,3.89%,1224042461.0,16/02/2022,2022-01-28
0,KO,59.65,58.94-60.89,37800000000.0,59.39,48.11-61.45,2.03,18929593.0,262790000000.00003,1.68(3.08%),17526347.0,29.35,0.66,22.91%,4319420236.0,10/02/2022,2022-01-28
0,MCD,248.74,247.16-256.35,23220000000.0,250.0,202.73-271.15,10.03,3827139.0,191300000000.0,5.52(2.22%),2729497.0,24.79,0.62,20.16%,747245427.0,04/05/2022,2022-01-28
0,LLY,236.72,235.05-245.22,27760000000.0,237.49,178.58-283.9,6.55,3073160.0,222110000000.0,3.92(1.66%),3039070.0,36.16,0.47,14.04%,906592393.0,03/02/2022,2022-01-28
0,ORCL,79.78,78.57-80.5,41400000000.0,79.99,60.2-106.34,3.44,7846693.0,214860000000.0,1.28(1.48%),9761107.0,23.17,0.81,27.55%,2670447000.0,17/03/2022,2022-01-28
0,MRK,80.58,79.18-80.99,47700000000.0,79.54,68.38-91.4,2.53,13764013.0,204450000000.0,2.76(3.43%),13808872.0,31.83,0.42,9.65%,2525943936.0,03/02/2022,2022-01-28
0,MSI,223.09,219.49-227.31,8119999999.999999,224.16,167.07-273.65,7.24,925420.0,38370000000.0,3.16(1.20%),738659.0,30.82,0.87,30.05%,168897488.0,03/02/2022,2022-01-28
0,MMM,170.16,160.54-168.75,35360000000.0,168.39,160.54-208.95,10.11,6197255.0,93280000000.0,5.92(3.23%),2438207.0,16.82,0.91,-8.83%,571845478.0,26/04/2022,2022-01-28
0,ODP,41.94,41.07-43.17,11080000000.0,41.75,34.02-51.4,3.2,352032.0,2220000000.0,N/A(N/A),425722.0,13.11,1.84,-3.01%,51573323.0,23/02/2022,2022-01-28
0,CAKFF,30.15,10.12-10.12,-,10.12,10.12-30.15,2.14,0.0,5390000000.0,0.83(3.21%),534.0,12.1,0.45,-66.17%,203220932.0,-,2022-01-28
0,PMMAF,101.75,103.73-103.73,7440000000.0,103.73,93.68-131.35,-3.11,0.0,15330000000.0,0.50(0.29%),344.0,48.85,0.37,7.21%,149583859.0,-,2022-01-28
0,VRTX,228.22,227.18-243.3,7570000000.0,227.29,176.36-243.3,9.03,3104189.0,61850000000.0,N/A(N/A),1939044.0,25.28,0.57,1.32%,254500000.0,28/04/2022,2022-01-28
0,MNST,83.17,82-85.31,5310000000.0,82.91,80.92-99.86,2.86,2593682.0,45140000000.0,N/A(N/A),2320998.0,29.13,1.15,-3.21%,529139115.0,02/03/2022,2022-01-28
0,TEVA,8.23,8.16-8.37,16230000000.0,8.27,7.73-13.3,0.66,5715174.0,9380000000.0,N/A(N/A),9889811.0,12.54,1.17,-32.65%,1103007168.0,09/02/2022,2022-01-28
0,FITB,44.23,43.23-44.5,4210000000.0,44.18,28.73-50.64,3.73,6360333.0,30360000000.0,1.20(2.73%),4830852.0,11.86,1.33,55.52%,682778000.0,19/04/2022,2022-01-28
0,SHLDQ,0.01,0.01-0.02,-,0.01,0-0.69,-20.0,153376.0,2.16M,N/A(N/A),156927.0,-,1.54,-98.36%,107908943.0,17/03/2022,2022-01-28
0,CTAS,377.72,372.84-386.5,7430000000.0,376.68,317.46-461.44,10.71,511751.0,40070000000.0,3.80(1.01%),483094.0,35.26,1.48,18.71%,103732576.0,24/03/2022,2022-01-28
0,ADSK,228.66,226.4-239.78,4210000000.0,229.61,226.4-344.39,5.94,1933517.0,52690000000.0,N/A(N/A),1695067.0,38.51,1.46,-16.39%,219973417.0,03/03/2022,2022-01-28
0,DISH,30.27,29.74-31.01,17990000000.0,30.08,28.53-47.03,4.17,2822800.0,16390000000.0,N/A(N/A),3024155.0,7.26,1.98,0.36%,528801615.0,23/02/2022,2022-01-28
0,GILD,67.27,67.02-68.87,27480000000.0,67.37,61.39-74.12,5.84,11497350.0,86380000000.0,2.84(4.02%),7748813.0,11.51,0.39,2.73%,1254383522.0,01/02/2022,2022-01-28
0,LIFE,5.38,5.27-5.51,2.05M,5.35,3.52-13.1,-2.03,156495.0,149.51M,N/A(N/A),212354.0,-,1.55,49.44%,27790677.0,30/03/2022,2022-01-28
0,GOOGL,2580.1,"2,569.7-2,667.13",239210000000.0,2593.18,"1,801.56-3,019.33",103.83,1685861.0,1770000000000.0,N/A(N/A),1554903.0,24.85,1.08,41.85%,663763994.0,01/02/2022,2022-01-28
0,FISV,100.28,100.18-105,15800000000.0,100.4,92.06-127.33,1.93,4374446.0,69250000000.0,N/A(N/A),4505998.0,52.06,0.81,-2.85%,660231928.0,08/02/2022,2022-01-28
0,LBTYA,25.44,25.21-26.27,15430000000.0,25.35,23.19-30.58,20.61,1347626.0,14260000000.0,N/A(N/A),1189570.0,1.23,1.18,0.79%,542920787.0,17/02/2022,2022-01-28
0,PDLI,2.47,2.39-2.78,9.33M,2.73,2.09-3.78,-0.72,0.0,282.14M,N/A(N/A),1305090.0,-,1.14,0%,114226566.0,-,2022-01-28
0,ADBE,493.05,480.62-519,15790000000.0,494.09,420.78-699.54,10.01,4306660.0,244420000000.0,N/A(N/A),3271949.0,49.24,1.05,7.18%,471700000.0,22/03/2022,2022-01-28
0,BB,7.55,7.44-7.89,743M,7.53,7.44-20.17,-0.8,8871391.0,4530000000.0,N/A(N/A),8533996.0,-,1.34,-69.92%,574722652.0,31/03/2022,2022-01-28
0,QCOM,161.2,157.38-166.94,33570000000.0,162.01,122.17-193.58,7.87,10239274.0,186830000000.0,2.72(1.69%),11221489.0,20.48,1.28,4.9%,1120000000.0,02/02/2022,2022-01-28
0,SINA,43.31,43.13-43.33,507.74M,43.27,39.13-45.68,-1.43,0.0,2580000000.0,N/A(N/A),970647.0,-,0.94,0.51%,59754024.0,-,2022-01-28
0,BIDU,143.73,139.1-146.67,19190000000.0,143.72,132.14-354.44,6.19,2902439.0,50030000000.0,N/A(N/A),3605239.0,23.21,0.97,-39.4%,348058675.0,24/02/2022,2022-01-28
0,SOHU,16.55,16.16-16.83,1390000000.0,16.48,14.64-24.97,3.13,259726.0,655.63M,N/A(N/A),326041.0,5.29,1.85,-13.8%,39306323.0,04/02/2022,2022-01-28
0,DISCA,25.24,24.9-27.16,11890000000.0,25.06,21.66-78.14,1.87,9589300.0,17930000000.0,N/A(N/A),7963106.0,13.47,1.15,-42.47%,660402508.0,01/03/2022,2022-01-28
0,RBBN,4.09,4.04-4.19,858.58M,4.16,4.04-11.23,0.18,463721.0,621.25M,N/A(N/A),378929.0,22.75,1.14,-47.5%,148624895.0,16/02/2022,2022-01-28
0,AMAT,130.15,123.85-132.5,23060000000.0,129.6,96.07-167.06,6.41,13256680.0,117610000000.0,0.96(0.74%),7969905.0,20.29,1.43,32.02%,887992427.0,16/02/2022,2022-01-28
0,STLD,54.34,52.82-54.93,15700000000.0,54.44,33.77-74.37,15.69,2152516.0,10900000000.0,1.04(1.67%),1969552.0,3.46,1.5,54.02%,198451226.0,20/04/2022,2022-01-28
0,CDNS,138.98,136.62-145.71,2980000000.0,139.99,118.2-192.7,2.48,1558021.0,40300000000.0,N/A(N/A),1426947.0,56.01,1.22,8.21%,277141000.0,22/02/2022,2022-01-28
0,BBBY,13.83,13.66-16.13,8439999999.999999,13.76,12.39-44.5,-4.04,14682725.0,1490000000.0,N/A(N/A),9747137.0,-,1.61,-73.85%,95788713.0,13/04/2022,2022-01-28
0,MCHP,71.04,68.77-72.32,6040000000.0,70.94,64.53-90,1.35,4630689.0,40070000000.0,0.928(1.12%),4149712.0,52.51,1.57,6.79%,554870712.0,03/02/2022,2022-01-28
0,WYNN,82.75,81.03-84.17,3410000000.0,83.02,76.03-143.75,-7.59,2279787.0,9650000000.0,N/A(N/A),3551813.0,-,2.25,-17.91%,114728261.0,10/02/2022,2022-01-28
0,ISRG,262.77,258.12-272.04,5490000000.0,264.42,227.47-369.69,4.66,2549483.0,97090000000.0,N/A(N/A),1766591.0,56.36,1.25,3.9%,357236861.0,19/04/2022,2022-01-28
0,NDAQ,172.31,169.73-174.78,5890000000.0,172.31,134.21-214.96,7.05,961688.0,29210000000.0,2.16(1.25%),842003.0,24.44,0.93,22.03%,167222005.0,27/04/2022,2022-01-28
0,RYAAY,110.95,109.02-112.14,2970000000.0,111.53,94.91-127.25,-3.24,463476.0,18200000000.0,N/A(N/A),404669.0,-,1.4,16.21%,1133100528.0,31/01/2022,2022-01-28
0,APLO,45.0,50-50,-,50.0,40.6-50,-0.13,0.0,25.99M,2.16(4.80%),176.0,-,0.84,16.28%,519763.0,-,2022-01-28
0,INFY,21.81,22.05-22.7,15540000000.0,22.15,16.88-26.39,0.68,15418807.0,94200000000.0,0.3389(1.48%),7527123.0,32.12,0.95,24.84%,4191163238.0,13/04/2022,2022-01-28
0,JBLU,13.88,13.3-13.92,6040000000.0,13.85,12.86-21.96,-0.58,11249989.0,4420000000.0,N/A(N/A),7722313.0,-,1.39,-5.45%,318030520.0,26/04/2022,2022-01-28
0,SPAR,40.97,39.42-41.24,886.07M,40.83,29.58-54.5,1.56,154170.0,1450000000.0,0.10(0.19%),209497.0,26.26,1.54,33.85%,35345005.0,24/02/2022,2022-01-28
0,HSIC,74.77,73.08-75.74,12240000000.0,74.25,60.7-83.45,4.39,1077920.0,10500000000.0,N/A(N/A),830964.0,17.01,0.8,9.68%,138674412.0,22/02/2022,2022-01-28
0,PAYX,110.94,109.87-115.35,4330000000.0,111.01,86.24-138.96,3.53,2773931.0,41610000000.0,2.64(2.37%),1654062.0,31.65,1.01,27.86%,360800000.0,30/03/2022,2022-01-28
0,VRSN,207.44,204.18-211.7,1310000000.0,207.08,184.6-257.03,5.42,613613.0,23500000000.0,N/A(N/A),639431.0,38.27,0.95,6.61%,111078436.0,10/02/2022,2022-01-28
0,AAPL,159.22,162.8-170.35,365820000000.0,165.71,116.21-182.94,6.02,174882729.0,2780000000000.0,0.88(0.58%),97364835.0,26.43,1.22,12.08%,16334371000.0,03/05/2022,2022-01-28
0,FAST,54.83,54.04-55.86,6010000000.0,54.8,43.4-64.75,1.6,2423532.0,32130000000.000004,1.24(2.26%),2965849.0,34.21,1.26,14.66%,575464682.0,13/04/2022,2022-01-28
0,XRAY,52.76,52.07-53.47,4250000000.0,52.7,48.13-69.5,1.9,898366.0,11680000000.0,0.44(0.78%),1841217.0,27.79,0.91,-4.71%,218607026.0,03/03/2022,2022-01-28
0,CROX,93.78,89.6-96.63,2140000000.0000002,94.4,68.5-183.88,11.51,1634483.0,5680000000.0,N/A(N/A),1731333.0,8.15,1.83,42.52%,58847388.0,02/03/2022,2022-01-28
0,ZION,66.99,66.25-68.18,1480000000.0,66.79,43.64-71.21,7.09,2168159.0,10330000000.0,1.52(2.33%),1344081.0,9.45,1.26,52.91%,151625000.0,25/04/2022,2022-01-28
0,NTRS,114.74,112.7-115.76,6430000000.0,114.27,88.2-135.15,7.14,640231.0,24030000000.0,2.80(2.44%),754805.0,16.08,1.11,27.11%,207762000.0,19/04/2022,2022-01-28
0,CTXS,100.71,99.56-105.71,3180000000.0,100.71,78.07-144.47,2.52,2362469.0,13160000000.0,1.48(1.87%),1813590.0,40.02,0.04,-30.29%,124722872.0,28/01/2022,2022-01-28
0,LAMR,104.63,103.59-107.24,1720000000.0,106.43,80.64-124.32,3.69,493480.0,10860000000.0,6.00(5.24%),364838.0,28.39,1.45,31.98%,101239480.0,23/02/2022,2022-01-28
0,PTEN,9.9,9.7-10.27,1110000000.0,9.86,5.94-11.27,-2.12,2476417.0,2170000000.0,0.08(1.13%),2780414.0,-,2.65,63.37%,215112196.0,10/02/2022,2022-01-28
0,ATLC,63.3,61.73-64.47,493.01M,63.4,25.09-91.98,6.53,56274.0,967.82M,N/A(N/A),104446.0,9.69,1.51,162.98%,15093840.0,30/03/2022,2022-01-28
0,CHRW,102.82,101.89-104.13,21150000000.0,103.0,84.71-112.15,5.65,840806.0,13480000000.0,2.20(2.10%),1094481.0,18.2,0.74,12.35%,129471210.0,02/02/2022,2022-01-28
0,SIRI,6.13,6.04-6.22,8600000000.0,6.1,5.75-7.28,0.08,21431604.0,24760000000.0,0.0878(1.43%),17796445.0,76.5,0.95,-10.77%,3999493824.0,01/02/2022,2022-01-28
0,ALPN,7.79,7.55-8.41,24.55M,7.73,7.55-15.14,-1.76,47909.0,236.1M,N/A(N/A),106965.0,-,1.99,-28.66%,29220176.0,30/03/2022,2022-01-28
0,PCAR,93.22,91.3-93.71,23520000000.0,92.85,77.96-101.36,5.32,1849044.0,32530000000.0,1.36(1.46%),1802413.0,17.54,0.86,-3.3%,347300000.0,26/04/2022,2022-01-28
0,PAAS,21.52,20.74-21.52,1640000000.0,21.31,20.74-39.61,1.2,3727165.0,4440000000.0,0.40(1.69%),2165796.0,17.95,1.25,-23.47%,210312984.0,23/02/2022,2022-01-28
0,AMZN,2792.75,"2,758.58-2,879.96",457970000000.0,2817.21,"2,707.04-3,773",51.14,3665108.0,1460000000000.0,N/A(N/A),3432263.0,54.61,1.16,-13.61%,507147620.0,03/02/2022,2022-01-28
0,ROST,94.87,92.55-95.83,18150000000.0,94.35,92.55-134.16,4.48,4153064.0,33840000000.000004,1.14(1.03%),2220789.0,21.17,1.09,-12.07%,353329735.0,01/03/2022,2022-01-28
0,VIAV,15.64,15.14-15.71,1240000000.0,15.64,14.68-18.14,-0.1,2664430.0,3720000000.0,N/A(N/A),2108270.0,-,0.75,-4.87%,237686271.0,03/02/2022,2022-01-28
0,NTES,94.54,92.96-96.44,13090000000.0,95.15,77.97-134.33,2.82,1714984.0,61500000000.0,0.815(0.74%),2883298.0,33.57,0.57,-20.61%,650471813.0,23/02/2022,2022-01-28
0,NTAP,83.83,83-86.42,6050000000.0,83.82,58.83-96.82,4.12,1501434.0,19200000000.0,2.00(2.16%),1720151.0,20.34,1.19,21.69%,222277741.0,23/02/2022,2022-01-28
0,ETFC,49.26,48.91-51.18,3060000000.0,50.76,47.46-56.26,3.45,0.0,10800000000.0,N/A(N/A),2603791.0,14.3,1.28,0%,219191380.0,-,2022-01-28
0,GRMN,118.86,117.71-121.41,4940000000.0,119.21,113.59-178.8,5.86,879481.0,23350000000.0,2.68(2.25%),963801.0,20.28,1.01,1.32%,192322049.0,16/02/2022,2022-01-28
0,COST,482.52,475.9-492.73,203080000000.0,483.74,307-571.49,11.62,1909564.0,218360000000.0,3.16(0.65%),2525293.0,41.52,0.73,35.39%,443432486.0,03/03/2022,2022-01-28
0,CHKP,117.44,116.61-119.38,2130000000.0,117.32,107.85-136.54,6.1,814246.0,15840000000.0,N/A(N/A),1200979.0,19.26,0.68,-11.85%,132798215.0,03/02/2022,2022-01-28
0,LRCX,555.3,530-561.16,15750000000.0,553.62,481.05-731.85,29.61,1967043.0,78710000000.0,6.00(0.88%),1436755.0,18.75,1.28,7.82%,140275000.0,20/04/2022,2022-01-28
0,CIEN,63.58,62.73-64.77,3620000000.0,63.68,47.52-78.28,3.19,1647339.0,10030000000.0,N/A(N/A),1559139.0,19.92,0.94,12.51%,154882650.0,08/03/2022,2022-01-28
0,IAC,124.71,121.2-125.43,4179999999.9999995,125.06,119.2-179.12,12.16,448316.0,11210000000.0,N/A(N/A),559938.0,10.26,1.67,-10.32%,89566940.0,02/02/2022,2022-01-28
