,Stock Symbol,Prev. Close,Todays Range,Revenue,Open,52 wk Range,EPS,Volume,Market Cap,Dividend (Yield),Average Vol. (3m),P/E Ratio,Beta,1-Year Change,Shares Outstanding,Next Earnings Date,Date
0,BA,162.92,157.91-160.27,60740000000.0,159.4,113.02-233.94,-8.93,5273453.0,94090000000.0,N/A(N/A),9259726.0,-18.88,1.38,-23.39%,593811169.0,26/10/2022,2022-08-22
0,GM,39.7,37.92-38.82,132100000000.0,38.24,30.33-67.21,5.31,19641939.0,56180000000.0,0.36(0.91%),14701951.0,6.79,1.27,-18.65%,1458048958.0,25/10/2022,2022-08-22
0,CVX,157.69,154.42-157.74,176840000000.0,156.69,93.31-182.4,15.06,9090191.0,306930000000.0,5.68(3.60%),9784074.0,10.65,1.15,67.22%,1957434814.0,04/11/2022,2022-08-22
0,C,52.61,50.99-51.77,72120000000.0,51.56,43.44-73.9,7.87,16481384.0,99350000000.0,2.04(3.88%),20363597.0,6.75,1.6,-25.11%,1936709623.0,14/10/2022,2022-08-22
0,BAC,35.48,34.45-34.81,47750000000.0,34.75,29.67-50.11,3.23,30794644.0,279300000000.0,0.88(2.48%),42776659.0,10.47,1.4,-12.11%,8035239025.0,17/10/2022,2022-08-22
0,T,18.43,18.07-18.33,163030000000.0,18.31,16.63-21.53,2.75,30261915.0,129259999999.99998,1.11(6.02%),37878276.0,8.06,0.605,-11.48%,7125909948.0,20/10/2022,2022-08-22
0,CAT,195.6,191.55-193.93,52670000000.0,193.11,167.08-237.9,12.59,1977752.0,101310000000.0,4.80(2.45%),2932436.0,15.52,0.999,-4.56%,527909143.0,25/10/2022,2022-08-22
0,INTC,35.38,33.73-35.06,73390000000.0,35.0,33.73-56.28,4.68,50137641.0,138950000000.0,1.46(4.13%),38129610.0,7.6,0.619,-31.97%,4106000000.0,27/10/2022,2022-08-22
0,MSFT,286.15,277.22-282.46,198270000000.0,282.08,241.51-349.67,9.7,24729967.0,2069999999999.9998,2.48(0.87%),26330112.0,29.74,0.927,-5.98%,7457891872.0,26/10/2022,2022-08-22
0,AA,51.01,49.06-50.95,13390000000.0,50.0,38.57-98.09,5.22,4258913.0,9040000000.0,0.40(0.78%),6078385.0,9.55,2.33,35.27%,179925180.0,13/10/2022,2022-08-22
0,F,15.88,14.91-15.21,134590000000.0,15.08,10.61-25.87,2.91,69838929.0,60540000000.0,0.60(3.78%),60155273.0,5.28,1.33,26.33%,4020237518.0,26/10/2022,2022-08-22
0,EBAY,47.07,45.33-46.7,10020000000.0,46.7,40.52-81.19,0.603,4313658.0,24940000000.0,0.88(1.87%),6300248.0,-,1.22,-35.84%,549367835.0,26/10/2022,2022-08-22
0,DELL,47.67,46.55-47.22,102830000000.0,46.98,38.33-61.54,6.5,2877171.0,34590000000.0,1.32(2.77%),3672918.0,6.6,0.84,-4.48%,739517600.0,26/08/2022,2022-08-22
0,DIS,120.14,115.69-118.21,81110000000.0,117.7,90.23-187.58,1.73,11199565.0,211370000000.0,N/A(N/A),11989859.0,-,1.25,-31.4%,1823057777.0,10/11/2022,2022-08-22
0,DOW,55.49,53.9-54.7,60130000000.0,54.44,48.27-71.86,8.99,4280501.0,39150000000.0,2.80(5.05%),5840774.0,5.96,1.41,-8.87%,718167477.0,20/10/2022,2022-08-22
0,CSCO,48.7,47.51-48.5,51560000000.0,48.47,40.82-64.29,2.83,19658644.0,197360000000.0,1.52(3.12%),21568372.0,17.27,0.95,-16.35%,4140964037.0,16/11/2022,2022-08-22
0,DE,369.66,361.22-373.11,48330000000.0,363.35,283.81-446.76,20.11,2346135.0,113200000000.0,4.52(1.22%),1637949.0,-,-,5.19%,305635672.0,23/11/2022,2022-08-22
0,FDX,231.73,222.9-227.9,93510000000.0,227.38,192.82-271.85,14.52,1858853.0,58200000000.0,4.60(1.99%),2252315.0,15.98,1.2,-13.06%,259907654.0,22/09/2022,2022-08-22
0,GIS,77.97,77.14-77.93,18990000000.0,77.65,56.67-78.36,4.46,1734191.0,46180000000.0,2.16(2.77%),3648522.0,17.23,0.335,29.3%,595710279.0,21/09/2022,2022-08-22
0,GLW,36.19,35.05-35.73,14590000000.0,35.63,30.63-43.47,2.36,3813499.0,29680000000.0,1.08(2.98%),4581860.0,15.89,0.995,-9.91%,845318144.0,25/10/2022,2022-08-22
0,GT,14.83,14.05-14.44,18880000000.0,14.38,10.33-24.89,3.34,4947824.0,4000000000.0,N/A(N/A),4432612.0,4.59,1.88,2.49%,282802845.0,04/11/2022,2022-08-22
0,GS,349.27,340.76-344.53,49300000000.0,342.44,277.84-426.16,44.72,1684764.0,111390000000.0,10.00(2.86%),2400551.0,-,1.39,-11.77%,325422234.0,18/10/2022,2022-08-22
0,JPM,118.63,115.5-117.16,63020000000.0,116.75,106.06-172.96,12.49,8854182.0,342320000000.0,4.00(3.37%),12622591.0,9.26,1.1,-23.33%,2932572390.0,14/10/2022,2022-08-22
0,KMB,136.95,135.59-137.01,20130000000.0,136.96,117.32-145.79,5.3,1167494.0,45970000000.0,4.64(3.39%),1444506.0,25.01,0.346,-0.93%,337622288.0,25/10/2022,2022-08-22
0,KHC,38.53,38.1-38.56,25630000000.0,38.48,32.78-44.87,1.24,6389948.0,47060000000.0,1.60(4.15%),8437807.0,31.07,0.736,5.27%,1225439747.0,03/11/2022,2022-08-22
0,KO,65.17,63.99-64.92,41320000000.0,64.84,52.28-67.2,2.21,8987721.0,277510000000.0,1.76(2.70%),14482152.0,-,0.539,15.06%,4324629174.0,26/10/2022,2022-08-22
0,MCD,266.54,262.37-265.79,23590000000.0,264.5,217.68-271.15,8.18,1920971.0,193570000000.0,5.52(2.07%),2556010.0,-,0.561,11.76%,735717271.0,25/10/2022,2022-08-22
