,Stock Symbol,Prev. Close,Todays Range,Revenue,Open,52 wk Range,EPS,Volume,Market Cap,Dividend (Yield),Average Vol. (3m),P/E Ratio,Beta,1-Year Change,Shares Outstanding,Next Earnings Date,Date
0,BA,172.01,169.01 - 173.24,69260000000.0,172.01,89.07 - 391,- 5.03,21316180.0,96090000000.0,6.17 (8.65%),45763842.0,,1.39,- 47.95%,564448738.0,21/10/2020,2020-08-18
0,GM,30.01,29.79 - 31.12,115790000000.0,30.55,14.33 - 39.77,1.05,23076000.0,42700000000.0,1.14 (7.06%),14913842.0,26.52,1.43,- 18.89%,1431096512.0,05/11/2020,2020-08-18
0,CVX,89.48,87.32 - 89.37,114790000000.0,88.97,51.66 - 125.27,- 4.71,7920423.0,163630000000.0,5.16 (5.71%),8830730.0,,1.27,- 21.62%,1867267832.0,30/10/2020,2020-08-18
0,C,51.42,50.28 - 51.53,49660000000.0,51.52,32.02 - 83.11,5.8,17040080.0,104820000000.0,2.04 (3.85%),25641280.0,9.13,1.8,- 19%,2081864894.0,13/10/2020,2020-08-18
0,BAC,25.9,25.46 - 25.99,50750000000.0,25.87,17.95 - 35.72,2.08,45190664.0,221190000000.0,0.72 (2.72%),70802748.0,12.72,1.59,- 4.18%,8664097768.0,14/10/2020,2020-08-18
0,T,29.85,29.77 - 29.93,175140000000.0,29.86,26.08 - 39.7,1.64,21895397.0,212250000000.0,2.08 (6.93%),35556268.0,18.32,0.66,- 14.64%,7125000000.0,22/10/2020,2020-08-18
0,CAT,138.72,138.08 - 140.11,46530000000.0,138.95,87.5 - 150.55,7.42,1553718.0,74930000000.0,4.12 (2.94%),3329705.0,18.85,1.11,19.14%,541506575.0,27/10/2020,2020-08-18
0,INTC,48.93,48.62 - 49.57,78960000000.0,49.26,43.63 - 69.29,5.44,19120782.0,206910000000.0,1.32 (2.70%),29632800.0,8.99,0.7,5.23%,4253000000.0,20/10/2020,2020-08-18
0,MSFT,210.28,209.21 - 212.36,143020000000.0,210.53,132.52 - 217.62,5.76,21293758.0,1600000000000.0,2.04 (0.98%),34244634.0,36.24,0.88,54.47%,7567652935.0,22/10/2020,2020-08-18
0,AA,14.5,14.57 - 14.98,9530000000.0,14.62,5.16 - 23.46,- 3.46,4545506.0,2740000000.0,N/A (N/A),8163770.0,,2.32,- 17.24%,185924291.0,14/10/2020,2020-08-18
0,F,6.98,6.89 - 7.01,130400000000.0,6.98,3.96 - 9.65,- 0.52,40381915.0,27410000000.0,0.45 (13.64%),81316499.0,,1.36,- 22.1%,3978388996.0,27/10/2020,2020-08-18
0,EBAY,57.35,56.94 - 57.88,10710000000.0,57.57,26.02 - 61.05,2.74,4793652.0,39910000000.0,0.64 (1.14%),10818778.0,20.56,1.41,43.3%,699881116.0,21/10/2020,2020-08-18
0,DELL,59.69,59.62 - 60.36,92140000000.0,59.62,25.54 - 63.14,5.94,826766.0,44470000000.0,N/A (N/A),3062971.0,10.08,0.82,23.25%,740816465.0,28/08/2020,2020-08-18
0,DIS,129.37,128.36 - 129.59,69750000000.0,129.44,79.1 - 153.41,- 0.74,6698918.0,232860000000.0,0.88 (1.74%),13762947.0,,1.07,- 4.31%,1807063365.0,05/11/2020,2020-08-18
0,DOW,44.46,44.31 - 45.03,39090000000.0,44.41,21.95 - 56.25,- 2.65,2447099.0,33250000000.0,2.80 (6.24%),4693938.0,,,- 0.11%,741121450.0,22/10/2020,2020-08-18
0,CSCO,42.09,41.81 - 42.29,49300000000.0,42.13,32.4 - 50.3,2.64,23319650.0,177210000000.0,1.44 (3.39%),22666811.0,16.13,0.89,- 10.37%,4222296202.0,11/11/2020,2020-08-18
0,DE,192.99,191.9 - 194.82,36850000000.0,193.81,106.21 - 195.81,8.61,1119652.0,60110000000.0,3.04 (1.59%),1489057.0,22.21,0.94,29.32%,312858631.0,21/08/2020,2020-08-18
0,FDX,206.64,204.18 - 208.43,69220000000.0,206.37,88.69 - 211.56,4.9,3038404.0,54180000000.0,2.60 (1.25%),3112627.0,42.61,1.41,32.46%,261997423.0,15/09/2020,2020-08-18
0,GIS,64.28,63.67 - 65.06,17630000000.0,64.27,46.59 - 66.14,3.56,2069534.0,39480000000.0,1.96 (3.10%),3841314.0,17.79,0.58,16.83%,610917962.0,16/09/2020,2020-08-18
0,GLW,32.33,32.02 - 32.43,10700000000.0,32.42,17.44 - 32.86,0.1,3252970.0,24370000000.0,0.88 (2.72%),5845400.0,318.96,1.16,17.01%,759000000.0,03/11/2020,2020-08-18
0,GT,10.0,9.69 - 10,12720000000.0,10.0,4.09 - 17.2,- 6.93,1810478.0,2270000000.0,0.48 (8.86%),5106735.0,,2.12,- 14.6%,233010562.0,23/10/2020,2020-08-18
0,GS,203.07,201.1 - 203.58,54720000000.0,203.45,130.97 - 250.46,13.15,3060005.0,69260000000.0,5.00 (2.40%),3521327.0,15.82,1.46,1.83%,344076176.0,14/10/2020,2020-08-18
0,JPM,99.71,98.12 - 99.91,68209999999.99999,99.91,77.33 - 141.1,7.42,13216676.0,299670000000.0,3.60 (3.52%),21158988.0,13.8,1.17,- 7.44%,3047604487.0,13/10/2020,2020-08-18
0,KMB,157.81,156.17 - 158.5,18840000000.0,157.71,110.7 - 160.11,7.44,2209078.0,53730000000.0,4.28 (2.70%),1582392.0,21.27,0.49,12.14%,341047156.0,22/10/2020,2020-08-18
0,KHC,35.93,35.26 - 36.01,25420000000.0,36.0,19.99 - 36.37,- 0.16,4671071.0,43580000000.0,1.60 (4.50%),6058607.0,,1.04,41.4%,1222578592.0,29/10/2020,2020-08-18
0,KO,48.21,47.96 - 48.5,34330000000.0,48.2,36.27 - 60.13,2.13,9824245.0,207990000000.0,1.64 (3.38%),16830974.0,22.79,0.55,- 11.39%,4295438919.0,21/10/2020,2020-08-18
0,MCD,208.67,207.23 - 210.43,19260000000.0,209.26,124.23 - 221.01,6.31,2898302.0,156500000000.0,5.00 (2.42%),3369326.0,32.82,0.66,- 4.49%,744100000.0,27/10/2020,2020-08-18
