,Stock Symbol,Prev. Close,Todays Range,Revenue,Open,52 wk Range,EPS,Volume,Market Cap,Dividend (Yield),Average Vol. (3m),P/E Ratio,Beta,1-Year Change,Shares Outstanding,Next Earnings Date,Date
0,BA,160.78,157.57 - 163.78,69260000000.0,160.96,89.07 - 391,- 5.03,14476822.0,89010000000.0,6.17 (8.65%),39217889.0,,1.39,- 56.49%,564448738.0,21/10/2020,2020-09-10
0,GM,31.95,30.14 - 31.88,115790000000.0,31.82,14.33 - 39.58,1.05,24801791.0,43180000000.0,1.14 (7.06%),14961584.0,30.42,1.45,- 19.28%,1431096512.0,05/11/2020,2020-09-10
0,CVX,80.03,78.05 - 80.89,114790000000.0,80.63,51.66 - 125.27,- 4.71,11837319.0,145860000000.0,5.16 (6.53%),8866241.0,,1.22,- 34.32%,1867323403.0,30/10/2020,2020-09-10
0,C,51.4,50.7 - 52.5,49660000000.0,51.72,32.02 - 83.11,5.8,22270809.0,106070000000.0,2.04 (4.00%),22534218.0,8.87,1.71,- 25.49%,2081864894.0,13/10/2020,2020-09-10
0,BAC,25.51,25.08 - 25.89,50750000000.0,25.7,17.95 - 35.72,2.08,56534518.0,217820000000.0,0.72 (2.83%),64522250.0,12.26,1.53,- 13.08%,8664097768.0,14/10/2020,2020-09-10
0,T,29.37,28.9 - 29.38,175140000000.0,29.38,26.08 - 39.7,1.64,47338437.0,205980000000.0,2.08 (7.05%),35251535.0,17.93,0.64,- 21.85%,7125000000.0,22/10/2020,2020-09-10
0,CAT,152.69,148.75 - 153.25,46530000000.0,152.01,87.5 - 155.47,7.42,4384047.0,81120000000.0,4.12 (2.77%),3268553.0,20.57,1.03,17.19%,541506575.0,27/10/2020,2020-09-10
0,INTC,49.62,48.71 - 50.09,78960000000.0,50.0,43.63 - 69.29,5.44,32618670.0,208270000000.0,1.32 (2.70%),33632156.0,9.13,0.74,- 4.25%,4253000000.0,20/10/2020,2020-09-10
0,MSFT,211.29,204.11 - 214.74,143020000000.0,213.4,132.52 - 232.86,5.76,35310009.0,1550000000000.0,2.04 (1.01%),35589672.0,36.66,0.92,55.27%,7567652935.0,22/10/2020,2020-09-10
0,AA,14.1,13.73 - 14.34,9530000000.0,14.15,5.16 - 23.46,- 3.46,4198241.0,2560000000.0,N/A (N/A),6725955.0,,2.27,- 32.31%,185924291.0,14/10/2020,2020-09-10
0,F,6.97,6.87 - 7.04,130400000000.0,6.99,3.96 - 9.6,- 0.52,69139406.0,27490000000.0,0.45 (13.64%),69354290.0,,1.31,- 26.01%,3978388996.0,28/10/2020,2020-09-10
0,EBAY,53.44,52.03 - 54.6,10710000000.0,53.72,26.02 - 61.05,2.74,7079536.0,36610000000.0,0.64 (1.24%),9928641.0,19.52,1.33,32.7%,699881116.0,21/10/2020,2020-09-10
0,DELL,66.84,65.04 - 67.32,91510000000.0,67.08,25.54 - 68.61,2.77,2007946.0,48870000000.0,N/A (N/A),2893768.0,24.1,0.84,20.48%,746717209.0,25/11/2020,2020-09-10
0,DIS,133.36,132.74 - 136.75,69750000000.0,133.58,79.1 - 153.41,- 0.74,9809695.0,240740000000.0,0.88 (1.74%),12278260.0,,1.08,- 1.79%,1807063365.0,05/11/2020,2020-09-10
0,DOW,49.23,48.66 - 49.75,39090000000.0,49.3,21.95 - 56.25,- 2.65,4208600.0,36490000000.0,2.80 (5.84%),4511673.0,,,6.28%,741121450.0,22/10/2020,2020-09-10
0,CSCO,40.13,39.42 - 40.64,49300000000.0,40.03,32.4 - 50.3,2.64,25015393.0,167470000000.0,1.44 (3.60%),23417865.0,15.23,0.84,- 18.45%,4233425297.0,12/11/2020,2020-09-10
0,DE,215.52,213.61 - 218.23,35730000000.0,215.92,106.21 - 219.36,8.45,1840321.0,67390000000.0,3.04 (1.45%),1554276.0,25.52,0.95,31.38%,313374767.0,25/11/2020,2020-09-10
0,FDX,225.75,222.89 - 229.49,69220000000.0,229.49,88.69 - 231.5,4.9,2435377.0,58800000000.0,2.60 (1.18%),3041165.0,46.11,1.46,31.05%,261997423.0,15/09/2020,2020-09-10
0,GIS,59.98,58.38 - 60.13,17630000000.0,59.86,46.59 - 66.14,3.56,3398902.0,35730000000.0,1.96 (3.29%),3505571.0,16.86,0.59,9.99%,610917962.0,23/09/2020,2020-09-10
0,GLW,33.07,31.82 - 33.47,10700000000.0,33.2,17.44 - 33.86,0.1,7342732.0,24180000000.0,0.88 (2.77%),5454623.0,326.36,1.13,13.29%,759000000.0,03/11/2020,2020-09-10
0,GT,9.5,9.39 - 9.72,12720000000.0,9.56,4.09 - 17.2,- 6.93,2646700.0,2190000000.0,0.48 (8.86%),4360382.0,,2.08,- 27.2%,233010562.0,23/10/2020,2020-09-10
0,GS,202.22,199.55 - 205.35,54720000000.0,203.73,130.97 - 250.46,13.15,2485783.0,68830000000.0,5.00 (2.47%),3379547.0,15.38,1.4,- 6.22%,344076176.0,14/10/2020,2020-09-10
0,JPM,100.87,99.64 - 102.42,68209999999.99999,101.4,77.33 - 141.1,7.42,15873606.0,304180000000.0,3.60 (3.60%),18970503.0,13.59,1.12,- 13.69%,3047604487.0,13/10/2020,2020-09-10
0,KMB,151.45,148.03 - 151.61,18840000000.0,151.1,110.7 - 160.11,7.44,1723599.0,50500000000.0,4.28 (2.87%),1508146.0,20.36,0.5,15.48%,341047156.0,22/10/2020,2020-09-10
0,KHC,31.65,31.33 - 32.23,25420000000.0,31.61,19.99 - 36.36,- 0.16,7016820.0,38520000000.0,1.60 (5.04%),5795024.0,,1.04,9.29%,1222578592.0,29/10/2020,2020-09-10
0,KO,50.19,49.95 - 50.68,34330000000.0,50.35,36.27 - 60.13,2.13,15158353.0,214730000000.0,1.64 (3.29%),15861561.0,23.6,0.55,- 7.74%,4295438919.0,21/10/2020,2020-09-10
0,MCD,215.71,215.72 - 219.48,19260000000.0,215.72,124.23 - 219.48,6.31,3324589.0,161750000000.0,5.00 (2.34%),3206076.0,34.2,0.69,2.88%,744100000.0,27/10/2020,2020-09-10
