,Stock Symbol,Prev. Close,Todays Range,Revenue,Open,52 wk Range,EPS,Volume,Market Cap,Dividend (Yield),Average Vol. (3m),P/E Ratio,Beta,1-Year Change,Shares Outstanding,Next Earnings Date,Date
0,BA,213.01,210.3 - 224.99,63410000000.0,213.01,89.07 - 355.29,- 7.88,25833073.0,126370000000.0,4.11 (N/A),22506786.0,,1.67,- 40.03%,564529686.0,03/02/2021,2020-12-02
0,GM,44.68,43.67 - 44.6,115790000000.0,44.0,14.33 - 46.7,2.23,11268559.0,63810000000.0,0.76 (7.06%),16323411.0,20.04,1.46,24.53%,1431307600.0,10/02/2021,2020-12-02
0,CVX,87.45,87.1 - 91.31,104060000000.0,87.26,51.66 - 122.72,- 6.41,10507326.0,173000000000.0,5.16 (5.90%),11870936.0,,1.33,- 25.13%,1925045193.0,29/01/2021,2020-12-02
0,C,55.47,55.25 - 57.42,43410000000.0,55.36,32.02 - 83.11,5.12,26791820.0,119090000000.0,2.04 (3.68%),27578992.0,10.84,1.94,- 25.56%,2081959678.0,15/01/2021,2020-12-02
0,BAC,28.69,28.53 - 29.18,45710000000.0,28.69,17.95 - 35.72,2.02,45202827.0,251700000000.0,0.72 (2.51%),61260381.0,14.18,1.59,- 14.18%,8661522562.0,19/01/2021,2020-12-02
0,T,28.87,28.79 - 29.2,172890000000.0,28.82,26.08 - 39.55,1.52,29476178.0,207300000000.0,2.08 (7.20%),38557728.0,19.0,0.68,- 22.64%,7126000000.0,27/01/2021,2020-12-02
0,CAT,173.26,172.28 - 174.42,43660000000.0,173.26,87.5 - 178.32,6.01,1970389.0,94460000000.0,4.12 (2.38%),3412392.0,28.81,0.96,21.19%,543258283.0,29/01/2021,2020-12-02
0,INTC,49.56,49.18 - 50.06,78100000000.0,49.22,43.61 - 69.29,5.1,33744369.0,203100000000.0,1.32 (2.66%),33275639.0,9.72,0.73,- 14.05%,4098000000.0,28/01/2021,2020-12-02
0,MSFT,216.21,212.8 - 215.47,147110000000.0,214.88,132.52 - 232.86,6.2,23715290.0,1634660000000.0,2.24 (1.04%),31146322.0,34.88,0.83,44.57%,7560495969.0,03/02/2021,2020-12-02
0,AA,21.83,21.3 - 22.46,9330000000.0,21.58,5.16 - 22.46,- 2.53,5864212.0,4160000000.0,N/A (N/A),5560287.0,,2.55,7.38%,185929586.0,20/01/2021,2020-12-02
0,F,9.24,9.08 - 9.24,130910000000.0,9.16,3.96 - 9.57,- 0.03,48172604.0,36600000000.0,0.3 (13.64%),65791811.0,,1.29,2.55%,3978427360.0,04/02/2021,2020-12-02
0,EBAY,50.52,50.36 - 51.54,12600000000.0,50.52,26.02 - 61.05,3.15,9280539.0,34830000000.0,0.64 (1.27%),9122165.0,16.02,1.25,44.76%,689338530.0,27/01/2021,2020-12-02
0,DELL,70.52,69.67 - 71.1,92140000000.0,70.6,25.54 - 71.45,3.19,2378695.0,52540000000.0,N/A (N/A),1867571.0,22.13,0.9,47.78%,745000000.0,26/02/2021,2020-12-02
0,DIS,149.44,148.34 - 154.01,65349999999.99999,149.49,79.1 - 154.01,- 1.56,10597180.0,278110000000.0,0.88 (1.74%),9974221.0,,1.16,- 0.78%,1810485037.0,09/02/2021,2020-12-02
0,DOW,53.53,52.69 - 53.57,38040000000.0,53.32,21.95 - 58.18,- 3.13,3722062.0,39710000000.0,2.80 (5.23%),4484074.0,,,0.7%,741751762.0,28/01/2021,2020-12-02
0,CSCO,43.54,43.35 - 43.96,48070000000.0,43.39,32.4 - 50.28,2.46,17418486.0,183980000000.0,1.44 (3.31%),25103112.0,17.68,0.94,- 2.6%,4225514401.0,09/02/2021,2020-12-02
0,DE,255.13,254.39 - 260.44,35560000000.0,255.13,106.21 - 265.87,8.69,2773203.0,81160000000.0,3.04 (1.19%),1577212.0,29.35,0.97,54.35%,313374767.0,12/02/2021,2020-12-02
0,FDX,287.76,285.03 - 293.84,71490000000.0,287.22,88.69 - 297.66,6.78,2517052.0,76600000000.0,2.60 (0.90%),3197219.0,42.43,1.34,82.09%,262591998.0,17/12/2020,2020-12-02
0,GIS,61.31,59.95 - 61.84,17990000000.0,61.21,46.59 - 66.14,3.73,3715560.0,36810000000.0,2.04 (3.33%),3315400.0,16.42,0.56,14.64%,611333854.0,17/12/2020,2020-12-02
0,GLW,37.38,37.24 - 37.95,10770000000.0,37.3,17.44 - 37.95,0.21,3837375.0,28880000000.0,0.88 (2.35%),4293823.0,181.51,1.17,30.02%,764010029.0,02/02/2021,2020-12-02
0,GT,10.72,10.3 - 10.61,12380000000.0,10.59,4.09 - 16.63,- 7.31,3492785.0,2500000000.0,0.32 (8.86%),3718853.0,,2.17,- 33%,233134083.0,11/02/2021,2020-12-02
0,GS,232.08,231.58 - 238.13,54340000000.0,232.08,130.97 - 250.46,17.34,2135666.0,81770000000.0,5.00 (2.15%),3339702.0,13.38,1.48,6.63%,344067789.0,20/01/2021,2020-12-02
0,JPM,119.74,119.27 - 122.31,66069999999.99999,119.7,77.33 - 141.1,7.66,10809170.0,372000000000.0,3.60 (3.01%),16576636.0,15.63,1.21,- 8.92%,3048203063.0,15/01/2021,2020-12-02
0,KMB,141.28,137.82 - 141.37,18890000000.0,141.05,110.7 - 160.11,6.88,2452101.0,47050000000.0,4.28 (3.03%),1997371.0,20.54,0.52,3.65%,340136715.0,25/01/2021,2020-12-02
0,KHC,33.14,32.75 - 33.32,25780000000.0,33.06,19.99 - 36.36,- 0.41,4770212.0,40520000000.0,1.60 (4.83%),6649168.0,,1.0,7.08%,1222623168.0,18/02/2021,2020-12-02
0,KO,52.04,51.64 - 52.13,33470000000.0,51.9,36.27 - 60.13,1.93,14910793.0,223940000000.0,1.64 (3.15%),15321247.0,26.99,0.57,- 3.18%,4297434612.0,18/02/2021,2020-12-02
0,MCD,216.14,209.13 - 214.4,19240000000.0,214.0,124.23 - 231.91,6.55,6222470.0,157110000000.0,5.16 (2.39%),3004807.0,32.99,0.59,10.74%,745100000.0,25/01/2021,2020-12-02
0,LLY,145.56,144.38 - 147.09,23210000000.0,145.36,117.06 - 170.67,6.11,3756711.0,138860000000.0,2.96 (2.03%),4130502.0,23.83,0.34,24.69%,956581598.0,29/01/2021,2020-12-02
