,Stock Symbol,Prev. Close,Todays Range,Revenue,Open,52 wk Range,EPS,Volume,Market Cap,Dividend (Yield),Average Vol. (3m),P/E Ratio,Beta,1-Year Change,Shares Outstanding,Next Earnings Date,Date
0,BA,222.54,218.31-222.25,56970000000.0,221.52,141.58-278.57,-20.54,9742646.0,129139999999.99998,N/A(N/A),12748281.0,-,1.63,24.58%,584810068.0,28/07/2021,2021-07-22
0,GM,57.05,55.49-56.76,122250000000.0,56.75,24.44-64.3,6.18,11929030.0,80720000000.0,N/A(N/A),15437611.0,9.23,1.33,118.16%,1450670870.0,04/08/2021,2021-07-22
0,CVX,99.82,97.89-99.41,96330000000.0,99.4,65.16-113.11,-4.2,7537796.0,190530000000.0,5.36(5.55%),10063228.0,-,1.31,9.22%,1928059179.0,30/07/2021,2021-07-22
0,C,67.89,66.41-67.79,41430000000.0,67.75,40.49-80.29,9.63,16515896.0,135650000000.0,2.04(3.08%),20632907.0,7.05,1.9,31.24%,2026800000.0,14/10/2021,2021-07-22
0,BAC,38.46,37.68-38.4,46640000000.0,38.36,22.95-43.49,2.99,52680153.0,325210000000.0,0.72(1.91%),45184056.0,12.87,1.54,57.49%,8569317603.0,14/10/2021,2021-07-22
0,T,27.9,27.74-28.35,172920000000.0,28.26,26.35-33.88,-0.35,36895497.0,199920000000.0,2.08(7.45%),43764314.0,-,0.76,-7.77%,7140000000.0,22/07/2021,2021-07-22
0,CAT,210.73,208.54-211.38,43000000000.0,211.0,130.21-246.69,6.11,1854883.0,114530000000.0,4.44(2.14%),3665381.0,34.5,0.9,55.1%,547787152.0,30/07/2021,2021-07-22
0,INTC,56.23,55.68-56.54,77710000000.0,56.06,43.61-68.48,4.45,35508753.0,226010000000.0,1.39(2.52%),24679007.0,12.64,0.6,-7.36%,4038000000.0,22/07/2021,2021-07-22
0,MSFT,281.4,283.42-286.42,159970000000.0,283.84,196.25-286.42,7.35,23260190.0,2160000000000.0002,2.24(0.80%),24762886.0,38.3,0.78,34.8%,7531574551.0,27/07/2021,2021-07-22
0,AA,37.09,36.1-37.49,10460000000.0,36.95,10.98-44.42,2.27,7217169.0,6960000000.0,N/A(N/A),7573614.0,16.37,2.7,181.84%,186724745.0,20/10/2021,2021-07-22
0,F,14.19,13.78-14.14,129050000000.00002,14.08,6.41-16.45,0.99,40090068.0,55520000000.0,N/A(N/A),83362054.0,14.38,1.15,112.43%,3991644459.0,28/07/2021,2021-07-22
0,EBAY,69.86,69.61-72.1,13290000000.0,69.85,45.37-72.1,3.84,8746737.0,49100000000.0,0.72(1.03%),7622073.0,18.19,1.09,23.45%,681261636.0,11/08/2021,2021-07-22
0,DELL,96.21,95.21-96.62,96810000000.0,96.48,58.11-104.62,5.17,1381118.0,73270000000.0,N/A(N/A),2146359.0,18.6,0.94,57.57%,763690159.0,26/08/2021,2021-07-22
0,DIS,176.89,173.9-176.72,58350000000.0,176.7,113.37-203.02,-2.49,5702138.0,318200000000.0,N/A(N/A),8871175.0,-,1.2,49.12%,1816932058.0,12/08/2021,2021-07-22
0,DOW,59.73,58-60.89,40650000000.0,58.56,39.9-71.38,2.62,7088663.0,44620000000.0,2.80(4.78%),4532055.0,22.76,-,38.78%,746989442.0,22/07/2021,2021-07-22
0,CSCO,53.88,53.78-54.55,48850000000.0,53.91,35.28-55.35,2.41,15650968.0,230420000000.0,1.48(2.76%),18170032.0,22.35,0.89,14.59%,4225514401.0,18/08/2021,2021-07-22
0,DE,353.0,351.09-354.25,39830000000.0,352.59,172.91-400.34,14.51,810451.0,110110000000.0,3.60(1.03%),1810257.0,24.33,1.06,100.97%,313438923.0,20/08/2021,2021-07-22
0,FDX,298.35,296.06-298.85,78750000000.0,297.55,163.86-319.9,18.42,964731.0,79280000000.0,3.00(1.01%),2205090.0,16.2,1.24,80.27%,267348232.0,21/09/2021,2021-07-22
0,GIS,58.99,58.43-59.04,18130000000.0,58.78,53.96-66.14,3.78,1933983.0,35700000000.0,2.04(3.40%),3599551.0,15.61,0.56,-8.54%,607210408.0,22/09/2021,2021-07-22
0,GLW,40.86,40.33-40.93,12200000000.0,40.91,29.07-46.82,1.31,2331389.0,34420000000.0,0.96(2.39%),4355267.0,31.11,1.14,39.41%,851356832.0,27/07/2021,2021-07-22
0,GT,15.87,15.42-15.83,12780000000.0,15.82,7.28-20.69,-2.66,2441290.0,4330000000.0,N/A(N/A),3864434.0,-,2.17,63.61%,279390185.0,23/07/2021,2021-07-22
