,Stock Symbol,Prev. Close,Todays Range,Revenue,Open,52 wk Range,EPS,Volume,Market Cap,Dividend (Yield),Average Vol. (3m),P/E Ratio,Beta,1-Year Change,Shares Outstanding,Next Earnings Date,Date
0,BA,167.33,165.95 - 169.2,69260000000.0,167.75,89.07 - 378.7,- 5.03,12136889.0,94470000000.0,6.17 (8.65%),27787354.0,,1.36,- 55.37%,564448738.0,28/10/2020,2020-10-12
0,GM,32.16,32.12 - 32.67,115790000000.0,32.36,14.33 - 38.95,1.05,6923307.0,46080000000.0,1.14 (7.06%),14005632.0,30.62,1.44,- 9.59%,1431096512.0,05/11/2020,2020-10-12
0,CVX,74.0,73.2 - 74.95,114790000000.0,73.63,51.66 - 122.94,- 4.71,9053203.0,143470000000.0,5.16 (6.86%),10213476.0,,1.22,- 36.29%,1925045193.0,30/10/2020,2020-10-12
0,C,44.93,44.95 - 45.99,49660000000.0,45.09,32.02 - 83.11,5.8,23968193.0,95540000000.0,2.04 (4.56%),23311963.0,7.75,1.82,- 35.91%,2081864894.0,13/10/2020,2020-10-12
0,BAC,25.36,25.24 - 25.83,50750000000.0,25.3,17.95 - 35.72,2.08,48140135.0,222490000000.0,0.72 (2.85%),58061953.0,12.18,1.58,- 12.28%,8664097768.0,14/10/2020,2020-10-12
0,T,28.32,28.01 - 28.3,175140000000.0,28.3,26.08 - 39.7,1.64,51170300.0,200360000000.0,2.08 (7.27%),32949877.0,17.29,0.66,- 24.64%,7125000000.0,22/10/2020,2020-10-12
0,CAT,158.94,159.52 - 163.2,46530000000.0,159.97,87.5 - 163.2,7.42,4277543.0,88110000000.0,4.12 (2.63%),3139420.0,21.41,1.01,23.79%,541506575.0,27/10/2020,2020-10-12
0,INTC,52.82,53.21 - 54.2,78960000000.0,53.55,43.63 - 69.29,5.44,27281830.0,229150000000.0,1.32 (2.47%),34193714.0,9.72,0.68,1.4%,4253000000.0,22/10/2020,2020-10-12
0,MSFT,215.81,216.81 - 223.86,143020000000.0,218.79,132.52 - 232.86,5.76,40407460.0,1680000000000.0,2.24 (1.06%),34265753.0,37.44,0.85,54.5%,7567652935.0,22/10/2020,2020-10-12
0,AA,12.52,12.35 - 12.65,9530000000.0,12.59,5.16 - 23.46,- 3.46,5094154.0,2340000000.0,N/A (N/A),5677639.0,,2.35,- 35.06%,185924291.0,14/10/2020,2020-10-12
