,Stock Symbol,Prev. Close,Todays Range,Revenue,Open,52 wk Range,EPS,Volume,Market Cap,Dividend (Yield),Average Vol. (3m),P/E Ratio,Beta,1-Year Change,Shares Outstanding,Next Earnings Date,Date
0,BA,208.51,209.65-217.99,62160000000.0,210.0,141.58-278.57,-15.35,10686551.0,122220000000.0,N/A(N/A),10458348.0,-,1.61,33.36%,586151904.0,27/10/2021,2021-09-22
0,GM,49.37,50.03-51.22,139640000000.0,50.03,28.24-64.3,8.65,13949924.0,71670000000.0,N/A(N/A),16386145.0,5.71,1.28,64.57%,1451723812.0,27/10/2021,2021-09-22
0,CVX,94.85,96.24-98.78,116310000000.0,96.24,65.16-113.11,1.86,13080403.0,183430000000.0,5.36(5.66%),10066668.0,50.92,1.29,24.31%,1933911944.0,29/10/2021,2021-09-22
0,C,66.94,67.79-69.17,41430000000.0,67.89,40.49-80.29,9.63,20985300.0,135669999999.99998,2.04(3.03%),18844701.0,6.95,1.9,52.38%,2026785183.0,14/10/2021,2021-09-22
0,BAC,39.13,39.75-40.52,46640000000.0,39.75,22.95-43.49,2.99,46052030.0,329280000000.0,0.84(2.15%),46867233.0,13.09,1.56,59.91%,8414903881.0,14/10/2021,2021-09-22
0,T,26.96,26.99-27.21,176020000000.0,27.02,26.35-33.88,-0.31,31434049.0,192490000000.0,2.08(7.64%),31533797.0,-,0.73,-5.83%,7139856703.0,21/10/2021,2021-09-22
0,CAT,189.84,191.16-194.5,45890000000.0,192.0,142.73-246.69,7.83,3788886.0,103930000000.0,4.44(2.33%),3556555.0,24.25,0.93,30.63%,547471467.0,28/10/2021,2021-09-22
0,INTC,52.87,53-53.87,77620000000.0,53.4,43.61-68.48,4.5,17650181.0,214490000000.0,1.39(2.62%),21089725.0,11.76,0.6,6.34%,4057000000.0,28/10/2021,2021-09-22
0,MSFT,294.8,294.51-300.22,168090000000.0,296.73,199.35-305.84,8.06,25729516.0,2220000000000.0,2.48(0.84%),22239366.0,36.6,0.78,45.55%,7514891248.0,27/10/2021,2021-09-22
0,AA,45.6,47.1-49.37,10460000000.0,47.3,10.98-51.89,2.27,10819512.0,8520000000.0,N/A(N/A),8218417.0,20.11,2.64,270.73%,186866156.0,20/10/2021,2021-09-22
0,F,12.77,12.9-13.39,136430000000.0,12.92,6.41-16.45,0.85,74812702.0,51010000000.0,N/A(N/A),60219636.0,15.09,1.12,85.88%,3994764392.0,27/10/2021,2021-09-22
0,EBAY,72.12,72.38-73.73,10780000000.0,72.59,45.37-77.83,3.25,3999345.0,46880000000.0,0.72(0.99%),6825169.0,22.17,1.11,43.84%,650055805.0,20/10/2021,2021-09-22
0,DELL,99.34,97.93-99.9,100200000000.0,99.73,58.88-104.62,4.85,2843885.0,76010000000.0,N/A(N/A),2120220.0,20.47,0.92,51.66%,765116151.0,23/11/2021,2021-09-22
0,DIS,171.17,171.66-175.34,63590000000.0,172.94,117.23-203.02,0.63,14065352.0,311040000000.0,N/A(N/A),8516167.0,273.06,1.2,36.49%,1817126595.0,11/11/2021,2021-09-22
0,DOW,55.53,56.26-56.98,46190000000.0,56.26,44.33-71.38,5.44,6810139.0,41120000000.0,2.80(4.98%),4276966.0,10.22,-,15.9%,740575483.0,28/10/2021,2021-09-22
0,CSCO,55.26,55.37-56.13,49820000000.0,55.76,35.28-60.27,2.5,17812174.0,233070000000.0,1.48(2.65%),15777828.0,22.11,0.92,41.55%,4217735917.0,17/11/2021,2021-09-22
0,DE,336.95,339.91-345.53,42400000000.0,341.65,211.38-400.34,17.26,1238200.0,3470000000.0,4.20(1.24%),1678945.0,19.52,1.11,57.3%,456643128.0,24/11/2021,2021-09-22
