,Stock Symbol,Prev. Close,Todays Range,Revenue,Open,52 wk Range,EPS,Volume,Market Cap,Dividend (Yield),Average Vol. (3m),P/E Ratio,Beta,1-Year Change,Shares Outstanding,Next Earnings Date,Date
0,BA,167.24,163.82 - 167.63,69260000000.0,166.44,89.07 - 375.6,- 5.03,11341029.0,92490000000.0,6.17 (8.65%),25520804.0,,1.36,- 49.48%,564448738.0,28/10/2020,2020-10-21
0,GM,35.6,35.13 - 36.28,115790000000.0,36.1,14.33 - 38.95,1.05,23221277.0,51190000000.0,1.14 (7.06%),14448618.0,33.89,1.45,- 0.92%,1431096512.0,05/11/2020,2020-10-21
0,CVX,71.68,70.73 - 71.58,114790000000.0,71.13,51.66 - 122.94,- 4.71,9793711.0,136389999999.99998,5.16 (7.24%),10242898.0,,1.21,- 38.53%,1925045193.0,30/10/2020,2020-10-21
0,C,43.52,42.9 - 43.73,43400000000.0,43.46,32.02 - 83.11,5.12,19768042.0,89530000000.0,2.04 (4.76%),23638721.0,8.5,1.81,- 39.4%,2082000000.0,15/01/2021,2020-10-21
0,BAC,24.14,24.01 - 24.34,45710000000.0,24.22,17.95 - 35.72,2.02,41330036.0,208220000000.0,0.72 (3.04%),57929862.0,11.93,1.57,- 22.18%,8661522562.0,19/01/2021,2020-10-21
0,T,26.76,26.54 - 26.92,175140000000.0,26.77,26.08 - 39.7,1.64,47604130.0,190380000000.0,2.08 (7.74%),34175371.0,16.34,0.65,- 30%,7125000000.0,22/10/2020,2020-10-21
0,CAT,168.99,166.74 - 170.52,46530000000.0,169.81,87.5 - 171.26,7.42,2498285.0,90690000000.0,4.12 (2.46%),3103995.0,22.76,1.02,27.8%,541506575.0,27/10/2020,2020-10-21
0,INTC,53.43,52.82 - 54.07,78960000000.0,53.14,43.63 - 69.29,5.44,21788700.0,227490000000.0,1.32 (2.42%),34955175.0,9.83,0.68,2.49%,4253000000.0,22/10/2020,2020-10-21
0,MSFT,214.65,213.12 - 216.92,143020000000.0,213.12,132.52 - 232.86,5.76,22639980.0,1620000000000.0,2.24 (1.05%),33223109.0,37.24,0.85,55.06%,7562826058.0,27/10/2020,2020-10-21
0,AA,12.8,12.8 - 13.6,9330000000.0,12.83,5.16 - 23.46,- 2.53,7316773.0,2470000000.0,N/A (N/A),5419751.0,,2.36,- 37.47%,185924651.0,20/01/2021,2020-10-21
0,F,7.74,7.73 - 7.88,130400000000.0,7.77,3.96 - 9.57,- 0.52,51860513.0,31190000000.0,0.45 (13.64%),59261385.0,,1.33,- 14.29%,3978388996.0,28/10/2020,2020-10-21
0,EBAY,54.2,52.63 - 54.48,10710000000.0,54.29,26.02 - 61.05,2.74,6553091.0,36970000000.0,0.64 (1.18%),8074610.0,19.8,1.31,38.05%,699881116.0,28/10/2020,2020-10-21
0,DELL,69.41,69.36 - 70.56,91510000000.0,69.72,25.54 - 71.45,2.77,1909618.0,52140000000.0,N/A (N/A),2010470.0,25.03,0.82,38.85%,746717209.0,25/11/2020,2020-10-21
0,DIS,124.95,123.84 - 127.56,69750000000.0,124.36,79.1 - 153.41,- 0.74,6571178.0,228790000000.0,0.88 (1.74%),10083247.0,,1.08,- 4.08%,1807063365.0,12/11/2020,2020-10-21
0,DOW,49.34,48.55 - 49.72,39090000000.0,49.38,21.95 - 56.25,- 2.65,4085755.0,36570000000.0,2.80 (5.73%),4278198.0,,,4.71%,741121450.0,22/10/2020,2020-10-21
0,CSCO,39.2,38.98 - 39.57,49300000000.0,39.31,32.4 - 50.28,2.64,16995588.0,165360000000.0,1.44 (3.66%),22752716.0,14.87,0.82,- 17.28%,4233425297.0,12/11/2020,2020-10-21
0,DE,238.87,236.06 - 241.92,35730000000.0,239.52,106.21 - 243.4,8.45,1505832.0,74080000000.0,3.04 (1.28%),1580649.0,28.28,0.96,37.26%,313374767.0,25/11/2020,2020-10-21
0,FDX,287.4,282.26 - 293.3,71490000000.0,289.16,88.69 - 293.3,6.78,3206860.0,74120000000.0,2.60 (0.92%),3381753.0,42.37,1.43,89.03%,262591998.0,17/12/2020,2020-10-21
0,GIS,61.12,60.73 - 61.42,17990000000.0,60.73,46.59 - 66.14,3.73,1548514.0,37270000000.0,2.04 (3.33%),3015629.0,16.37,0.58,16.4%,611333854.0,16/12/2020,2020-10-21
0,GLW,34.84,34.74 - 35.46,10700000000.0,34.87,17.44 - 35.81,0.1,3694861.0,26570000000.0,0.88 (2.54%),4629811.0,343.83,1.15,16.48%,759000000.0,27/10/2020,2020-10-21
0,GT,9.84,9.75 - 9.98,12720000000.0,9.87,4.09 - 17.2,- 6.93,2796501.0,2320000000.0,0.48 (8.86%),3207950.0,,2.2,- 35.09%,233000000.0,23/10/2020,2020-10-21
0,GS,208.03,202.01 - 207.95,54720000000.0,207.39,130.97 - 250.46,13.15,3077857.0,69820000000.0,5.00 (2.43%),3229438.0,15.82,1.41,- 0.58%,344076176.0,20/01/2021,2020-10-21
0,JPM,100.37,99.33 - 100.99,66069999999.99999,100.36,77.33 - 141.1,7.66,10699476.0,302810000000.0,3.60 (3.61%),16022848.0,13.1,1.16,- 18.76%,3047604487.0,15/01/2021,2020-10-21
0,KMB,148.52,147.09 - 149.52,18840000000.0,147.8,110.7 - 160.11,7.44,2175645.0,50600000000.0,4.28 (2.84%),1458251.0,19.97,0.48,6.7%,341047156.0,22/10/2020,2020-10-21
0,KHC,31.99,31.43 - 31.9,25420000000.0,31.75,19.99 - 36.36,- 0.16,6500749.0,38440000000.0,1.60 (5.04%),6005262.0,,1.04,15.03%,1222578592.0,29/10/2020,2020-10-21
0,KO,50.25,49.77 - 50.43,34330000000.0,49.96,36.27 - 60.13,2.13,12487122.0,214640000000.0,1.64 (3.31%),13994306.0,23.63,0.55,- 7.34%,4295438919.0,22/10/2020,2020-10-21
0,MCD,227.45,227.21 - 229.49,19260000000.0,227.23,124.23 - 231.91,6.31,1516795.0,169800000000.0,5.16 (2.28%),2828838.0,36.06,0.62,8.39%,744100000.0,09/11/2020,2020-10-21
0,LLY,143.59,141.21 - 143.33,22950000000.0,142.29,101.36 - 170.67,6.15,1982909.0,135139999999.99998,2.96 (2.07%),3263872.0,23.36,0.22,33.06%,956470372.0,27/10/2020,2020-10-21
0,ORCL,59.75,59.22 - 60.12,39220000000.0,59.34,39.71 - 62.4,3.19,10111255.0,179440000000.0,0.96 (1.61%),12990788.0,18.74,0.77,8.38%,3007161000.0,16/12/2020,2020-10-21
0,MRK,78.27,78.03 - 78.85,47190000000.0,78.26,65.25 - 92.64,4.13,9238071.0,197460000000.0,2.44 (3.10%),8089773.0,18.97,0.39,- 7.39%,2529241070.0,27/10/2020,2020-10-21
0,MSI,168.9,169.45 - 171.81,7640000000.0,170.44,120.77 - 187.49,4.8,525924.0,28960000000.0,2.56 (1.50%),1050613.0,35.21,0.78,- 4.04%,169787092.0,29/10/2020,2020-10-21
0,MMM,170.95,169.07 - 172.11,31350000000.0,170.34,114.04 - 182.54,8.82,1509865.0,97490000000.0,5.88 (3.47%),2463512.0,19.38,0.95,3.02%,576019442.0,27/10/2020,2020-10-21
0,ODP,21.75,21.57 - 22.11,10170000000.0,21.75,13.6 - 29.9,- 5.37,396092.0,1160000000.0,0.75 (5.41%),566468.0,,2.29,12.69%,52664952.0,04/11/2020,2020-10-21
0,CAKFF,29.142,29.89 - 29.91,,29.89,0 - 0,2.14,,6290000000.0,0.83 (3.21%),400.0,12.1,0.45,0%,203220932.0,29/10/2020,2020-10-21
0,PMMAF,96.99,96.35 - 97.06,111.92M,97.06,43.01 - 98.05,- 3.11,,14310000000.0,0.5 (0.29%),130.0,,0.37,20.51%,14939913.0,28/10/2020,2020-10-21
0,VRTX,214.54,209.16 - 217.93,5400000000.0,215.89,186.41 - 306.08,7.91,2774865.0,55060000000.0,N/A (N/A),1642686.0,27.12,0.67,16.9%,260467334.0,21/10/2020,2020-10-21
0,MNST,80.2,79.41 - 80.68,4310000000.0,79.87,50.06 - 87.05,2.12,1191029.0,42230000000.0,N/A (N/A),2109170.0,37.86,1.09,42.48%,527396445.0,05/11/2020,2020-10-21
0,TEVA,9.14,9.31 - 9.66,16480000000.0,9.54,6.25 - 13.76,,10279785.0,10310000000.0,N/A (N/A),8340019.0,3528.96,1.51,12.15%,1095776094.0,05/11/2020,2020-10-21
0,FITB,23.75,23.48 - 23.99,4250000000.0,23.64,11.1 - 31.64,1.94,5565607.0,16739999999.999998,1.08 (4.69%),5561820.0,12.25,1.76,- 15.24%,712241022.0,22/10/2020,2020-10-21
0,SHLDQ,0.2,0.19 - 0.2,,0.19,0.12 - 0.41,- 20,59619.0,20.5M,N/A (N/A),321573.0,,2.49,- 20%,107908943.0,03/12/2020,2020-10-21
0,CTAS,343.66,338.49 - 345.08,8830000000.0,341.73,154.33 - 358.27,8.56,447241.0,35440000000.0,2.55 (0.74%),460553.0,40.16,1.52,27.29%,104625384.0,17/12/2020,2020-10-21
0,ADSK,257.34,253.1 - 259.69,3540000000.0,257.39,125.38 - 268.31,1.68,872568.0,55660000000.0,N/A (N/A),1350946.0,153.62,1.44,81.88%,219279183.0,19/11/2020,2020-10-21
0,DISH,27.06,26.31 - 27.13,12810000000.0,26.87,17.09 - 42.62,2.26,4112912.0,14090000000.0,N/A (N/A),2519256.0,11.97,1.81,- 21.81%,525305181.0,04/11/2020,2020-10-21
0,GILD,60.55,59.9 - 60.5,22170000000.0,60.24,59.86 - 85.9,- 0.24,7475712.0,75520000000.0,2.72 (4.49%),9033740.0,,0.52,- 7.15%,1253724370.0,28/10/2020,2020-10-21
