,Stock Symbol,Prev. Close,Todays Range,Revenue,Open,52 wk Range,EPS,Volume,Market Cap,Dividend (Yield),Average Vol. (3m),P/E Ratio,Beta,1-Year Change,Shares Outstanding,Next Earnings Date,Date
0,BA,191.5,188.78-192.62,62290000000.0,192.58,167.58-260.48,-7.15,4818002.0,112590000000.0,N/A(N/A),9993643.0,-,1.38,-24.82%,590384843.0,27/04/2022,2022-04-01
0,GM,43.74,42.41-44.45,127000000000.0,44.16,39.75-67.21,6.71,16629866.0,62410000000.0,N/A(N/A),19829704.0,6.52,1.18,-23.88%,1453021337.0,26/04/2022,2022-04-01
0,CVX,162.83,162.33-165.95,155880000000.0,162.78,92.86-174.76,8.13,8785735.0,319830000000.0,5.68(3.43%),17627466.0,20.02,1.14,55.39%,1947553346.0,29/04/2022,2022-04-01
0,C,53.4,51.76-53.74,38440000000.0,53.47,51.76-80.29,10.08,39925287.0,103180000000.0,2.04(3.71%),28167456.0,5.3,1.64,-26.6%,1972474129.0,14/04/2022,2022-04-01
0,BAC,41.22,40.35-41.74,47210000000.0,41.69,36.51-50.11,3.57,61667924.0,329850000000.0,0.84(1.95%),55477640.0,11.55,1.37,6.54%,8064854850.0,18/04/2022,2022-04-01
0,T,23.63,23.39-24,168860000000.0,23.72,22.02-33.88,2.76,40038827.0,171770000000.0,1.11(4.60%),52048870.0,8.55,0.64,-21.94%,7163031266.0,21/04/2022,2022-04-01
0,CAT,222.82,218.16-225.52,50970000000.0,224.35,179.67-246.69,11.77,2611600.0,117690000000.0,4.44(1.99%),3931296.0,18.93,0.96,-3.9%,535888051.0,28/04/2022,2022-04-01
0,INTC,49.56,47.33-49.9,79020000000.0,49.83,43.63-68.48,4.86,46340330.0,196710000000.0,1.46(2.84%),39732309.0,10.2,0.55,-22.62%,4088661122.0,28/04/2022,2022-04-01
0,MSFT,308.31,305.54-310.13,184900000000.0,309.37,238.16-349.67,9.4,25017490.0,2320000000000.0,2.48(0.79%),37557052.0,32.8,0.9,31.04%,7496866428.0,28/04/2022,2022-04-01
0,AA,90.03,87.54-93.58,12150000000.0,91.69,30.02-98.09,2.17,5709770.0,16719999999.999998,0.40(0.43%),8093794.0,41.4,2.31,177.1%,184420741.0,14/04/2022,2022-04-01
0,F,16.91,16.34-17.15,136340000000.0,17.01,11.14-25.87,4.43,64264161.0,66989999999.99999,0.40(2.32%),102674402.0,3.81,1.09,38.04%,4018818019.0,28/04/2022,2022-04-01
0,EBAY,57.26,57.3-58.33,10420000000.0,57.87,49.53-81.19,0.21,4943381.0,33909999999.999996,0.88(1.48%),7328792.0,266.45,1.15,-6.5%,587528915.0,27/04/2022,2022-04-01
0,DELL,50.19,47.61-49,151810000000.0,48.57,47.61-115,6.26,8071912.0,37100000000.0,1.32(2.43%),4252808.0,8.01,0.85,-43.06%,760398349.0,27/05/2022,2022-04-01
0,DIS,137.16,135.53-138.1,72990000000.0,137.34,128.38-191.67,1.72,10081341.0,249430000000.0,N/A(N/A),11733310.0,79.72,1.14,-25.67%,1820633408.0,10/05/2022,2022-04-01
0,DOW,63.72,63.44-64.93,54970000000.0,64.29,52.07-71.38,8.38,3309008.0,47180000000.0,2.80(4.36%),5788269.0,7.6,-,-0.34%,735085853.0,21/04/2022,2022-04-01
0,CSCO,55.76,54.88-56.19,51550000000.0,56.17,50.1-64.29,2.8,16639618.0,231220000000.0,1.52(2.71%),22215344.0,19.94,0.94,7.81%,4154168000.0,18/05/2022,2022-04-01
0,DE,415.46,413.82-421.92,44450000000.0,417.05,320.5-437.98,18.04,1451976.0,127870000000.0,4.20(1.01%),2232654.0,23.03,1.02,11.04%,306784327.0,20/05/2022,2022-04-01
0,FDX,231.39,221-231.68,91680000000.0,231.39,199.03-319.9,18.15,3404431.0,57340000000.0,3.00(1.28%),2478379.0,12.75,1.31,-18.54%,259178229.0,23/06/2022,2022-04-01
0,GIS,67.72,67.46-68.9,18630000000.0,67.92,56.67-69.95,3.75,2380075.0,41470000000.0,2.04(3.00%),3855768.0,18.07,0.5,10.44%,602212031.0,29/06/2022,2022-04-01
0,GLW,36.91,35.92-37.27,14080000000.0,37.27,33.93-46.82,1.21,3551203.0,30750000000.0,1.08(2.87%),5084251.0,30.45,0.93,-15.17%,845646081.0,26/04/2022,2022-04-01
0,GT,14.29,13.98-14.55,17480000000.0,14.4,11.64-24.89,2.72,4401787.0,4000000000.0,N/A(N/A),7262792.0,5.25,1.95,-18.67%,281968548.0,29/04/2022,2022-04-01
0,GS,330.1,327.57-334.16,64989999999.99999,333.93,318.55-426.16,59.35,2423129.0,111590000000.0,8.00(2.38%),3307237.0,5.56,1.44,0.95%,337924987.0,14/04/2022,2022-04-01
0,JPM,136.32,133.8-137.41,61720000000.0,137.4,127.27-172.96,15.34,15599813.0,399460000000.0,4.00(2.85%),16661556.0,8.88,1.08,-10.45%,2952808970.0,13/04/2022,2022-04-01
0,KMB,123.16,122.39-125.08,19440000000.0,123.45,117.32-145.79,5.35,1475519.0,42130000000.0,4.64(3.75%),2026558.0,23.0,0.5,-11.43%,336928381.0,22/04/2022,2022-04-01
0,KHC,39.39,39.08-39.96,26040000000.0,39.51,32.78-44.95,0.63,4676415.0,48910000000.0,1.60(4.06%),7460320.0,62.92,0.98,-1.5%,1224894142.0,04/05/2022,2022-04-01
0,KO,62.0,62.08-62.95,38660000000.0,62.33,52.28-63.02,2.25,12462731.0,272570000000.0,1.76(2.83%),19384988.0,27.54,0.65,17.62%,4335473308.0,25/04/2022,2022-04-01
0,MCD,247.28,246.18-249.43,23220000000.0,248.12,217.68-271.15,10.04,2020233.0,185340000000.0,5.52(2.22%),3376500.0,24.64,0.61,10.32%,743584718.0,04/05/2022,2022-04-01
0,LLY,286.37,284-293.14,28320000000.0,286.15,178.58-295.33,6.12,3045171.0,264279999999.99997,3.92(1.35%),2903630.0,46.76,0.44,53.29%,902347126.0,28/04/2022,2022-04-01
0,ORCL,82.73,81.47-83.36,41830000000.0,83.04,70.23-106.34,2.61,6141471.0,218840000000.0,1.28(1.54%),9328050.0,31.71,0.83,17.9%,2668157000.0,22/06/2022,2022-04-01
0,MRK,82.05,81.64-83.58,48700000000.0,82.19,69.46-91.4,4.87,10031991.0,211120000000.0,2.76(3.35%),11987350.0,16.86,0.47,11.62%,2527733606.0,28/04/2022,2022-04-01
0,MSI,242.2,235.65-244.66,8170000000.0,243.66,184.54-273.65,7.17,751557.0,40070000000.0,3.16(1.31%),973514.0,33.8,0.89,28.8%,168209089.0,05/05/2022,2022-04-01
0,MMM,148.88,146.85-149.86,35360000000.0,149.63,139.74-208.95,10.11,2153835.0,85190000000.0,5.96(3.94%),3527781.0,14.72,0.96,-22.73%,569171905.0,26/04/2022,2022-04-01
0,ODP,45.83,45.95-46.74,10830000000.0,45.98,34.71-51.4,3.5,243592.0,2250000000.0,N/A(N/A),381316.0,13.09,1.91,5.87%,48486904.0,04/05/2022,2022-04-01
0,CAKFF,30.15,10.12-10.12,-,10.12,10.12-30.15,2.14,0.0,5120000000.0,0.83(3.21%),534.0,12.1,0.45,-66.17%,203220932.0,-,2022-04-01
0,PMMAF,86.12,82.06-82.06,7740000000.0,82.06,68.25-131.35,-3.11,1.0,12710000000.0,0.50(0.29%),268.0,36.63,0.37,-10.17%,149605600.0,-,2022-04-01
0,VRTX,260.97,259.04-267.13,7570000000.0,261.55,176.36-267.13,9.03,2093586.0,67760000000.00001,N/A(N/A),1677414.0,28.91,0.62,21.44%,254576691.0,28/04/2022,2022-04-01
0,MNST,79.9,80.08-82.25,5540000000.0,80.28,71.78-99.86,2.57,2264939.0,43490000000.0,N/A(N/A),2842255.0,31.07,1.12,-12.28%,529358860.0,05/05/2022,2022-04-01
0,TEVA,9.39,9.24-9.48,15880000000.0,9.42,7.24-11.72,0.38,6167391.0,10250000000.0,N/A(N/A),8741246.0,25.02,1.24,-18.63%,1103329696.0,12/05/2022,2022-04-01
0,FITB,43.04,41.57-43.82,4219999999.9999995,43.69,34.35-50.64,3.74,8368221.0,28660000000.0,1.20(2.71%),6529386.0,11.51,1.29,14.93%,685672590.0,19/04/2022,2022-04-01
0,SHLDQ,0.02,0.02-0.05,-,0.02,0-0.69,-20.0,174658.0,2.16M,N/A(N/A),69038.0,-,1.33,-92.86%,107908943.0,02/06/2022,2022-04-01
0,CTAS,425.39,421.34-428.48,7430000000.0,425.61,338.21-461.44,-,460448.0,43410000000.0,3.80(0.88%),558011.0,-,1.52,24.63%,102415971.0,19/07/2022,2022-04-01
0,ADSK,214.35,210.56-217.23,4390000000.0,215.62,186.29-344.39,2.24,1318022.0,46300000000.0,N/A(N/A),1894797.0,95.79,1.42,-22.66%,217307974.0,26/05/2022,2022-04-01
0,DISH,31.65,31.61-32.43,17880000000.0,32.01,25.84-47.03,3.79,2657499.0,17030000000.000002,N/A(N/A),2809144.0,8.35,1.98,-12.57%,529006792.0,04/05/2022,2022-04-01
0,GILD,59.45,58.58-59.69,27310000000.0,59.44,57.19-74.12,4.93,8437307.0,74930000000.0,2.92(4.89%),11100428.0,12.05,0.41,-8.01%,1255786961.0,03/05/2022,2022-04-01
0,LIFE,5.35,5.4-5.97,-,5.6,3.52-13.1,-1.88,134514.0,155.38M,N/A(N/A),158324.0,-,1.5,20.22%,27795794.0,16/05/2022,2022-04-01
0,GOOGL,2781.35,"2,766.15-2,809.42",257640000000.0,2790.0,"2,146.26-3,030.93",112.23,1048358.0,1850000000000.0,N/A(N/A),1902006.0,24.78,1.05,34.85%,660971321.0,27/04/2022,2022-04-01
0,LBTYA,25.51,25.53-26.02,13930000000.0,25.67,23-30.58,23.46,1053920.0,13570000000.0,N/A(N/A),1220703.0,1.09,1.17,-0.58%,522870894.0,10/05/2022,2022-04-01
0,PDLI,2.47,2.39-2.78,9.33M,2.73,2.09-3.78,-0.72,0.0,282.14M,N/A(N/A),1305090.0,-,1.14,0%,114226566.0,-,2022-04-01
0,ADBE,455.62,450.96-461.55,16140000000.0,455.0,407.94-699.54,10.07,2708687.0,216130000000.0,N/A(N/A),4015910.0,45.25,1.03,-4.15%,471700000.0,16/06/2022,2022-04-01
0,BB,7.46,6.52-6.96,743M,6.9,5.8-20.17,-0.8,21635150.0,3890000000.0,N/A(N/A),8516191.0,-,1.38,-11.51%,576227898.0,23/06/2022,2022-04-01
0,QCOM,152.82,142.56-152.87,36040000000.0,151.94,122.17-193.58,8.73,19611133.0,165660000000.0,2.72(1.78%),11174558.0,17.51,1.2,15.26%,1127000000.0,20/04/2022,2022-04-01
0,SINA,43.31,43.13-43.33,507.74M,43.27,39.13-45.68,-1.43,0.0,2580000000.0,40.00(9.76%),970647.0,-,0.94,0%,59754024.0,-,2022-04-01
0,BIDU,132.3,140.16-144.85,19590000000.0,144.01,102.18-228.5,4.47,6091655.0,62740000000.0,N/A(N/A),4267347.0,29.63,0.9,-39.2%,436223108.0,28/04/2022,2022-04-01
0,SOHU,16.82,16.6-17.89,835.57M,17.56,12.87-24.97,1.75,522127.0,685.9M,N/A(N/A),376688.0,9.6,1.82,7%,39306323.0,02/05/2022,2022-04-01
0,DISCA,24.92,24.36-25.33,12190000000.0,25.16,21.66-45.39,1.54,7718106.0,16570000000.0,N/A(N/A),9278769.0,16.19,1.1,-42.63%,662421631.0,10/05/2022,2022-04-01
0,RBBN,3.09,3.09-3.16,844.96M,3.1,2.74-8.72,-1.2,289636.0,464.75M,N/A(N/A),598719.0,-,1.19,-62.36%,148957278.0,27/04/2022,2022-04-01
0,AMAT,131.8,125.57-133.04,24170000000.0,132.88,114.41-167.06,7.19,9919425.0,112550000000.0,1.04(0.77%),8477025.0,18.33,1.38,-1.38%,883394639.0,19/05/2022,2022-04-01
0,STLD,83.43,83.69-86.29,18410000000.0,84.99,49.55-89.69,15.69,2030478.0,16110000000.0,1.36(1.63%),2487356.0,5.32,1.43,64.36%,189518389.0,20/04/2022,2022-04-01
0,CDNS,164.46,162.87-167.38,2990000000.0,165.0,118.2-192.7,2.5,1449458.0,46110000000.0,N/A(N/A),1817844.0,65.89,1.13,20.14%,278376130.0,25/04/2022,2022-04-01
0,BBBY,22.53,21.7-22.87,8439999999.999999,22.53,12.39-44.5,-4.04,2856824.0,2190000000.0,N/A(N/A),8822866.0,-,1.64,-22.71%,95788713.0,13/04/2022,2022-04-01
0,MCHP,75.14,73.19-75.99,6440000000.0,75.67,64.26-90,1.91,4308770.0,41130000000.0,1.012(1.32%),5177645.0,39.36,1.56,-3.26%,555990729.0,10/05/2022,2022-04-01
0,WYNN,79.74,80.15-83.27,3760000000.0,81.76,66.33-137.43,-6.61,3112768.0,9350000000.0,N/A(N/A),3421925.0,-,2.28,-36.4%,115918364.0,11/05/2022,2022-04-01
0,ISRG,301.68,301.2-306.07,5710000000.0,303.99,250.07-369.69,4.66,1466086.0,109750000000.0,N/A(N/A),2138028.0,64.72,1.16,22.48%,359194837.0,21/04/2022,2022-04-01
0,NDAQ,178.2,178.15-182.08,5890000000.0,179.82,150.06-214.96,7.05,636307.0,29910000000.0,2.16(1.19%),967211.0,25.27,0.9,20.85%,164412114.0,20/04/2022,2022-04-01
0,RYAAY,87.12,85.59-88.77,4260000000.0,85.59,74.12-127.25,-2.11,806592.0,18060000000.0,N/A(N/A),652451.0,-,1.45,-24.24%,1134480528.0,16/05/2022,2022-04-01
0,APLO,50.0,125-125,-,125.0,40.6-125,-0.13,0.0,64.97M,2.16(1.73%),185.0,-,0.84,193.36%,519763.0,-,2022-04-01
0,INFY,24.89,24.54-25.13,15530000000.0,25.12,17.24-26.39,0.67,14711845.0,105020000000.0,0.39(1.62%),10954946.0,37.11,0.93,32.96%,4192283921.0,13/04/2022,2022-04-01
