,Stock Symbol,Prev. Close,Todays Range,Revenue,Open,52 wk Range,EPS,Volume,Market Cap,Dividend (Yield),Average Vol. (3m),P/E Ratio,Beta,1-Year Change,Shares Outstanding,Next Earnings Date,Date
0,BA,140.82,138.44-142.21,61060000000.0,139.13,117.08-255.14,-8.29,5717233.0,82600000000.0,N/A(N/A),9844858.0,-,1.48,-44.27%,591635833.0,27/07/2022,2022-06-08
0,GM,38.37,37.63-38.77,130509999999.99998,38.34,34.31-67.21,6.02,9606389.0,55020000000.0,N/A(N/A),17064153.0,6.37,1.22,-39.32%,1458240927.0,26/07/2022,2022-06-08
0,CVX,180.2,180.25-182.4,176840000000.0,180.95,92.86-182.4,10.63,8659033.0,356000000000.0,5.68(3.15%),12519209.0,16.94,1.08,67.24%,1964813456.0,29/07/2022,2022-06-08
0,C,52.1,51.06-52.1,40490000000.0,51.7,45.4-79.29,8.48,12517005.0,99830000000.0,2.04(3.92%),24633932.0,6.14,1.61,-34.31%,1941920542.0,15/07/2022,2022-06-08
0,BAC,36.35,35.52-36.11,47750000000.0,35.92,32.96-50.11,3.51,33241732.0,292870000000.0,0.84(2.31%),49383678.0,10.36,1.4,-15.7%,8056881363.0,18/07/2022,2022-06-08
0,T,21.14,20.99-21.19,163030000000.0,21.09,16.62-22.15,2.37,20662504.0,150690000000.0,1.11(5.25%),48270939.0,8.92,0.54,-3.69%,7158851941.0,21/07/2022,2022-06-08
0,CAT,227.1,224.62-232.35,52670000000.0,225.29,179.67-239.19,11.85,4159539.0,122310000000.0,4.44(1.96%),3088553.0,19.16,0.93,-5.28%,533374415.0,28/07/2022,2022-06-08
0,INTC,43.53,41.03-42.26,77700000000.0,42.25,40.31-58.41,6.01,59439956.0,168450000000.0,1.46(3.35%),34105951.0,7.24,0.6,-23.75%,4088661122.0,21/07/2022,2022-06-08
0,MSFT,272.5,269.61-273,192560000000.0,271.71,246.44-349.67,9.58,17299076.0,2020000000000.0,2.48(0.91%),31646478.0,28.43,0.94,7.36%,7479033135.0,26/07/2022,2022-06-08
0,AA,65.51,62.12-65.9,12580000000.0,64.53,31-98.09,3.74,4436196.0,11470000000.0,0.40(0.61%),6942623.0,17.5,2.35,73.58%,184448686.0,20/07/2022,2022-06-08
0,F,13.74,13.44-13.85,134590000000.0,13.63,12.07-25.87,2.85,39007752.0,54430000000.0,0.40(2.91%),63353875.0,4.83,1.15,-13.48%,4019765355.0,27/07/2022,2022-06-08
0,EBAY,47.51,47.3-48.14,10270000000.0,47.82,43.28-81.19,-2.89,4364830.0,26700000000.0,0.88(1.85%),7149526.0,-,1.15,-27.41%,559842135.0,20/07/2022,2022-06-08
0,DELL,51.15,50.33-51.3,102830000000.0,51.18,38.33-115,6.5,2299933.0,37250000000.0,1.32(2.58%),4609800.0,7.86,0.85,-50.26%,739517600.0,26/08/2022,2022-06-08
0,DIS,107.79,106.96-109.36,76620000000.0,107.43,99.47-187.58,1.48,6150368.0,195540000000.0,N/A(N/A),12338317.0,72.88,1.21,-39.1%,1821483742.0,09/08/2022,2022-06-08
0,DOW,67.37,66.85-67.81,58350000000.0,67.06,52.07-71.86,9.18,3173798.0,48890000000.0,2.80(4.16%),5363686.0,7.34,-,-2.7%,728101842.0,21/07/2022,2022-06-08
0,CSCO,45.57,44.88-45.63,51580000000.0,45.45,41.02-64.29,2.85,15640697.0,186090000000.0,1.52(3.34%),23534552.0,15.99,0.98,-15.49%,4140964037.0,17/08/2022,2022-06-08
0,DE,367.84,354.03-364.76,45440000000.0,360.95,307.64-446.76,19.17,1764727.0,108420000000.0,4.52(1.23%),1929216.0,19.19,1.03,3.49%,305635672.0,19/08/2022,2022-06-08
0,FDX,221.37,215.73-220.53,91680000000.0,217.88,192.82-304.54,18.15,1551456.0,56150000000.0,3.00(1.36%),2379744.0,12.2,1.32,-27.02%,259178229.0,23/06/2022,2022-06-08
0,GIS,69.16,68.51-69.39,18630000000.0,69.13,56.67-73.99,3.75,2624039.0,41490000000.0,2.04(2.95%),3669637.0,18.46,0.44,8.54%,602212031.0,29/06/2022,2022-06-08
0,GLW,35.84,35.43-35.85,14470000000.0,35.69,32.24-43.48,1.25,3807584.0,30180000000.0,1.08(3.01%),5004385.0,28.71,0.92,-15.87%,844612498.0,27/07/2022,2022-06-08
0,GT,13.64,13.28-13.64,18880000000.0,13.4,10.89-24.89,3.01,6191480.0,3790000000.0,N/A(N/A),5381550.0,4.54,1.88,-29.65%,282465382.0,29/07/2022,2022-06-08
0,GS,321.51,312.8-319.55,60030000000.0,318.34,293.9-426.16,51.52,1384532.0,105530000000.0,8.00(2.49%),2547848.0,6.24,1.41,-17.17%,328223565.0,12/07/2022,2022-06-08
0,JPM,130.07,126.9-129.45,63020000000.0,129.0,115.02-172.96,13.48,8308012.0,375770000000.0,4.00(3.08%),14156482.0,9.65,1.11,-21.48%,2937050466.0,14/07/2022,2022-06-08
0,KMB,132.1,130.46-131.79,19790000000.0,131.71,117.32-145.79,5.18,1066453.0,44030000000.0,4.64(3.51%),2009332.0,25.5,0.38,0.78%,336925493.0,26/07/2022,2022-06-08
0,KHC,37.08,36.88-37.52,25690000000.0,37.01,32.78-44.87,0.8,8822642.0,45750000000.0,1.60(4.31%),7710508.0,46.47,0.85,-15.5%,1224044631.0,04/08/2022,2022-06-08
0,KO,63.25,62.56-63.21,40130000000.0,62.99,52.28-67.2,2.37,10198966.0,272459999999.99997,1.76(2.78%),17867891.0,26.68,0.58,12.87%,4335028727.0,20/07/2022,2022-06-08
0,MCD,248.94,244.89-248.48,23760000000.0,247.9,217.68-271.15,9.47,2085900.0,181650000000.0,5.52(2.22%),2984933.0,26.3,0.57,7.45%,739546930.0,28/07/2022,2022-06-08
0,LLY,312.1,310.81-315.5,29320000000.0,312.43,217-324.08,6.74,2573046.0,281810000000.0,3.92(1.26%),3017516.0,46.31,0.4,40.26%,900159559.0,04/08/2022,2022-06-08
0,ORCL,72.69,70.94-72.15,41830000000.0,72.01,66.72-106.34,2.61,5243874.0,190080000000.0,1.28(1.76%),8023920.0,27.86,0.87,-13.4%,2668157000.0,13/06/2022,2022-06-08
0,MRK,90.48,89.26-90.64,53980000000.0,90.58,70.89-94.92,5.48,9976040.0,226200000000.0,2.76(3.05%),11286002.0,16.5,0.37,24.29%,2528805025.0,28/07/2022,2022-06-08
0,MSI,221.97,217.5-220.93,8289999999.999999,220.43,199.24-273.65,7.3,391005.0,36440000000.0,3.16(1.42%),881076.0,30.41,0.92,6.88%,167296991.0,04/08/2022,2022-06-08
0,MMM,146.87,144.29-146.61,35330000000.0,145.56,139.74-204.97,9.6,1708441.0,82730000000.0,5.96(4.06%),2894540.0,15.29,0.92,-27.91%,569058849.0,26/07/2022,2022-06-08
0,ODP,40.33,38.69-40.29,10640000000.0,40.29,34.71-50.29,3.43,291180.0,1920000000.0,N/A(N/A),396941.0,11.75,1.85,-18.62%,49196849.0,10/08/2022,2022-06-08
0,CAKFF,30.15,10.12-10.12,-,10.12,10.12-30.15,2.14,0.0,4900000000.0,0.83(3.21%),534.0,12.1,0.45,-66.17%,203220932.0,-,2022-06-08
0,PMMAF,78.59,78.38-79.7,7680000000.0,78.38,62.08-131.35,-3.11,102.0,11390000000.0,0.50(0.29%),348.0,27.42,0.37,-27.06%,149605600.0,-,2022-06-08
0,VRTX,271.86,271.5-279.13,7950000000.0,272.2,176.36-292.75,9.49,1753252.0,69530000000.0,N/A(N/A),1646465.0,28.65,0.55,29.98%,255755961.0,27/07/2022,2022-06-08
0,MNST,90.85,89.98-90.93,5820000000.0,90.34,71.78-99.86,2.53,1901872.0,47820000000.0,N/A(N/A),2920600.0,35.88,1.01,-3.66%,529671407.0,09/08/2022,2022-06-08
0,TEVA,8.93,8.78-8.95,15560000000.0,8.86,7.23-11.54,-0.56,6130880.0,9920000000.0,N/A(N/A),8594688.0,-,1.19,-16.93%,1110352397.0,04/08/2022,2022-06-08
0,FITB,39.56,38.65-39.24,4059999999.9999995,39.18,34.35-50.64,3.49,2829267.0,26700000000.0,1.20(3.03%),6016816.0,11.33,1.32,-5.79%,686087463.0,21/07/2022,2022-06-08
0,SHLDQ,0.18,0.18-0.24,-,0.19,0-0.69,-20.0,342973.0,23.74M,N/A(N/A),63258.0,-,-0.62,-30.77%,107908943.0,08/06/2022,2022-06-08
0,CTAS,403.6,395.19-404.32,9510000000.0,401.57,346.85-461.44,11.33,426165.0,40800000000.0,3.80(0.94%),496723.0,35.63,1.47,16.38%,102324911.0,19/07/2022,2022-06-08
