,Stock Symbol,Prev. Close,Todays Range,Revenue,Open,52 wk Range,EPS,Volume,Market Cap,Dividend (Yield),Average Vol. (3m),P/E Ratio,Beta,1-Year Change,Shares Outstanding,Next Earnings Date,Date
0,BA,230.33,228.37 - 237.63,63410000000.0,235.0,89.07 - 349.95,- 7.88,19206951.0,129060000000.0,4.11 (N/A),23129665.0,,1.67,- 32.59%,564529686.0,03/02/2021,2020-12-14
0,GM,41.92,41.42 - 42.54,115790000000.0,42.49,14.33 - 46.7,2.23,9990355.0,59570000000.0,0.76 (7.06%),15127684.0,18.8,1.46,17.59%,1431307600.0,10/02/2021,2020-12-14
0,CVX,92.45,89.24 - 93.7,104060000000.0,93.4,51.66 - 122.72,- 6.41,12193648.0,172180000000.0,5.16 (5.58%),11603542.0,,1.34,- 21.63%,1925045193.0,29/01/2021,2020-12-14
0,C,58.93,58.73 - 60.26,43410000000.0,60.0,32.02 - 83.11,5.12,19683625.0,122290000000.0,2.04 (3.46%),26726763.0,11.51,1.94,- 22.86%,2081959678.0,15/01/2021,2020-12-14
0,BAC,28.57,28.14 - 28.96,45710000000.0,28.92,17.95 - 35.72,2.02,40222306.0,244430000000.0,0.72 (2.52%),59136609.0,14.12,1.59,- 17.04%,8661522562.0,19/01/2021,2020-12-14
0,T,31.01,30.4 - 31.27,172890000000.0,31.23,26.08 - 39.55,1.52,42625283.0,217700000000.0,2.08 (6.71%),39459464.0,20.41,0.68,- 18.95%,7126000000.0,27/01/2021,2020-12-14
0,CAT,179.29,177.78 - 183.33,43660000000.0,180.6,87.5 - 183.81,6.01,2533164.0,96730000000.0,4.12 (2.30%),3308974.0,29.81,0.96,23.2%,543258283.0,29/01/2021,2020-12-14
0,INTC,49.73,49.74 - 51.34,78100000000.0,49.82,43.61 - 69.29,5.1,33430520.0,203790000000.0,1.32 (2.65%),33448752.0,9.75,0.73,- 13.95%,4098000000.0,28/01/2021,2020-12-14
0,MSFT,213.26,212.88 - 216.21,147110000000.0,213.1,132.52 - 232.86,6.2,28790483.0,1612350000000.0,2.24 (1.05%),29091055.0,34.41,0.83,38.01%,7560495969.0,03/02/2021,2020-12-14
0,AA,22.84,21.68 - 23.38,9330000000.0,23.25,5.16 - 24.17,- 2.53,6283100.0,4050000000.0,N/A (N/A),5834092.0,,2.56,10.39%,185929586.0,20/01/2021,2020-12-14
0,F,9.02,8.88 - 9.18,130910000000.0,9.13,3.96 - 9.57,- 0.03,76781326.0,35450000000.0,0.3 (13.64%),65299615.0,,1.29,- 2.28%,3978427360.0,04/02/2021,2020-12-14
0,EBAY,49.13,49.23 - 50.5,12600000000.0,49.23,26.02 - 61.05,3.15,9127162.0,33869999999.999996,0.64 (1.30%),8720067.0,15.58,1.25,38.47%,689338530.0,27/01/2021,2020-12-14
0,DELL,71.64,71.92 - 72.97,92140000000.0,72.0,25.54 - 72.97,3.19,2157579.0,54310000000.0,N/A (N/A),1864689.0,22.48,0.9,45.17%,749804378.0,26/02/2021,2020-12-14
0,DIS,175.72,168.81 - 177.3,86250000000.0,173.8,79.1 - 179.45,- 1.56,30913650.0,306520000000.0,0.88 (N/A),11269224.0,,1.16,20.04%,1810485037.0,09/02/2021,2020-12-14
0,DOW,54.0,53.03 - 54.76,38040000000.0,54.6,21.95 - 58.18,- 3.13,3121774.0,40050000000.0,2.80 (5.19%),4241562.0,,,1.35%,741751762.0,28/01/2021,2020-12-14
0,CSCO,44.32,44.15 - 44.91,48070000000.0,44.27,32.4 - 50.28,2.46,16108809.0,187270000000.0,1.44 (3.25%),23910399.0,17.99,0.94,- 2.16%,4225514401.0,09/02/2021,2020-12-14
0,DE,255.77,252.51 - 258.75,35560000000.0,258.0,106.21 - 265.87,8.69,972882.0,79200000000.0,3.04 (1.19%),1553973.0,29.43,0.97,48.27%,313374767.0,12/02/2021,2020-12-14
0,FDX,289.47,285.41 - 296.35,71490000000.0,296.0,88.69 - 305.59,6.78,2924979.0,74980000000.0,2.60 (0.90%),3040202.0,42.68,1.34,74.73%,262591998.0,18/03/2021,2020-12-14
0,GIS,59.32,59.33 - 60.44,17990000000.0,59.7,46.59 - 66.14,3.73,3582388.0,36280000000.0,2.04 (3.44%),3251761.0,15.88,0.56,14.96%,611333854.0,24/03/2021,2020-12-14
0,GLW,35.64,36.55 - 37.42,10770000000.0,36.96,17.44 - 38.43,0.21,5757870.0,28120000000.0,0.88 (2.47%),4062153.0,173.06,1.17,24.01%,764010029.0,02/02/2021,2020-12-14
0,GT,10.4,10.43 - 10.72,12380000000.0,10.65,4.09 - 16.63,- 7.31,1947010.0,2420000000.0,0.32 (8.86%),3674738.0,,2.17,- 35.04%,233134083.0,11/02/2021,2020-12-14
0,GS,239.99,237.39 - 243.5,54340000000.0,243.28,130.97 - 250.46,17.34,1927194.0,81820000000.0,5.00 (2.08%),3188385.0,13.84,1.48,6.66%,344067789.0,20/01/2021,2020-12-14
0,JPM,119.56,118.11 - 121.42,66069999999.99999,121.34,77.33 - 141.1,7.66,12111450.0,360600000000.0,3.60 (3.01%),15688082.0,15.6,1.21,- 12.61%,3048203063.0,15/01/2021,2020-12-14
0,KMB,136.0,135.94 - 137.9,18890000000.0,136.75,110.7 - 160.11,6.88,1960006.0,46260000000.0,4.28 (3.15%),2022753.0,19.78,0.52,0.04%,340136715.0,25/01/2021,2020-12-14
0,KHC,34.07,34.14 - 34.7,25780000000.0,34.16,19.99 - 36.36,- 0.41,5798129.0,41650000000.0,1.60 (4.70%),6380758.0,,1.0,7.82%,1222623168.0,18/02/2021,2020-12-14
0,KO,53.35,53.18 - 53.84,33470000000.0,53.65,36.27 - 60.13,1.93,22291424.0,228920000000.0,1.64 (3.07%),14991584.0,27.67,0.57,- 1.97%,4297434612.0,18/02/2021,2020-12-14
0,MCD,207.76,210.21 - 214.74,19240000000.0,210.73,124.23 - 231.91,6.55,4743462.0,157900000000.0,5.16 (2.48%),3000335.0,31.71,0.59,5.4%,745100000.0,25/01/2021,2020-12-14
0,LLY,160.04,157.83 - 162.29,23210000000.0,160.69,117.06 - 170.67,6.11,4390087.0,151050000000.0,2.96 (1.85%),4197116.0,26.2,0.34,31.69%,956581598.0,29/01/2021,2020-12-14
0,ORCL,60.61,60.69 - 61.66,39400000000.0,60.83,39.71 - 62.4,3.3,16193214.0,182720000000.0,0.96 (1.58%),11820233.0,18.38,0.73,11.19%,3007161000.0,18/03/2021,2020-12-14
0,MRK,82.31,80.04 - 83.08,47350000000.0,82.63,65.25 - 92.64,4.55,12536096.0,203210000000.0,2.60 (3.16%),8383193.0,18.25,0.44,- 6.99%,2530034437.0,04/02/2021,2020-12-14
0,MSI,167.69,165.77 - 169.81,7520000000.0,168.7,120.77 - 187.49,4.47,1903524.0,28130000000.0,2.84 (1.69%),905812.0,37.71,0.75,4.92%,169522860.0,11/02/2021,2020-12-14
0,MMM,174.02,172.99 - 176.2,31710000000.0,175.67,114.04 - 182.54,8.53,3700295.0,99840000000.0,5.88 (3.38%),2431671.0,20.4,0.92,3.1%,576821878.0,02/02/2021,2020-12-14
0,ODP,26.56,26.65 - 27.31,9930000000.0,27.04,13.6 - 30.87,- 5.4,414397.0,1400000000.0,0.5 (5.41%),486951.0,,2.44,8.19%,52674589.0,03/03/2021,2020-12-14
0,CAKFF,29.142,29.89 - 29.91,,29.89,0 - 0,2.14,,6440000000.0,0.83 (3.21%),400.0,12.1,0.45,0%,203220932.0,28/01/2021,2020-12-14
0,PMMAF,106.36,104.25 - 104.5,114.24M,104.25,43.01 - 107.5,- 3.11,6.0,15380000000.0,0.5 (0.29%),214.0,,0.37,41.83%,14939913.0,24/02/2021,2020-12-14
0,VRTX,224.17,226.43 - 233.47,5990000000.0,226.79,197.49 - 306.08,10.22,2220169.0,58290000000.0,N/A (N/A),2082002.0,21.94,0.78,2.37%,260174000.0,03/02/2021,2020-12-14
0,MNST,88.02,88.1 - 89.49,4420000000.0,88.28,50.06 - 89.49,2.23,1691337.0,46470000000.0,N/A (N/A),2122009.0,39.56,1.1,41.49%,527916757.0,03/03/2021,2020-12-14
0,TEVA,10.33,10.3 - 10.54,16200000000.0,10.38,6.25 - 13.76,- 3.68,6317038.0,11480000000.0,N/A (N/A),8068487.0,,1.5,7.16%,1095971556.0,11/02/2021,2020-12-14
0,SHLDQ,0.24,0.23 - 0.27,,0.23,0.12 - 0.41,- 20,232751.0,24.82M,N/A (N/A),231457.0,,2.31,26.32%,107908943.0,14/12/2020,2020-12-14
0,CTAS,349.11,346.31 - 351.72,8830000000.0,350.18,154.33 - 368.67,8.56,339437.0,36530000000.0,2.80 (0.80%),427180.0,40.8,1.49,33.34%,104625384.0,22/12/2020,2020-12-14
0,ADSK,279.68,280.05 - 293.48,3650000000.0,281.57,125.38 - 293.48,1.97,1743867.0,61500000000.0,N/A (N/A),1441686.0,142.03,1.44,55.89%,219889403.0,04/03/2021,2020-12-14
0,DISH,36.01,35.02 - 36.42,14180000000.0,36.42,17.09 - 42.62,2.47,1795575.0,18940000000.0,N/A (N/A),2694212.0,14.59,2.04,5.54%,525965959.0,24/02/2021,2020-12-14
0,GILD,60.08,59.75 - 60.42,23150000000.0,60.39,57.04 - 85.9,0.96,12231625.0,76160000000.0,2.72 (4.53%),9103472.0,63.14,0.54,- 7.62%,1253528149.0,09/02/2021,2020-12-14
0,LIFE,4.64,4.21 - 4.97,8.54M,4.65,2.15 - 7.62,- 2.65,1187555.0,46.98M,N/A (N/A),560381.0,,2.21,11.81%,10124027.0,31/03/2021,2020-12-14
0,GOOGL,1774.8,"1,749.13 - 1,789.8",171700000000.0,1770.72,"1,008.87 - 1,843.13",51.75,1651879.0,1202820000000.0,N/A (N/A),1713097.0,34.29,1.0,31.77%,676426272.0,03/02/2021,2020-12-14
0,FISV,114.82,113.53 - 115.8,15070000000.0,115.54,73.59 - 125.05,1.31,3691779.0,76980000000.0,N/A (N/A),4498547.0,87.41,0.86,- 1.65%,670437918.0,09/02/2021,2020-12-14
0,LBTYA,23.92,24.03 - 24.67,11540000000.0,24.24,15.23 - 25.17,- 3.29,1653681.0,13600000000.0,N/A (N/A),1554860.0,,1.34,8.58%,583106157.0,18/02/2021,2020-12-14
0,PDLI,2.5,2.55 - 2.66,70.09M,2.56,2.09 - 3.86,- 0.72,4035083.0,285.57M,N/A (N/A),1303528.0,,1.18,- 25.6%,114226566.0,05/03/2021,2020-12-14
