,Stock Symbol,Prev. Close,Todays Range,Revenue,Open,52 wk Range,EPS,Volume,Market Cap,Dividend (Yield),Average Vol. (3m),P/E Ratio,Beta,1-Year Change,Shares Outstanding,Next Earnings Date,Date
0,BA,178.27,172.44 - 180.63,69260000000.0,180.46,89.07 - 391,- 5.03,31256066.0,98610000000.0,6.17 (8.65%),45256059.0,,1.39,- 49.93%,564448738.0,21/10/2020,2020-08-25
0,GM,30.31,29.48 - 30.73,115790000000.0,30.4,14.33 - 39.77,1.05,12989765.0,42490000000.0,1.14 (7.06%),14770567.0,26.52,1.43,- 15.95%,1431096512.0,05/11/2020,2020-08-25
0,CVX,87.2,85.76 - 88.04,114790000000.0,88.01,51.66 - 125.27,- 4.71,6810223.0,160880000000.0,5.16 (6.06%),8808356.0,,1.27,- 24.29%,1867267832.0,30/10/2020,2020-08-25
0,C,51.06,50.97 - 52.51,49660000000.0,51.85,32.02 - 83.11,5.8,17241015.0,107550000000.0,2.04 (4.14%),25188984.0,9.13,1.8,- 17.58%,2081864894.0,13/10/2020,2020-08-25
0,BAC,25.69,25.73 - 26.19,50750000000.0,26.04,17.95 - 35.72,2.08,56985154.0,225270000000.0,0.72 (2.88%),70439256.0,12.72,1.59,- 2.95%,8664097768.0,14/10/2020,2020-08-25
0,T,30.03,29.83 - 30.14,175140000000.0,30.09,26.08 - 39.7,1.64,20989535.0,213040000000.0,2.08 (7.01%),34736273.0,18.32,0.66,- 13.76%,7125000000.0,22/10/2020,2020-08-25
0,CAT,141.68,140.54 - 144.93,46530000000.0,142.67,87.5 - 150.55,7.42,2467368.0,76420000000.0,4.12 (2.98%),3276817.0,18.85,1.11,24.22%,541506575.0,27/10/2020,2020-08-25
0,INTC,49.14,49.21 - 49.88,78960000000.0,49.35,43.63 - 69.29,5.44,37782837.0,210310000000.0,1.32 (2.68%),30714446.0,8.99,0.7,9.3%,4253000000.0,20/10/2020,2020-08-25
0,MSFT,213.69,213.1 - 216.61,143020000000.0,213.1,132.52 - 217.62,5.76,22856026.0,1640000000000.0,2.04 (0.96%),34205300.0,36.24,0.88,60.2%,7567652935.0,22/10/2020,2020-08-25
0,AA,15.12,14.82 - 15.25,9530000000.0,15.12,5.16 - 23.46,- 3.46,2357578.0,2800000000.0,N/A (N/A),7816833.0,,2.32,- 13.5%,185924291.0,14/10/2020,2020-08-25
0,F,6.98,6.86 - 7.1,130400000000.0,7.01,3.96 - 9.65,- 0.52,49459729.0,27610000000.0,0.45 (13.64%),78437192.0,,1.36,- 20.41%,3978388996.0,27/10/2020,2020-08-25
0,EBAY,58.78,58.02 - 58.89,10710000000.0,58.51,26.02 - 61.05,2.74,4981606.0,40620000000.0,0.64 (1.10%),10502787.0,20.56,1.41,51.89%,699881116.0,21/10/2020,2020-08-25
0,DELL,61.56,60.45 - 61.9,92140000000.0,61.56,25.54 - 63.14,5.94,1356760.0,44930000000.0,N/A (N/A),2996277.0,10.08,0.82,34.38%,740816465.0,28/08/2020,2020-08-25
0,DIS,130.69,129.31 - 131.09,69750000000.0,130.83,79.1 - 153.41,- 0.74,5475775.0,234540000000.0,0.88 (1.74%),12923010.0,,1.07,- 0.74%,1807063365.0,05/11/2020,2020-08-25
0,DOW,46.12,45.47 - 46.66,39090000000.0,46.41,21.95 - 56.25,- 2.65,4162004.0,33250000000.0,2.80 (6.42%),4625957.0,,,13.29%,741121450.0,22/10/2020,2020-08-25
0,CSCO,42.18,41.78 - 42.3,49300000000.0,42.23,32.4 - 50.3,2.64,15367107.0,177170000000.0,1.44 (3.41%),22561425.0,16.13,0.89,- 9.5%,4222296202.0,12/11/2020,2020-08-25
