,Stock Symbol,Prev. Close,Todays Range,Revenue,Open,52 wk Range,EPS,Volume,Market Cap,Dividend (Yield),Average Vol. (3m),P/E Ratio,Beta,1-Year Change,Shares Outstanding,Next Earnings Date,Date
0,BA,139.25,136.83-141.14,61060000000.0,139.99,117.08-256.31,-8.29,6225311.0,82600000000.0,N/A(N/A),10073972.0,-,1.48,-44.28%,591635833.0,27/07/2022,2022-06-06
0,GM,37.61,37.51-38.43,130509999999.99998,38.35,34.31-67.21,6.02,9759429.0,55210000000.0,N/A(N/A),17463627.0,6.24,1.22,-40.65%,1458240927.0,26/07/2022,2022-06-06
0,CVX,177.6,175.51-178,176840000000.0,177.9,92.86-180.96,10.63,6558664.0,347730000000.0,5.68(3.20%),13671388.0,16.7,1.08,63.76%,1964813456.0,29/07/2022,2022-06-06
0,C,51.33,51.37-52.57,40490000000.0,51.8,45.4-79.65,8.48,13470842.0,99890000000.0,2.04(3.97%),25584631.0,6.05,1.62,-35.43%,1941920542.0,15/07/2022,2022-06-06
0,BAC,36.19,36.1-37.21,47750000000.0,36.7,32.96-50.11,3.51,40314170.0,291580000000.0,0.84(2.32%),51272537.0,10.31,1.4,-16.36%,8056881363.0,18/07/2022,2022-06-06
0,T,20.9,20.83-21.05,163030000000.0,20.92,16.62-22.15,2.37,21538569.0,149980000000.0,1.11(5.31%),48964590.0,8.82,0.54,-5.39%,7158851941.0,21/07/2022,2022-06-06
0,CAT,222.9,222.25-224.76,52670000000.0,222.9,179.67-244.33,11.85,1564745.0,119430000000.0,4.44(1.99%),3251587.0,18.8,0.92,-8.66%,533374415.0,28/07/2022,2022-06-06
0,INTC,43.39,43.08-44.04,77700000000.0,43.81,40.31-58.41,6.01,25289654.0,177200000000.0,1.46(3.36%),34165856.0,7.21,0.6,-24.37%,4088661122.0,21/07/2022,2022-06-06
0,MSFT,270.02,267.22-274.18,192560000000.0,272.06,246.44-349.67,9.58,20210065.0,2009999999999.9998,2.48(0.92%),32403913.0,28.17,0.94,7.67%,7479033135.0,26/07/2022,2022-06-06
0,AA,61.83,61.19-64.25,12580000000.0,62.59,31-98.09,3.74,4921383.0,11780000000.0,0.40(0.65%),7207141.0,16.52,2.35,59.19%,184448686.0,20/07/2022,2022-06-06
0,F,13.5,13.38-13.74,134590000000.0,13.74,12.07-25.87,2.85,37371081.0,54190000000.0,0.40(2.96%),65093210.0,4.74,1.15,-15.47%,4019765355.0,27/07/2022,2022-06-06
0,EBAY,47.09,47.47-48.76,10270000000.0,47.99,43.28-81.19,-2.89,5329658.0,26640000000.0,0.88(1.87%),7302488.0,-,1.16,-27.81%,559842135.0,20/07/2022,2022-06-06
0,DELL,51.02,49.94-51.29,102830000000.0,51.11,38.33-115,6.5,2722696.0,37500000000.0,1.32(2.59%),4700066.0,7.84,0.85,-50.72%,748145864.0,26/08/2022,2022-06-06
