Date,Short Volume,Total Volume,Percent,Ticker
2020-09-25,241131,409565,59%,VGT
2020-09-24,280403,425679,66%,VGT
2020-09-23,204033,420954,48%,VGT
2020-09-22,184280,528842,35%,VGT
2020-09-21,157052,725904,22%,VGT
2020-10-02,30456,66895,46%,VHT
2020-10-01,61040,118659,51%,VHT
2020-09-30,29106,98331,30%,VHT
2020-09-29,31010,61280,51%,VHT
2020-09-28,59510,103601,57%,VHT
2020-09-25,38918,108070,36%,VHT
2020-09-24,48007,139243,34%,VHT
2020-09-23,244914,322433,76%,VHT
2020-09-22,19956,84675,24%,VHT
2020-09-21,37536,149450,25%,VHT
2020-10-02,17638,33191,53%,VIDI
2020-10-01,52005,131933,39%,VIDI
2020-09-30,4683,30749,15%,VIDI
2020-09-29,2856,9058,32%,VIDI
2020-09-28,5300,19121,28%,VIDI
2020-09-25,12788,56255,23%,VIDI
2020-09-24,14674,146966,10%,VIDI
2020-09-23,10104,37329,27%,VIDI
2020-09-22,15484,40306,38%,VIDI
2020-09-21,2714,18898,14%,VIDI
2020-10-02,384033,857233,45%,VIG
2020-10-01,511249,846919,60%,VIG
2020-09-30,353615,725313,49%,VIG
2020-09-29,405561,769699,53%,VIG
2020-09-28,548759,948538,58%,VIG
2020-09-25,533600,897806,59%,VIG
2020-09-24,273322,730073,37%,VIG
2020-09-23,384575,980624,39%,VIG
2020-09-22,596930,936339,64%,VIG
2020-09-21,421218,1105268,38%,VIG
2020-10-02,62510,108911,57%,VIGI
2020-10-01,75053,106612,70%,VIGI
2020-09-30,50466,95905,53%,VIGI
2020-09-29,37235,104293,36%,VIGI
2020-09-28,33652,78927,43%,VIGI
2020-09-25,165572,199141,83%,VIGI
2020-09-24,36899,69714,53%,VIGI
2020-09-23,23064,62099,37%,VIGI
2020-09-22,88917,126666,70%,VIGI
2020-09-21,56782,134254,42%,VIGI
2020-10-02,2092,7293,29%,VIOG
2020-10-01,779,4605,17%,VIOG
2020-09-30,1733,15647,11%,VIOG
2020-09-29,950,11474,8%,VIOG
2020-09-28,1456,5329,27%,VIOG
2020-09-25,364,3017,12%,VIOG
2020-09-24,1016,2858,36%,VIOG
2020-09-23,348,2447,14%,VIOG
2020-09-22,1231,7551,16%,VIOG
2020-09-21,1367,4280,32%,VIOG
2020-10-02,5554,12014,46%,VIOO
2020-10-01,4070,13545,30%,VIOO
2020-09-30,4909,32657,15%,VIOO
2020-09-29,3260,14201,23%,VIOO
2020-09-28,6054,15308,40%,VIOO
2020-09-25,5053,21837,23%,VIOO
2020-09-24,7527,17685,43%,VIOO
2020-09-23,4891,12355,40%,VIOO
2020-09-22,11936,16664,72%,VIOO
2020-09-21,94231,99914,94%,VIOO
2020-10-02,7859,22135,36%,VIOV
2020-10-01,6799,16257,42%,VIOV
2020-09-30,15308,20843,73%,VIOV
2020-09-29,3975,10016,40%,VIOV
2020-09-28,7831,13850,57%,VIOV
2020-09-25,6684,12156,55%,VIOV
2020-09-24,7650,13445,57%,VIOV
2020-09-23,7278,14310,51%,VIOV
2020-09-22,6993,20202,35%,VIOV
2020-09-21,9987,25436,39%,VIOV
2020-10-02,402,1699,24%,VIRS
2020-10-01,2529,5070,50%,VIRS
2020-09-30,1103,2236,49%,VIRS
2020-09-29,1186,1921,62%,VIRS
2020-09-28,1206,1682,72%,VIRS
2020-09-25,1552,3821,41%,VIRS
2020-09-24,1452,3796,38%,VIRS
2020-09-23,670,1697,39%,VIRS
2020-09-22,2048,6447,32%,VIRS
2020-09-21,608,909,67%,VIRS
2020-10-02,24355,46549,52%,VIS
2020-10-01,39978,65484,61%,VIS
2020-09-30,27910,59391,47%,VIS
2020-09-29,28055,52573,53%,VIS
2020-09-28,23651,74731,32%,VIS
2020-09-25,25290,64704,39%,VIS
2020-09-24,16139,49344,33%,VIS
2020-09-23,28880,54966,53%,VIS
2020-09-22,44598,70185,64%,VIS
2020-09-21,65021,120297,54%,VIS
2020-10-02,20168,81522,25%,VIXM
2020-10-01,4814,20418,24%,VIXM
2020-09-30,7323,25980,28%,VIXM
2020-09-29,7109,21510,33%,VIXM
2020-09-28,11494,24279,47%,VIXM
2020-09-25,13973,36225,39%,VIXM
2020-09-24,4251,18943,22%,VIXM
2020-09-23,8676,40502,21%,VIXM
2020-09-22,4642,57980,8%,VIXM
2020-09-21,24443,45255,54%,VIXM
2020-10-02,1039364,2661935,39%,VIXY
2020-10-01,678540,1750431,39%,VIXY
2020-09-30,849866,2099929,40%,VIXY
2020-09-29,723651,1512356,48%,VIXY
2020-09-28,449258,1170434,38%,VIXY
2020-09-25,730813,1541039,47%,VIXY
2020-09-24,1036561,2455991,42%,VIXY
2020-09-23,1351039,2969877,45%,VIXY
2020-09-22,534716,1616473,33%,VIXY
2020-09-21,1602545,3687952,43%,VIXY
2020-10-02,23,121,19%,VLU
2020-10-01,1,251,0%,VLU
2020-09-30,84,401,21%,VLU
2020-09-29,24,380,6%,VLU
2020-09-28,309,415,74%,VLU
2020-09-25,260,479,54%,VLU
2020-09-24,302,456,66%,VLU
2020-09-23,157,262,60%,VLU
2020-09-21,1,87,1%,VLU
2020-09-18,32,32,100%,VLU
2020-10-02,317211,495045,64%,VLUE
2020-10-01,233584,336549,69%,VLUE
2020-09-30,228830,841996,27%,VLUE
2020-09-29,228199,346103,66%,VLUE
2020-09-28,423979,500418,85%,VLUE
2020-09-25,497297,580617,86%,VLUE
2020-09-24,261846,420122,62%,VLUE
2020-09-23,237769,315310,75%,VLUE
2020-09-22,225094,311878,72%,VLUE
2020-09-21,176997,303912,58%,VLUE
2020-10-02,294119,548135,54%,VMBS
2020-10-01,950674,1631094,58%,VMBS
2020-09-30,375149,736563,51%,VMBS
2020-09-29,281772,690583,41%,VMBS
2020-09-28,540900,980474,55%,VMBS
2020-09-25,724677,1062207,68%,VMBS
2020-09-24,471839,648980,73%,VMBS
2020-09-23,384113,760161,51%,VMBS
2020-09-22,343575,610519,56%,VMBS
2020-09-21,420704,664569,63%,VMBS
2020-10-02,22,533,4%,VMOT
2020-10-01,6,507,1%,VMOT
2020-09-30,557,1025,54%,VMOT
2020-09-29,88,919,10%,VMOT
2020-09-28,2,111,2%,VMOT
2020-09-25,24,436,6%,VMOT
2020-09-24,298,684,44%,VMOT
2020-09-22,25,27,93%,VMOT
2020-09-21,663,1655,40%,VMOT
2020-09-18,0,4,0%,VMOT
2020-10-02,260484,335198,78%,VNLA
2020-10-01,331115,380648,87%,VNLA
2020-09-30,299923,481671,62%,VNLA
2020-09-29,186090,293371,63%,VNLA
2020-09-28,216444,335162,65%,VNLA
2020-09-25,292916,499783,59%,VNLA
2020-09-24,166470,587301,28%,VNLA
2020-09-23,172081,272359,63%,VNLA
2020-09-22,365535,461300,79%,VNLA
2020-09-21,276259,455633,61%,VNLA
2020-10-02,120479,186946,64%,VNM
2020-10-01,43733,132319,33%,VNM
2020-09-30,32408,86394,38%,VNM
2020-09-29,53961,156215,35%,VNM
2020-09-28,22334,120483,19%,VNM
2020-09-25,63995,234578,27%,VNM
2020-09-24,77736,270148,29%,VNM
2020-09-23,49674,121129,41%,VNM
2020-09-22,14378,53620,27%,VNM
2020-09-21,45434,223089,20%,VNM
2020-10-02,906524,1459098,62%,VNQ
2020-10-01,2264214,3040151,74%,VNQ
2020-09-30,1188979,2157164,55%,VNQ
2020-09-29,1133775,1738686,65%,VNQ
2020-09-28,1105535,1697116,65%,VNQ
2020-09-25,942166,1694071,56%,VNQ
2020-09-24,1122565,3720737,30%,VNQ
2020-09-23,1475662,4364062,34%,VNQ
2020-09-22,846580,2152566,39%,VNQ
2020-09-21,934715,2172035,43%,VNQ
2020-10-02,114031,219681,52%,VNQI
2020-10-01,361585,498776,72%,VNQI
2020-09-30,58980,290819,20%,VNQI
2020-09-29,71108,254675,28%,VNQI
2020-09-28,150959,612575,25%,VNQI
2020-09-25,115891,478036,24%,VNQI
2020-09-24,80164,470614,17%,VNQI
2020-09-23,108257,265236,41%,VNQI
2020-09-22,120631,455085,27%,VNQI
2020-09-21,86710,259386,33%,VNQI
2020-10-02,273013,379397,72%,VO
2020-10-01,1035548,1164583,89%,VO
2020-09-30,291461,393250,74%,VO
2020-09-29,323559,410771,79%,VO
2020-09-28,254886,349097,73%,VO
2020-09-25,547797,660980,83%,VO
2020-09-24,227782,407192,56%,VO
2020-09-23,228843,1022311,22%,VO
2020-09-22,131813,279499,47%,VO
2020-09-21,210558,434708,48%,VO
2020-10-02,108604,228682,47%,VOE
2020-10-01,94007,159046,59%,VOE
2020-09-30,153721,232183,66%,VOE
2020-09-29,134530,263063,51%,VOE
2020-09-28,189588,315963,60%,VOE
2020-09-25,145196,400431,36%,VOE
2020-09-24,867016,1099970,79%,VOE
2020-09-23,85323,2041487,4%,VOE
2020-09-22,193780,273298,71%,VOE
2020-09-21,97204,331523,29%,VOE
2020-10-02,10457,21732,48%,VONE
2020-10-01,12381,23060,54%,VONE
2020-09-30,15114,25856,58%,VONE
2020-09-29,42089,55997,75%,VONE
2020-09-28,12468,26535,47%,VONE
2020-09-25,41479,49456,84%,VONE
2020-09-24,11655,20873,56%,VONE
2020-09-23,9740,17728,55%,VONE
2020-09-22,9463,14430,66%,VONE
2020-09-21,9551,26069,37%,VONE
2020-10-02,25254,42445,59%,VONG
2020-10-01,32347,51581,63%,VONG
2020-09-30,116156,140504,83%,VONG
2020-09-29,26553,34164,78%,VONG
2020-09-28,163017,201150,81%,VONG
2020-09-25,38093,114029,33%,VONG
2020-09-24,21030,68004,31%,VONG
2020-09-23,9557,41275,23%,VONG
2020-09-22,11948,42000,28%,VONG
2020-09-21,15535,81382,19%,VONG
2020-10-02,28452,36783,77%,VONV
2020-10-01,57408,70595,81%,VONV
2020-09-30,55562,71956,77%,VONV
2020-09-29,82368,96202,86%,VONV
2020-09-28,180217,198771,91%,VONV
2020-09-25,58663,97241,60%,VONV
2020-09-24,27643,52729,52%,VONV
2020-09-23,35445,89443,40%,VONV
2020-09-22,45992,279576,16%,VONV
2020-09-21,72615,82568,88%,VONV
2020-10-02,772648,1580919,49%,VOO
2020-10-01,777333,1566021,50%,VOO
2020-09-30,802088,2422580,33%,VOO
2020-09-29,848597,1309362,65%,VOO
2020-09-28,723689,1461996,50%,VOO
2020-09-25,904084,1517826,60%,VOO
2020-09-24,704707,1753658,40%,VOO
2020-09-23,924127,1530371,60%,VOO
2020-09-22,650153,1289941,50%,VOO
2020-09-21,1332151,2343679,57%,VOO
2020-10-02,76004,121785,62%,VOOG
2020-10-01,50672,103848,49%,VOOG
2020-09-30,29857,79301,38%,VOOG
2020-09-29,36344,51291,71%,VOOG
2020-09-28,43130,70376,61%,VOOG
2020-09-25,27277,52381,52%,VOOG
2020-09-24,32852,101100,32%,VOOG
2020-09-23,39427,57900,68%,VOOG
2020-09-22,40937,71174,58%,VOOG
2020-09-21,47978,112519,43%,VOOG
2020-10-02,17532,25645,68%,VOOV
2020-10-01,16645,26359,63%,VOOV
2020-09-30,16654,32064,52%,VOOV
2020-09-29,12795,21241,60%,VOOV
2020-09-28,7721,16877,46%,VOOV
2020-09-25,14248,38364,37%,VOOV
2020-09-24,33410,57378,58%,VOOV
2020-09-23,24741,31548,78%,VOOV
2020-09-22,23466,37747,62%,VOOV
2020-09-21,47788,103773,46%,VOOV
2020-10-02,148229,181717,82%,VOT
2020-10-01,86656,113121,77%,VOT
2020-09-30,59368,105546,56%,VOT
2020-09-29,23826,78790,30%,VOT
2020-09-28,44143,110457,40%,VOT
2020-09-25,116461,196004,59%,VOT
2020-09-24,84405,130922,64%,VOT
2020-09-23,93480,184482,51%,VOT
2020-09-22,38544,76850,50%,VOT
2020-09-21,36657,96736,38%,VOT
2020-10-02,44802,120885,37%,VOX
2020-10-01,17642,57341,31%,VOX
2020-09-30,14275,76970,19%,VOX
2020-09-29,20802,59493,35%,VOX
2020-09-28,34434,77808,44%,VOX
2020-09-25,35361,89390,40%,VOX
2020-09-24,20065,49374,41%,VOX
2020-09-23,39098,1040155,4%,VOX
2020-09-22,28203,159398,18%,VOX
2020-09-21,91651,328521,28%,VOX
2020-10-02,91,1923,5%,VPC
2020-10-01,441,3861,11%,VPC
2020-09-30,387,5503,7%,VPC
2020-09-29,1008,5795,17%,VPC
2020-09-28,961,5146,19%,VPC
2020-09-25,3803,13182,29%,VPC
2020-09-24,1114,12312,9%,VPC
2020-09-23,195,5370,4%,VPC
2020-09-22,1952,16981,11%,VPC
2020-09-21,1317,12850,10%,VPC
2020-10-02,49754,166369,30%,VPL
2020-10-01,67671,123305,55%,VPL
2020-09-30,60525,136411,44%,VPL
2020-09-29,114570,207656,55%,VPL
2020-09-28,207444,338984,61%,VPL
2020-09-25,60690,161364,38%,VPL
2020-09-24,24820,142242,17%,VPL
2020-09-23,56881,116726,49%,VPL
2020-09-22,42523,170097,25%,VPL
2020-09-21,175504,352465,50%,VPL
2020-10-02,48147,150415,32%,VPU
2020-10-01,39426,101267,39%,VPU
2020-09-30,31863,131259,24%,VPU
2020-09-29,28999,96657,30%,VPU
2020-09-28,37867,128680,29%,VPU
2020-09-25,26845,96042,28%,VPU
2020-09-24,68324,151540,45%,VPU
2020-09-23,639764,681235,94%,VPU
2020-09-22,50731,108083,47%,VPU
2020-09-21,145314,197536,74%,VPU
2020-08-31,142,234,61%,VQT
2020-08-28,27,68,40%,VQT
2020-08-27,5,5,100%,VQT
2020-08-26,27,39,69%,VQT
2020-08-25,374,489,76%,VQT
2020-08-24,2,103,2%,VQT
2020-08-18,1,252,0%,VQT
2020-08-17,0,149,0%,VQT
2020-08-14,1,1,100%,VQT
2020-08-13,15,15,100%,VQT
2020-10-02,2665,10592,25%,VRAI
2020-10-01,2638,10704,25%,VRAI
2020-09-30,2536,8289,31%,VRAI
2020-09-29,1675,9829,17%,VRAI
2020-09-28,2045,11167,18%,VRAI
2020-09-25,13926,28611,49%,VRAI
2020-09-24,2700,11512,23%,VRAI
2020-09-23,1660,9025,18%,VRAI
2020-09-22,2757,17468,16%,VRAI
2020-09-21,2523,6983,36%,VRAI
2020-10-02,5835,36498,16%,VRIG
2020-10-01,9627,119918,8%,VRIG
2020-09-30,12311,38754,32%,VRIG
2020-09-29,5970,72909,8%,VRIG
2020-09-28,4848,50885,10%,VRIG
2020-09-25,25210,173189,15%,VRIG
2020-09-24,14038,43464,32%,VRIG
2020-09-23,8895,42041,21%,VRIG
2020-09-22,13584,47117,29%,VRIG
2020-09-21,16941,53238,32%,VRIG
2020-10-02,25061,94193,27%,VRP
2020-10-01,31938,124287,26%,VRP
2020-09-30,59566,182667,33%,VRP
2020-09-29,77250,213181,36%,VRP
2020-09-28,47189,125364,38%,VRP
2020-09-25,24024,86893,28%,VRP
2020-09-24,32934,222400,15%,VRP
2020-09-23,39402,225244,17%,VRP
2020-09-22,37074,93119,40%,VRP
2020-09-21,62692,464529,13%,VRP
2020-10-02,9826,110575,9%,VSDA
2020-10-01,9969,13821,72%,VSDA
2020-09-30,8559,26700,32%,VSDA
2020-09-29,8018,12999,62%,VSDA
2020-09-28,1598,6670,24%,VSDA
2020-09-25,2169,5332,41%,VSDA
2020-09-24,1218,6873,18%,VSDA
2020-09-23,5228,13888,38%,VSDA
2020-09-22,34512,103755,33%,VSDA
2020-09-21,24968,36802,68%,VSDA
2020-10-02,89386,97163,92%,VSGX
2020-10-01,72150,143187,50%,VSGX
2020-09-30,50805,81178,63%,VSGX
2020-09-29,28921,59771,48%,VSGX
2020-09-28,25514,45940,56%,VSGX
2020-09-25,108684,168939,64%,VSGX
2020-09-24,98070,133480,73%,VSGX
2020-09-23,38748,54748,71%,VSGX
2020-09-22,52889,85184,62%,VSGX
2020-09-21,47390,104143,46%,VSGX
2020-09-25,0,200,0%,VSL
2020-09-24,2,152,1%,VSL
2020-09-11,0,16,0%,VSL
2020-09-04,100,100,100%,VSL
2020-09-01,10,10,100%,VSL
2020-08-24,87406,88434,99%,VSL
2020-08-13,454,459,99%,VSL
2020-08-11,82,100,82%,VSL
2020-07-30,300,300,100%,VSL
2020-07-29,100,126,79%,VSL
2020-10-02,2292,4486,51%,VSMV
2020-10-01,5042,117482,4%,VSMV
2020-09-30,492,2749,18%,VSMV
2020-09-29,1148,1428,80%,VSMV
2020-09-28,3809,201577,2%,VSMV
2020-09-25,1001,280055,0%,VSMV
2020-09-24,5488,9695,57%,VSMV
2020-09-23,747,4622,16%,VSMV
2020-09-22,145,2651,5%,VSMV
2020-09-21,1781,3821,47%,VSMV
2020-10-02,49051,1122600,4%,VSS
2020-10-01,284182,310940,91%,VSS
2020-09-30,69096,145429,48%,VSS
2020-09-29,18810,66321,28%,VSS
2020-09-28,56116,116380,48%,VSS
2020-09-25,37930,692677,5%,VSS
2020-09-24,29530,98605,30%,VSS
2020-09-23,49754,711216,7%,VSS
2020-09-22,31561,74929,42%,VSS
2020-09-21,37603,98320,38%,VSS
2020-10-02,923417,1056611,87%,VT
2020-10-01,509929,611050,83%,VT
2020-09-30,763922,1735232,44%,VT
2020-09-29,181922,430935,42%,VT
2020-09-28,155500,595619,26%,VT
2020-09-25,596361,865773,69%,VT
2020-09-24,808867,1122366,72%,VT
2020-09-23,190731,615864,31%,VT
2020-09-22,173508,355057,49%,VT
2020-09-21,447485,784997,57%,VT
2020-10-02,12392,27371,45%,VTC
2020-10-01,23448,38215,61%,VTC
2020-09-30,11252,26104,43%,VTC
2020-09-29,13267,30980,43%,VTC
2020-09-28,22532,41455,54%,VTC
2020-09-25,6232,29922,21%,VTC
2020-09-24,12696,31176,41%,VTC
2020-09-23,37969,69521,55%,VTC
2020-09-22,12277,30135,41%,VTC
2020-09-21,16721,75111,22%,VTC
2020-10-02,364767,557318,65%,VTEB
2020-10-01,1351809,1911537,71%,VTEB
2020-09-30,423451,639117,66%,VTEB
2020-09-29,341200,1029331,33%,VTEB
2020-09-28,415581,571130,73%,VTEB
2020-09-25,636702,1102107,58%,VTEB
2020-09-24,340646,478013,71%,VTEB
2020-09-23,585582,812744,72%,VTEB
2020-09-22,544850,819363,66%,VTEB
2020-09-21,271133,551162,49%,VTEB
2020-10-02,126,2956,4%,VTHR
2020-10-01,4707,15165,31%,VTHR
2020-09-30,4820,6504,74%,VTHR
2020-09-29,567,1293,44%,VTHR
2020-09-28,2323,3843,60%,VTHR
2020-09-25,2833,4011,71%,VTHR
2020-09-24,197,9790,2%,VTHR
2020-09-23,11832,14487,82%,VTHR
2020-09-22,1337,3332,40%,VTHR
2020-09-21,2278,5750,40%,VTHR
2020-10-02,990646,1675727,59%,VTI
2020-10-01,1128197,2120155,53%,VTI
2020-09-30,1537618,3185719,48%,VTI
2020-09-29,785655,1611672,49%,VTI
2020-09-28,1214969,2593802,47%,VTI
2020-09-25,650636,1925023,34%,VTI
2020-09-24,1376808,2509814,55%,VTI
2020-09-23,985311,1484030,66%,VTI
2020-09-22,913676,1572098,58%,VTI
2020-09-21,1297147,2987444,43%,VTI
2020-10-02,400166,777362,51%,VTIP
2020-10-01,1028721,1401754,73%,VTIP
2020-09-30,342371,650420,53%,VTIP
2020-09-29,583607,879672,66%,VTIP
2020-09-28,450900,1284083,35%,VTIP
2020-09-25,364700,581674,63%,VTIP
2020-09-24,163445,534246,31%,VTIP
2020-09-23,515819,694819,74%,VTIP
2020-09-22,447485,832409,54%,VTIP
2020-09-21,382015,728708,52%,VTIP
2020-10-02,906608,1387025,65%,VTV
2020-10-01,1031670,1427555,72%,VTV
2020-09-30,1778291,2297990,77%,VTV
2020-09-29,692922,1383894,50%,VTV
2020-09-28,863056,2348773,37%,VTV
2020-09-25,1534609,2327896,66%,VTV
2020-09-24,1031999,1745119,59%,VTV
2020-09-23,774497,1135810,68%,VTV
2020-09-22,961269,1321032,73%,VTV
2020-09-21,866944,1536312,56%,VTV
2020-10-02,2335,4831,48%,VTWG
2020-10-01,1187,2695,44%,VTWG
2020-09-30,2244,4388,51%,VTWG
2020-09-29,1694,2778,61%,VTWG
2020-09-28,2162,9108,24%,VTWG
2020-09-25,5244,7680,68%,VTWG
2020-09-24,14001,16557,85%,VTWG
2020-09-23,1007,2936,34%,VTWG
2020-09-22,2771,4454,62%,VTWG
2020-09-21,1371,6276,22%,VTWG
2020-10-02,96062,107936,89%,VTWO
2020-10-01,147064,167828,88%,VTWO
2020-09-30,14189,34874,41%,VTWO
2020-09-29,112398,121561,92%,VTWO
2020-09-28,29029,50998,57%,VTWO
2020-09-25,18153,38463,47%,VTWO
2020-09-24,45241,77200,59%,VTWO
2020-09-23,36438,52102,70%,VTWO
2020-09-22,16112,26614,61%,VTWO
2020-09-21,37096,69703,53%,VTWO
2020-10-02,1844,6966,26%,VTWV
2020-10-01,6934,9300,75%,VTWV
2020-09-30,6162,7787,79%,VTWV
2020-09-29,6313,13310,47%,VTWV
2020-09-28,560,1313,43%,VTWV
2020-09-25,2568,5062,51%,VTWV
2020-09-24,1955,3532,55%,VTWV
2020-09-23,4855,7965,61%,VTWV
2020-09-22,1805,3411,53%,VTWV
2020-09-21,6723,11234,60%,VTWV
2020-10-02,371601,674138,55%,VUG
2020-10-01,279817,567712,49%,VUG
2020-09-30,251765,623126,40%,VUG
2020-09-29,374987,700273,54%,VUG
2020-09-28,249648,631914,40%,VUG
2020-09-25,242942,645839,38%,VUG
2020-09-24,357429,781362,46%,VUG
2020-09-23,284431,593047,48%,VUG
2020-09-22,393082,708184,56%,VUG
2020-09-21,550499,1224633,45%,VUG
2020-10-02,589,6263,9%,VUSE
2020-10-01,5489,45195,12%,VUSE
2020-09-30,486,5640,9%,VUSE
2020-09-29,3140,4316,73%,VUSE
2020-09-28,869,9538,9%,VUSE
2020-09-25,8275,37132,22%,VUSE
2020-09-24,12152,14432,84%,VUSE
2020-09-23,8295,21637,38%,VUSE
2020-09-22,6255,14709,43%,VUSE
2020-09-21,3722,5863,63%,VUSE
2020-10-02,119887,197300,61%,VV
2020-10-01,109348,148657,74%,VV
2020-09-30,158336,205584,77%,VV
2020-09-29,53469,103082,52%,VV
2020-09-28,38301,122284,31%,VV
2020-09-25,46795,112256,42%,VV
2020-09-24,168027,271522,62%,VV
2020-09-23,72287,162126,45%,VV
2020-09-22,94264,192045,49%,VV
2020-09-21,73503,355267,21%,VV
2020-10-02,102,102,100%,VWID
2020-10-01,2,3,67%,VWID
2020-09-29,2,2,100%,VWID
2020-09-28,75,75,100%,VWID
2020-09-25,37,437,8%,VWID
2020-09-22,75,75,100%,VWID
2020-09-16,0,48,0%,VWID
2020-09-15,500,500,100%,VWID
2020-09-08,1299,1799,72%,VWID
2020-09-04,50,50,100%,VWID
2020-10-02,4325361,6106235,71%,VWO
2020-10-01,5838277,10050213,58%,VWO
2020-09-30,5006189,6748956,74%,VWO
2020-09-29,9045986,10544893,86%,VWO
2020-09-28,2587480,4347869,60%,VWO
2020-09-25,3984616,5604239,71%,VWO
2020-09-24,4314597,6595893,65%,VWO
2020-09-23,3833010,7241846,53%,VWO
2020-09-22,2561999,4141858,62%,VWO
2020-09-21,3579072,6073215,59%,VWO
2020-10-02,66788,124843,53%,VWOB
2020-10-01,85861,190429,45%,VWOB
2020-09-30,129703,361565,36%,VWOB
2020-09-29,44547,90054,49%,VWOB
2020-09-28,57221,108382,53%,VWOB
2020-09-25,82734,144952,57%,VWOB
2020-09-24,284001,667451,43%,VWOB
2020-09-23,72208,132331,55%,VWOB
2020-09-22,25244,68287,37%,VWOB
2020-09-21,50645,171913,29%,VWOB
2020-10-02,143777,191964,75%,VXF
2020-10-01,232142,281503,82%,VXF
2020-09-30,178071,249799,71%,VXF
2020-09-29,122166,199551,61%,VXF
2020-09-28,85220,203776,42%,VXF
2020-09-25,39229,153007,26%,VXF
2020-09-24,159975,342416,47%,VXF
2020-09-23,67659,233000,29%,VXF
2020-09-22,62992,153285,41%,VXF
2020-09-21,206204,375259,55%,VXF
2020-10-02,1297604,1674075,78%,VXUS
2020-10-01,1239923,1569145,79%,VXUS
2020-09-30,1451495,2205779,66%,VXUS
2020-09-29,1248645,1839733,68%,VXUS
2020-09-28,968375,1561126,62%,VXUS
2020-09-25,1103711,1697382,65%,VXUS
2020-09-24,1778131,3092856,57%,VXUS
2020-09-23,1019187,1619923,63%,VXUS
2020-09-22,1070850,1687164,63%,VXUS
2020-09-21,1090240,1717228,63%,VXUS
2020-10-02,12315911,19561099,63%,VXX
2020-10-01,10530709,15321607,69%,VXX
2020-09-30,10853610,15331050,71%,VXX
2020-09-29,10509288,14741059,71%,VXX
2020-09-28,8632608,11821493,73%,VXX
2020-09-25,10871065,14425919,75%,VXX
2020-09-24,12883092,17627518,73%,VXX
2020-09-23,13624889,18776317,73%,VXX
2020-09-22,10997754,14664040,75%,VXX
2020-09-21,17325355,25427091,68%,VXX
2020-10-02,1889,3839,49%,VXZ
2020-10-01,2915,4838,60%,VXZ
2020-09-30,787,2705,29%,VXZ
2020-09-29,5948,6901,86%,VXZ
2020-09-28,3199,6556,49%,VXZ
2020-09-25,9413,12908,73%,VXZ
2020-09-24,2329,6154,38%,VXZ
2020-09-23,2504,8318,30%,VXZ
2020-09-22,2712,9130,30%,VXZ
2020-09-21,10399,35885,29%,VXZ
2020-10-02,607418,1126204,54%,VYM
2020-10-01,293075,956444,31%,VYM
2020-09-30,305171,800411,38%,VYM
2020-09-29,258352,710527,36%,VYM
2020-09-28,371503,959226,39%,VYM
2020-09-25,543495,984950,55%,VYM
2020-09-24,745469,1283545,58%,VYM
2020-09-23,846997,1140480,74%,VYM
2020-09-22,499494,793186,63%,VYM
2020-09-21,1188054,1632705,73%,VYM
2020-10-02,29317,79953,37%,VYMI
2020-10-01,29484,60285,49%,VYMI
2020-09-30,22698,65760,35%,VYMI
2020-09-29,14506,42111,34%,VYMI
2020-09-28,17468,90128,19%,VYMI
2020-09-25,48912,106337,46%,VYMI
2020-09-24,23907,135274,18%,VYMI
2020-09-23,31327,188037,17%,VYMI
2020-09-22,21155,96517,22%,VYMI
2020-09-21,113957,194522,59%,VYMI
2020-10-02,4367,22913,19%,WANT
2020-10-01,9432,21921,43%,WANT
2020-09-30,11703,36442,32%,WANT
2020-09-29,2493,14804,17%,WANT
2020-09-28,10346,23593,44%,WANT
2020-09-25,777,4874,16%,WANT
2020-09-24,1494,10453,14%,WANT
2020-09-23,6768,24058,28%,WANT
2020-09-22,7929,23420,34%,WANT
2020-09-21,15072,40273,37%,WANT
2020-10-02,784,2138,37%,WBIE
2020-10-01,1000,2502,40%,WBIE
2020-09-30,153,4133,4%,WBIE
2020-09-29,2,4476,0%,WBIE
2020-09-28,369,667,55%,WBIE
2020-09-24,1872,3839,49%,WBIE
2020-09-22,500,4623,11%,WBIE
2020-09-21,855,1690,51%,WBIE
2020-09-17,500,3076,16%,WBIE
2020-09-16,534,1493,36%,WBIE
2020-10-02,1195,2377,50%,WBIF
2020-10-01,601,2482,24%,WBIF
2020-09-30,4304,5592,77%,WBIF
2020-09-29,306,4976,6%,WBIF
2020-09-28,170,1022,17%,WBIF
2020-09-25,805,1758,46%,WBIF
2020-09-24,1048,3560,29%,WBIF
2020-09-23,33,4702,1%,WBIF
2020-09-22,4412,10338,43%,WBIF
2020-09-21,339,724,47%,WBIF
2020-10-02,0,412,0%,WBIG
2020-10-01,840,4176,20%,WBIG
2020-09-30,1454,10665,14%,WBIG
2020-09-29,5044,6316,80%,WBIG
2020-09-28,272,1635,17%,WBIG
2020-09-25,2758,7086,39%,WBIG
2020-09-24,1113,3646,31%,WBIG
2020-09-23,38,2833,1%,WBIG
2020-09-22,2261,17372,13%,WBIG
2020-09-21,387,1157,33%,WBIG
2020-10-02,1395,7223,19%,WBII
2020-10-01,1976,5658,35%,WBII
2020-09-30,420,11805,4%,WBII
2020-09-29,7207,8595,84%,WBII
2020-09-28,0,202,0%,WBII
2020-09-25,4396,7201,61%,WBII
2020-09-24,86,5366,2%,WBII
