Ticker,Date,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,Avg Volume,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility W,Volatility M,Recom,Rel Volume,Dividend,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Earnings,Beta,ATR,SMA20,SMA50,SMA200,52W High,52W Low,RSI,from Open,Gap
AAWW,2020-09-09,"Atlas Air Worldwide Holdings, Inc.",Industrials,Airports & Air Services,USA,1.44B,-,55.58,3.35%,546893,7.21,-,0.50,0.75,1.98,2.15,-218.60%,-34.23%,-36.10%,10.00%,8.80%,26.13M,25.56M,2.10%,-5.51%,-,8.40%,10.16%,5.49,473.24K,-3.15%,-7.29%,35.73%,209.12%,90.54%,101.60%,4.42%,3.32%,1.70,1.16,-,-4.40%,-12.80%,-5.00%,1.00,1.00,1.16,1.30,56.00%,-10.00%,-8.70%,Aug 06/b,1.66,2.26,-3.65%,5.24%,57.99%,-9.86%,271.28%,49.53,3.02%,0.32%
AAXN,2020-09-09,"Axon Enterprise, Inc.",Industrials,Aerospace & Defense,USA,5.53B,-,85.24,4.78%,592834,60.71,-,9.36,5.92,9.93,121.07,-97.10%,51.95%,-47.40%,18.80%,26.40%,63.48M,62.42M,0.80%,-15.87%,85.20%,2.42%,5.95%,3.86,963.67K,-2.50%,2.53%,-17.44%,40.96%,40.73%,16.32%,4.37%,3.43%,2.10,0.62,-,-3.50%,-5.30%,-1.40%,3.60,3.30,0.00,0.00,59.10%,-3.70%,-5.60%,Aug 06/a,0.57,3.28,2.95%,-3.00%,7.22%,-18.74%,71.16%,50.83,3.64%,1.11%
AB,2020-09-09,AllianceBernstein Holding L.P.,Financial,Asset Management,USA,2.64B,10.15,27.18,0.74%,418946,9.18,1.17,9.19,1.77,-,-,-0.70%,11.49%,6.40%,8.71%,5.80%,96.89M,90.31M,0.20%,-25.75%,20.80%,-5.57%,0.39%,1.16,304.71K,-5.20%,-3.82%,3.54%,2.14%,-7.08%,-10.18%,2.96%,2.41%,2.30,1.37,8.98%,17.20%,17.30%,15.40%,-,-,0.00,0.00,-,100.00%,90.00%,Jul 23/b,1.53,0.73,-4.96%,-3.46%,-0.09%,-24.63%,105.29%,40.25,-0.77%,1.52%
ABB,2020-09-09,ABB Ltd,Industrials,Specialty Industrial Machinery,Switzerland,56.03B,39.68,26.39,2.37%,2637465,24.44,2.72,2.13,4.63,12.32,40.43,-27.90%,66.20%,-15.30%,14.60%,-6.80%,2.13B,1.91B,-,-,3.90%,-9.96%,0.20%,1.84,2.03M,2.33%,1.27%,21.95%,40.15%,31.69%,9.55%,1.91%,1.35%,2.50,1.3,3.15%,3.30%,12.20%,5.20%,1.20,1.00,0.51,1.04,31.60%,8.20%,5.80%,Jul 22/b,1.13,0.46,1.55%,4.11%,19.70%,-1.02%,79.40%,58.83,0.73%,1.63%
ABBV,2020-09-09,AbbVie Inc.,Healthcare,Drug Manufacturers - General,USA,161.71B,20.16,91.63,1.56%,5365950,7.57,2.44,4.46,10.26,26.77,21.81,42.30%,15.85%,36.80%,8.27%,10.80%,1.76B,1.76B,0.10%,-4.96%,70.70%,12.58%,0.70%,1.71,7.27M,-0.66%,-0.81%,-5.44%,7.99%,34.39%,3.49%,2.74%,1.98%,1.90,0.74,5.15%,7.10%,-303.40%,21.20%,0.90,0.70,5.58,5.94,73.30%,30.20%,19.10%,Jul 31/b,0.69,2.05,-2.70%,-4.54%,2.90%,-9.53%,46.49%,41.18,0.85%,0.71%
ABC,2020-09-09,AmerisourceBergen Corporation,Healthcare,Medical Distribution,USA,19.84B,12.71,96.2,0.88%,800758,11.39,1.56,0.11,5.08,5.80,21.82,-18.60%,7.28%,26.40%,8.17%,8.50%,203.65M,146.95M,0.10%,-49.23%,68.00%,1.22%,2.56%,3.71,1.01M,2.01%,-6.64%,-0.77%,13.23%,12.02%,13.15%,2.91%,2.37%,2.40,0.79,1.75%,3.90%,47.30%,13.00%,1.00,0.60,0.94,1.07,2.60%,0.60%,0.80%,Aug 05/b,0.54,2.5,-3.07%,-4.35%,4.39%,-9.63%,33.50%,43.34,0.39%,0.49%
ABCB,2020-09-09,Ameris Bancorp,Financial,Banks - Regional,USA,1.62B,12.36,23.83,-2.38%,295361,8.31,1.54,2.16,0.67,2.03,-,-1.60%,14.17%,13.50%,8.00%,31.10%,69.19M,65.71M,4.50%,0.62%,85.40%,-1.40%,2.37%,4.09,380.05K,-2.73%,-10.72%,-9.39%,-7.42%,-35.30%,-43.98%,3.99%,3.82%,1.70,0.78,2.52%,0.70%,5.50%,15.20%,-,-,0.16,0.16,-,66.50%,17.90%,Jul 27/b,1.53,0.99,-4.97%,0.36%,-20.57%,-46.93%,39.19%,45.34,-3.25%,0.90%
ABEO,2020-09-09,Abeona Therapeutics Inc.,Healthcare,Biotechnology,USA,178.19M,-,2.03,-2.17%,594942,-,-,-,1.56,1.65,-,-27.10%,25.50%,37.00%,-,-,93.18M,70.57M,1.70%,-5.48%,53.10%,-1.38%,2.97%,2.44,860.27K,-13.62%,-32.11%,-26.98%,-7.31%,-35.96%,-37.92%,10.32%,7.16%,2.00,0.69,-,-53.80%,-72.00%,-,2.90,2.90,0.00,0.01,-,-,-,-,1.16,0.17,-17.68%,-26.72%,-28.12%,-60.89%,50.37%,29.97,-3.33%,1.20%
ABEV,2020-09-09,Ambev S.A.,Consumer Defensive,Beverages - Brewers,Brazil,36.66B,13.24,2.33,0.43%,17778839,17.92,-,-,2.36,-,-,-47.40%,30.00%,39.83%,-8.20%,-,15.73B,4.39B,-,-,8.30%,-,0.58%,0.81,31.54M,-0.85%,-4.12%,-17.38%,-18.25%,-48.05%,-50.00%,3.20%,3.42%,3.00,0.56,5.15%,-,-,-,-,-,-,-,-,-,-,-,-,0.09,-1.56%,-9.30%,-24.16%,-50.91%,22.63%,44.16,-1.27%,1.72%
ABG,2020-09-09,"Asbury Automotive Group, Inc.",Consumer Cyclical,Auto & Truck Dealerships,USA,2.13B,13.54,110.82,2.94%,220603,9.00,0.73,0.31,2.98,3.48,2.87,15.00%,18.80%,20.80%,18.50%,4.20%,19.20M,19.08M,0.80%,198.35%,-,-0.23%,11.14%,9.48,224.25K,2.50%,10.13%,41.88%,53.05%,9.20%,-0.87%,4.91%,3.61%,2.40,0.98,-,5.40%,24.10%,11.30%,1.80,1.10,1.66,2.47,16.30%,4.30%,2.30%,Jul 28/b,1.72,4.1,3.99%,10.52%,26.33%,-10.23%,181.55%,60.76,2.20%,0.72%
ABM,2020-09-09,ABM Industries Incorporated,Industrials,Specialty Business Services,USA,2.53B,-,38.53,5.13%,718397,17.37,-,0.40,1.85,4.55,10.78,78.50%,14.80%,10.20%,16.00%,6.90%,66.90M,65.84M,1.20%,-1.38%,96.70%,-1.86%,2.15%,3.14,451.33K,0.89%,-1.83%,14.20%,31.01%,6.91%,2.17%,4.14%,2.87%,2.30,1.59,1.92%,-0.60%,-1.60%,7.50%,1.80,1.80,0.79,0.86,12.50%,0.80%,-0.40%,Sep 08/a,1.23,1.19,1.91%,5.80%,10.79%,-5.52%,94.69%,56.98,1.99%,3.08%
ABMD,2020-09-09,"Abiomed, Inc.",Healthcare,Medical Devices,USA,13.34B,79.89,277.93,3.63%,390441,52.54,3.33,16.72,11.35,31.23,55.53,-21.00%,19.76%,10.80%,24.00%,29.60%,45.01M,43.98M,1.40%,-16.26%,98.70%,0.33%,4.95%,5.99,363.22K,-9.57%,-7.36%,10.80%,83.90%,44.89%,62.92%,5.69%,3.49%,2.30,1.07,-,13.30%,15.10%,17.90%,5.60,4.80,0.00,0.00,81.20%,27.30%,19.90%,Aug 06/b,1.13,11.66,-8.42%,-4.70%,32.57%,-12.93%,133.53%,40.19,1.67%,1.93%
ABR,2020-09-09,"Arbor Realty Trust, Inc.",Real Estate,REIT - Mortgage,USA,1.31B,24.73,11.65,2.92%,997361,10.11,3.09,2.48,1.27,3.40,4.45,-14.30%,124.12%,-5.50%,8.00%,30.60%,110.75M,105.43M,3.20%,0.99%,45.40%,18.44%,6.00%,3.36,1.88M,2.28%,-1.02%,16.97%,15.00%,-7.54%,-18.82%,4.17%,3.56%,2.40,0.53,10.64%,0.80%,5.20%,2.50%,-,-,4.81,4.81,64.30%,9.50%,9.90%,-,1.84,0.43,2.64%,15.78%,9.78%,-26.13%,229.10%,67.4,2.10%,0.80%
ABT,2020-09-09,Abbott Laboratories,Healthcare,Medical Devices,USA,189.80B,61.20,105.81,2.89%,4362514,26.21,4.11,6.04,6.13,37.68,88.40,45.20%,22.67%,12.40%,14.90%,9.50%,1.77B,1.76B,0.70%,-2.70%,75.70%,-0.66%,0.57%,1.84,5.50M,-0.69%,5.77%,14.81%,35.50%,27.16%,21.82%,3.17%,2.38%,1.90,0.79,1.36%,4.60%,10.10%,8.20%,1.60,1.10,0.59,0.64,57.70%,12.80%,9.90%,Jul 16/b,0.93,2.98,2.03%,6.00%,17.61%,-7.34%,71.74%,56.04,1.40%,1.47%
ABTX,2020-09-09,"Allegiance Bancshares, Inc.",Financial,Banks - Regional,USA,495.74M,13.27,25.05,-1.65%,77693,14.15,-,2.11,0.69,1.76,13.47,4.50%,2.31%,14.40%,-,34.80%,20.41M,18.74M,1.80%,-3.41%,46.90%,-8.47%,3.52%,11.13,59.23K,-2.19%,-7.46%,-7.29%,-4.57%,-28.00%,-33.38%,3.04%,3.99%,3.00,1.31,1.60%,0.80%,5.50%,17.90%,-,-,0.49,0.49,-,77.50%,16.80%,Jul 30/b,1.26,1.12,-3.05%,1.41%,-13.69%,-35.69%,19.97%,48.09,-2.03%,0.39%
ABUS,2020-09-09,Arbutus Biopharma Corporation,Healthcare,Biotechnology,USA,213.92M,-,2.54,2.83%,1190529,-,-,27.78,-,2.60,-,-137.80%,16.30%,-9.90%,-,-16.70%,69.61M,60.15M,1.70%,-1.38%,34.90%,5.64%,4.38%,0.3,8.81M,-7.97%,-30.60%,37.30%,-1.55%,41.11%,-8.63%,8.50%,7.57%,2.30,0.14,-,-138.80%,225.70%,203.20%,13.50,13.50,-,-,-,-,-,Aug 07/b,2.90,0.27,-17.34%,-16.52%,6.06%,-71.84%,209.23%,43.01,0.40%,2.43%
AC,2020-09-09,"Associated Capital Group, Inc.",Financial,Capital Markets,USA,847.25M,-,37.16,-0.91%,14066,-,-,28.92,0.98,11.39,-,169.10%,-,71.70%,-,8.30%,22.38M,3.27M,0.40%,36.65%,76.80%,-0.48%,2.40%,4.08,19.28K,-4.64%,-6.54%,4.94%,2.38%,5.35%,-4.65%,2.90%,2.89%,-,0.73,0.54%,-2.20%,-2.40%,-3.10%,-,-,0.00,0.01,-,-34.00%,-72.20%,-,1.24,1.14,-3.66%,-3.69%,-2.02%,-42.90%,53.63%,41.13,-1.56%,0.67%
ACA,2020-09-09,"Arcosa, Inc.",Industrials,Infrastructure Operations,USA,2.22B,19.17,46.61,0.04%,346064,18.95,5.64,1.18,1.21,14.95,9.32,52.80%,-5.49%,-6.30%,3.40%,-2.50%,47.90M,47.71M,1.30%,0.08%,89.40%,0.78%,1.17%,2.25,249.03K,-1.12%,0.97%,10.16%,25.84%,35.02%,4.62%,2.71%,2.22%,1.70,1.39,0.43%,4.90%,6.50%,6.30%,2.50,1.40,0.14,0.14,19.40%,8.80%,6.30%,Jul 30/a,-,1.15,1.10%,6.61%,12.66%,-4.17%,65.64%,58.1,-0.58%,0.62%
ACAD,2020-09-09,ACADIA Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,6.04B,-,37.9,-0.79%,858915,-,-,15.36,8.94,9.17,-,17.50%,65.50%,-10.90%,25.00%,390.00%,156.54M,115.75M,0.10%,327.43%,98.00%,-0.49%,8.08%,4.99,1.88M,-0.47%,-8.21%,-19.40%,2.79%,-8.05%,-11.41%,3.62%,3.30%,1.70,0.46,-,-29.50%,-33.50%,-35.40%,8.50,8.40,0.00,0.00,94.80%,-59.90%,-57.30%,Aug 05/a,1.47,1.4,-2.41%,-14.88%,-15.26%,-35.46%,26.25%,35.49,-1.58%,0.81%
ACAM,2020-09-09,Acamar Partners Acquisition Corp.,Industrials,Conglomerates,USA,390.70M,186.55,10.26,0.59%,306985,-,-,-,1.04,651.17,-,-,-,-,-,-,30.56M,30.56M,-,-,86.90%,-0.29%,0.02%,0.04,150.62K,0.79%,0.10%,2.29%,1.08%,-,2.70%,0.48%,0.56%,-,2.04,-,0.70%,0.70%,-,3.90,3.90,0.00,0.00,-,-,-,-,-,0.06,1.16%,0.14%,2.21%,-2.29%,8.00%,56.42,0.20%,0.39%
ACB,2020-09-09,Aurora Cannabis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,861.16M,35.42,7.65,1.73%,5442254,-,-,-,2.22,-,-,-,-,-,-,-,112.57M,109.41M,2.90%,0.00%,12.27%,-,16.01%,4.95,3.54M,-17.74%,-25.15%,-46.47%,-25.76%,-89.85%,-70.49%,7.57%,5.54%,-,1.54,-,-,-,-,-,-,-,-,-,-,-,-,-,0.54,-19.71%,-28.24%,-50.73%,-90.19%,44.34%,25.68,0.53%,1.20%
ACBI,2020-09-09,"Atlantic Capital Bancshares, Inc.",Financial,Banks - Regional,USA,247.17M,13.77,11.55,-2.45%,80805,10.79,1.39,2.40,0.74,2.59,3.35,11.60%,45.58%,16.80%,9.90%,23.70%,21.47M,20.94M,1.50%,5.27%,88.40%,0.41%,0.96%,2.87,70.03K,-0.35%,1.94%,-5.71%,-20.84%,-32.34%,-37.06%,4.63%,3.88%,2.30,1.15,-,0.70%,5.80%,18.70%,-,-,0.15,0.15,-,79.60%,18.80%,Jul 23/a,1.06,0.48,0.74%,4.02%,-17.57%,-42.85%,29.92%,52.44,-2.53%,0.08%
ACC,2020-09-09,"American Campus Communities, Inc.",Real Estate,REIT - Residential,USA,4.90B,45.18,35.96,0.62%,1231883,73.24,2.56,5.33,1.53,157.91,48.32,-28.40%,3.81%,1.50%,17.62%,5.10%,137.61M,136.59M,0.10%,7.93%,98.70%,2.07%,2.67%,2.86,1.28M,6.26%,2.60%,-4.79%,-4.89%,-22.62%,-23.54%,3.04%,3.29%,2.20,0.97,5.23%,1.50%,3.40%,3.00%,-,-,1.08,1.08,52.50%,24.70%,12.00%,Jul 20/a,0.98,1.04,6.21%,5.02%,-5.24%,-29.41%,78.64%,62.99,0.28%,0.34%
ACCD,2020-09-09,"Accolade, Inc.",Healthcare,Health Information Services,USA,1.59B,-,33.56,4.42%,267100,-,-,13.92,-,40.17,-,7.80%,50.90%,-,26.70%,-,47.52M,31.53M,1.50%,0.00%,-,-,3.58%,2.03,556.91K,2.54%,-10.55%,-,-,-,13.00%,7.32%,7.43%,1.90,0.48,-,-,-,25.50%,0.60,0.60,-,-,40.80%,-47.20%,-49.60%,Aug 13/a,-,2.65,-7.33%,-3.51%,-3.51%,-20.47%,17.02%,44.92,3.58%,0.81%
ACCO,2020-09-09,ACCO Brands Corporation,Industrials,Business Equipment & Supplies,USA,599.14M,7.19,6.21,-2.97%,583890,5.77,0.72,0.33,0.82,4.65,2.75,3.00%,56.85%,6.10%,10.00%,3.00%,94.50M,91.75M,2.90%,0.00%,94.50%,0.22%,5.38%,9.08,543.88K,-7.73%,-13.15%,-10.00%,-13.27%,-37.08%,-33.65%,4.86%,4.57%,-,1.07,4.19%,3.10%,11.40%,8.80%,1.80,1.10,1.37,1.44,31.40%,8.50%,4.70%,Jul 28/a,2.04,0.3,-8.10%,-7.84%,-14.78%,-45.43%,76.92%,39.97,-3.72%,0.78%
ACEL,2020-09-09,"Accel Entertainment, Inc.",Consumer Cyclical,Gambling,USA,1.09B,-,13.29,4.40%,678336,24.16,-,2.07,12.31,6.06,-,-177.70%,2100.00%,-,18.06%,-,78.00M,40.18M,6.40%,0.00%,60.60%,8.56%,6.82%,4.92,557.41K,9.93%,33.43%,30.04%,36.31%,29.53%,6.32%,7.43%,5.88%,2.20,1.22,-,-0.90%,-1.70%,1.60%,4.10,4.10,4.55,4.76,35.80%,4.00%,-0.80%,-,-,0.76,15.05%,32.35%,29.28%,-0.75%,154.60%,71.91,2.23%,2.12%
ACGL,2020-09-09,Arch Capital Group Ltd.,Financial,Insurance - Diversified,Bermuda,12.91B,11.61,31.55,1.77%,1697256,11.92,-,1.77,1.13,15.11,4.93,124.20%,139.24%,14.10%,-2.26%,11.20%,402.50M,394.09M,1.10%,-3.73%,89.20%,0.72%,0.86%,2.01,1.68M,-0.16%,-3.61%,-3.99%,-12.07%,-22.31%,-26.44%,3.40%,2.72%,2.20,1.01,-,2.90%,10.40%,13.10%,-,-,0.29,0.29,-,18.50%,15.40%,Jul 29/a,0.78,0.94,-0.90%,2.91%,-8.00%,-34.71%,50.74%,52.34,1.02%,0.74%
ACH,2020-09-09,Aluminum Corporation of China Limited,Basic Materials,Aluminum,China,6.77B,-,6.03,0.50%,35028,-,-,0.26,0.51,4.12,7.94,8.10%,-,15.20%,-,6.00%,680.91M,429.49M,-,-,1.30%,-0.13%,0.01%,0.43,97.34K,-3.05%,-12.86%,19.64%,2.90%,-26.19%,-30.61%,2.09%,1.87%,-,0.36,-,0.20%,0.80%,3.70%,0.70,0.40,1.08,1.86,5.80%,3.60%,0.20%,-,1.12,0.19,-6.27%,-5.03%,-5.29%,-33.52%,31.09%,39.61,0.00%,0.50%
ACHC,2020-09-09,"Acadia Healthcare Company, Inc.",Healthcare,Medical Care Facilities,USA,2.62B,24.23,29.08,1.71%,566920,11.68,2.51,0.85,1.02,12.36,5.67,161.50%,21.11%,-3.80%,9.66%,25.30%,87.87M,87.14M,0.80%,-14.51%,-,-2.48%,9.35%,14.9,546.96K,-4.87%,-8.41%,3.12%,24.27%,-4.44%,-12.46%,4.18%,3.35%,2.30,1.04,-,1.60%,4.30%,5.20%,1.20,1.10,1.24,1.27,-,9.20%,3.40%,Aug 04/a,1.40,1.09,-4.25%,0.74%,3.51%,-17.62%,162.22%,45.96,0.41%,1.29%
ACI,2020-09-09,"Albertsons Companies, Inc.",Consumer Defensive,Grocery Stores,USA,6.66B,5.55,13.88,5.31%,2289766,9.27,0.42,0.10,6.61,3.30,3.97,523.60%,-31.17%,18.90%,13.21%,18.10%,568.00M,227.86M,15.00%,0.05%,55.30%,-,2.74%,1.77,3.53M,-0.43%,-9.69%,-,-,-,-10.16%,3.92%,2.87%,2.00,0.65,-,4.00%,48.80%,10.90%,1.10,0.40,7.10,7.28,28.80%,3.00%,1.50%,Jul 27/b,-,0.45,-4.09%,-7.16%,-7.22%,-15.88%,6.28%,43.85,4.20%,1.06%
ACIA,2020-09-09,"Acacia Communications, Inc.",Technology,Communication Equipment,USA,2.91B,49.54,68.71,0.72%,1129458,28.33,-,5.71,4.57,6.56,39.19,559.20%,1.89%,73.90%,-12.00%,26.00%,41.89M,38.71M,6.00%,-2.38%,92.90%,12.25%,11.23%,9.15,475.46K,1.72%,0.64%,1.91%,3.78%,7.78%,1.33%,0.87%,0.60%,2.70,2.38,-,8.10%,10.10%,3.90%,5.00,4.70,0.00,0.00,48.00%,8.50%,11.70%,-,0.85,0.56,1.41%,1.44%,1.58%,-0.61%,13.35%,62.34,0.45%,0.26%
ACIU,2020-09-09,AC Immune SA,Healthcare,Biotechnology,Switzerland,598.80M,-,7.88,4.37%,263023,-,-,11.30,2.05,2.07,-,177.60%,14.00%,26.30%,-,29.70%,71.88M,38.15M,47.90%,0.00%,28.80%,1.88%,4.07%,1.58,981.93K,1.81%,17.61%,15.20%,43.53%,48.40%,-7.51%,6.56%,6.09%,1.70,0.27,-,-8.40%,-9.10%,16.20%,20.60,20.60,0.01,0.01,-,-49.40%,-51.20%,Aug 05/b,0.58,0.44,7.60%,10.00%,4.42%,-39.38%,93.61%,59.93,3.82%,0.53%
ACIW,2020-09-09,"ACI Worldwide, Inc.",Technology,Software - Infrastructure,USA,2.89B,38.62,24.91,-11.13%,3612679,21.07,3.22,2.15,2.65,22.38,15.85,19.00%,49.62%,-0.50%,12.00%,4.40%,116.03M,113.78M,1.50%,-1.01%,-,-0.98%,4.65%,8.34,634.57K,-16.94%,-18.30%,-11.07%,-4.71%,-19.07%,-34.25%,5.79%,3.18%,1.80,5.69,-,2.40%,7.10%,4.70%,1.50,1.50,1.18,1.21,50.90%,12.50%,5.70%,Aug 06/b,1.32,1.15,-17.11%,-12.11%,-16.80%,-36.73%,24.36%,27.05,-12.13%,1.14%
