Ticker,Date,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,Avg Volume,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility W,Volatility M,Recom,Rel Volume,Dividend,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Earnings,Beta,ATR,SMA20,SMA50,SMA200,52W High,52W Low,RSI,from Open,Gap
AAU,2020-12-29,Almaden Minerals Ltd.,Basic Materials,Gold,Canada,57.86M,-,0.47,-2.70%,1609205,-,-,-,0.99,21.43,-,-3.20%,-,31.70%,-,-,119.16M,114.95M,7.20%,0.00%,5.90%,44.19%,0.46%,0.45,1.17M,-9.71%,-54.41%,-43.69%,-4.93%,-18.92%,-21.05%,6.27%,11.89%,-,1.38,-,-4.20%,-4.60%,-,9.50,9.50,0.04,0.04,-,-,-,-,1.14,0.07,-33.74%,-48.38%,-28.24%,-62.50%,119.24%,29.16,-2.11%,-0.61%
AAWW,2020-12-29,"Atlas Air Worldwide Holdings, Inc.",Industrials,Airports & Air Services,USA,1.48B,-,54.0,-1.51%,373957,6.25,-,0.49,0.70,2.06,1.80,-218.60%,-28.91%,-36.10%,10.00%,8.80%,26.14M,25.57M,1.40%,-29.17%,-,-0.78%,11.32%,5.99,483.49K,-2.51%,-4.14%,-11.88%,25.49%,103.16%,95.87%,2.64%,3.30%,1.70,0.77,-,-4.20%,-12.40%,-5.00%,1.00,1.00,1.03,1.17,57.70%,-9.70%,-7.70%,Nov 05/b,1.36,1.76,-2.73%,-5.88%,12.59%,-21.83%,260.72%,41.53,-1.50%,-0.02%
AAXN,2020-12-29,"Axon Enterprise, Inc.",Industrials,Aerospace & Defense,USA,7.90B,-,123.33,-1.46%,601391,95.60,-,12.61,8.75,15.59,-,-97.10%,16.22%,-47.40%,18.80%,26.40%,63.50M,62.72M,1.10%,-31.76%,88.40%,3.73%,4.97%,5.75,541.99K,-3.55%,-1.77%,39.17%,25.68%,67.77%,68.30%,4.49%,3.70%,2.20,1.11,-,-3.80%,-5.60%,-1.40%,3.40,3.00,0.00,0.00,58.70%,-5.50%,-6.40%,Nov 05/a,0.63,4.85,-1.70%,4.53%,33.95%,-8.46%,146.41%,49.53,-2.12%,0.67%
AB,2020-12-29,AllianceBernstein Holding L.P.,Financial,Asset Management,USA,3.16B,11.94,32.87,-0.78%,213267,10.74,1.08,10.72,2.12,-,-,-0.70%,13.41%,6.40%,11.01%,5.80%,96.35M,90.15M,6.37%,-0.15%,19.40%,-5.09%,0.26%,0.51,461.90K,-1.94%,1.58%,21.61%,20.67%,8.66%,8.63%,1.70%,2.50%,2.10,0.46,8.40%,17.60%,17.60%,15.40%,-,-,0.00,0.00,-,100.00%,90.30%,Oct 22/b,1.53,0.75,-0.07%,2.98%,21.93%,-8.85%,148.26%,52.85,-1.62%,0.85%
ABB,2020-12-29,ABB Ltd,Industrials,Specialty Industrial Machinery,Switzerland,59.96B,125.07,27.89,0.11%,1301873,-,8.57,2.30,3.53,6.95,34.15,-27.90%,-,-15.30%,14.60%,-6.80%,2.12B,1.95B,-,-,4.80%,20.03%,0.28%,3.22,1.67M,1.79%,4.85%,8.90%,23.63%,16.11%,15.77%,1.04%,1.22%,2.50,0.78,2.98%,12.00%,41.10%,5.20%,1.40,1.10,0.38,0.52,30.70%,6.40%,21.30%,Oct 23/b,1.09,0.4,3.05%,4.73%,19.52%,-0.50%,89.60%,63.81,-0.68%,0.79%
ABBV,2020-12-29,AbbVie Inc.,Healthcare,Drug Manufacturers - General,USA,184.88B,22.89,104.7,1.21%,5093356,8.59,2.09,4.55,12.13,23.26,22.78,42.30%,16.25%,36.80%,10.98%,10.80%,1.77B,1.76B,0.10%,-24.98%,70.10%,-0.99%,0.79%,1.7,8.16M,0.95%,-0.18%,20.50%,6.64%,18.28%,18.25%,1.14%,1.96%,2.00,0.62,4.97%,6.10%,203.50%,21.20%,1.00,0.80,5.39,5.70,68.60%,28.50%,18.00%,Oct 30/b,0.82,1.99,-0.25%,7.35%,14.67%,-4.08%,67.39%,57.55,0.72%,0.48%
ABC,2020-12-29,AmerisourceBergen Corporation,Healthcare,Medical Distribution,USA,19.89B,-,97.12,0.33%,1061515,10.67,-,0.10,-,4.33,13.32,-530.90%,8.28%,8.70%,8.04%,6.90%,204.08M,146.95M,0.10%,-42.01%,67.20%,-0.62%,1.82%,2.74,972.85K,-0.56%,-5.89%,1.00%,-3.62%,16.12%,14.23%,1.78%,2.07%,2.40,1.09,1.81%,-8.20%,-145.30%,-105.20%,1.00,0.60,-,-,2.70%,-2.70%,-1.80%,Nov 05/b,0.58,2.13,-2.32%,-3.75%,0.81%,-12.70%,34.78%,41.07,-0.53%,0.87%
ABCB,2020-12-29,Ameris Bancorp,Financial,Banks - Regional,USA,2.60B,11.35,37.4,-1.55%,296500,10.27,1.42,3.51,1.01,3.26,-,-1.60%,1.87%,13.50%,8.00%,31.10%,69.23M,65.72M,0.30%,-3.02%,85.30%,0.07%,2.76%,4.54,399.41K,1.99%,6.01%,64.32%,58.54%,-12.29%,-12.08%,3.63%,3.64%,1.60,0.74,1.60%,1.20%,9.20%,15.20%,-,-,0.19,0.19,-,66.10%,30.90%,Oct 22/a,1.46,1.37,0.98%,11.30%,43.68%,-14.59%,118.46%,56.73,-1.86%,0.32%
ABCL,2020-12-29,AbCellera Biologics Inc.,Healthcare,Biotechnology,Canada,10.56B,2166.67,39.0,-3.82%,1670662,-,-,517.76,-,115.94,-,-857.50%,-,-,-,-,270.83M,191.87M,23.40%,0.00%,-,-,0.50%,0.47,2.04M,-13.91%,-,-,-,-,-33.79%,9.96%,-,-,0.82,-,-,-,-61.40%,5.70,5.60,0.27,0.31,-,-,-,-,-,6.63,-17.48%,-17.48%,-17.48%,-45.77%,1.83%,-,-5.18%,1.43%
ABCM,2020-12-29,Abcam plc,Healthcare,Biotechnology,United Kingdom,4.60B,-,20.3,-1.93%,410859,-,-,-,-,-,-,-,-,-,-,-,226.55M,183.67M,-,-,0.59%,-,0.16%,1.23,231.94K,2.32%,6.67%,-,-,-,2.78%,2.30%,2.54%,1.70,1.77,0.74%,-,-,-,-,-,-,-,-,-,-,-,-,0.54,4.21%,5.27%,5.27%,-2.87%,14.62%,60.28,0.00%,-1.93%
ABEO,2020-12-29,Abeona Therapeutics Inc.,Healthcare,Biotechnology,USA,157.83M,-,1.54,-7.23%,2765304,-,-,22.55,1.25,1.63,-,-27.10%,25.30%,37.00%,-,-,93.77M,82.55M,2.20%,-12.56%,38.40%,-15.69%,2.73%,0.92,2.45M,-0.65%,-6.67%,38.74%,-47.17%,-55.87%,-52.91%,11.24%,8.78%,1.80,1.13,-,-47.00%,-62.00%,-,2.70,2.70,0.00,0.02,-,-,-,-,1.70,0.14,-2.41%,11.97%,-30.26%,-64.52%,55.63%,50.13,-9.41%,2.41%
ABEV,2020-12-29,Ambev S.A.,Consumer Defensive,Beverages - Brewers,Brazil,49.09B,17.73,3.12,2.97%,20123435,24.00,-,-,3.16,-,-,-47.40%,30.00%,39.83%,-,-,15.74B,4.39B,-,-,8.61%,-,1.55%,2.82,24.07M,2.63%,17.29%,46.21%,21.29%,-31.14%,-31.29%,1.99%,3.00%,3.20,0.84,3.21%,-,-,-,-,-,-,-,-,-,-,-,-,0.09,5.62%,16.58%,27.81%,-32.45%,68.53%,65.08,1.30%,1.65%
ABG,2020-12-29,"Asbury Automotive Group, Inc.",Consumer Cyclical,Auto & Truck Dealerships,USA,2.69B,12.88,139.3,-3.59%,129815,9.78,0.70,0.40,3.29,655.05,4.30,15.00%,14.42%,20.80%,18.50%,4.20%,19.20M,19.09M,0.20%,-4.69%,-,-0.27%,12.18%,11.02,210.90K,-1.53%,17.72%,45.86%,80.14%,24.05%,24.61%,4.75%,4.43%,2.10,0.62,-,6.70%,29.50%,11.30%,1.10,0.40,1.45,2.36,17.00%,5.20%,3.10%,Oct 27/b,1.71,6.23,1.13%,10.93%,48.00%,-7.13%,253.91%,54.43,-3.74%,0.15%
ABM,2020-12-29,ABM Industries Incorporated,Industrials,Specialty Business Services,USA,2.55B,-,37.72,-1.90%,198581,14.28,-,0.43,1.68,6.47,6.89,-99.80%,10.54%,-68.40%,16.00%,4.10%,66.90M,65.96M,1.00%,-4.73%,95.10%,-1.64%,1.31%,2.47,350.32K,-2.53%,-5.61%,2.17%,3.91%,-1.69%,0.03%,2.50%,3.17%,2.00,0.57,2.01%,0.00%,0.00%,1.90%,1.50,1.50,0.40,0.48,15.10%,1.60%,0.00%,Dec 16/a,1.25,1.27,-4.44%,-1.03%,8.14%,-9.74%,90.60%,42.58,-2.38%,0.49%
ABMD,2020-12-29,"Abiomed, Inc.",Healthcare,Medical Devices,USA,14.53B,70.44,320.93,2.56%,390763,63.35,4.12,18.10,12.24,27.27,59.09,-21.00%,12.90%,10.80%,17.10%,29.60%,45.10M,44.12M,1.10%,-19.37%,98.20%,-0.82%,4.38%,6.73,286.93K,8.49%,18.03%,17.79%,32.86%,91.84%,88.13%,3.06%,3.46%,2.30,1.36,-,16.70%,18.90%,17.90%,6.80,6.00,0.00,0.00,80.80%,27.30%,25.90%,Oct 29/b,1.39,9.73,14.70%,16.76%,29.57%,0.55%,169.67%,76.85,2.13%,0.43%
ABNB,2020-12-29,"Airbnb, Inc.",Communication Services,Internet Content & Information,USA,92.01B,-,150.0,0.67%,5388938,-,-,25.38,-,20.47,-,-,89.30%,-,-,-,613.43M,101.58M,13.50%,0.00%,4.69%,-,1.66%,0.09,18.34M,-7.99%,-,-,-,-,3.66%,7.87%,-,2.60,0.29,-,-,-,95.80%,1.60,1.60,-,-,52.50%,-22.80%,-28.90%,-,-,14.86,1.74%,1.74%,1.74%,-14.27%,23.46%,-,0.00%,0.67%
ABR,2020-12-29,"Arbor Realty Trust, Inc.",Real Estate,REIT - Mortgage,USA,1.75B,18.79,14.11,-0.70%,818710,9.03,2.35,3.22,1.45,9.10,-,-14.30%,35.09%,-5.50%,8.00%,30.60%,113.77M,109.10M,1.30%,0.00%,41.50%,1.51%,4.66%,3.62,1.41M,2.32%,3.07%,22.59%,52.71%,-2.35%,-1.67%,2.19%,2.84%,2.00,0.58,9.07%,1.60%,9.70%,2.50%,-,-,4.63,4.63,67.40%,16.80%,18.80%,Oct 30/b,1.86,0.39,0.74%,7.18%,40.56%,-7.90%,298.59%,55.09,-0.63%,-0.07%
ABST,2020-12-29,Absolute Software Corporation,Technology,Software - Application,Canada,578.02M,-,11.85,-3.81%,61309,-,-,5.38,-,-,-,-,-,-,-,-,48.78M,34.17M,0.43%,0.00%,55.89%,-,1.86%,6.55,96.87K,0.77%,16.06%,5.33%,21.54%,94.90%,78.46%,4.69%,3.58%,-,0.63,2.11%,-,-,-,-,-,-,-,-,-,-,-,-,0.45,8.30%,6.41%,19.72%,-15.05%,141.84%,59.80,-2.79%,-1.06%
ABT,2020-12-29,Abbott Laboratories,Healthcare,Medical Devices,USA,190.41B,57.62,108.33,0.50%,2833680,24.59,4.34,5.91,6.12,40.25,90.67,45.20%,23.94%,12.40%,13.28%,9.50%,1.77B,1.76B,0.20%,-6.79%,75.70%,0.43%,0.50%,1.8,4.93M,0.22%,0.66%,2.99%,18.48%,24.80%,24.72%,1.59%,1.60%,1.90,0.58,1.66%,5.00%,11.00%,8.20%,1.70,1.20,0.58,0.59,56.80%,13.50%,10.50%,Oct 21/b,0.83,1.94,0.61%,-0.43%,9.96%,-5.91%,75.83%,50.92,-0.16%,0.66%
ABTX,2020-12-29,"Allegiance Bancshares, Inc.",Financial,Banks - Regional,USA,682.93M,15.89,33.51,-1.15%,68344,13.95,-,2.88,0.91,1.91,18.46,4.50%,11.87%,14.40%,-,34.80%,20.44M,18.78M,0.70%,-14.52%,46.30%,-1.19%,1.63%,5.19,59.07K,0.39%,3.43%,44.13%,31.98%,-10.64%,-10.88%,3.04%,3.19%,3.00,1.16,1.19%,0.80%,6.00%,17.90%,-,-,0.35,0.35,-,80.80%,18.40%,Oct 29/b,1.19,1.16,-0.73%,7.35%,27.74%,-13.97%,60.49%,53.68,-1.59%,0.44%
ABUS,2020-12-29,Arbutus Biopharma Corporation,Healthcare,Biotechnology,USA,311.01M,-,3.5,-3.58%,2888391,-,-,50.99,-,2.63,-,-137.80%,15.30%,-9.90%,-,-16.70%,79.49M,60.90M,1.60%,-4.05%,31.10%,-6.11%,4.84%,1.0,2.95M,-17.65%,-19.35%,10.06%,92.31%,28.21%,25.90%,8.00%,11.44%,2.00,0.98,-,-76.20%,128.90%,203.20%,15.90,15.90,-,-,-,-,-,Nov 05/b,3.22,0.43,-14.98%,-1.96%,32.21%,-61.20%,297.73%,42.70,-4.89%,1.38%
AC,2020-12-29,"Associated Capital Group, Inc.",Financial,Capital Markets,USA,810.99M,-,36.06,1.43%,8244,-,-,34.36,0.95,17.15,-,169.10%,-,71.70%,-,8.30%,22.35M,3.26M,0.50%,7.96%,74.80%,-0.66%,1.58%,5.7,9.06K,3.59%,-6.41%,-1.42%,-1.14%,-7.68%,-7.47%,2.49%,3.72%,-,0.91,0.55%,-11.00%,-12.60%,-3.10%,-,-,0.00,0.02,-,-38.00%,-,-,1.33,1.4,-1.01%,0.54%,-0.20%,-44.59%,49.08%,49.58,0.59%,0.84%
ACA,2020-12-29,"Arcosa, Inc.",Industrials,Infrastructure Operations,USA,2.61B,22.47,53.9,-2.39%,161576,22.86,4.59,1.36,1.38,13.83,9.49,52.80%,-6.58%,-6.30%,4.90%,-2.50%,48.10M,47.98M,0.10%,0.00%,90.50%,0.78%,1.15%,2.17,254.21K,0.11%,-0.96%,21.62%,27.73%,20.74%,20.99%,2.41%,2.69%,2.00,0.64,0.37%,4.60%,6.30%,6.30%,2.40,1.40,0.13,0.14,19.50%,8.60%,6.00%,Oct 28/a,-,1.61,-0.28%,4.03%,23.12%,-5.87%,91.54%,51.45,-2.44%,0.05%
ACAD,2020-12-29,ACADIA Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,8.56B,-,53.78,1.15%,753752,-,-,20.43,12.99,13.29,-,17.50%,45.10%,-10.90%,25.00%,390.00%,158.13M,116.72M,0.38%,-6.81%,96.70%,-0.96%,6.02%,7.13,985.35K,-5.13%,-3.96%,33.09%,10.96%,24.61%,25.71%,3.39%,3.51%,1.60,0.76,-,-34.70%,-40.30%,-35.40%,7.90,7.90,0.00,0.00,95.10%,-65.80%,-63.90%,Nov 04/a,1.46,1.85,-0.69%,5.53%,16.35%,-8.41%,79.15%,51.71,2.13%,-0.96%
ACAM,2020-12-29,Acamar Partners Acquisition Corp.,Industrials,Conglomerates,USA,422.06M,501.82,11.04,-1.52%,6417883,-,-,-,1.40,1055.15,-,-,-,-,-,-,38.20M,30.56M,-,-,90.80%,2.88%,0.99%,0.44,690.61K,6.67%,8.24%,7.18%,7.92%,12.08%,10.51%,4.24%,1.83%,-,9.29,-,0.30%,0.30%,-,7.40,7.40,0.00,0.00,-,-,-,-,-,0.22,6.21%,7.81%,8.69%,-3.58%,16.21%,76.61,-4.00%,2.59%
ACB,2020-12-29,Aurora Cannabis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,1.54B,38.89,8.4,-3.34%,11965291,-,-,-,2.44,-,-,-,-,-,-,-,183.66M,160.14M,0.20%,0.00%,14.30%,-,22.82%,0.94,38.93M,-6.04%,-19.77%,79.49%,-32.37%,-63.35%,-67.59%,7.02%,9.84%,-,0.31,-,-,-,-,-,-,-,-,-,-,-,Nov 09/b,-,0.88,-15.58%,7.90%,-10.51%,-69.83%,126.42%,44.66,-3.34%,0.00%
ACBI,2020-12-29,"Atlantic Capital Bancshares, Inc.",Financial,Banks - Regional,USA,326.49M,17.40,15.78,-1.62%,73328,11.94,1.66,3.25,1.00,2.33,5.16,11.60%,38.00%,16.80%,10.50%,23.70%,21.50M,19.70M,0.60%,4.64%,87.30%,-2.29%,1.01%,2.25,88.74K,1.74%,3.75%,39.52%,29.77%,-14.01%,-14.01%,2.94%,3.71%,2.20,0.83,-,0.70%,5.90%,18.70%,-,-,0.22,0.22,-,83.50%,19.60%,Oct 22/a,0.90,0.58,2.92%,5.96%,28.47%,-21.92%,77.50%,56.01,-1.87%,0.25%
ACC,2020-12-29,"American Campus Communities, Inc.",Real Estate,REIT - Residential,USA,5.66B,83.01,42.17,-1.54%,630429,141.99,4.71,6.34,1.84,127.54,72.50,-28.40%,-18.63%,1.50%,17.62%,5.10%,137.63M,136.69M,0.20%,-30.88%,-,2.68%,3.09%,4.14,1.02M,-0.02%,4.15%,21.49%,20.62%,-9.58%,-10.33%,3.32%,2.77%,2.40,0.62,4.46%,0.90%,2.20%,3.00%,-,-,1.14,1.14,51.80%,20.90%,7.90%,Oct 26/a,0.88,1.21,-0.75%,4.40%,19.88%,-13.97%,109.49%,50.89,-1.70%,0.16%
ACCD,2020-12-29,"Accolade, Inc.",Healthcare,Health Information Services,USA,2.66B,-,46.0,-2.83%,830414,-,-,18.10,7.90,11.96,-,9.10%,60.20%,-,28.80%,-,55.04M,35.15M,1.30%,0.00%,45.90%,-,8.69%,8.55,357.00K,-7.44%,-11.27%,19.73%,-,-,54.88%,10.66%,10.22%,1.70,2.33,-,-37.60%,33.50%,20.50%,3.50,3.50,0.00,0.00,43.60%,-30.10%,-33.90%,Jan 07/a,-,4.78,-12.94%,1.71%,16.91%,-29.50%,60.39%,43.51,-2.19%,-0.65%
ACCO,2020-12-29,ACCO Brands Corporation,Industrials,Business Equipment & Supplies,USA,780.64M,10.68,8.31,-2.92%,391920,8.15,1.07,0.45,1.08,9.10,6.89,3.00%,55.02%,6.10%,10.00%,3.00%,94.50M,91.78M,0.40%,-38.66%,93.50%,-1.35%,4.50%,6.76,611.04K,-3.93%,4.14%,39.43%,17.04%,-10.93%,-11.22%,3.69%,3.67%,1.60,0.64,3.13%,2.80%,10.30%,8.80%,1.60,1.00,1.21,1.26,30.90%,8.00%,4.40%,Oct 27/a,2.29,0.32,-1.67%,12.41%,27.38%,-26.98%,136.75%,52.30,-3.82%,0.93%
ACEL,2020-12-29,"Accel Entertainment, Inc.",Consumer Cyclical,Gambling,USA,931.47M,-,10.07,-3.54%,221507,16.98,-,1.76,12.13,5.62,-,-177.70%,129.84%,-,21.68%,-,78.32M,50.77M,5.50%,-3.34%,66.10%,26.81%,4.81%,6.34,385.07K,-1.85%,-7.78%,-7.87%,4.57%,-19.18%,-19.44%,4.93%,5.45%,2.20,0.58,-,-5.90%,-18.50%,1.60%,3.60,3.60,5.86,6.14,35.90%,-0.90%,-5.60%,Nov 05/b,1.28,0.55,-1.10%,-3.25%,1.55%,-33.36%,92.91%,46.16,-4.46%,0.96%
ACET,2020-12-29,"Adicet Bio, Inc.",Healthcare,Biotechnology,USA,267.33M,-,13.66,-4.74%,33476,-,-,21.39,0.61,2.47,-,-69.50%,-1.20%,-,29.10%,-,5.21M,3.26M,0.40%,0.00%,47.00%,282.46%,4.56%,2.44,60.98K,-1.80%,9.90%,9.02%,-9.24%,45.63%,30.97%,6.49%,8.19%,1.70,0.55,-,-36.20%,-68.50%,-,3.60,3.60,0.00,0.00,-,-,-,Nov 05/a,-,0.96,1.60%,7.41%,3.21%,-37.05%,126.91%,51.87,-5.20%,0.49%
ACEV,2020-12-29,ACE Convergence Acquisition Corp.,Financial,Shell Companies,USA,233.45M,-,10.15,-0.49%,174188,-,-,-,-,-,-,-,-,-,-,-,23.00M,-,-,-,35.71%,-,-,1.47,79.74K,0.00%,3.05%,-,-,-,3.78%,3.31%,2.38%,-,2.18,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23,0.93%,2.92%,3.09%,-7.73%,5.73%,58.45,-0.78%,0.29%
ACGL,2020-12-29,Arch Capital Group Ltd.,Financial,Insurance - Diversified,Bermuda,14.42B,12.65,35.3,-0.08%,1386850,12.64,2.39,1.85,1.22,14.77,5.15,124.20%,120.54%,14.10%,5.30%,11.20%,402.85M,394.15M,2.93%,0.00%,89.60%,0.63%,0.93%,1.78,2.06M,2.71%,6.87%,22.27%,23.21%,-17.39%,-17.70%,1.93%,2.79%,2.20,0.67,-,2.90%,10.40%,13.10%,-,-,0.26,0.26,-,17.90%,14.70%,Oct 27/a,0.79,0.93,3.64%,6.54%,17.35%,-26.95%,68.66%,58.80,-0.93%,0.85%
