Ticker,Date,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,Avg Volume,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility W,Volatility M,Recom,Rel Volume,Dividend,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Earnings,Beta,ATR,SMA20,SMA50,SMA200,52W High,52W Low,RSI,from Open,Gap
AAT,2020-11-18,"American Assets Trust, Inc.",Real Estate,REIT - Diversified,USA,1.61B,44.73,28.18,-3.46%,352355,29.05,14.91,4.44,1.32,10.35,-,101.50%,44.80%,10.50%,3.00%,7.10%,59.83M,59.59M,0.40%,186.77%,96.10%,-1.04%,1.14%,2.03,334.22K,8.97%,18.01%,10.08%,8.68%,-40.07%,-38.61%,4.74%,4.46%,2.80,1.05,3.55%,1.30%,2.90%,4.30%,-,-,1.10,1.10,65.10%,28.20%,10.40%,Oct 27/a,1.07,1.26,18.32%,15.56%,-0.28%,-41.47%,39.85%,64.13,-3.69%,0.24%
AAU,2020-11-18,Almaden Minerals Ltd.,Basic Materials,Gold,Canada,123.24M,-,1.09,-5.22%,400097,-,-,-,2.37,45.64,-,-3.20%,-,31.70%,-,-,119.16M,115.02M,7.20%,0.00%,5.90%,50.90%,0.49%,0.79,706.10K,0.00%,17.69%,50.55%,151.73%,110.95%,85.06%,7.76%,9.80%,-,0.57,-,-4.20%,-4.60%,-,9.50,9.50,0.04,0.04,-,-,-,-,1.16,0.1,4.07%,16.44%,83.13%,-12.10%,413.91%,53.50,-5.22%,0.00%
AAWW,2020-11-18,"Atlas Air Worldwide Holdings, Inc.",Industrials,Airports & Air Services,USA,1.48B,-,56.0,-0.88%,463547,6.48,-,0.49,0.73,2.06,1.81,-218.60%,-28.91%,-36.10%,10.00%,8.80%,26.14M,25.65M,1.50%,-27.54%,-,-0.86%,11.17%,5.69,504.16K,8.49%,-12.53%,-5.15%,41.45%,121.34%,103.12%,4.27%,4.91%,1.70,0.92,-,-4.20%,-12.40%,-5.00%,1.00,1.00,1.03,1.17,57.70%,-9.70%,-7.70%,Nov 05/b,1.39,2.82,-4.86%,-8.35%,27.55%,-18.93%,274.08%,43.04,-1.10%,0.21%
AAXN,2020-11-18,"Axon Enterprise, Inc.",Industrials,Aerospace & Defense,USA,7.44B,-,119.83,0.66%,358062,92.89,-,11.87,8.50,14.67,-,-97.10%,16.22%,-47.40%,18.80%,26.40%,63.50M,62.62M,1.70%,-13.53%,88.00%,3.35%,7.59%,8.04,591.29K,1.29%,12.97%,46.58%,56.52%,74.99%,63.52%,2.83%,4.03%,2.10,0.61,-,-3.80%,-5.60%,-1.40%,3.40,3.00,0.00,0.00,58.70%,-5.50%,-6.40%,Nov 05/a,0.58,4.76,9.34%,20.93%,39.64%,-6.66%,139.42%,67.45,0.16%,0.50%
AB,2020-11-18,AllianceBernstein Holding L.P.,Financial,Asset Management,USA,2.99B,11.41,31.39,0.54%,291329,10.39,1.04,10.16,2.02,-,-,-0.70%,12.22%,6.40%,11.01%,5.80%,96.35M,90.15M,0.20%,-30.18%,21.00%,1.22%,0.34%,0.69,448.37K,-0.92%,-4.76%,11.43%,31.23%,6.62%,3.73%,2.37%,2.85%,2.10,0.65,8.79%,17.60%,17.60%,15.40%,-,-,0.00,0.00,-,100.00%,90.30%,Oct 22/b,1.56,0.96,1.79%,6.09%,16.79%,-12.95%,137.08%,55.55,-0.29%,0.83%
ABB,2020-11-18,ABB Ltd,Industrials,Specialty Industrial Machinery,Switzerland,59.46B,123.45,27.53,-0.54%,1861536,-,8.46,2.28,3.48,6.89,33.86,-27.90%,-,-15.30%,14.60%,-6.80%,2.12B,1.95B,-,-,4.30%,10.29%,0.18%,2.19,1.61M,1.85%,2.99%,5.88%,48.49%,25.65%,14.28%,1.17%,1.49%,2.50,1.16,3.01%,12.00%,41.10%,5.20%,1.40,1.10,0.38,0.52,30.70%,6.40%,21.30%,Oct 23/b,1.13,0.48,5.36%,5.56%,21.19%,-0.90%,87.15%,65.27,-1.11%,0.58%
ABBV,2020-11-18,AbbVie Inc.,Healthcare,Drug Manufacturers - General,USA,171.75B,21.58,98.72,-0.49%,8873464,8.09,2.33,4.23,11.44,21.60,21.16,42.30%,16.45%,36.80%,9.27%,10.80%,1.77B,1.76B,0.10%,-22.45%,70.50%,-0.41%,0.73%,1.59,8.09M,0.58%,17.18%,3.70%,6.13%,10.90%,11.50%,1.83%,2.44%,2.00,1.1,5.27%,6.10%,203.50%,21.20%,1.00,0.80,5.39,5.70,68.60%,28.50%,18.00%,Oct 30/b,0.74,2.49,9.20%,11.17%,10.43%,-2.53%,57.83%,67.81,-1.28%,0.80%
ABC,2020-11-18,AmerisourceBergen Corporation,Healthcare,Medical Distribution,USA,20.72B,-,103.44,-1.38%,897912,11.30,-,0.11,5.46,6.06,12.92,-18.60%,8.90%,26.40%,7.97%,8.50%,203.65M,146.95M,0.10%,-42.66%,68.20%,0.74%,2.25%,3.46,955.23K,-3.62%,5.56%,4.44%,12.13%,17.80%,21.67%,3.05%,3.12%,2.40,0.94,1.70%,3.90%,47.70%,13.00%,1.00,0.60,0.94,1.07,2.70%,0.60%,0.80%,Nov 05/b,0.59,3.34,1.14%,4.73%,8.84%,-7.02%,43.55%,52.45,-2.22%,0.86%
ABCB,2020-11-18,Ameris Bancorp,Financial,Banks - Regional,USA,2.30B,10.41,34.31,-2.10%,371226,9.80,1.30,3.11,0.93,2.88,-,-1.60%,-0.88%,13.50%,8.00%,31.10%,69.23M,65.72M,1.00%,0.22%,86.30%,1.26%,2.44%,4.25,377.50K,2.56%,27.77%,41.99%,59.41%,-20.83%,-19.36%,3.95%,5.35%,1.60,0.98,1.75%,1.20%,9.20%,15.20%,-,-,0.19,0.19,-,66.10%,30.90%,Oct 22/a,1.43,1.71,11.20%,28.16%,31.93%,-23.60%,100.38%,65.94,-3.28%,1.23%
ABCM,2020-11-18,Abcam plc,Healthcare,Biotechnology,United Kingdom,4.12B,-,18.2,-2.62%,67410,-,-,-,-,-,-,-,-,-,-,-,226.55M,183.42M,-,-,-,-,0.11%,0.51,402.51K,-2.15%,-,-,-,-,-7.85%,2.35%,-,-,0.17,0.82%,-,-,-,-,-,-,-,-,-,-,-,-,0.91,-5.61%,-5.61%,-5.61%,-12.79%,2.77%,-,-1.41%,-1.23%
ABEO,2020-11-18,Abeona Therapeutics Inc.,Healthcare,Biotechnology,USA,130.38M,-,1.4,9.38%,3513556,-,-,18.63,1.14,1.35,-,-27.10%,24.10%,37.00%,-,-,93.77M,82.45M,3.40%,-6.62%,46.10%,0.88%,4.20%,1.74,2.00M,7.69%,6.06%,-45.53%,-56.66%,-39.78%,-57.19%,8.11%,7.56%,1.70,1.76,-,-47.00%,-62.00%,-,2.70,2.70,0.00,0.02,-,-,-,-,1.46,0.1,20.22%,0.52%,-42.01%,-73.03%,41.49%,56.41,3.70%,5.47%
ABEV,2020-11-18,Ambev S.A.,Consumer Defensive,Beverages - Brewers,Brazil,43.58B,15.74,2.77,-4.81%,29551665,21.31,-,-,2.81,-,-,-47.40%,30.00%,39.83%,-,-,15.73B,4.39B,-,-,9.13%,-,0.92%,1.73,23.52M,-0.72%,14.46%,18.38%,30.05%,-32.36%,-40.56%,4.33%,3.95%,3.00,1.26,4.33%,-,-,-,-,-,-,-,-,-,-,-,-,0.11,10.16%,14.10%,7.63%,-41.64%,45.79%,59.78,-4.48%,-0.34%
ABG,2020-11-18,"Asbury Automotive Group, Inc.",Consumer Cyclical,Auto & Truck Dealerships,USA,2.34B,11.46,123.95,-1.50%,156691,8.80,0.62,0.35,2.93,571.68,3.75,15.00%,13.57%,20.80%,18.50%,4.20%,19.20M,19.09M,0.20%,-11.25%,-,-1.67%,12.23%,11.81,197.68K,1.13%,3.21%,17.74%,69.86%,13.20%,10.88%,3.98%,4.36%,2.40,0.79,-,6.70%,29.50%,11.30%,1.10,0.40,1.45,2.36,17.00%,5.20%,3.10%,Oct 27/b,1.80,5.59,6.60%,12.54%,40.42%,-4.34%,214.91%,59.83,-1.16%,-0.35%
ABM,2020-11-18,ABM Industries Incorporated,Industrials,Specialty Business Services,USA,2.50B,-,38.38,-1.08%,192098,16.58,-,0.41,1.77,10.89,7.94,78.50%,-5.20%,10.20%,16.00%,6.90%,66.90M,65.88M,1.00%,-5.30%,96.60%,-0.21%,2.08%,3.76,365.50K,-1.59%,12.45%,3.28%,17.84%,-0.98%,1.78%,2.99%,3.38%,2.00,0.53,1.93%,-0.10%,-0.30%,7.50%,1.50,1.50,0.46,0.52,13.60%,1.40%,-0.10%,Sep 08/a,1.26,1.37,4.01%,4.21%,11.68%,-7.12%,93.93%,54.08,-1.36%,0.28%
ABMD,2020-11-18,"Abiomed, Inc.",Healthcare,Medical Devices,USA,11.86B,58.43,266.21,-1.38%,164464,52.21,3.42,14.77,10.15,22.26,48.22,-21.00%,13.64%,10.80%,17.10%,29.60%,45.10M,44.12M,1.40%,-15.96%,98.70%,0.18%,5.13%,7.39,306.57K,-1.14%,-4.08%,-14.13%,35.60%,44.41%,56.05%,2.11%,3.49%,2.30,0.54,-,16.70%,18.90%,17.90%,6.80,6.00,0.00,0.00,80.80%,27.30%,25.90%,Oct 29/b,1.38,9.62,-1.92%,-2.14%,14.58%,-16.60%,123.69%,46.03,-0.79%,-0.59%
ABR,2020-11-18,"Arbor Realty Trust, Inc.",Real Estate,REIT - Mortgage,USA,1.55B,17.51,13.15,-0.15%,1898603,8.65,2.19,2.86,1.36,8.09,-,-14.30%,50.50%,-5.50%,8.00%,30.60%,113.77M,111.50M,1.40%,0.00%,44.20%,1.92%,4.09%,3.39,1.34M,-1.42%,15.66%,18.15%,73.03%,-12.68%,-8.36%,3.73%,4.48%,2.20,1.41,9.73%,1.60%,9.70%,2.50%,-,-,4.63,4.63,67.40%,16.80%,18.80%,Oct 30/b,1.86,0.56,5.44%,9.68%,32.11%,-14.16%,271.47%,58.31,-0.53%,0.38%
ABST,2020-11-18,Absolute Software Corporation,Technology,Software - Application,Canada,465.83M,-,9.55,-4.69%,209456,-,-,4.33,-,-,-,-,-,-,-,-,48.78M,33.53M,0.43%,0.00%,49.82%,-,0.89%,7.72,38.79K,-11.98%,-28.84%,-16.74%,20.28%,65.60%,43.83%,3.83%,4.93%,-,5.4,2.51%,-,-,-,-,-,-,-,-,-,-,-,-,0.54,-16.27%,-17.32%,0.99%,-31.54%,94.90%,33.13,-4.60%,-0.10%
ABT,2020-11-18,Abbott Laboratories,Healthcare,Medical Devices,USA,193.43B,58.39,109.77,-2.91%,4473970,24.94,4.40,6.00,6.21,40.89,92.11,45.20%,23.86%,12.40%,13.28%,9.50%,1.77B,1.76B,0.30%,-4.55%,75.30%,-0.08%,0.56%,1.78,5.59M,-2.56%,1.30%,8.01%,21.44%,30.23%,26.38%,2.09%,2.53%,1.90,0.8,1.31%,5.00%,11.00%,8.20%,1.70,1.20,0.58,0.59,56.80%,13.50%,10.50%,Oct 21/b,0.88,2.91,-0.12%,1.70%,15.22%,-4.66%,78.17%,49.96,-3.12%,0.22%
ABTX,2020-11-18,"Allegiance Bancshares, Inc.",Financial,Banks - Regional,USA,627.63M,14.92,31.46,-2.09%,25824,13.24,-,2.65,0.85,1.76,16.96,4.50%,10.87%,14.40%,-,34.80%,20.44M,18.78M,0.60%,-16.84%,46.50%,-0.90%,1.92%,6.83,52.75K,0.61%,18.67%,26.60%,26.55%,-10.34%,-16.33%,3.95%,4.69%,3.00,0.49,1.27%,0.80%,6.00%,17.90%,-,-,0.35,0.35,-,80.80%,18.40%,Oct 29/b,1.16,1.53,8.06%,19.17%,19.26%,-19.23%,50.67%,62.65,-3.05%,1.00%
ABUS,2020-11-18,Arbutus Biopharma Corporation,Healthcare,Biotechnology,USA,281.47M,-,3.39,-6.09%,1716009,-,-,46.14,-,2.38,-,-137.80%,17.30%,-9.90%,-,-16.70%,79.49M,64.15M,1.60%,-1.48%,30.50%,-8.53%,4.14%,1.49,1.78M,-5.04%,17.71%,1.50%,44.87%,129.05%,21.94%,10.21%,7.67%,2.00,0.97,-,-76.20%,128.90%,203.20%,15.90,15.90,-,-,-,-,-,Nov 05/b,3.04,0.25,9.78%,11.69%,34.85%,-62.42%,285.23%,56.98,-5.83%,-0.28%
AC,2020-11-18,"Associated Capital Group, Inc.",Financial,Capital Markets,USA,852.40M,-,35.83,-5.54%,8586,-,-,36.12,0.94,18.02,-,169.10%,-,71.70%,-,8.30%,22.35M,3.37M,0.40%,9.55%,76.30%,-0.09%,1.91%,5.82,11.06K,-5.86%,1.93%,-7.32%,-8.01%,0.11%,-8.06%,5.46%,4.03%,-,0.78,0.56%,-11.00%,-12.60%,-3.10%,-,-,0.00,0.02,-,-38.00%,-,-,1.31,1.56,2.57%,1.30%,-2.35%,-44.94%,48.13%,51.25,-5.74%,0.21%
ACA,2020-11-18,"Arcosa, Inc.",Industrials,Infrastructure Operations,USA,2.59B,22.73,54.54,0.24%,407856,22.35,5.05,1.35,1.39,13.72,9.42,52.80%,-4.43%,-6.30%,4.50%,-2.50%,48.10M,47.97M,0.40%,-7.09%,93.10%,0.60%,1.12%,2.1,256.27K,3.22%,11.97%,21.04%,53.42%,42.74%,22.42%,4.55%,4.49%,1.70,1.59,0.37%,4.60%,6.30%,6.30%,2.40,1.40,0.13,0.14,19.50%,8.60%,6.00%,Oct 28/a,-,2.34,10.86%,15.96%,29.04%,-0.42%,93.82%,66.13,-0.15%,0.39%
ACAD,2020-11-18,ACADIA Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,8.40B,-,53.82,-2.66%,1042681,-,-,20.04,13.00,13.03,-,17.50%,47.30%,-10.90%,25.00%,390.00%,158.13M,116.72M,0.26%,-23.11%,98.20%,0.52%,7.57%,7.95,1.11M,9.68%,30.60%,37.07%,4.36%,14.98%,25.81%,3.39%,4.27%,1.70,0.94,-,-34.70%,-40.30%,-35.40%,7.90,7.90,0.00,0.00,95.10%,-65.80%,-63.90%,Nov 04/a,1.40,1.99,12.33%,23.11%,20.63%,-8.34%,79.28%,71.47,-3.10%,0.45%
ACAM,2020-11-18,Acamar Partners Acquisition Corp.,Industrials,Conglomerates,USA,386.61M,183.82,10.11,0.00%,128187,-,-,-,77.18,966.52,-,-,-,-,-,-,38.24M,30.56M,-,-,82.60%,-4.65%,0.99%,0.92,328.04K,0.10%,-0.88%,0.40%,1.10%,3.48%,1.20%,0.48%,0.61%,-,0.39,-,-,-,-,-,-,0.00,0.00,-,-,-,-,-,0.06,-0.14%,-0.87%,-0.05%,-3.71%,6.42%,44.08,0.10%,-0.10%
ACB,2020-11-18,Aurora Cannabis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,1.13B,32.50,7.02,-2.50%,24056394,-,-,-,2.04,-,-,-,-,-,-,-,160.66M,160.05M,0.17%,0.00%,10.18%,-,14.98%,0.93,25.66M,-8.36%,53.95%,-26.88%,-59.66%,-75.00%,-72.92%,11.51%,15.62%,-,0.94,-,-,-,-,-,-,-,-,-,-,-,Nov 09/b,-,1.18,16.87%,23.15%,-32.54%,-82.00%,89.22%,52.97,-4.23%,1.81%
ACBI,2020-11-18,"Atlantic Capital Bancshares, Inc.",Financial,Banks - Regional,USA,314.31M,16.88,15.31,-3.10%,71859,11.67,1.61,3.12,0.97,2.24,4.97,11.60%,36.95%,16.80%,10.50%,23.70%,21.50M,19.70M,1.60%,8.09%,88.70%,-0.65%,1.58%,3.89,80.06K,1.53%,14.85%,39.06%,40.46%,-18.65%,-16.57%,3.50%,4.63%,2.20,0.9,-,0.70%,5.90%,18.70%,-,-,0.22,0.22,-,83.50%,19.60%,Oct 22/a,0.94,0.76,5.90%,17.52%,20.84%,-24.25%,72.22%,60.69,-3.47%,0.38%
ACC,2020-11-18,"American Campus Communities, Inc.",Real Estate,REIT - Residential,USA,5.56B,79.94,40.61,-2.59%,626270,414.39,4.54,6.22,1.77,125.11,71.13,-28.40%,-66.09%,1.50%,17.62%,5.10%,137.63M,136.69M,0.30%,-22.63%,-,2.55%,3.83%,4.48,1.17M,-1.02%,11.66%,26.51%,26.95%,-14.40%,-13.65%,3.12%,3.83%,2.40,0.54,4.63%,0.90%,2.20%,3.00%,-,-,1.14,1.14,51.80%,20.90%,7.90%,Oct 26/a,0.90,1.44,4.62%,9.40%,14.11%,-17.15%,101.74%,61.34,-2.78%,0.19%
ACCD,2020-11-18,"Accolade, Inc.",Healthcare,Health Information Services,USA,2.30B,-,42.16,5.43%,236030,-,-,15.65,-,29.57,-,9.10%,68.00%,-,28.80%,-,54.50M,39.44M,1.30%,0.00%,27.70%,-,7.10%,8.45,331.49K,12.34%,7.83%,5.48%,-,-,41.95%,5.66%,7.45%,1.90,0.71,-,-,-,20.50%,1.30,1.30,-,-,43.60%,-32.80%,-35.00%,Oct 14/a,-,2.88,13.57%,14.10%,17.44%,-6.22%,47.00%,61.48,5.43%,0.00%
ACCO,2020-11-18,ACCO Brands Corporation,Industrials,Business Equipment & Supplies,USA,717.83M,10.03,7.8,1.96%,700100,7.65,1.00,0.41,1.02,8.37,6.34,3.00%,53.85%,6.10%,10.00%,3.00%,94.50M,91.78M,0.10%,118.96%,93.40%,-1.38%,5.42%,8.02,620.79K,15.90%,21.88%,13.87%,30.65%,-17.81%,-16.67%,6.07%,5.35%,1.80,1.13,3.33%,2.80%,10.30%,8.80%,1.60,1.00,1.21,1.26,30.90%,8.00%,4.40%,Oct 27/a,2.15,0.37,23.92%,25.37%,19.09%,-31.46%,122.22%,72.79,0.91%,1.05%
ACEL,2020-11-18,"Accel Entertainment, Inc.",Consumer Cyclical,Gambling,USA,981.04M,-,10.46,-2.79%,203119,17.49,-,1.85,12.60,5.92,-,-177.70%,130.00%,-,21.68%,-,78.32M,51.23M,5.70%,0.00%,53.60%,2.60%,3.97%,4.98,408.34K,-4.91%,-1.97%,-10.83%,13.94%,1.55%,-16.32%,4.88%,4.75%,2.20,0.5,-,-5.90%,-18.50%,1.60%,3.60,3.60,5.86,6.14,35.90%,-0.90%,-5.60%,Nov 05/b,-,0.55,0.00%,-6.88%,3.32%,-30.77%,100.38%,45.29,-2.79%,0.00%
ACET,2020-11-18,"Adicet Bio, Inc.",Healthcare,Biotechnology,USA,230.98M,-,12.56,-5.42%,58598,-,-,18.48,0.56,2.13,-,-69.50%,-1.20%,-,29.10%,-,5.21M,3.51M,0.40%,0.00%,17.00%,40.17%,3.80%,1.21,110.38K,5.02%,-4.70%,-20.96%,-11.61%,61.65%,20.42%,7.99%,8.48%,1.70,0.53,-,-36.20%,-68.50%,-,3.60,3.60,0.00,0.00,-,-,-,Nov 05/a,-,0.99,4.91%,-2.25%,-1.43%,-42.12%,108.64%,53.76,-5.21%,-0.23%
ACEV,2020-11-18,ACE Convergence Acquisition Corp.,Financial,Shell Companies,USA,224.02M,-,9.74,0.00%,0,-,-,-,-,-,-,-,-,-,-,-,23.00M,-,-,-,16.40%,-,-,0.0,61.33K,0.31%,-0.10%,-,-,-,-0.41%,0.39%,0.37%,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,0.04,0.25%,0.02%,0.02%,-1.12%,1.46%,-,0.00%,0.00%
ACGL,2020-11-18,Arch Capital Group Ltd.,Financial,Insurance - Diversified,Bermuda,13.99B,12.50,34.89,-0.99%,1306964,12.66,5.86,1.79,1.20,14.33,5.00,124.20%,120.30%,14.10%,2.14%,11.20%,402.85M,394.15M,0.50%,-3.67%,88.60%,-0.62%,0.73%,1.81,1.60M,0.46%,15.30%,11.11%,27.10%,-15.93%,-18.65%,3.50%,3.87%,2.20,0.82,-,2.90%,10.40%,13.10%,-,-,0.26,0.26,-,17.90%,14.70%,Oct 27/a,0.84,1.31,8.08%,12.64%,11.43%,-27.79%,66.70%,64.64,-1.66%,0.68%
ACH,2020-11-18,Aluminum Corporation of China Limited,Basic Materials,Aluminum,China,8.06B,-,7.15,1.27%,40396,-,-,0.30,0.59,4.11,15.35,8.10%,-,15.20%,-,6.00%,680.91M,429.49M,-,-,1.30%,0.16%,0.01%,0.69,54.75K,5.46%,28.60%,7.52%,44.15%,-5.80%,-17.72%,1.62%,1.86%,-,0.74,-,0.00%,-0.10%,3.70%,0.70,0.50,1.10,1.85,5.80%,2.80%,0.00%,-,1.26,0.19,18.74%,25.28%,23.94%,-21.17%,55.43%,77.10,-0.97%,2.27%
