Ticker,Date,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,Avg Volume,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility W,Volatility M,Recom,Rel Volume,Dividend,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Earnings,Beta,ATR,SMA20,SMA50,SMA200,52W High,52W Low,RSI,from Open,Gap
AAU,2020-09-22,Almaden Minerals Ltd.,Basic Materials,Gold,Canada,113.48M,-,0.9,-0.07%,414774,-,-,-,2.00,81.06,-,-3.20%,-,31.70%,-,-,117.24M,111.67M,7.20%,0.00%,5.90%,43.36%,0.68%,1.00,758.57K,1.24%,26.79%,75.80%,210.38%,23.95%,52.82%,12.70%,9.78%,-,0.55,-,-5.40%,-5.90%,-,6.70,6.70,0.04,0.04,-,-,-,-,1.05,0.08,17.69%,27.63%,76.85%,-17.42%,324.38%,61.64,2.28%,-2.30%
AAWW,2020-09-22,"Atlas Air Worldwide Holdings, Inc.",Industrials,Airports & Air Services,USA,1.58B,-,60.38,2.25%,352147,7.83,-,0.55,0.82,2.17,2.35,-218.60%,-34.23%,-36.10%,10.00%,8.80%,26.13M,25.57M,0.60%,-35.79%,-,8.15%,8.79%,4.73,474.90K,1.51%,4.61%,45.77%,154.98%,143.47%,119.01%,3.84%,3.50%,1.70,0.74,-,-4.40%,-12.80%,-5.00%,1.00,1.00,1.16,1.30,56.00%,-10.00%,-8.70%,Aug 06/b,1.59,2.16,5.04%,9.09%,64.60%,-4.16%,303.34%,62.47,0.90%,1.34%
AAXN,2020-09-22,"Axon Enterprise, Inc.",Industrials,Aerospace & Defense,USA,5.53B,-,86.88,4.45%,495590,61.88,-,9.36,6.03,9.93,121.08,-97.10%,51.95%,-47.40%,18.80%,26.40%,63.48M,62.42M,0.80%,-18.80%,85.20%,2.43%,7.23%,5.60,805.99K,2.94%,5.17%,-9.06%,24.42%,39.01%,18.56%,3.20%,3.48%,2.10,0.61,-,-3.50%,-5.30%,-1.40%,3.60,3.30,0.00,0.00,59.10%,-3.70%,-5.60%,Aug 06/a,0.58,2.78,3.02%,1.75%,8.67%,-17.18%,74.46%,57.68,3.42%,1.00%
AB,2020-09-22,AllianceBernstein Holding L.P.,Financial,Asset Management,USA,2.65B,10.22,27.37,0.85%,370481,9.18,1.17,9.19,1.79,-,-,-0.70%,12.11%,6.40%,8.71%,5.80%,96.89M,90.31M,0.20%,-29.91%,20.90%,-5.56%,0.29%,0.84,309.70K,-0.65%,-4.47%,4.75%,61.86%,-6.56%,-9.55%,2.83%,2.57%,2.30,1.2,8.91%,17.20%,17.30%,15.40%,-,-,0.00,0.00,-,100.00%,90.00%,Jul 23/b,1.52,0.72,-2.24%,-3.16%,0.85%,-24.10%,106.72%,43.84,0.88%,-0.04%
ABB,2020-09-22,ABB Ltd,Industrials,Specialty Industrial Machinery,Switzerland,55.05B,37.88,25.19,-0.12%,1111494,23.32,2.59,2.09,4.42,12.10,39.72,-27.90%,66.20%,-15.30%,14.60%,-6.80%,2.13B,1.91B,-,-,3.90%,-9.73%,0.13%,1.25,1.95M,-3.74%,-2.52%,14.60%,49.67%,26.58%,4.57%,1.46%,1.53%,2.50,0.57,3.29%,3.30%,12.20%,5.20%,1.20,1.00,0.51,1.04,31.60%,8.20%,5.80%,Jul 22/b,1.09,0.44,-2.67%,-2.26%,13.31%,-5.52%,71.24%,39.66,0.20%,-0.32%
ABBV,2020-09-22,AbbVie Inc.,Healthcare,Drug Manufacturers - General,USA,155.53B,19.49,88.6,-0.55%,5302989,7.30,2.36,4.29,9.92,25.75,20.98,42.30%,16.18%,36.80%,8.27%,10.80%,1.76B,1.76B,0.10%,-5.17%,70.80%,12.74%,0.69%,1.73,7.03M,-2.54%,-6.60%,-8.95%,31.28%,21.49%,0.07%,1.84%,2.07%,1.90,0.75,5.33%,7.10%,-303.40%,21.20%,0.90,0.70,5.58,5.94,73.30%,30.20%,19.10%,Jul 31/b,0.70,1.84,-3.61%,-6.25%,-0.65%,-12.52%,41.65%,34.57,-0.09%,-0.46%
ABC,2020-09-22,AmerisourceBergen Corporation,Healthcare,Medical Distribution,USA,19.44B,12.58,95.26,-0.58%,651246,11.28,1.54,0.10,5.03,5.68,21.38,-18.60%,7.28%,26.40%,8.17%,8.50%,203.65M,146.95M,0.10%,-47.79%,67.80%,0.92%,2.26%,3.38,981.04K,0.38%,-2.94%,-6.15%,19.30%,13.61%,12.04%,2.12%,2.42%,2.40,0.66,1.76%,3.90%,47.30%,13.00%,1.00,0.60,0.94,1.07,2.60%,0.60%,0.80%,Aug 05/b,0.53,2.22,-1.22%,-4.74%,3.01%,-10.51%,32.20%,41.21,-0.45%,-0.14%
ABCB,2020-09-22,Ameris Bancorp,Financial,Banks - Regional,USA,1.54B,11.16,21.52,0.00%,789720,7.50,1.40,2.05,0.61,1.93,-,-1.60%,14.17%,13.50%,8.00%,31.10%,69.19M,65.71M,4.10%,0.05%,85.40%,-1.34%,2.07%,3.71,366.77K,-7.99%,-9.31%,-9.12%,-1.06%,-45.66%,-49.41%,4.98%,3.87%,1.70,2.15,2.79%,0.70%,5.50%,15.20%,-,-,0.16,0.16,-,66.50%,17.90%,Jul 27/b,1.52,0.97,-10.85%,-10.19%,-26.06%,-52.07%,25.70%,32.38,0.75%,-0.74%
ABEO,2020-09-22,Abeona Therapeutics Inc.,Healthcare,Biotechnology,USA,153.41M,-,1.92,-2.04%,746380,-,-,-,1.48,1.42,-,-27.10%,24.70%,37.00%,-,-,93.18M,70.65M,1.70%,-10.54%,53.20%,-1.47%,3.15%,2.51,885.89K,-4.48%,-22.27%,-37.25%,-7.25%,-33.10%,-41.28%,8.81%,8.03%,2.00,0.84,-,-53.80%,-72.00%,-,2.90,2.90,0.00,0.01,-,-,-,-,1.19,0.17,-9.58%,-25.36%,-30.87%,-63.01%,42.22%,35.93,-1.54%,-0.51%
ABEV,2020-09-22,Ambev S.A.,Consumer Defensive,Beverages - Brewers,Brazil,37.13B,13.41,2.36,0.00%,8512755,18.15,-,-,2.39,-,-,-47.40%,30.00%,39.83%,-8.20%,-,15.73B,4.39B,-,-,8.30%,-,0.56%,0.83,29.53M,-3.28%,1.29%,-13.24%,4.89%,-47.95%,-49.36%,3.89%,3.50%,3.00,0.29,5.08%,-,-,-,-,-,-,-,-,-,-,-,-,0.09,0.04%,-5.91%,-21.14%,-50.27%,24.21%,44.30,0.00%,0.00%
ABG,2020-09-22,"Asbury Automotive Group, Inc.",Consumer Cyclical,Auto & Truck Dealerships,USA,1.96B,12.06,98.71,4.89%,159893,8.01,0.65,0.29,2.66,3.19,2.64,15.00%,18.80%,20.80%,18.50%,4.20%,19.20M,19.09M,0.50%,-16.50%,-,-0.23%,11.32%,9.71,222.43K,-7.50%,-4.25%,28.85%,84.40%,-3.20%,-11.70%,4.76%,4.09%,2.40,0.72,-,5.40%,24.10%,11.30%,1.80,1.10,1.66,2.47,16.30%,4.30%,2.30%,Jul 28/b,1.71,4.38,-5.90%,-5.15%,12.90%,-20.04%,150.79%,42.36,3.03%,1.81%
ABM,2020-09-22,ABM Industries Incorporated,Industrials,Specialty Business Services,USA,2.49B,-,37.5,1.11%,339380,16.08,-,0.41,1.73,10.86,7.93,78.50%,-4.66%,10.20%,16.00%,6.90%,66.90M,65.87M,1.10%,-1.66%,96.70%,-1.85%,2.05%,3.3,410.65K,1.19%,0.75%,-1.34%,78.40%,3.51%,-0.56%,3.87%,3.26%,2.00,0.83,1.97%,-0.10%,-0.30%,7.50%,1.50,1.50,0.46,0.52,13.60%,1.40%,-0.10%,Sep 08/a,1.20,1.3,-0.62%,1.50%,7.90%,-8.04%,89.48%,51.58,1.19%,-0.08%
ABMD,2020-09-22,"Abiomed, Inc.",Healthcare,Medical Devices,USA,12.62B,77.32,268.99,1.18%,193902,50.85,3.22,15.82,10.99,29.54,52.53,-21.00%,19.76%,10.80%,24.00%,29.60%,45.01M,43.98M,1.40%,-16.57%,98.70%,0.39%,4.89%,6.22,345.74K,-3.64%,-12.54%,6.50%,87.23%,44.61%,57.68%,4.16%,4.06%,2.30,0.56,-,13.30%,15.10%,17.90%,5.60,4.80,0.00,0.00,81.20%,27.30%,19.90%,Aug 06/b,1.17,10.78,-6.57%,-8.58%,26.10%,-15.73%,126.02%,39.06,0.75%,0.43%
ABR,2020-09-22,"Arbor Realty Trust, Inc.",Real Estate,REIT - Mortgage,USA,1.29B,24.33,11.46,0.88%,865768,9.95,3.04,2.45,1.25,3.35,4.38,-14.30%,124.12%,-5.50%,8.00%,30.60%,110.75M,105.43M,1.30%,0.34%,45.20%,18.51%,4.63%,2.82,1.73M,-2.88%,3.24%,14.94%,168.38%,-12.12%,-20.14%,4.01%,3.70%,2.40,0.5,10.82%,0.80%,5.20%,2.50%,-,-,4.81,4.81,64.30%,9.50%,9.90%,-,1.77,0.45,-0.93%,7.61%,9.46%,-27.33%,223.73%,54.17,0.00%,0.88%
ABT,2020-09-22,Abbott Laboratories,Healthcare,Medical Devices,USA,185.20B,60.61,104.8,-1.09%,4179052,25.52,4.07,5.89,6.08,36.77,86.26,45.20%,24.73%,12.40%,14.90%,9.50%,1.77B,1.76B,0.70%,-2.62%,75.50%,-0.93%,0.59%,1.98,5.26M,-1.67%,2.34%,14.79%,50.38%,26.02%,20.65%,1.88%,2.43%,1.90,0.79,1.37%,4.60%,10.10%,8.20%,1.60,1.10,0.59,0.64,57.70%,12.80%,9.90%,Jul 16/b,0.92,2.57,-1.09%,2.47%,15.27%,-8.23%,70.10%,50.6,-0.44%,-0.65%
ABTX,2020-09-22,"Allegiance Bancshares, Inc.",Financial,Banks - Regional,USA,444.29M,11.74,22.17,-2.98%,50026,12.53,-,1.89,0.61,1.58,12.07,4.50%,2.31%,14.40%,-,34.80%,20.41M,18.74M,1.80%,1.52%,46.90%,-8.39%,3.12%,10.51,55.70K,-9.91%,-10.13%,-11.36%,-10.39%,-34.00%,-41.04%,4.99%,4.20%,3.00,0.9,1.80%,0.80%,5.50%,17.90%,-,-,0.49,0.49,-,77.50%,16.80%,Jul 30/b,1.26,1.04,-12.16%,-10.93%,-22.29%,-43.08%,6.18%,32.08,-3.44%,0.48%
ABUS,2020-09-22,Arbutus Biopharma Corporation,Healthcare,Biotechnology,USA,232.64M,-,3.03,0.00%,1207450,-,-,30.21,-,2.82,-,-137.80%,16.30%,-9.90%,-,-16.70%,69.61M,60.15M,1.70%,-1.51%,34.90%,6.22%,4.36%,0.29,9.11M,3.06%,-4.72%,47.80%,55.38%,92.99%,8.99%,6.64%,8.01%,2.30,0.13,-,-138.80%,225.70%,203.20%,13.50,13.50,-,-,-,-,-,Aug 07/b,2.81,0.23,9.01%,-5.48%,24.06%,-66.41%,268.88%,46.93,0.00%,0.00%
AC,2020-09-22,"Associated Capital Group, Inc.",Financial,Capital Markets,USA,805.28M,-,35.95,-0.83%,8685,-,-,27.48,0.94,10.82,-,169.10%,-,71.70%,-,8.30%,22.38M,3.27M,0.40%,24.77%,76.80%,-0.49%,1.99%,3.58,18.16K,-2.44%,-5.42%,5.70%,27.29%,0.34%,-7.75%,2.28%,2.50%,-,0.48,0.56%,-2.20%,-2.40%,-3.10%,-,-,0.00,0.01,-,-34.00%,-72.20%,-,1.24,1.05,-4.74%,-6.70%,-5.29%,-44.76%,48.63%,34.42,-1.05%,0.22%
ACA,2020-09-22,"Arcosa, Inc.",Industrials,Infrastructure Operations,USA,2.17B,18.29,44.47,1.18%,320728,18.08,5.38,1.15,1.15,14.60,9.10,52.80%,-5.49%,-6.30%,3.40%,-2.50%,47.90M,47.71M,1.30%,-2.24%,89.40%,0.75%,1.20%,2.32,247.00K,-0.11%,-1.88%,5.88%,26.08%,28.90%,-0.18%,3.58%,2.83%,1.70,1.3,0.45%,4.90%,6.50%,6.30%,2.50,1.40,0.14,0.14,19.40%,8.80%,6.30%,Jul 30/a,-,1.39,-3.12%,-0.15%,6.79%,-8.57%,58.03%,46.98,0.70%,0.48%
ACAD,2020-09-22,ACADIA Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,6.25B,-,40.97,-0.85%,928128,-,-,15.91,9.66,9.50,-,17.50%,65.50%,-10.90%,25.00%,390.00%,156.54M,115.75M,0.10%,-77.93%,98.00%,-0.51%,8.07%,4.99,1.87M,5.62%,6.92%,-22.30%,7.65%,-1.54%,-4.23%,4.25%,3.55%,1.70,0.5,-,-29.50%,-33.50%,-35.40%,8.50,8.40,0.00,0.00,94.80%,-59.90%,-57.30%,Aug 05/a,1.43,1.48,5.89%,-2.50%,-7.72%,-30.23%,36.48%,55.83,-1.35%,0.51%
ACAM,2020-09-22,Acamar Partners Acquisition Corp.,Industrials,Conglomerates,USA,391.51M,187.82,10.33,0.00%,1542,-,-,-,1.05,652.51,-,-,-,-,-,-,30.56M,30.56M,-,-,86.90%,-0.29%,0.18%,0.34,166.86K,0.78%,2.28%,0.58%,2.18%,-,3.40%,1.31%,0.74%,-,0.01,-,0.70%,0.70%,-,3.90,3.90,0.00,0.00,-,-,-,-,-,0.09,1.02%,0.83%,2.70%,-1.62%,8.74%,54.75,-0.96%,0.97%
ACB,2020-09-22,Aurora Cannabis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,824.01M,33.89,7.32,15.82%,28107635,-,-,-,2.13,-,-,-,-,-,-,-,112.57M,109.41M,2.90%,0.00%,12.27%,-,18.01%,5.63,3.50M,3.54%,-22.21%,-46.10%,-14.92%,-87.99%,-71.76%,8.10%,6.70%,-,8.03,-,-,-,-,-,-,-,-,-,-,-,Sep 22/a,-,0.55,-10.68%,-24.72%,-49.35%,-88.36%,38.11%,39.13,13.31%,2.22%
ACBI,2020-09-22,"Atlantic Capital Bancshares, Inc.",Financial,Banks - Regional,USA,238.06M,12.99,10.9,-3.20%,87343,10.19,1.31,2.31,0.70,2.49,3.23,11.60%,45.58%,16.80%,9.90%,23.70%,21.47M,20.94M,1.70%,7.09%,88.40%,0.40%,1.01%,3.17,66.54K,-7.78%,0.46%,-9.47%,2.16%,-39.41%,-40.60%,3.88%,4.00%,2.30,1.31,-,0.70%,5.80%,18.70%,-,-,0.15,0.15,-,79.60%,18.80%,Jul 23/a,1.02,0.46,-6.52%,-2.74%,-20.40%,-46.07%,22.61%,40.07,-2.59%,-0.62%
ACC,2020-09-22,"American Campus Communities, Inc.",Real Estate,REIT - Residential,USA,4.92B,44.01,35.03,1.83%,1340666,78.02,2.50,5.35,1.49,158.56,48.52,-28.40%,-0.22%,1.50%,17.62%,5.10%,137.61M,136.57M,0.10%,0.00%,98.70%,2.01%,3.11%,3.78,1.12M,-4.47%,7.69%,-3.66%,43.21%,-25.80%,-25.52%,3.14%,3.07%,2.20,1.19,5.37%,1.50%,3.40%,3.00%,-,-,1.08,1.08,52.50%,24.70%,12.00%,Jul 20/a,0.93,1.19,-0.11%,1.24%,-6.41%,-31.23%,74.02%,49.8,1.95%,-0.12%
ACCD,2020-09-22,"Accolade, Inc.",Healthcare,Health Information Services,USA,1.43B,-,30.4,1.57%,397065,-,-,12.50,-,36.08,-,7.80%,50.90%,-,26.70%,-,47.12M,31.53M,1.50%,0.00%,-,-,4.78%,2.78,541.92K,-11.88%,-23.41%,-,-,-,2.36%,7.09%,7.35%,1.90,0.73,-,-,-,25.50%,0.60,0.60,-,-,40.80%,-47.20%,-49.60%,Aug 13/a,-,2.32,-10.51%,-12.56%,-11.86%,-27.96%,6.00%,39.24,-2.22%,3.88%
ACCO,2020-09-22,ACCO Brands Corporation,Industrials,Business Equipment & Supplies,USA,556.97M,6.74,5.82,2.46%,651194,5.41,0.67,0.31,0.77,4.32,2.56,3.00%,56.85%,6.10%,10.00%,3.00%,94.50M,91.75M,0.10%,0.00%,94.50%,0.23%,5.54%,8.56,593.95K,-3.96%,-13.65%,-12.22%,39.23%,-40.49%,-37.82%,4.89%,4.53%,-,1.1,4.47%,3.10%,11.40%,8.80%,1.80,1.10,1.37,1.44,31.40%,8.50%,4.70%,Jul 28/a,2.03,0.29,-9.06%,-12.45%,-18.60%,-48.86%,65.81%,36.99,2.28%,0.18%
ACEL,2020-09-22,"Accel Entertainment, Inc.",Consumer Cyclical,Gambling,USA,994.76M,-,11.81,-16.06%,741980,20.72,-,1.88,14.23,6.00,-,-177.70%,1040.00%,-,23.46%,-,78.32M,40.18M,6.40%,0.00%,60.60%,8.35%,6.31%,5.0,507.64K,-18.83%,-3.12%,17.51%,69.44%,14.77%,-5.52%,7.33%,6.36%,2.20,1.46,-,-5.90%,-18.50%,1.60%,3.60,3.60,5.86,6.14,35.90%,-0.90%,-5.60%,-,-,0.9,-8.79%,8.75%,13.35%,-21.84%,126.25%,45.33,-10.19%,-6.54%
ACGL,2020-09-22,Arch Capital Group Ltd.,Financial,Insurance - Diversified,Bermuda,12.15B,10.67,29.0,0.38%,1448553,10.96,-,1.67,1.04,14.22,4.64,124.20%,139.24%,14.10%,-2.26%,11.20%,402.50M,394.09M,1.10%,-3.65%,89.30%,0.74%,0.71%,1.76,1.59M,-4.26%,-6.15%,-1.89%,13.28%,-29.45%,-32.39%,3.23%,3.03%,2.20,0.91,-,2.90%,10.40%,13.10%,-,-,0.29,0.29,-,18.50%,15.40%,Jul 29/a,0.78,0.95,-7.02%,-6.74%,-14.21%,-39.98%,38.56%,34.03,-0.21%,0.59%
ACH,2020-09-22,Aluminum Corporation of China Limited,Basic Materials,Aluminum,China,6.45B,-,5.52,-1.78%,51127,-,-,0.24,0.47,3.87,7.47,8.10%,-,15.20%,-,6.00%,680.91M,429.49M,-,-,1.30%,-0.12%,0.01%,0.54,87.53K,-5.80%,-17.12%,13.35%,11.07%,-30.91%,-36.48%,1.56%,1.85%,-,0.58,-,0.20%,0.80%,3.70%,0.70,0.40,1.08,1.86,5.80%,3.60%,0.20%,-,1.11,0.16,-8.72%,-13.96%,-12.12%,-39.14%,20.00%,31.2,-0.18%,-1.60%
ACHC,2020-09-22,"Acadia Healthcare Company, Inc.",Healthcare,Medical Care Facilities,USA,2.58B,23.73,28.48,-1.39%,462033,11.44,2.46,0.83,1.00,12.16,5.58,161.50%,21.11%,-3.80%,9.66%,25.30%,87.87M,87.14M,0.80%,-14.45%,-,-2.44%,9.13%,15.26,521.38K,-5.82%,-3.82%,10.09%,126.93%,-13.36%,-14.27%,4.07%,3.74%,2.30,0.89,-,1.60%,4.30%,5.20%,1.20,1.10,1.24,1.27,-,9.20%,3.40%,Aug 04/a,1.39,1.1,-5.17%,-3.98%,1.79%,-19.32%,156.81%,40.11,-1.21%,-0.17%
ACI,2020-09-22,"Albertsons Companies, Inc.",Consumer Defensive,Grocery Stores,USA,6.79B,5.56,13.9,1.76%,5547715,9.23,0.42,0.10,6.62,3.36,4.04,523.60%,-30.98%,18.90%,13.21%,18.10%,568.00M,227.52M,15.20%,0.05%,55.30%,-,2.97%,1.9,3.56M,4.83%,-6.71%,-,-,-,-10.03%,3.54%,3.49%,2.00,1.56,-,4.00%,48.80%,10.90%,1.10,0.40,7.10,7.28,28.80%,3.00%,1.50%,Jul 27/b,-,0.49,0.32%,-5.01%,-5.78%,-15.76%,7.67%,46.78,-2.52%,4.39%
ACIA,2020-09-22,"Acacia Communications, Inc.",Technology,Communication Equipment,USA,2.85B,48.80,67.69,-0.16%,445633,27.91,-,5.59,4.51,6.42,38.37,559.20%,1.89%,73.90%,-12.00%,26.00%,41.89M,38.71M,6.00%,-1.75%,92.90%,12.33%,10.55%,8.23,496.60K,-1.40%,-0.03%,-0.97%,1.96%,5.01%,-0.18%,1.05%,0.72%,2.70,0.9,-,8.10%,10.10%,3.90%,5.00,4.70,0.00,0.00,48.00%,8.50%,11.70%,-,0.83,0.52,-0.44%,-0.34%,-0.05%,-2.08%,11.66%,44.97,-0.40%,0.24%
ACIU,2020-09-22,AC Immune SA,Healthcare,Biotechnology,Switzerland,623.48M,-,8.72,-1.91%,126151,-,-,11.76,2.27,2.16,-,177.60%,16.70%,26.30%,-,29.70%,71.88M,38.03M,47.90%,0.00%,28.90%,1.99%,4.05%,1.53,1.01M,-3.75%,13.39%,22.30%,50.34%,64.53%,2.35%,4.20%,5.69%,1.70,0.13,-,-8.40%,-9.10%,16.20%,20.60,20.60,0.01,0.01,-,-49.40%,-51.20%,Aug 05/b,0.48,0.44,8.71%,17.22%,15.19%,-32.92%,114.25%,63.18,-2.90%,1.01%
