Ticker,Date,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,Avg Volume,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility W,Volatility M,Recom,Rel Volume,Dividend,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Earnings,Beta,ATR,SMA20,SMA50,SMA200,52W High,52W Low,RSI,from Open,Gap
AAWW,2020-09-08,"Atlas Air Worldwide Holdings, Inc.",Industrials,Airports & Air Services,USA,1.39B,-,53.78,-3.48%,513630,6.98,-,0.49,0.73,1.92,2.08,-218.60%,-34.23%,-36.10%,10.00%,8.80%,26.13M,25.56M,2.10%,-5.51%,-,8.40%,10.16%,5.3,490.38K,-4.63%,-8.96%,30.19%,153.08%,84.18%,95.07%,4.42%,3.26%,1.70,1.05,-,-4.40%,-12.80%,-5.00%,1.00,1.00,1.16,1.30,56.00%,-10.00%,-8.70%,Aug 06/b,1.66,2.21,-7.27%,2.40%,53.51%,-12.78%,259.25%,41.28,-1.63%,-1.88%
AAXN,2020-09-08,"Axon Enterprise, Inc.",Industrials,Aerospace & Defense,USA,5.28B,-,81.35,-1.60%,578216,57.94,-,8.93,5.65,9.48,115.55,-97.10%,51.95%,-47.40%,18.80%,26.40%,63.48M,62.42M,0.80%,-15.87%,85.20%,2.42%,5.95%,3.82,972.62K,-5.05%,-3.02%,-18.87%,21.22%,36.61%,11.01%,4.46%,3.36%,2.10,0.59,-,-3.50%,-5.30%,-1.40%,3.60,3.30,0.00,0.00,59.10%,-3.70%,-5.60%,Aug 06/a,0.57,3.18,-1.86%,-7.73%,2.39%,-22.45%,63.35%,39.61,0.74%,-2.32%
AB,2020-09-08,AllianceBernstein Holding L.P.,Financial,Asset Management,USA,2.62B,10.08,26.98,-3.99%,370355,9.11,1.16,9.12,1.76,-,-,-0.70%,11.49%,6.40%,8.71%,5.80%,96.89M,90.31M,0.20%,-25.75%,20.80%,-5.57%,0.39%,1.14,310.74K,-5.30%,-3.92%,1.54%,-8.76%,-8.23%,-10.84%,2.96%,2.37%,2.30,1.19,9.04%,17.20%,17.30%,15.40%,-,-,0.00,0.00,-,100.00%,90.00%,Jul 23/b,1.53,0.75,-5.87%,-4.06%,-0.87%,-25.18%,103.78%,37.9,-2.74%,-1.28%
ABB,2020-09-08,ABB Ltd,Industrials,Specialty Industrial Machinery,Switzerland,54.74B,38.77,25.78,0.16%,2262628,23.87,2.66,2.08,4.52,12.03,39.49,-27.90%,66.20%,-15.30%,14.60%,-6.80%,2.13B,1.91B,-,-,3.90%,-9.96%,0.20%,1.85,2.02M,1.10%,-0.81%,18.64%,29.16%,30.86%,7.02%,2.07%,1.32%,2.50,1.12,3.22%,3.30%,12.20%,5.20%,1.20,1.00,0.51,1.04,31.60%,8.20%,5.80%,Jul 22/b,1.13,0.45,-0.85%,2.03%,17.04%,-3.30%,75.25%,51.15,0.66%,-0.51%
ABBV,2020-09-08,AbbVie Inc.,Healthcare,Drug Manufacturers - General,USA,159.22B,19.85,90.22,-1.80%,8541102,7.45,2.40,4.40,10.10,26.36,21.48,42.30%,15.85%,36.80%,8.27%,10.80%,1.76B,1.76B,0.10%,-4.96%,70.70%,12.58%,0.70%,1.71,7.28M,-5.80%,-2.91%,-6.19%,3.07%,35.26%,1.90%,3.33%,1.96%,1.90,1.17,5.23%,7.10%,-303.40%,21.20%,0.90,0.70,5.58,5.94,73.30%,30.20%,19.10%,Jul 31/b,0.69,2.02,-4.30%,-6.12%,1.33%,-10.92%,44.24%,35.57,-1.16%,-0.64%
ABC,2020-09-08,AmerisourceBergen Corporation,Healthcare,Medical Distribution,USA,19.66B,12.60,95.36,-1.28%,995770,11.29,1.54,0.11,5.03,5.75,21.63,-18.60%,7.28%,26.40%,8.17%,8.50%,203.65M,146.95M,0.10%,-49.23%,68.00%,1.22%,2.56%,3.66,1.03M,-1.72%,-6.60%,-4.54%,10.79%,9.45%,12.16%,3.47%,2.36%,2.40,0.97,1.76%,3.90%,47.30%,13.00%,1.00,0.60,0.94,1.07,2.60%,0.60%,0.80%,Aug 05/b,0.54,2.51,-4.29%,-5.26%,3.52%,-10.42%,32.34%,40.37,-1.19%,-0.09%
ABCB,2020-09-08,Ameris Bancorp,Financial,Banks - Regional,USA,1.66B,12.66,24.41,-3.21%,337637,8.51,1.58,2.22,0.69,2.08,-,-1.60%,14.17%,13.50%,8.00%,31.10%,69.19M,65.71M,4.50%,0.62%,85.40%,-1.40%,2.37%,4.07,381.95K,-0.45%,-5.46%,-13.87%,-13.13%,-31.41%,-42.62%,3.36%,3.73%,1.70,0.88,2.46%,0.70%,5.50%,15.20%,-,-,0.16,0.16,-,66.50%,17.90%,Jul 27/b,1.53,0.96,-3.09%,3.08%,-18.89%,-45.63%,42.58%,49.75,-1.57%,-1.67%
ABEO,2020-09-08,Abeona Therapeutics Inc.,Healthcare,Biotechnology,USA,182.14M,-,2.08,4.80%,700987,-,-,-,1.60,1.69,-,-27.10%,25.50%,37.00%,-,-,93.18M,70.57M,1.70%,-5.48%,53.10%,-1.38%,2.97%,2.44,861.06K,-11.70%,-27.45%,-28.45%,-12.08%,-31.06%,-36.54%,9.75%,7.00%,2.00,0.81,-,-53.80%,-72.00%,-,2.90,2.90,0.00,0.01,-,-,-,-,1.16,0.17,-17.39%,-25.49%,-26.57%,-60.02%,53.70%,30.49,4.27%,0.51%
ABEV,2020-09-08,Ambev S.A.,Consumer Defensive,Beverages - Brewers,Brazil,36.50B,13.18,2.32,-2.11%,17234389,17.85,-,-,2.35,-,-,-47.40%,30.00%,39.83%,-8.20%,-,15.73B,4.39B,-,-,8.30%,-,0.58%,0.79,32.41M,3.11%,-5.69%,-20.55%,-25.64%,-48.28%,-50.21%,3.20%,3.51%,3.00,0.53,5.17%,-,-,-,-,-,-,-,-,-,-,-,-,0.1,-2.21%,-9.85%,-24.71%,-51.12%,22.11%,41.14,-0.43%,-1.69%
ABG,2020-09-08,"Asbury Automotive Group, Inc.",Consumer Cyclical,Auto & Truck Dealerships,USA,2.07B,13.15,107.65,1.25%,254825,8.74,0.71,0.30,2.90,3.38,2.79,15.00%,18.80%,20.80%,18.50%,4.20%,19.20M,19.08M,0.80%,198.35%,-,-0.23%,11.14%,9.22,230.50K,1.76%,5.01%,32.05%,32.33%,7.57%,-3.70%,4.35%,3.48%,2.40,1.11,-,5.40%,24.10%,11.30%,1.80,1.10,1.66,2.47,16.30%,4.30%,2.30%,Jul 28/b,1.72,3.92,1.35%,8.10%,22.71%,-12.80%,173.50%,55.95,2.68%,-1.39%
ABM,2020-09-08,ABM Industries Incorporated,Industrials,Specialty Business Services,USA,2.41B,-,36.65,-4.38%,313204,16.52,-,0.38,1.76,4.33,10.25,78.50%,14.80%,10.20%,16.00%,6.90%,66.90M,65.84M,1.20%,-1.38%,96.70%,-1.86%,2.15%,3.12,454.02K,-3.91%,-5.47%,3.07%,14.82%,4.89%,-2.81%,3.11%,2.69%,2.30,0.69,2.02%,-0.60%,-1.60%,7.50%,1.80,1.80,0.79,0.86,12.50%,0.80%,-0.40%,Sep 08/a,1.23,1.07,-3.39%,0.73%,5.36%,-10.13%,85.19%,46.75,-3.32%,-1.10%
ABMD,2020-09-08,"Abiomed, Inc.",Healthcare,Medical Devices,USA,12.88B,77.09,268.19,-2.79%,392587,50.70,3.21,16.13,10.96,30.13,53.58,-21.00%,19.76%,10.80%,24.00%,29.60%,45.01M,43.98M,1.40%,-16.26%,98.70%,0.33%,4.95%,5.85,372.12K,-12.82%,-13.72%,9.19%,62.81%,43.56%,57.21%,5.64%,3.53%,2.30,1.06,-,13.30%,15.10%,17.90%,5.60,4.80,0.00,0.00,81.20%,27.30%,19.90%,Aug 06/b,1.13,11.65,-12.09%,-7.86%,28.18%,-15.98%,125.35%,32.98,-0.59%,-2.21%
ABR,2020-09-08,"Arbor Realty Trust, Inc.",Real Estate,REIT - Mortgage,USA,1.27B,24.03,11.32,0.00%,1073800,9.83,3.00,2.41,1.23,3.30,4.32,-14.30%,124.12%,-5.50%,8.00%,30.60%,110.75M,105.43M,3.20%,0.99%,45.40%,18.44%,6.00%,3.25,1.95M,0.00%,-0.70%,8.33%,3.66%,-9.15%,-21.11%,4.67%,3.62%,2.40,0.55,10.95%,0.80%,5.20%,2.50%,-,-,4.81,4.81,64.30%,9.50%,9.90%,-,1.84,0.43,-0.46%,12.97%,6.48%,-28.22%,219.77%,61.75,0.18%,-0.18%
ABT,2020-09-08,Abbott Laboratories,Healthcare,Medical Devices,USA,184.48B,59.48,102.84,-1.27%,5205526,25.47,3.99,5.87,5.96,36.62,85.92,45.20%,22.67%,12.40%,14.90%,9.50%,1.77B,1.76B,0.70%,-2.70%,75.70%,-0.66%,0.57%,1.8,5.60M,-6.06%,1.59%,13.92%,27.15%,22.11%,18.40%,3.29%,2.31%,1.90,0.93,1.40%,4.60%,10.10%,8.20%,1.60,1.10,0.59,0.64,57.70%,12.80%,9.90%,Jul 16/b,0.93,2.89,-0.70%,3.32%,14.43%,-9.94%,66.92%,50.01,-0.03%,-1.24%
ABTX,2020-09-08,"Allegiance Bancshares, Inc.",Financial,Banks - Regional,USA,504.05M,13.49,25.47,-2.97%,46349,14.39,-,2.15,0.71,1.79,13.70,4.50%,2.31%,14.40%,-,34.80%,20.41M,18.74M,1.80%,-3.41%,46.90%,-8.47%,3.52%,10.86,60.70K,0.20%,-3.27%,-12.77%,-10.06%,-25.11%,-32.26%,3.15%,4.05%,3.00,0.76,1.57%,0.80%,5.50%,17.90%,-,-,0.49,0.49,-,77.50%,16.80%,Jul 30/b,1.26,1.17,-1.73%,3.29%,-12.39%,-34.61%,21.98%,51.19,-1.24%,-1.75%
ABUS,2020-09-08,Arbutus Biopharma Corporation,Healthcare,Biotechnology,USA,208.02M,-,2.47,1.23%,1465145,-,-,27.02,-,2.52,-,-137.80%,16.30%,-9.90%,-,-16.70%,69.61M,60.15M,1.70%,-1.38%,34.90%,5.64%,4.38%,0.3,8.69M,-15.12%,-35.00%,29.32%,-11.15%,57.32%,-11.15%,8.44%,7.37%,2.30,0.17,-,-138.80%,225.70%,203.20%,13.50,13.50,-,-,-,-,-,Aug 07/b,2.90,0.29,-21.15%,-18.53%,3.34%,-72.62%,200.71%,40.07,3.78%,-2.46%
AC,2020-09-08,"Associated Capital Group, Inc.",Financial,Capital Markets,USA,855.00M,-,37.5,-2.75%,9349,-,-,29.18,0.99,11.49,-,169.10%,-,71.70%,-,8.30%,22.38M,3.27M,0.40%,36.65%,76.80%,-0.48%,2.40%,3.97,19.79K,-2.98%,-8.69%,9.02%,-5.75%,8.08%,-3.77%,2.82%,3.08%,-,0.47,0.53%,-2.20%,-2.40%,-3.10%,-,-,0.00,0.01,-,-34.00%,-72.20%,-,1.24,1.16,-3.07%,-2.56%,-1.10%,-42.38%,55.04%,42.07,-1.76%,-1.01%
ACA,2020-09-08,"Arcosa, Inc.",Industrials,Infrastructure Operations,USA,2.22B,19.16,46.59,-3.10%,277650,18.94,5.64,1.18,1.21,14.95,9.32,52.80%,-5.49%,-6.30%,3.40%,-2.50%,47.90M,47.71M,1.30%,0.08%,89.40%,0.78%,1.17%,2.21,253.59K,0.65%,1.84%,6.83%,20.51%,35.28%,4.58%,2.71%,2.19%,1.70,1.09,0.43%,4.90%,6.50%,6.30%,2.50,1.40,0.14,0.14,19.40%,8.80%,6.30%,Jul 30/a,-,1.12,1.10%,6.92%,12.73%,-4.21%,65.57%,58.6,-2.69%,-0.42%
ACAD,2020-09-08,ACADIA Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,6.09B,-,38.2,-0.18%,956248,-,-,15.49,9.01,9.24,-,17.50%,65.50%,-10.90%,25.00%,390.00%,156.54M,115.75M,0.10%,327.43%,98.00%,-0.49%,8.08%,5.03,1.86M,-3.51%,-10.60%,-19.56%,-6.85%,-1.67%,-10.71%,4.08%,3.57%,1.70,0.51,-,-29.50%,-33.50%,-35.40%,8.50,8.40,0.00,0.00,94.80%,-59.90%,-57.30%,Aug 05/a,1.47,1.42,-2.03%,-14.58%,-14.66%,-34.95%,60.71%,35.35,0.90%,-1.07%
ACAM,2020-09-08,Acamar Partners Acquisition Corp.,Industrials,Conglomerates,USA,388.42M,185.45,10.2,-0.10%,128733,-,-,-,1.04,647.36,-,-,-,-,-,-,30.56M,30.56M,-,-,86.90%,-0.29%,0.02%,0.04,150.76K,0.68%,-0.20%,1.44%,0.99%,-,2.10%,0.45%,0.56%,-,0.85,-,0.70%,0.70%,-,3.90,3.90,0.00,0.00,-,-,-,-,-,0.06,0.55%,-0.45%,1.63%,-2.86%,7.37%,50.36,-0.29%,0.20%
ACB,2020-09-08,Aurora Cannabis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,846.53M,34.81,7.52,-11.63%,5988222,-,-,-,2.19,-,-,-,-,-,-,-,112.57M,109.41M,2.90%,0.00%,12.27%,-,16.01%,4.8,3.65M,-23.27%,-26.78%,-49.22%,-36.07%,-89.57%,-70.99%,6.96%,5.39%,-,1.64,-,-,-,-,-,-,-,-,-,-,-,-,-,0.54,-22.18%,-30.11%,-51.94%,-90.36%,41.89%,23.31,-8.29%,-3.64%
ACBI,2020-09-08,"Atlantic Capital Bancshares, Inc.",Financial,Banks - Regional,USA,253.38M,14.11,11.84,-4.98%,74256,11.07,1.43,2.46,0.76,2.65,3.43,11.60%,45.58%,16.80%,9.90%,23.70%,21.47M,20.94M,1.50%,5.27%,88.40%,0.41%,0.96%,2.73,73.69K,2.64%,7.05%,-9.89%,-24.54%,-28.55%,-35.48%,4.62%,3.89%,2.30,1.01,-,0.70%,5.80%,18.70%,-,-,0.15,0.15,-,79.60%,18.80%,Jul 23/a,1.06,0.49,3.50%,6.77%,-15.70%,-41.42%,33.18%,57.62,-4.28%,-0.72%
ACC,2020-09-08,"American Campus Communities, Inc.",Real Estate,REIT - Residential,USA,4.87B,44.90,35.74,-0.22%,1289627,72.79,2.55,5.30,1.52,156.94,48.03,-28.40%,3.81%,1.50%,17.62%,5.10%,137.61M,136.59M,0.10%,7.93%,98.70%,2.07%,2.67%,2.83,1.29M,5.43%,2.49%,-9.88%,-12.19%,-24.71%,-24.01%,3.18%,3.31%,2.20,1.0,5.26%,1.50%,3.40%,3.00%,-,-,1.08,1.08,52.50%,24.70%,12.00%,Jul 20/a,0.98,1.06,5.66%,4.44%,-5.96%,-29.84%,77.55%,62.08,0.56%,-0.78%
ACCD,2020-09-08,"Accolade, Inc.",Healthcare,Health Information Services,USA,1.53B,-,32.14,-1.41%,150471,-,-,13.33,-,38.47,-,7.80%,50.90%,-,26.70%,-,47.52M,31.53M,1.50%,0.00%,-,-,3.58%,1.99,565.74K,-4.37%,-13.14%,-,-,-,8.22%,7.33%,7.26%,1.90,0.27,-,-,-,25.50%,0.60,0.60,-,-,40.80%,-47.20%,-49.60%,Aug 13/a,-,2.68,-11.90%,-7.75%,-7.75%,-23.84%,12.06%,38.72,-1.11%,-0.31%
ACCO,2020-09-08,ACCO Brands Corporation,Industrials,Business Equipment & Supplies,USA,617.47M,7.41,6.4,-2.14%,731085,5.95,0.74,0.34,0.85,4.79,2.83,3.00%,56.85%,6.10%,10.00%,3.00%,94.50M,91.75M,2.90%,0.00%,94.50%,0.22%,5.38%,9.04,546.29K,-1.23%,-8.70%,-12.33%,-11.85%,-32.91%,-31.62%,4.93%,4.48%,-,1.34,4.06%,3.10%,11.40%,8.80%,1.80,1.10,1.37,1.44,31.40%,8.50%,4.70%,Jul 28/a,2.04,0.3,-5.81%,-5.07%,-12.35%,-43.76%,82.34%,43.52,-2.74%,0.61%
ACEL,2020-09-08,"Accel Entertainment, Inc.",Consumer Cyclical,Gambling,USA,1.05B,-,12.73,0.00%,338041,23.15,-,1.98,11.79,5.80,-,-177.70%,2100.00%,-,18.06%,-,78.00M,40.18M,6.40%,0.00%,60.60%,8.56%,6.82%,4.92,556.83K,7.34%,24.80%,33.16%,26.67%,23.59%,1.84%,6.98%,6.04%,2.20,0.61,-,-0.90%,-1.70%,1.60%,4.10,4.10,4.55,4.76,35.80%,4.00%,-0.80%,-,-,0.72,11.53%,27.73%,23.97%,-4.93%,143.87%,68.22,0.00%,0.00%
ACGL,2020-09-08,Arch Capital Group Ltd.,Financial,Insurance - Diversified,Bermuda,12.68B,11.41,31.0,-2.73%,1486306,11.72,-,1.74,1.11,14.85,4.84,124.20%,139.24%,14.10%,-2.26%,11.20%,402.50M,394.09M,1.10%,-3.73%,89.20%,0.72%,0.86%,1.97,1.71M,-1.71%,-4.59%,-9.83%,-18.05%,-25.01%,-27.72%,3.15%,2.70%,2.20,0.87,-,2.90%,10.40%,13.10%,-,-,0.29,0.29,-,18.50%,15.40%,Jul 29/a,0.78,0.97,-2.89%,1.34%,-9.73%,-35.84%,48.11%,47.24,-1.59%,-1.16%
ACH,2020-09-08,Aluminum Corporation of China Limited,Basic Materials,Aluminum,China,6.74B,-,6.0,-1.64%,52518,-,-,0.26,0.51,4.10,7.90,8.10%,-,15.20%,-,6.00%,680.91M,429.49M,-,-,1.30%,-0.13%,0.01%,0.42,100.30K,-0.50%,-13.54%,13.85%,-3.07%,-25.47%,-30.96%,2.18%,1.94%,-,0.52,-,0.20%,0.80%,3.70%,0.70,0.40,1.08,1.86,5.80%,3.60%,0.20%,-,1.12,0.2,-7.40%,-5.12%,-5.89%,-33.85%,30.43%,40.04,0.00%,-1.64%
ACHC,2020-09-08,"Acadia Healthcare Company, Inc.",Healthcare,Medical Care Facilities,USA,2.58B,23.83,28.59,-4.09%,466161,11.48,2.47,0.83,1.00,12.15,5.58,161.50%,21.11%,-3.80%,9.66%,25.30%,87.87M,87.14M,0.80%,-14.51%,-,-2.48%,9.35%,14.79,551.08K,-7.51%,-7.92%,-2.49%,8.87%,-1.04%,-13.94%,4.32%,3.28%,2.30,0.85,-,1.60%,4.30%,5.20%,1.20,1.10,1.24,1.27,-,9.20%,3.40%,Aug 04/a,1.40,1.1,-6.35%,-0.69%,1.70%,-19.01%,157.80%,41.13,-3.44%,-0.67%
ACI,2020-09-08,"Albertsons Companies, Inc.",Consumer Defensive,Grocery Stores,USA,6.33B,5.27,13.18,-2.44%,2909556,8.80,0.40,0.10,6.28,3.13,3.77,523.60%,-31.17%,18.90%,13.21%,18.10%,568.00M,227.86M,15.00%,0.05%,55.30%,-,2.74%,1.76,3.54M,-4.42%,-14.14%,-,-,-,-14.69%,3.91%,2.72%,2.00,0.82,-,4.00%,48.80%,10.90%,1.10,0.40,7.10,7.28,28.80%,3.00%,1.50%,Jul 27/b,-,0.42,-9.61%,-12.11%,-12.11%,-20.12%,0.46%,28.15,-2.37%,-0.07%
ACIA,2020-09-08,"Acacia Communications, Inc.",Technology,Communication Equipment,USA,2.89B,49.19,68.22,2.10%,1297959,28.13,-,5.67,4.54,6.51,38.91,559.20%,1.89%,73.90%,-12.00%,26.00%,41.89M,38.71M,6.00%,-2.38%,92.90%,12.25%,11.23%,9.38,463.48K,1.10%,-0.12%,0.92%,3.10%,7.05%,0.60%,0.77%,0.59%,2.70,2.8,-,8.10%,10.10%,3.90%,5.00,4.70,0.00,0.00,48.00%,8.50%,11.70%,-,0.85,0.56,0.69%,0.71%,0.86%,-1.32%,12.54%,57.05,0.68%,1.41%
ACIU,2020-09-08,AC Immune SA,Healthcare,Biotechnology,Switzerland,573.72M,-,7.55,3.57%,411382,-,-,10.82,1.97,1.99,-,177.60%,14.00%,26.30%,-,29.70%,71.88M,38.15M,47.90%,0.00%,28.80%,1.88%,4.07%,1.61,964.15K,-2.71%,12.35%,10.87%,23.37%,42.72%,-11.38%,6.22%,6.06%,1.70,0.43,-,-8.40%,-9.10%,16.20%,20.60,20.60,0.01,0.01,-,-49.40%,-51.20%,Aug 05/b,0.58,0.45,3.69%,5.63%,0.03%,-41.92%,85.50%,54.34,5.45%,-1.78%
ACIW,2020-09-08,"ACI Worldwide, Inc.",Technology,Software - Infrastructure,USA,3.25B,43.46,28.03,-3.69%,560853,23.71,3.62,2.42,2.98,25.19,17.83,19.00%,49.62%,-0.50%,12.00%,4.40%,116.03M,113.78M,1.50%,-1.01%,-,-0.98%,4.65%,8.36,632.91K,-4.59%,-8.10%,-0.92%,-0.36%,-10.45%,-26.01%,3.24%,2.53%,1.80,0.89,-,2.40%,7.10%,4.70%,1.50,1.50,1.18,1.21,50.90%,12.50%,5.70%,Aug 06/b,1.32,0.93,-7.10%,-0.98%,-6.51%,-28.80%,39.94%,40.5,-2.13%,-1.60%
