Ticker,Date,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,Avg Volume,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility W,Volatility M,Recom,Rel Volume,Dividend,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Earnings,Beta,ATR,SMA20,SMA50,SMA200,52W High,52W Low,RSI,from Open,Gap
AAT,2020-11-19,"American Assets Trust, Inc.",Real Estate,REIT - Diversified,USA,1.65B,45.92,28.93,2.66%,257896,29.82,15.31,4.56,1.35,10.63,-,101.50%,44.80%,10.50%,3.00%,7.10%,59.83M,59.59M,0.40%,186.77%,96.10%,-1.04%,1.14%,2.02,336.59K,14.94%,20.59%,15.77%,14.94%,-38.14%,-36.97%,4.90%,4.58%,2.80,0.77,3.46%,1.30%,2.90%,4.30%,-,-,1.10,1.10,65.10%,28.20%,10.40%,Oct 27/a,1.07,1.26,20.41%,18.36%,2.70%,-39.92%,43.57%,66.74,3.58%,-0.89%
AAU,2020-11-19,Almaden Minerals Ltd.,Basic Materials,Gold,Canada,125.50M,-,1.11,1.83%,433505,-,-,-,2.41,46.48,-,-3.20%,-,31.70%,-,-,119.16M,115.02M,7.20%,0.00%,5.90%,50.90%,0.49%,0.8,702.35K,6.73%,20.10%,56.36%,141.30%,124.60%,88.46%,6.97%,9.63%,-,0.62,-,-4.20%,-4.60%,-,9.50,9.50,0.04,0.04,-,-,-,-,1.16,0.1,5.14%,17.57%,85.52%,-10.48%,423.34%,55.40,4.72%,-2.75%
AAWW,2020-11-19,"Atlas Air Worldwide Holdings, Inc.",Industrials,Airports & Air Services,USA,1.44B,-,54.61,-2.48%,592133,6.32,-,0.48,0.71,2.01,1.76,-218.60%,-28.91%,-36.10%,10.00%,8.80%,26.14M,25.65M,1.50%,-27.54%,-,-0.86%,11.17%,5.69,503.33K,4.00%,-13.08%,-5.39%,39.03%,123.90%,98.08%,3.94%,4.84%,1.70,1.18,-,-4.20%,-12.40%,-5.00%,1.00,1.00,1.03,1.17,57.70%,-9.70%,-7.70%,Nov 05/b,1.39,2.78,-6.68%,-10.64%,23.94%,-20.95%,264.80%,40.07,-2.03%,-0.46%
AAXN,2020-11-19,"Axon Enterprise, Inc.",Industrials,Aerospace & Defense,USA,7.64B,-,123.1,2.73%,558258,95.43,-,12.19,8.73,15.07,-,-97.10%,16.22%,-47.40%,18.80%,26.40%,63.50M,62.62M,1.70%,-13.53%,88.00%,3.35%,7.59%,8.05,590.57K,4.19%,19.21%,49.01%,66.10%,71.02%,67.99%,3.23%,4.02%,2.10,0.95,-,-3.80%,-5.60%,-1.40%,3.40,3.00,0.00,0.00,58.70%,-5.50%,-6.40%,Nov 05/a,0.58,4.83,11.48%,23.36%,43.13%,-4.12%,145.95%,70.72,2.87%,-0.14%
AB,2020-11-19,AllianceBernstein Holding L.P.,Financial,Asset Management,USA,3.02B,11.52,31.69,0.96%,182475,10.49,1.05,10.25,2.04,-,-,-0.70%,12.22%,6.40%,11.01%,5.80%,96.35M,90.15M,0.20%,-30.18%,21.00%,1.22%,0.34%,0.69,448.85K,0.96%,-1.98%,10.61%,30.57%,8.16%,4.73%,2.09%,2.81%,2.10,0.41,8.71%,17.60%,17.60%,15.40%,-,-,0.00,0.00,-,100.00%,90.30%,Oct 22/b,1.56,0.9,2.92%,6.80%,17.97%,-12.12%,139.35%,58.25,0.96%,0.00%
ABB,2020-11-19,ABB Ltd,Industrials,Specialty Industrial Machinery,Switzerland,58.14B,120.72,26.92,-2.22%,1901616,-,8.27,2.23,3.41,6.73,33.11,-27.90%,-,-15.30%,14.60%,-6.80%,2.12B,1.95B,-,-,4.30%,10.29%,0.18%,2.17,1.62M,0.37%,1.93%,4.18%,43.42%,23.66%,11.75%,1.21%,1.49%,2.50,1.17,3.08%,12.00%,41.10%,5.20%,1.40,1.10,0.38,0.52,30.70%,6.40%,21.30%,Oct 23/b,1.13,0.5,2.80%,3.14%,18.44%,-3.96%,83.00%,57.13,-0.92%,-1.31%
ABBV,2020-11-19,AbbVie Inc.,Healthcare,Drug Manufacturers - General,USA,173.41B,21.79,99.67,0.96%,7515199,8.17,2.35,4.27,11.55,21.81,21.36,42.30%,16.45%,36.80%,9.27%,10.80%,1.77B,1.76B,0.10%,-22.45%,70.50%,-0.41%,0.73%,1.57,8.16M,2.12%,20.24%,5.07%,8.22%,14.30%,12.57%,1.84%,2.42%,2.00,0.92,5.22%,6.10%,203.50%,21.20%,1.00,0.80,5.39,5.70,68.60%,28.50%,18.00%,Oct 30/b,0.74,2.43,9.30%,12.06%,11.41%,-1.59%,59.34%,69.99,0.92%,0.04%
ABC,2020-11-19,AmerisourceBergen Corporation,Healthcare,Medical Distribution,USA,20.41B,-,101.9,-1.49%,1477232,11.13,-,0.11,5.38,5.97,12.73,-18.60%,8.90%,26.40%,7.97%,8.50%,203.65M,146.95M,0.10%,-41.73%,68.20%,0.74%,2.25%,3.45,957.31K,-3.96%,4.27%,3.82%,9.41%,16.39%,19.85%,3.10%,3.12%,2.40,1.54,1.73%,3.90%,47.70%,13.00%,1.00,0.60,0.94,1.07,2.70%,0.60%,0.80%,Nov 05/b,0.59,3.34,-0.64%,3.02%,7.15%,-8.40%,41.41%,49.49,-0.59%,-0.91%
ABCB,2020-11-19,Ameris Bancorp,Financial,Banks - Regional,USA,2.29B,10.37,34.16,-0.42%,222141,9.76,1.30,3.09,0.92,2.87,-,-1.60%,-0.88%,13.50%,8.00%,31.10%,69.23M,65.72M,1.00%,0.22%,86.30%,1.26%,2.44%,4.23,379.52K,5.46%,23.54%,43.95%,57.78%,-21.05%,-19.70%,3.88%,5.33%,1.60,0.59,1.76%,1.20%,9.20%,15.20%,-,-,0.19,0.19,-,66.10%,30.90%,Oct 22/a,1.43,1.68,9.55%,26.62%,31.57%,-23.92%,99.53%,65.54,0.44%,-0.86%
ABCM,2020-11-19,Abcam plc,Healthcare,Biotechnology,United Kingdom,4.31B,-,19.03,4.56%,112872,-,-,-,-,-,-,-,-,-,-,-,226.55M,183.42M,-,-,-,-,0.11%,0.53,385.75K,1.22%,-,-,-,-,-3.65%,2.54%,-,-,0.29,0.79%,-,-,-,-,-,-,-,-,-,-,-,-,0.92,-1.03%,-1.03%,-1.03%,-8.82%,7.45%,-,3.82%,0.71%
ABEO,2020-11-19,Abeona Therapeutics Inc.,Healthcare,Biotechnology,USA,124.79M,-,1.34,-4.29%,1860082,-,-,17.83,1.09,1.29,-,-27.10%,24.10%,37.00%,-,-,93.77M,82.45M,3.40%,-6.62%,46.10%,0.88%,4.20%,1.7,2.04M,10.74%,8.06%,-45.75%,-58.51%,-44.86%,-59.02%,8.98%,7.91%,1.70,0.91,-,-47.00%,-62.00%,-,2.70,2.70,0.00,0.02,-,-,-,-,1.46,0.11,14.29%,-2.91%,-44.35%,-74.18%,35.42%,52.85,-9.46%,5.71%
ABEV,2020-11-19,Ambev S.A.,Consumer Defensive,Beverages - Brewers,Brazil,44.05B,15.91,2.8,1.08%,20142182,21.54,-,-,2.84,-,-,-47.40%,30.00%,39.83%,-,-,15.73B,4.39B,-,-,9.13%,-,0.92%,1.71,23.71M,3.32%,16.18%,20.17%,30.84%,-31.79%,-39.91%,4.15%,3.95%,3.00,0.85,4.29%,-,-,-,-,-,-,-,-,-,-,-,-,0.11,10.56%,14.92%,9.07%,-41.00%,47.37%,61.78,0.36%,0.72%
ABG,2020-11-19,"Asbury Automotive Group, Inc.",Consumer Cyclical,Auto & Truck Dealerships,USA,2.29B,11.18,120.85,-2.50%,109947,8.58,0.60,0.34,2.86,557.38,3.66,15.00%,13.57%,20.80%,18.50%,4.20%,19.20M,19.09M,0.20%,-9.99%,-,-1.67%,12.23%,11.87,196.62K,2.72%,-1.75%,17.23%,67.68%,11.49%,8.10%,3.88%,4.33%,2.40,0.56,-,6.70%,29.50%,11.30%,1.10,0.40,1.45,2.36,17.00%,5.20%,3.10%,Oct 27/b,1.80,5.57,3.89%,9.46%,36.70%,-6.88%,207.04%,56.29,-2.25%,-0.26%
ABM,2020-11-19,ABM Industries Incorporated,Industrials,Specialty Business Services,USA,2.49B,-,38.25,-0.34%,204497,16.52,-,0.40,1.76,10.85,7.92,78.50%,-5.20%,10.20%,16.00%,6.90%,66.90M,65.88M,1.00%,-5.30%,96.60%,-0.21%,2.08%,3.77,364.67K,1.84%,13.40%,2.77%,17.40%,-0.93%,1.43%,2.65%,3.40%,2.00,0.56,1.93%,-0.10%,-0.30%,7.50%,1.50,1.50,0.46,0.52,13.60%,1.40%,-0.10%,Sep 08/a,1.26,1.34,3.01%,3.86%,11.34%,-7.43%,93.27%,54.27,0.18%,-0.52%
ABMD,2020-11-19,"Abiomed, Inc.",Healthcare,Medical Devices,USA,12.06B,59.40,270.61,1.65%,192490,53.07,3.47,15.02,10.32,22.62,49.02,-21.00%,13.64%,10.80%,17.10%,29.60%,45.10M,44.12M,1.40%,-16.13%,98.70%,0.18%,5.13%,7.4,305.91K,0.86%,-0.73%,-12.02%,31.26%,46.08%,58.63%,2.32%,3.49%,2.30,0.63,-,16.70%,18.90%,17.90%,6.80,6.00,0.00,0.00,80.80%,27.30%,25.90%,Oct 29/b,1.38,9.73,-0.18%,-0.44%,16.28%,-15.22%,127.38%,50.69,1.86%,-0.21%
ABR,2020-11-19,"Arbor Realty Trust, Inc.",Real Estate,REIT - Mortgage,USA,1.57B,17.74,13.32,1.29%,1035130,8.76,2.22,2.90,1.37,8.19,-,-14.30%,50.50%,-5.50%,8.00%,30.60%,113.77M,111.50M,1.40%,0.00%,44.20%,1.92%,4.09%,3.37,1.35M,3.26%,14.83%,20.00%,68.82%,-12.08%,-7.18%,2.93%,4.33%,2.20,0.77,9.61%,1.60%,9.70%,2.50%,-,-,4.63,4.63,67.40%,16.80%,18.80%,Oct 30/b,1.86,0.55,6.15%,10.82%,33.96%,-13.05%,276.27%,60.83,1.45%,-0.15%
ABST,2020-11-19,Absolute Software Corporation,Technology,Software - Application,Canada,465.34M,-,9.54,-0.10%,250540,-,-,4.33,-,-,-,-,-,-,-,-,48.78M,33.53M,0.43%,0.00%,49.82%,-,0.89%,7.11,42.07K,-8.27%,-28.00%,-19.76%,20.24%,65.34%,43.67%,3.61%,5.01%,-,5.95,2.52%,-,-,-,-,-,-,-,-,-,-,-,-,0.52,-14.98%,-17.15%,0.75%,-31.61%,94.69%,33.41,0.00%,-0.10%
ABT,2020-11-19,Abbott Laboratories,Healthcare,Medical Devices,USA,195.60B,59.04,111.0,1.12%,3542780,25.22,4.45,6.07,6.27,41.34,93.14,45.20%,23.86%,12.40%,13.28%,9.50%,1.77B,1.76B,0.30%,-4.55%,75.30%,-0.08%,0.56%,1.77,5.60M,-0.85%,4.79%,8.40%,21.35%,32.32%,27.79%,2.17%,2.42%,1.90,0.63,1.30%,5.00%,11.00%,8.20%,1.70,1.20,0.58,0.59,56.80%,13.50%,10.50%,Oct 21/b,0.88,2.86,0.83%,2.77%,16.39%,-3.60%,80.17%,53.38,0.90%,0.22%
ABTX,2020-11-19,"Allegiance Bancshares, Inc.",Financial,Banks - Regional,USA,630.82M,14.99,31.62,0.51%,30745,13.30,-,2.66,0.86,1.77,17.05,4.50%,10.87%,14.40%,-,34.80%,20.44M,18.78M,0.60%,-16.84%,46.50%,-0.90%,1.92%,6.83,52.76K,5.15%,18.96%,28.17%,27.29%,-10.20%,-15.90%,3.62%,4.73%,3.00,0.58,1.27%,0.80%,6.00%,17.90%,-,-,0.35,0.35,-,80.80%,18.40%,Oct 29/b,1.16,1.49,7.71%,19.20%,20.03%,-18.82%,51.44%,63.67,0.44%,0.06%
ABUS,2020-11-19,Arbutus Biopharma Corporation,Healthcare,Biotechnology,USA,277.32M,-,3.34,-1.47%,1372921,-,-,45.46,-,2.34,-,-137.80%,17.30%,-9.90%,-,-16.70%,79.49M,64.15M,1.60%,-1.48%,30.50%,-8.53%,4.14%,1.49,1.78M,-5.92%,19.71%,5.03%,45.85%,121.19%,20.14%,9.77%,7.78%,2.00,0.77,-,-76.20%,128.90%,203.20%,15.90,15.90,-,-,-,-,-,Nov 05/b,3.04,0.25,7.12%,9.43%,32.82%,-62.97%,279.55%,55.54,-2.34%,0.88%
AC,2020-11-19,"Associated Capital Group, Inc.",Financial,Capital Markets,USA,867.86M,-,36.48,1.81%,4221,-,-,36.77,0.96,18.35,-,169.10%,-,71.70%,-,8.30%,22.35M,3.37M,0.40%,9.55%,76.30%,-0.09%,1.91%,5.81,11.06K,-1.16%,4.38%,-4.03%,-8.13%,2.59%,-6.39%,4.81%,4.08%,-,0.38,0.55%,-11.00%,-12.60%,-3.10%,-,-,0.00,0.02,-,-38.00%,-,-,1.31,1.53,4.30%,3.22%,-0.47%,-43.94%,50.82%,53.53,1.16%,0.64%
ACA,2020-11-19,"Arcosa, Inc.",Industrials,Infrastructure Operations,USA,2.58B,22.62,54.26,-0.51%,244215,22.24,5.03,1.34,1.39,13.65,9.37,52.80%,-4.43%,-6.30%,4.50%,-2.50%,48.10M,47.97M,0.40%,-7.09%,93.10%,0.60%,1.12%,2.08,258.63K,7.94%,11.17%,19.73%,51.90%,41.23%,21.80%,3.36%,4.32%,1.70,0.94,0.37%,4.60%,6.30%,6.30%,2.40,1.40,0.13,0.14,19.50%,8.60%,6.00%,Oct 28/a,-,2.25,9.66%,14.98%,28.25%,-2.60%,92.82%,65.85,1.82%,-2.29%
ACAD,2020-11-19,ACADIA Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,8.36B,-,53.61,-0.39%,670546,-,-,19.96,12.95,12.98,-,17.50%,47.30%,-10.90%,25.00%,390.00%,158.13M,116.72M,0.26%,-23.11%,98.20%,0.52%,7.57%,7.96,1.11M,5.93%,30.63%,39.90%,4.63%,16.06%,25.32%,3.14%,4.25%,1.70,0.6,-,-34.70%,-40.30%,-35.40%,7.90,7.90,0.00,0.00,95.10%,-65.80%,-63.90%,Nov 04/a,1.40,1.94,10.42%,21.75%,20.01%,-8.70%,78.58%,70.67,-0.32%,-0.07%
ACAM,2020-11-19,Acamar Partners Acquisition Corp.,Industrials,Conglomerates,USA,387.37M,184.18,10.13,0.20%,126892,-,-,-,77.33,968.43,-,-,-,-,-,-,38.24M,30.56M,-,-,82.60%,-4.65%,0.99%,0.92,329.97K,0.10%,-0.88%,0.30%,1.00%,3.26%,1.40%,0.52%,0.62%,-,0.38,-,-,-,-,-,-,0.00,0.00,-,-,-,-,-,0.06,0.11%,-0.66%,0.14%,-3.52%,6.63%,47.19,-0.10%,0.30%
ACB,2020-11-19,Aurora Cannabis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,1.14B,32.73,7.07,0.71%,16622961,-,-,-,2.06,-,-,-,-,-,-,-,160.66M,160.05M,0.17%,0.00%,10.18%,-,14.98%,0.92,25.99M,1.14%,45.77%,-24.87%,-55.84%,-77.68%,-72.72%,8.82%,15.44%,-,0.64,-,-,-,-,-,-,-,-,-,-,-,Nov 09/b,-,1.12,15.62%,24.30%,-31.45%,-81.87%,90.57%,54.93,0.28%,0.43%
ACBI,2020-11-19,"Atlantic Capital Bancshares, Inc.",Financial,Banks - Regional,USA,315.34M,16.93,15.36,0.33%,59406,11.71,1.61,3.13,0.97,2.25,4.98,11.60%,36.95%,16.80%,10.50%,23.70%,21.50M,19.70M,1.60%,8.09%,88.70%,-0.65%,1.58%,3.88,80.24K,3.43%,14.03%,41.57%,44.23%,-17.73%,-16.29%,3.43%,4.63%,2.20,0.74,-,0.70%,5.90%,18.70%,-,-,0.22,0.22,-,83.50%,19.60%,Oct 22/a,0.94,0.73,5.57%,17.23%,21.43%,-24.00%,72.78%,61.7,1.12%,-0.78%
ACC,2020-11-19,"American Campus Communities, Inc.",Real Estate,REIT - Residential,USA,5.52B,79.49,40.38,-0.57%,847175,412.04,4.51,6.18,1.76,124.40,70.72,-28.40%,-66.09%,1.50%,17.62%,5.10%,137.63M,136.69M,0.30%,-22.63%,-,2.55%,3.83%,4.59,1.14M,-0.17%,9.28%,24.13%,28.39%,-13.99%,-14.14%,3.10%,3.80%,2.40,0.74,4.66%,0.90%,2.20%,3.00%,-,-,1.14,1.14,51.80%,20.90%,7.90%,Oct 26/a,0.90,1.42,3.54%,8.51%,13.54%,-17.62%,100.60%,61.6,0.20%,-0.76%
ACCD,2020-11-19,"Accolade, Inc.",Healthcare,Health Information Services,USA,2.51B,-,46.1,9.33%,425613,-,-,17.11,-,32.33,-,9.10%,68.00%,-,28.80%,-,54.50M,39.44M,1.30%,0.00%,27.70%,-,7.10%,8.51,329.02K,24.58%,15.73%,16.14%,-,-,55.20%,6.58%,7.55%,1.90,1.29,-,-,-,20.50%,1.30,1.30,-,-,43.60%,-32.80%,-35.00%,Oct 14/a,-,3.01,23.78%,24.17%,28.17%,2.54%,60.72%,67.4,8.05%,1.19%
ACCO,2020-11-19,ACCO Brands Corporation,Industrials,Business Equipment & Supplies,USA,689.30M,9.63,7.49,-3.97%,735726,7.34,0.96,0.40,0.98,8.03,6.08,3.00%,53.85%,6.10%,10.00%,3.00%,94.50M,91.78M,0.10%,118.96%,93.40%,-1.38%,5.42%,7.99,622.88K,11.62%,15.94%,11.13%,22.59%,-21.07%,-19.98%,5.78%,5.53%,1.80,1.18,3.47%,2.80%,10.30%,8.80%,1.60,1.00,1.21,1.26,30.90%,8.00%,4.40%,Oct 27/a,2.15,0.37,17.74%,19.78%,14.47%,-34.18%,113.39%,66.07,-2.22%,-1.79%
ACEL,2020-11-19,"Accel Entertainment, Inc.",Consumer Cyclical,Gambling,USA,974.48M,-,10.39,-0.67%,180691,17.37,-,1.84,12.52,5.88,-,-177.70%,130.00%,-,21.68%,-,78.32M,51.23M,5.70%,0.00%,53.60%,2.60%,3.97%,5.01,406.06K,-5.55%,-1.14%,-14.77%,12.93%,-1.05%,-16.88%,5.21%,4.86%,2.20,0.44,-,-5.90%,-18.50%,1.60%,3.60,3.60,5.86,6.14,35.90%,-0.90%,-5.60%,Nov 05/b,-,0.55,-0.65%,-7.04%,2.74%,-31.24%,99.04%,46.61,-0.10%,-0.57%
ACET,2020-11-19,"Adicet Bio, Inc.",Healthcare,Biotechnology,USA,225.28M,-,12.25,-2.47%,45761,-,-,18.02,0.55,2.08,-,-69.50%,-1.20%,-,29.10%,-,5.21M,3.51M,0.40%,0.00%,17.00%,40.17%,3.80%,1.21,110.74K,-1.84%,-6.49%,-20.09%,-16.67%,63.55%,17.45%,8.80%,8.79%,1.70,0.41,-,-36.20%,-68.50%,-,3.60,3.60,0.00,0.00,-,-,-,Nov 05/a,-,1.01,2.55%,-4.36%,-3.98%,-43.55%,103.49%,50.93,-4.30%,1.91%
ACEV,2020-11-19,ACE Convergence Acquisition Corp.,Financial,Shell Companies,USA,222.87M,-,9.69,-0.51%,4243,-,-,-,-,-,-,-,-,-,-,-,23.00M,-,-,-,16.40%,-,-,0.0,61.33K,-1.02%,-0.31%,-,-,-,-0.92%,0.36%,0.37%,-,0.07,-,-,-,-,-,-,-,-,-,-,-,-,-,0.04,-0.27%,-0.49%,-0.49%,-1.62%,0.94%,-,-0.31%,-0.21%
ACGL,2020-11-19,Arch Capital Group Ltd.,Financial,Insurance - Diversified,Bermuda,13.98B,12.49,34.87,-0.06%,1856167,12.65,5.85,1.79,1.20,14.32,4.99,124.20%,120.30%,14.10%,2.14%,11.20%,402.85M,394.15M,0.50%,1.19%,88.60%,-0.62%,0.73%,1.8,1.60M,3.38%,12.99%,12.85%,23.22%,-15.36%,-18.70%,2.84%,3.86%,2.20,1.16,-,2.90%,10.40%,13.10%,-,-,0.26,0.26,-,17.90%,14.70%,Oct 27/a,0.84,1.29,7.34%,12.33%,11.56%,-27.84%,66.60%,65.64,0.52%,-0.57%
ACH,2020-11-19,Aluminum Corporation of China Limited,Basic Materials,Aluminum,China,7.92B,-,7.03,-1.68%,57754,-,-,0.29,0.58,4.04,15.09,8.10%,-,15.20%,-,6.00%,680.91M,429.49M,-,-,1.30%,0.16%,0.01%,0.69,54.83K,5.40%,24.65%,5.56%,46.76%,-8.34%,-19.10%,1.45%,1.84%,-,1.05,-,0.00%,-0.10%,3.70%,0.70,0.50,1.10,1.85,5.80%,2.80%,0.00%,-,1.26,0.19,15.30%,22.70%,21.88%,-22.49%,52.83%,73.32,-0.71%,-0.98%
