Ticker,Date,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,Avg Volume,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility W,Volatility M,Recom,Rel Volume,Dividend,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Earnings,Beta,ATR,SMA20,SMA50,SMA200,52W High,52W Low,RSI,from Open,Gap
ABG,2020-11-09,"Asbury Automotive Group, Inc.",Consumer Cyclical,Auto & Truck Dealerships,USA,2.39B,11.33,122.49,7.27%,431348,8.69,0.61,0.35,2.90,582.57,3.82,15.00%,13.57%,20.80%,18.50%,4.20%,19.20M,19.09M,0.50%,-4.51%,-,-0.89%,11.55%,11.41,193.10K,11.85%,6.79%,16.15%,92.29%,12.31%,9.57%,3.55%,4.21%,2.40,2.23,-,6.70%,29.50%,11.30%,1.10,0.40,1.45,2.36,17.00%,5.20%,3.10%,Oct 27/b,1.79,5.71,7.98%,13.47%,40.12%,-2.01%,211.20%,62.28,0.81%,6.40%
ABM,2020-11-09,ABM Industries Incorporated,Industrials,Specialty Business Services,USA,2.68B,-,39.82,8.15%,506881,17.20,-,0.44,1.84,11.70,8.54,78.50%,-5.20%,10.20%,16.00%,6.90%,66.90M,65.90M,1.00%,-5.13%,98.10%,1.31%,1.71%,3.16,356.83K,12.36%,7.59%,1.89%,24.17%,5.32%,5.60%,3.50%,3.04%,2.00,1.42,1.86%,-0.10%,-0.30%,7.50%,1.50,1.50,0.46,0.52,13.60%,1.40%,-0.10%,Sep 08/a,1.27,1.27,11.85%,8.60%,15.90%,-2.35%,101.21%,67.35,0.58%,7.52%
ABMD,2020-11-09,"Abiomed, Inc.",Healthcare,Medical Devices,USA,12.64B,61.37,279.61,2.72%,426378,54.84,3.59,15.75,10.66,23.72,51.40,-21.00%,13.64%,10.80%,17.10%,29.60%,45.10M,44.12M,1.40%,-15.77%,98.30%,-0.23%,5.51%,7.74,314.21K,9.72%,2.21%,-5.18%,46.17%,27.32%,63.91%,3.77%,3.73%,2.30,1.36,-,16.70%,18.90%,17.90%,6.80,6.00,0.00,0.00,80.80%,27.30%,25.90%,Oct 29/b,1.40,11.32,1.82%,1.53%,21.90%,-12.40%,134.95%,55.28,-0.51%,3.25%
ABR,2020-11-09,"Arbor Realty Trust, Inc.",Real Estate,REIT - Mortgage,USA,1.55B,17.70,13.29,2.78%,2302022,8.94,2.21,2.86,1.37,8.08,-,-14.30%,47.23%,-5.50%,8.00%,30.60%,113.77M,111.50M,1.30%,0.33%,42.80%,-1.42%,4.10%,3.69,1.24M,4.15%,13.20%,13.98%,101.98%,-13.81%,-7.39%,4.60%,3.77%,2.20,1.86,9.63%,1.60%,9.70%,2.50%,-,-,4.63,4.63,67.40%,16.80%,18.80%,Oct 30/b,1.88,0.54,11.50%,13.30%,32.72%,-15.73%,275.42%,68.25,-4.32%,7.42%
ABST,2020-11-09,Absolute Software Corporation,Technology,Software - Application,Canada,554.60M,-,11.37,-3.56%,67946,-,-,5.30,-,-,-,-,-,-,-,-,48.78M,27.42M,0.43%,0.00%,53.85%,-,-,-,27.06K,-0.70%,-8.89%,-7.18%,50.50%,101.60%,71.23%,5.55%,3.71%,-,2.51,2.11%,-,-,-,-,-,-,-,-,-,-,-,-,0.5,-8.38%,-3.60%,21.97%,-18.49%,132.04%,43.93,-6.42%,3.05%
ABT,2020-11-09,Abbott Laboratories,Healthcare,Medical Devices,USA,192.37B,58.19,109.39,-4.40%,13969106,24.84,4.38,5.97,6.18,40.66,91.61,45.20%,23.85%,12.40%,13.28%,9.50%,1.77B,1.76B,0.30%,-4.56%,75.60%,0.13%,0.53%,1.75,5.37M,1.78%,-0.24%,10.43%,16.62%,30.63%,25.94%,3.31%,2.54%,1.90,2.6,1.32%,5.00%,11.00%,8.20%,1.70,1.20,0.58,0.59,56.80%,13.50%,10.50%,Oct 21/b,0.90,3.11,0.62%,2.02%,15.82%,-4.99%,77.55%,51.88,-1.90%,-2.54%
ABTX,2020-11-09,"Allegiance Bancshares, Inc.",Financial,Banks - Regional,USA,643.65M,14.67,30.93,11.46%,173548,13.01,-,2.72,0.86,2.29,15.62,4.50%,10.87%,14.40%,-,34.80%,20.41M,18.75M,0.60%,-9.17%,47.00%,0.09%,2.08%,7.80,50.06K,6.22%,18.10%,14.09%,37.99%,-12.13%,-17.74%,6.56%,4.54%,3.00,3.47,1.29%,0.80%,6.10%,17.90%,-,-,0.49,0.49,-,73.90%,18.50%,Oct 29/b,1.17,1.45,13.44%,20.79%,16.33%,-20.59%,48.13%,66.98,3.10%,8.11%
ABUS,2020-11-09,Arbutus Biopharma Corporation,Healthcare,Biotechnology,USA,264.67M,-,3.18,13.98%,3374547,-,-,34.37,-,2.24,-,-137.80%,16.30%,-9.90%,-,-16.70%,79.49M,60.15M,1.70%,-1.39%,30.80%,-11.53%,3.34%,0.89,2.26M,15.22%,-0.62%,-7.56%,92.73%,122.38%,14.39%,8.51%,5.94%,2.00,1.49,-,-76.20%,128.90%,203.20%,15.90,15.90,-,-,-,-,-,Nov 05/b,2.91,0.2,7.78%,8.79%,27.78%,-64.75%,261.36%,59.4,6.71%,6.81%
AC,2020-11-09,"Associated Capital Group, Inc.",Financial,Capital Markets,USA,824.99M,-,36.83,4.39%,11036,-,-,28.16,0.97,11.09,-,169.10%,-,71.70%,-,8.30%,22.38M,3.32M,0.40%,10.20%,76.70%,-0.02%,1.82%,4.64,13.02K,14.20%,6.69%,-7.76%,10.42%,-4.91%,-5.49%,4.66%,3.12%,-,0.85,0.54%,-2.20%,-2.40%,-3.10%,-,-,0.00,0.01,-,-34.00%,-72.20%,-,1.28,1.42,7.54%,3.40%,-0.13%,-43.41%,52.27%,63.41,1.29%,3.06%
ACA,2020-11-09,"Arcosa, Inc.",Industrials,Infrastructure Operations,USA,2.49B,21.13,50.69,2.88%,367128,20.77,4.70,1.29,1.30,13.16,9.03,52.80%,-4.43%,-6.30%,4.50%,-2.50%,48.10M,47.97M,0.40%,-6.88%,95.30%,2.97%,1.44%,2.77,248.49K,8.10%,8.38%,10.51%,54.12%,30.41%,13.78%,5.76%,4.01%,1.70,1.48,0.39%,4.60%,6.30%,6.30%,2.40,1.40,0.13,0.14,19.50%,8.60%,6.00%,Oct 28/a,-,2.05,6.33%,9.52%,20.72%,-1.55%,80.14%,64.57,-4.66%,7.92%
ACAD,2020-11-09,ACADIA Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,7.70B,-,50.03,-0.32%,1070533,-,-,18.36,12.08,11.94,-,17.50%,54.40%,-10.90%,25.00%,390.00%,158.13M,116.69M,0.26%,-46.96%,98.30%,0.57%,7.62%,7.52,1.18M,9.62%,17.08%,24.36%,1.34%,17.41%,16.95%,5.61%,4.27%,1.70,0.91,-,-34.70%,-40.30%,-35.40%,7.90,7.90,0.00,0.00,95.10%,-65.80%,-63.90%,Nov 04/a,1.39,1.94,11.76%,19.39%,13.09%,-14.80%,66.66%,73.39,-2.06%,1.77%
ACAM,2020-11-09,Acamar Partners Acquisition Corp.,Industrials,Conglomerates,USA,385.01M,183.64,10.1,-0.30%,60411,-,-,-,1.03,641.69,-,-,-,-,-,-,30.56M,30.56M,-,-,88.80%,1.09%,0.19%,0.17,329.50K,0.20%,-0.98%,-1.46%,1.00%,3.59%,1.10%,0.67%,0.62%,-,0.18,-,0.70%,0.70%,-,3.90,3.90,0.00,0.00,-,-,-,-,-,0.08,-0.40%,-1.05%,-0.09%,-3.81%,6.32%,42.81,-0.79%,0.49%
ACB,2020-11-09,Aurora Cannabis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,1.80B,51.90,11.21,14.50%,165729047,-,-,-,3.26,-,-,-,-,-,-,-,160.66M,121.07M,0.23%,0.00%,13.68%,-,19.40%,1.32,17.76M,137.00%,122.86%,11.88%,73.53%,-75.48%,-56.75%,27.81%,13.74%,-,9.33,-,-,-,-,-,-,-,-,-,-,-,Nov 09/b,-,1.18,131.71%,91.47%,2.33%,-75.55%,202.16%,81.17,-16.03%,36.36%
ACBI,2020-11-09,"Atlantic Capital Bancshares, Inc.",Financial,Banks - Regional,USA,337.77M,16.69,15.14,9.24%,154855,11.54,1.59,3.36,0.97,3.53,4.23,11.60%,36.95%,16.80%,10.50%,23.70%,21.47M,21.35M,1.60%,7.39%,85.90%,0.03%,1.39%,3.86,77.09K,8.38%,14.18%,28.74%,43.51%,-19.68%,-17.49%,5.85%,4.47%,2.20,2.01,-,1.70%,14.10%,18.70%,-,-,0.15,0.15,-,79.00%,46.30%,Oct 22/a,0.94,0.76,10.65%,20.74%,18.59%,-25.09%,70.30%,65.9,0.33%,8.87%
ACC,2020-11-09,"American Campus Communities, Inc.",Real Estate,REIT - Residential,USA,5.47B,41.30,40.02,2.46%,2692253,408.37,2.34,5.75,1.70,176.31,46.67,-28.40%,-66.09%,1.50%,17.62%,5.10%,137.61M,136.69M,0.30%,-22.65%,99.50%,0.77%,3.30%,4.12,1.10M,5.23%,7.96%,15.46%,34.12%,-15.05%,-14.91%,5.62%,3.55%,2.40,2.45,4.70%,1.80%,4.10%,3.00%,-,-,1.08,1.08,53.50%,26.60%,14.10%,Oct 26/a,0.88,1.61,7.21%,10.33%,11.88%,-18.35%,98.81%,65.24,-8.57%,12.06%
ACCD,2020-11-09,"Accolade, Inc.",Healthcare,Health Information Services,USA,2.18B,-,40.07,6.97%,300603,-,-,14.87,-,28.10,-,9.10%,69.00%,-,28.80%,-,54.49M,39.44M,1.30%,0.00%,25.90%,-,7.16%,8.47,333.46K,20.48%,2.92%,10.84%,-,-,34.92%,7.16%,7.87%,1.90,0.9,-,-,-,20.50%,1.30,1.30,-,-,43.60%,-32.80%,-35.00%,Oct 14/a,-,3.05,4.12%,10.42%,12.13%,-10.87%,39.71%,56.48,0.91%,6.01%
ACCO,2020-11-09,ACCO Brands Corporation,Industrials,Business Equipment & Supplies,USA,634.53M,8.59,6.68,16.17%,981883,6.84,0.86,0.37,0.87,7.40,5.60,3.00%,47.21%,6.10%,10.00%,3.00%,94.50M,91.78M,0.10%,0.00%,95.20%,0.54%,5.50%,8.67,582.04K,16.99%,2.93%,-8.12%,15.97%,-28.33%,-28.63%,5.02%,4.70%,-,1.69,3.89%,2.80%,10.30%,8.80%,1.60,1.00,1.21,1.26,30.90%,8.00%,4.40%,Oct 27/a,2.05,0.33,8.72%,8.33%,0.99%,-41.30%,90.31%,60.9,6.03%,9.57%
ACEL,2020-11-09,"Accel Entertainment, Inc.",Consumer Cyclical,Gambling,USA,1.05B,-,11.41,11.10%,704635,18.92,-,1.98,13.75,6.33,-,-177.70%,281.65%,-,23.46%,-,78.32M,49.73M,5.80%,0.00%,54.00%,1.78%,4.03%,4.85,413.59K,18.36%,5.55%,13.31%,46.28%,11.21%,-8.72%,6.06%,4.76%,2.20,1.7,-,-5.90%,-18.50%,1.60%,3.60,3.60,5.86,6.14,35.90%,-0.90%,-5.60%,Nov 05/b,-,0.56,9.47%,-0.21%,12.23%,-24.49%,118.58%,59.03,5.84%,4.97%
ACET,2020-11-09,"Adicet Bio, Inc.",Healthcare,Biotechnology,USA,216.69M,-,11.05,-7.22%,36747,-,-,49.39,0.49,2.00,-,-69.50%,-40.30%,-,29.10%,-,5.21M,3.51M,0.40%,0.00%,17.10%,37.81%,5.24%,1.62,113.46K,6.66%,-19.46%,-33.67%,-18.21%,-81.86%,5.94%,6.87%,7.73%,1.70,0.32,-,-,-,-,3.90,3.90,0.00,0.00,-,-,-,Nov 05/a,-,0.92,-10.45%,-16.07%,-12.58%,-84.02%,83.55%,42.21,-8.30%,1.18%
ACEV,2020-11-09,ACE Convergence Acquisition Corp.,Financial,Shell Companies,USA,225.17M,-,9.79,0.82%,228156,-,-,-,-,-,-,-,-,-,-,-,23.00M,-,-,-,12.18%,-,-,0.0,61.37K,1.45%,0.41%,-,-,-,0.10%,0.42%,0.33%,-,3.72,-,-,-,-,-,-,-,-,-,-,-,-,-,0.05,0.81%,0.59%,0.59%,-0.61%,1.98%,-,-1.11%,1.96%
ACGL,2020-11-09,Arch Capital Group Ltd.,Financial,Insurance - Diversified,Bermuda,14.14B,12.34,34.44,9.16%,2331380,12.65,5.78,1.81,1.19,14.48,5.05,124.20%,124.40%,14.10%,2.14%,11.20%,402.85M,394.14M,1.10%,-3.74%,89.00%,-0.17%,0.86%,2.17,1.56M,9.80%,9.23%,4.84%,45.62%,-15.13%,-19.70%,3.66%,3.64%,2.20,1.5,-,2.90%,10.40%,13.10%,-,-,0.26,0.26,-,17.90%,14.70%,Oct 27/a,0.80,1.33,11.51%,12.66%,8.80%,-28.73%,64.55%,68.21,1.12%,7.96%
ACH,2020-11-09,Aluminum Corporation of China Limited,Basic Materials,Aluminum,China,7.51B,-,6.46,9.31%,133206,-,-,0.28,0.53,3.82,14.29,8.10%,-,15.20%,-,6.00%,680.91M,429.49M,-,-,1.30%,0.03%,0.01%,1.0,53.39K,18.53%,17.45%,-5.00%,28.43%,-20.35%,-25.66%,1.92%,1.74%,-,2.49,-,0.00%,-0.10%,3.70%,0.70,0.50,1.10,1.85,5.80%,2.80%,0.00%,-,1.17,0.18,15.79%,15.02%,11.51%,-28.78%,40.43%,72.42,2.38%,6.77%
