Ticker,Date,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,Avg Volume,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility W,Volatility M,Recom,Rel Volume,Dividend,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Earnings,Beta,ATR,SMA20,SMA50,SMA200,52W High,52W Low,RSI,from Open,Gap
AAU,2020-09-25,Almaden Minerals Ltd.,Basic Materials,Gold,Canada,109.22M,-,0.87,3.54%,329284,-,-,-,1.93,78.02,-,-3.20%,-,31.70%,-,-,117.24M,111.67M,7.20%,0.00%,5.90%,43.36%,0.68%,0.97,782.02K,-8.54%,29.30%,84.67%,187.99%,26.45%,47.08%,8.05%,9.25%,-,0.42,-,-5.40%,-5.90%,-,6.70,6.70,0.04,0.04,-,-,-,-,1.05,0.08,8.97%,19.34%,68.51%,-20.52%,308.44%,55.97,5.45%,-1.82%
AAWW,2020-09-25,"Atlas Air Worldwide Holdings, Inc.",Industrials,Airports & Air Services,USA,1.57B,-,60.24,-0.50%,343157,7.82,-,0.55,0.82,2.16,2.35,-218.60%,-34.23%,-36.10%,10.00%,8.80%,26.13M,25.57M,0.60%,-38.07%,-,8.15%,8.79%,4.71,476.89K,-1.61%,6.96%,54.15%,171.72%,144.78%,118.50%,3.90%,3.70%,1.70,0.72,-,-4.40%,-12.80%,-5.00%,1.00,1.00,1.16,1.30,56.00%,-10.00%,-8.70%,Aug 06/b,1.59,2.21,3.86%,7.38%,61.92%,-5.09%,302.40%,60.90,-0.45%,-0.05%
AAXN,2020-09-25,"Axon Enterprise, Inc.",Industrials,Aerospace & Defense,USA,5.55B,-,87.2,2.12%,438601,62.11,-,9.40,6.05,9.97,121.53,-97.10%,51.95%,-47.40%,18.80%,26.40%,63.48M,62.42M,0.80%,-20.42%,85.20%,2.43%,7.23%,5.85,772.06K,5.63%,2.36%,-9.22%,17.19%,47.77%,19.00%,3.69%,3.40%,2.10,0.57,-,-3.50%,-5.30%,-1.40%,3.60,3.30,0.00,0.00,59.10%,-3.70%,-5.60%,Aug 06/a,0.58,2.8,3.07%,2.54%,8.79%,-16.87%,75.10%,57.21,2.29%,-0.16%
AB,2020-09-25,AllianceBernstein Holding L.P.,Financial,Asset Management,USA,2.65B,10.23,27.38,1.97%,314208,9.18,1.17,9.20,1.79,-,-,-0.70%,12.11%,6.40%,8.71%,5.80%,96.89M,90.31M,0.20%,-29.91%,20.90%,-5.56%,0.29%,0.86,302.01K,-1.33%,-3.63%,8.18%,46.26%,-7.12%,-9.52%,3.23%,2.69%,2.30,1.04,8.91%,17.20%,17.30%,15.40%,-,-,0.00,0.00,-,100.00%,90.00%,Jul 23/b,1.52,0.74,-1.32%,-2.96%,0.99%,-24.07%,106.80%,44.66,2.93%,-0.93%
ABB,2020-09-25,ABB Ltd,Industrials,Specialty Industrial Machinery,Switzerland,54.83B,37.73,25.09,0.12%,1076866,23.23,2.58,2.08,4.40,12.05,39.56,-27.90%,66.20%,-15.30%,14.60%,-6.80%,2.13B,1.91B,-,-,3.90%,-9.73%,0.13%,1.30,1.87M,-2.98%,-4.13%,15.57%,37.71%,29.06%,4.15%,1.76%,1.62%,2.50,0.58,3.31%,3.30%,12.20%,5.20%,1.20,1.00,0.51,1.04,31.60%,8.20%,5.80%,Jul 22/b,1.09,0.44,-2.47%,-2.75%,12.67%,-5.89%,70.56%,40.09,1.05%,-0.92%
ABBV,2020-09-25,AbbVie Inc.,Healthcare,Drug Manufacturers - General,USA,151.37B,18.97,86.23,0.37%,9924654,7.10,2.29,4.18,9.66,25.06,20.42,42.30%,16.18%,36.80%,8.27%,10.80%,1.76B,1.76B,0.10%,-5.17%,70.80%,12.74%,0.69%,1.73,7.03M,-4.31%,-8.61%,-10.30%,18.66%,16.48%,-2.61%,1.97%,2.19%,1.90,1.41,5.47%,7.10%,-303.40%,21.20%,0.90,0.70,5.58,5.94,73.30%,30.20%,19.10%,Jul 31/b,0.70,1.83,-5.09%,-8.07%,-3.32%,-14.86%,37.86%,29.85,0.29%,0.08%
ABC,2020-09-25,AmerisourceBergen Corporation,Healthcare,Medical Distribution,USA,19.76B,12.79,96.8,2.26%,821005,11.47,1.57,0.11,5.11,5.78,21.73,-18.60%,7.28%,26.40%,8.17%,8.50%,203.65M,146.95M,0.10%,-47.97%,67.80%,0.92%,2.26%,3.52,943.35K,-0.03%,-0.88%,-2.40%,18.37%,18.05%,13.86%,2.61%,2.57%,2.40,0.87,1.74%,3.90%,47.30%,13.00%,1.00,0.60,0.94,1.07,2.60%,0.60%,0.80%,Aug 05/b,0.53,2.4,0.88%,-2.92%,4.56%,-9.07%,34.34%,49.21,2.76%,-0.49%
ABCB,2020-09-25,Ameris Bancorp,Financial,Banks - Regional,USA,1.56B,11.36,21.91,2.19%,402397,7.64,1.42,2.09,0.62,1.96,-,-1.60%,14.17%,13.50%,8.00%,31.10%,69.19M,65.71M,4.10%,0.05%,85.40%,-1.34%,2.07%,3.59,378.32K,-4.72%,-11.01%,2.96%,-2.71%,-44.55%,-48.50%,6.25%,4.11%,1.70,1.06,2.74%,0.70%,5.50%,15.20%,-,-,0.16,0.16,-,66.50%,17.90%,Jul 27/b,1.52,1.01,-7.19%,-8.47%,-23.86%,-51.20%,27.98%,38.24,3.25%,-1.03%
ABEO,2020-09-25,Abeona Therapeutics Inc.,Healthcare,Biotechnology,USA,148.61M,-,1.86,-4.62%,625563,-,-,-,1.43,1.38,-,-27.10%,24.70%,37.00%,-,-,93.18M,70.65M,1.70%,-10.54%,53.20%,-1.47%,3.15%,2.54,877.83K,-10.58%,-20.17%,-33.69%,-9.71%,-20.51%,-43.12%,8.66%,8.49%,2.00,0.71,-,-53.80%,-72.00%,-,2.90,2.90,0.00,0.01,-,-,-,-,1.19,0.17,-9.38%,-26.03%,-32.67%,-64.16%,37.78%,37.18,-5.10%,0.51%
ABEV,2020-09-25,Ambev S.A.,Consumer Defensive,Beverages - Brewers,Brazil,36.66B,13.24,2.33,0.87%,17682487,17.92,-,-,2.36,-,-,-47.40%,30.00%,39.83%,-8.20%,-,15.73B,4.39B,-,-,8.30%,-,0.56%,0.85,28.67M,-2.51%,1.75%,-8.63%,-7.17%,-48.94%,-50.00%,4.04%,3.73%,3.00,0.62,5.15%,-,-,-,-,-,-,-,-,-,-,-,-,0.1,-1.17%,-6.35%,-21.36%,-50.91%,22.63%,43.39,2.19%,-1.30%
ABG,2020-09-25,"Asbury Automotive Group, Inc.",Consumer Cyclical,Auto & Truck Dealerships,USA,1.85B,11.38,93.14,-0.76%,273408,7.56,0.62,0.27,2.51,3.01,2.49,15.00%,18.80%,20.80%,18.50%,4.20%,19.20M,19.09M,0.50%,-16.50%,-,-0.23%,11.32%,9.72,222.39K,-5.23%,-7.06%,27.43%,67.82%,-7.19%,-16.68%,3.95%,4.14%,2.40,1.23,-,5.40%,24.10%,11.30%,1.80,1.10,1.66,2.47,16.30%,4.30%,2.30%,Jul 28/b,1.71,4.2,-10.35%,-10.50%,6.79%,-24.55%,136.64%,36.39,0.19%,-0.95%
ABM,2020-09-25,ABM Industries Incorporated,Industrials,Specialty Business Services,USA,2.45B,-,36.85,0.30%,507329,15.80,-,0.40,1.70,10.67,7.79,78.50%,-4.66%,10.20%,16.00%,6.90%,66.90M,65.87M,1.10%,-4.86%,96.70%,-1.85%,2.05%,3.41,396.35K,-4.46%,-1.29%,5.38%,67.58%,0.33%,-2.28%,3.49%,3.39%,2.00,1.28,2.01%,-0.10%,-0.30%,7.50%,1.50,1.50,0.46,0.52,13.60%,1.40%,-0.10%,Sep 08/a,1.20,1.28,-2.02%,-0.63%,6.08%,-9.64%,86.20%,48.04,1.18%,-0.87%
ABMD,2020-09-25,"Abiomed, Inc.",Healthcare,Medical Devices,USA,12.50B,76.59,266.44,1.51%,224338,50.37,3.19,15.67,10.88,29.26,52.04,-21.00%,19.76%,10.80%,24.00%,29.60%,45.01M,43.98M,1.40%,-16.57%,98.70%,0.39%,4.89%,6.36,338.10K,0.52%,-12.97%,11.36%,83.45%,49.98%,56.19%,3.51%,4.05%,2.30,0.66,-,13.30%,15.10%,17.90%,5.60,4.80,0.00,0.00,81.20%,27.30%,19.90%,Aug 06/b,1.17,10.61,-5.31%,-9.36%,24.23%,-16.53%,123.88%,39.82,1.94%,-0.42%
ABR,2020-09-25,"Arbor Realty Trust, Inc.",Real Estate,REIT - Mortgage,USA,1.30B,24.67,11.62,4.03%,650778,10.09,3.08,2.48,1.27,3.40,4.44,-14.30%,124.12%,-5.50%,8.00%,30.60%,110.75M,105.43M,1.30%,0.34%,45.20%,18.51%,4.63%,2.93,1.67M,-4.83%,2.29%,25.49%,69.88%,-11.43%,-19.02%,5.72%,4.09%,2.40,0.39,10.67%,0.80%,5.20%,2.50%,-,-,4.81,4.81,64.30%,9.50%,9.90%,-,1.77,0.48,0.72%,7.30%,11.56%,-26.32%,228.25%,56.16,4.59%,-0.54%
ABT,2020-09-25,Abbott Laboratories,Healthcare,Medical Devices,USA,182.82B,59.83,103.45,2.51%,5052905,25.19,4.01,5.81,6.00,36.30,85.15,45.20%,24.73%,12.40%,14.90%,9.50%,1.77B,1.76B,0.70%,-2.65%,75.50%,-0.93%,0.59%,1.97,5.27M,-3.19%,0.25%,16.62%,38.75%,25.15%,19.10%,2.56%,2.58%,1.90,0.96,1.39%,4.60%,10.10%,8.20%,1.60,1.10,0.59,0.64,57.70%,12.80%,9.90%,Jul 16/b,0.92,2.78,-2.43%,0.68%,13.45%,-9.41%,67.91%,47.17,2.96%,-0.44%
ABTX,2020-09-25,"Allegiance Bancshares, Inc.",Financial,Banks - Regional,USA,441.48M,11.67,22.03,-0.50%,43261,12.45,-,1.88,0.61,1.57,12.00,4.50%,2.31%,14.40%,-,34.80%,20.41M,18.74M,1.80%,0.39%,46.90%,-8.39%,3.12%,10.67,54.87K,-11.74%,-13.13%,-5.49%,-7.01%,-31.50%,-41.41%,5.20%,4.09%,3.00,0.79,1.82%,0.80%,5.50%,17.90%,-,-,0.49,0.49,-,77.50%,16.80%,Jul 30/b,1.26,1.01,-10.73%,-11.22%,-22.19%,-43.44%,5.51%,33.75,0.87%,-1.36%
ABUS,2020-09-25,Arbutus Biopharma Corporation,Healthcare,Biotechnology,USA,236.48M,-,3.08,5.48%,1092287,-,-,30.71,-,2.87,-,-137.80%,16.30%,-9.90%,-,-16.70%,69.61M,60.15M,1.70%,-1.51%,34.90%,6.22%,4.36%,0.29,9.12M,-1.91%,5.12%,59.59%,154.55%,105.33%,10.79%,6.11%,7.84%,2.30,0.12,-,-138.80%,225.70%,203.20%,13.50,13.50,-,-,-,-,-,Aug 07/b,2.81,0.22,10.91%,-5.95%,25.59%,-65.85%,274.97%,51.93,5.12%,0.34%
AC,2020-09-25,"Associated Capital Group, Inc.",Financial,Capital Markets,USA,798.11M,-,35.63,2.33%,11940,-,-,27.24,0.94,10.73,-,169.10%,-,71.70%,-,8.30%,22.38M,3.27M,0.40%,21.67%,76.80%,-0.49%,1.99%,3.64,17.88K,-4.48%,-7.48%,9.27%,23.97%,-0.45%,-8.57%,4.41%,3.06%,-,0.67,0.56%,-2.20%,-2.40%,-3.10%,-,-,0.00,0.01,-,-34.00%,-72.20%,-,1.24,1.19,-4.55%,-7.19%,-6.12%,-45.25%,47.31%,36.51,1.92%,0.40%
ACA,2020-09-25,"Arcosa, Inc.",Industrials,Infrastructure Operations,USA,2.11B,17.84,43.38,0.42%,169405,17.63,5.25,1.13,1.12,14.24,8.88,52.80%,-5.49%,-6.30%,3.40%,-2.50%,47.90M,47.71M,1.30%,-2.24%,89.40%,0.75%,1.20%,2.29,249.35K,-4.45%,-4.91%,10.07%,19.24%,27.25%,-2.63%,3.94%,3.10%,1.70,0.68,0.46%,4.90%,6.50%,6.30%,2.50,1.40,0.14,0.14,19.40%,8.80%,6.30%,Jul 30/a,-,1.4,-4.78%,-2.89%,4.04%,-10.81%,54.16%,42.1,1.24%,-0.81%
ACAD,2020-09-25,ACADIA Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,6.13B,-,40.18,4.07%,821630,-,-,15.60,9.48,9.31,-,17.50%,65.50%,-10.90%,25.00%,390.00%,156.54M,115.75M,0.10%,-77.93%,98.00%,-0.51%,8.07%,5.09,1.83M,-5.28%,6.66%,-16.17%,3.48%,7.20%,-6.08%,4.54%,3.85%,1.70,0.45,-,-29.50%,-33.50%,-35.40%,8.50,8.40,0.00,0.00,94.80%,-59.90%,-57.30%,Aug 05/a,1.43,1.58,3.05%,-2.47%,-9.20%,-31.57%,33.84%,51.9,3.74%,0.31%
ACAM,2020-09-25,Acamar Partners Acquisition Corp.,Industrials,Conglomerates,USA,386.20M,185.27,10.19,-0.59%,35908,-,-,-,1.03,643.67,-,-,-,-,-,-,30.56M,30.56M,-,-,86.90%,-0.29%,0.18%,0.34,164.21K,-2.49%,0.30%,-0.59%,0.89%,-,2.00%,1.44%,0.88%,-,0.22,-,0.70%,0.70%,-,3.90,3.90,0.00,0.00,-,-,-,-,-,0.1,-0.63%,-0.49%,1.24%,-2.95%,7.26%,44.0,-0.59%,0.00%
ACB,2020-09-25,Aurora Cannabis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,568.48M,23.38,5.05,-2.88%,9436137,-,-,-,1.47,-,-,-,-,-,-,-,112.57M,109.41M,2.90%,0.00%,12.27%,-,18.01%,4.57,4.31M,-22.66%,-46.05%,-59.50%,-59.14%,-91.12%,-80.52%,13.09%,8.04%,-,2.19,-,-,-,-,-,-,-,-,-,-,-,Sep 22/a,-,0.62,-34.09%,-45.95%,-64.17%,-91.45%,5.65%,24.23,-2.88%,0.00%
ACBI,2020-09-25,"Atlantic Capital Bancshares, Inc.",Financial,Banks - Regional,USA,231.94M,12.66,10.62,-0.38%,66250,9.93,1.28,2.25,0.68,2.43,3.14,11.60%,45.58%,16.80%,9.90%,23.70%,21.47M,20.94M,1.70%,7.09%,88.40%,0.40%,1.01%,3.1,67.94K,-10.76%,-3.37%,-4.41%,-9.00%,-40.34%,-42.13%,4.23%,3.84%,2.30,0.98,-,0.70%,5.80%,18.70%,-,-,0.15,0.15,-,79.60%,18.80%,Jul 23/a,1.02,0.46,-8.38%,-5.13%,-21.76%,-47.45%,19.46%,38.14,0.95%,-1.31%
ACC,2020-09-25,"American Campus Communities, Inc.",Real Estate,REIT - Residential,USA,4.76B,42.58,33.89,1.07%,1179191,75.48,2.42,5.18,1.44,153.40,46.94,-28.40%,-0.22%,1.50%,17.62%,5.10%,137.61M,136.57M,0.10%,-46.10%,98.70%,2.01%,3.11%,3.83,1.11M,-6.69%,3.96%,-2.33%,12.29%,-29.44%,-27.94%,4.09%,3.26%,2.20,1.06,5.55%,1.50%,3.40%,3.00%,-,-,1.08,1.08,52.50%,24.70%,12.00%,Jul 20/a,0.93,1.24,-3.64%,-2.08%,-8.93%,-33.47%,68.36%,44.22,1.96%,-0.86%
ACCD,2020-09-25,"Accolade, Inc.",Healthcare,Health Information Services,USA,1.62B,-,34.32,6.16%,176409,-,-,14.11,-,40.73,-,7.80%,50.90%,-,26.70%,-,47.12M,31.53M,1.50%,0.00%,-,-,4.78%,2.86,527.60K,6.06%,-4.67%,-,-,-,15.56%,7.02%,6.95%,1.90,0.33,-,-,-,25.50%,0.60,0.60,-,-,40.80%,-47.20%,-49.60%,Aug 13/a,-,2.29,4.30%,-1.07%,0.02%,-18.67%,19.67%,52.65,3.84%,2.23%
ACCO,2020-09-25,ACCO Brands Corporation,Industrials,Business Equipment & Supplies,USA,570.37M,6.90,5.96,2.05%,924428,5.54,0.69,0.32,0.79,4.43,2.62,3.00%,56.85%,6.10%,10.00%,3.00%,94.50M,91.75M,0.10%,0.00%,94.50%,0.23%,5.54%,8.59,591.43K,-2.61%,-8.59%,-9.42%,15.73%,-39.31%,-36.32%,5.11%,4.44%,-,1.56,4.36%,3.10%,11.40%,8.80%,1.80,1.10,1.37,1.44,31.40%,8.50%,4.70%,Jul 28/a,2.03,0.29,-4.65%,-9.67%,-16.04%,-47.63%,69.80%,42.21,3.29%,-1.20%
ACEL,2020-09-25,"Accel Entertainment, Inc.",Consumer Cyclical,Gambling,USA,894.52M,-,10.62,-0.38%,500831,18.63,-,1.69,12.80,5.40,-,-177.70%,1040.00%,-,23.46%,-,78.32M,40.18M,6.40%,0.00%,60.60%,8.35%,6.31%,4.67,543.39K,-24.14%,-8.76%,18.13%,40.48%,3.31%,-15.04%,10.93%,7.26%,2.20,0.92,-,-5.90%,-18.50%,1.60%,3.60,3.60,5.86,6.14,35.90%,-0.90%,-5.60%,-,-,0.95,-17.08%,-2.96%,1.96%,-29.72%,103.45%,39.07,-0.38%,0.00%
ACGL,2020-09-25,Arch Capital Group Ltd.,Financial,Insurance - Diversified,Bermuda,11.92B,10.47,28.45,1.10%,1647925,10.75,-,1.64,1.02,13.95,4.55,124.20%,139.24%,14.10%,-2.26%,11.20%,402.50M,394.09M,1.10%,-3.65%,89.30%,0.74%,0.71%,1.79,1.57M,-3.49%,-9.37%,2.71%,-2.13%,-32.84%,-33.67%,3.77%,3.21%,2.20,1.05,-,2.90%,10.40%,13.10%,-,-,0.29,0.29,-,18.50%,15.40%,Jul 29/a,0.78,0.98,-7.34%,-8.37%,-15.35%,-41.12%,35.93%,34.5,2.41%,-1.28%
ACH,2020-09-25,Aluminum Corporation of China Limited,Basic Materials,Aluminum,China,5.92B,-,5.07,-1.55%,222657,-,-,0.22,0.43,3.56,6.86,8.10%,-,15.20%,-,6.00%,680.91M,429.49M,-,-,1.30%,-0.12%,0.01%,0.53,87.78K,-12.44%,-19.52%,7.42%,1.20%,-36.31%,-41.66%,1.66%,1.76%,-,2.54,-,0.20%,0.80%,3.70%,0.70,0.40,1.08,1.86,5.80%,3.60%,0.20%,-,1.11,0.16,-13.57%,-19.98%,-18.81%,-44.10%,10.22%,22.5,1.00%,-2.52%
ACHC,2020-09-25,"Acadia Healthcare Company, Inc.",Healthcare,Medical Care Facilities,USA,2.56B,23.55,28.26,2.84%,233762,11.35,2.44,0.83,0.99,12.07,5.54,161.50%,21.11%,-3.80%,9.66%,25.30%,87.87M,87.14M,0.80%,-14.45%,-,-2.44%,9.13%,15.65,508.08K,-4.01%,-5.61%,14.83%,56.74%,-8.63%,-14.93%,5.05%,4.09%,2.30,0.46,-,1.60%,4.30%,5.20%,1.20,1.10,1.24,1.27,-,9.20%,3.40%,Aug 04/a,1.39,1.15,-4.83%,-5.06%,1.24%,-19.94%,154.82%,40.99,3.86%,-0.98%
ACI,2020-09-25,"Albertsons Companies, Inc.",Consumer Defensive,Grocery Stores,USA,6.61B,5.42,13.55,1.27%,1735346,9.00,0.41,0.10,6.45,3.27,3.94,523.60%,-30.98%,18.90%,13.21%,18.10%,568.00M,227.52M,15.20%,0.05%,55.30%,-,2.97%,1.89,3.57M,3.75%,-7.82%,-12.30%,-,-,-12.30%,3.35%,3.64%,2.00,0.49,-,4.00%,48.80%,10.90%,1.10,0.40,7.10,7.28,28.80%,3.00%,1.50%,Jul 27/b,-,0.47,-1.15%,-7.11%,-7.82%,-17.88%,4.96%,44.08,0.30%,0.97%
ACIA,2020-09-25,"Acacia Communications, Inc.",Technology,Communication Equipment,USA,2.85B,48.84,67.74,-0.25%,504829,27.93,-,5.60,4.51,6.42,38.40,559.20%,1.89%,73.90%,-12.00%,26.00%,41.89M,38.71M,6.00%,-1.75%,92.90%,12.33%,10.55%,8.1,504.18K,-1.02%,-0.09%,-0.82%,0.49%,5.93%,-0.10%,1.27%,0.78%,2.70,1.0,-,8.10%,10.10%,3.90%,5.00,4.70,0.00,0.00,48.00%,8.50%,11.70%,-,0.83,0.54,-0.39%,-0.28%,0.00%,-2.01%,11.75%,46.52,-0.24%,-0.01%
ACIU,2020-09-25,AC Immune SA,Healthcare,Biotechnology,Switzerland,342.13M,-,4.78,-1.34%,690196,-,-,6.46,1.25,1.18,-,177.60%,16.70%,26.30%,-,29.70%,71.88M,38.03M,47.90%,0.00%,28.90%,1.99%,4.05%,1.37,1.12M,-46.71%,-36.54%,-29.11%,-24.65%,-0.31%,-43.84%,8.31%,6.35%,1.70,0.61,-,-8.40%,-9.10%,16.20%,20.60,20.60,0.01,0.01,-,-49.40%,-51.20%,Aug 05/b,0.48,0.65,-38.69%,-35.18%,-36.49%,-63.19%,17.57%,26.06,-3.33%,2.06%
