,Name,Allocation
0,SAP SE,3.74%
1,ASML Holding NV,3.49%
2,LVMH Moet Hennessy Louis Vuitton SE,2.80%
3,Sanofi,2.58%
4,Siemens AG,2.34%
5,Total SE,2.11%
6,Allianz SE,1.98%
7,Unilever NV,1.89%
8,L'Oreal SA,1.84%
9,Air Liquide SA,1.73%
10,Iberdrola SA,1.68%
11,Enel SpA,1.66%
12,Schneider Electric SE,1.50%
13,Bayer AG,1.46%
14,Deutsche Telekom AG,1.31%
15,adidas AG,1.30%
16,BASF SE,1.20%
17,VINCI SA,1.09%
18,Airbus SE,1.07%
19,BNP Paribas SA Class A,1.06%
20,Koninklijke Philips N.V.,1.04%
21,Deutsche Post AG,0.99%
22,Prosus N.V. Class N,0.99%
23,Kering SA,0.98%
24,Anheuser-Busch InBev SA/NV,0.95%
25,Daimler AG,0.94%
26,Danone SA,0.91%
27,Munich Reinsurance Company,0.90%
28,AXA SA,0.88%
29,Safran S.A.,0.82%
30,EssilorLuxottica SA,0.81%
31,Banco Santander S.A.,0.81%
32,Pernod Ricard SA,0.81%
33,Vonovia SE,0.81%
34,Intesa Sanpaolo S.p.A.,0.79%
35,Deutsche Boerse AG,0.77%
36,Royal Ahold Delhaize N.V.,0.75%
37,Infineon Technologies AG,0.73%
38,ING Groep NV,0.69%
39,CRH Plc,0.68%
40,Adyen NV,0.67%
41,Volkswagen AG Pref,0.67%
42,"Industria de Diseno Textil, S.A.",0.66%
43,Kone Oyj Class B,0.63%
44,Nokia Oyj,0.63%
45,Koninklijke DSM N.V.,0.59%
46,E.ON SE,0.58%
47,Hermes International SCA,0.57%
48,Ferrari NV,0.54%
49,Flutter Entertainment Plc,0.54%
50,ENGIE SA,0.54%
51,Eni S.p.A.,0.53%
52,Heineken NV,0.53%
53,Dassault Systemes SA,0.52%
54,Vivendi SA,0.52%
55,Orange SA,0.51%
56,Wolters Kluwer NV,0.50%
57,Bayerische Motoren Werke AG,0.50%
58,RWE AG,0.50%
59,Amadeus IT Group SA Class A,0.50%
60,Legrand SA,0.48%
61,Neste Corporation,0.48%
62,Capgemini SE,0.47%
63,Compagnie de Saint-Gobain SA,0.46%
64,UniCredit S.p.A.,0.46%
65,Kerry Group Plc Class A,0.45%
66,Telefonica SA,0.45%
67,Cellnex Telecom S.A.,0.45%
68,"Banco Bilbao Vizcaya Argentaria, S.A.",0.43%
69,Akzo Nobel N.V.,0.43%
70,Fresenius SE & Co. KGaA,0.43%
71,Compagnie Generale des Etablissements Michelin SCA,0.42%
72,Fresenius Medical Care AG & Co. KGaA,0.41%
73,Deutsche Bank AG,0.41%
74,Henkel AG & Co. KGaA Pref,0.41%
75,STMicroelectronics NV,0.41%
76,Sampo Oyj Class A,0.40%
77,Deutsche Wohnen SE,0.40%
78,Teleperformance SE,0.39%
79,Merck KGaA,0.39%
80,Symrise AG,0.38%
81,Assicurazioni Generali S.p.A.,0.38%
82,UCB S.A.,0.34%
83,UPM-Kymmene Oyj,0.33%
84,Delivery Hero SE,0.33%
85,Sartorius AG Pref,0.33%
86,KBC Group N.V.,0.32%
87,EDP-Energias de Portugal SA,0.31%
88,Just Eat Takeaway.com N.V.,0.31%
89,"Ferrovial, S.A.",0.29%
90,Societe Generale S.A. Class A,0.29%
91,Zalando SE,0.27%
92,Fiat Chrysler Automobiles N.V.,0.27%
93,U.S. Dollar,0.27%
94,Edenred SA,0.27%
95,QIAGEN NV,0.26%
96,Worldline SA,0.26%
97,Veolia Environnement SA,0.26%
98,Repsol SA,0.26%
99,Kingspan Group Plc,0.26%
100,Credit Agricole SA,0.26%
101,Continental AG,0.25%
102,Beiersdorf AG,0.25%
103,Eurofins Scientific Societe Europeenne,0.24%
104,Alstom SA,0.24%
105,Snam S.p.A.,0.24%
106,NN Group N.V.,0.24%
107,Terna S.p.A.,0.23%
108,Groupe Bruxelles Lambert SA,0.23%
109,Peugeot SA,0.23%
110,Hannover Ruck SE,0.23%
111,LEG Immobilien AG,0.22%
112,Sartorius Stedim Biotech SA,0.22%
113,Ingenico Group SA,0.22%
114,Scout24 AG,0.21%
115,Brenntag AG,0.21%
116,Royal KPN NV,0.21%
117,Carrefour SA,0.21%
118,Aena SME SA,0.21%
119,Heineken Holding N.V.,0.21%
120,Porsche Automobil Holding SE Pref,0.21%
121,MTU Aero Engines AG,0.20%
122,Henkel AG & Co. KGaA,0.20%
123,Umicore,0.20%
124,FinecoBank SpA,0.20%
125,HeidelbergCement AG,0.20%
126,Fortum Oyj,0.20%
127,Endesa S.A.,0.20%
128,Bouygues SA,0.19%
129,Thales SA,0.19%
130,Elisa Oyj Class A,0.19%
131,"Grifols, S.A. Class A",0.19%
132,ArcelorMittal SA,0.18%
133,CaixaBank SA,0.18%
134,Coca-Cola European Partners Plc,0.18%
135,Atlantia S.p.A,0.18%
136,Atos SE,0.18%
137,Covestro AG,0.18%
138,Stora Enso Oyj Class R,0.18%
139,Smurfit Kappa Group Plc,0.18%
140,CNH Industrial NV,0.17%
141,ageas SA/NV,0.17%
142,Red Electrica Corp. SA,0.17%
143,Eiffage SA,0.17%
144,Arkema SA,0.17%
145,Publicis Groupe SA,0.16%
146,Ubisoft Entertainment SA,0.16%
147,Moncler SpA,0.16%
148,Siemens Healthineers AG,0.16%
149,Aroundtown SA,0.15%
150,Actividades de Construccion y Servicios SA,0.15%
151,bioMerieux SA,0.15%
152,Getlink SE,0.15%
153,PUMA SE,0.15%
154,TeamViewer AG,0.15%
155,Valeo SA,0.15%
156,Erste Group Bank AG,0.15%
157,Nexi S.p.A.,0.15%
158,Bureau Veritas SA,0.15%
159,Uniper SE,0.15%
160,EXOR N.V.,0.15%
161,Unibail-Rodamco-Westfield SE Stapled Secs Cons of 1 Sh Unibail Rodamco + 1 Sh WFD Unib Rod,0.14%
162,"Siemens Gamesa Renewable Energy, S.A.",0.14%
163,Prysmian S.p.A.,0.14%
164,Orpea SA,0.14%
165,Sodexo SA,0.14%
166,Electricite de France SA,0.14%
167,Solvay SA,0.14%
168,Randstad NV,0.14%
169,Gecina SA,0.14%
170,Galapagos NV,0.14%
171,Evonik Industries AG,0.13%
172,Davide Campari-Milano N.V.,0.13%
173,Volkswagen AG,0.13%
174,Knorr-Bremse AG,0.13%
175,"Naturgy Energy Group, S.A.",0.13%
176,Recordati Industria Chimica e Farmaceutica S.p.A.,0.13%
177,GEA Group Aktiengesellschaft,0.12%
178,Enagas SA,0.12%
179,Commerzbank AG,0.12%
180,GALP Energia SGPS SA Class B,0.12%
181,Renault SA,0.12%
182,Accor SA,0.12%
183,KION GROUP AG,0.12%
184,Mediobanca S.p.A.,0.12%
185,United Internet AG,0.11%
186,Orion Oyj Class B,0.11%
187,DiaSorin S.p.A.,0.11%
188,Aegon NV,0.11%
189,LANXESS AG,0.11%
190,Poste Italiane SpA,0.11%
191,OMV AG,0.11%
192,Amundi SA,0.10%
193,SUEZ SA,0.10%
194,Sofina SA,0.10%
195,Carl Zeiss Meditec AG,0.10%
196,Nemetschek SE,0.09%
197,Scor SE,0.09%
198,Jeronimo Martins SGPS SA,0.09%
199,SEB SA,0.09%
200,Royal Vopak NV,0.09%
201,ABN AMRO Bank NV Depositary receipts,0.09%
202,AerCap Holdings NV,0.09%
203,Ipsen SA,0.09%
204,Remy Cointreau SA,0.08%
205,Wartsila Oyj Abp,0.08%
206,Covivio SA,0.08%
207,Bankinter SA,0.08%
208,Telecom Italia S.p.A.,0.08%
209,EQUITY OTHER,0.08%
210,Etablissementen Franz Colruyt N.V.,0.08%
211,Elia Group SA/NV,0.07%
212,Bollore SA,0.07%
213,Klepierre SA,0.07%
214,Faurecia SA,0.07%
215,Fuchs Petrolub SE Pref,0.07%
216,La Francaise des Jeux SA,0.07%
217,Bayerische Motoren Werke AG Pref,0.07%
218,Proximus SA de droit public,0.07%
219,Aeroports de Paris SA,0.07%
220,Deutsche Lufthansa AG,0.07%
221,Iliad SA,0.07%
222,thyssenkrupp AG,0.06%
223,Altice Europe NV Class A,0.06%
224,voestalpine AG,0.06%
225,Telefonica Deutschland Holding AG,0.06%
226,Tenaris S.A.,0.06%
227,Wendel SE,0.06%
228,SES SA FDR (Class A),0.06%
229,Telecom Italia Rsp,0.06%
230,NATIXIS,0.06%
231,Raiffeisen Bank International AG,0.06%
232,ANDRITZ AG,0.05%
233,Leonardo SpA,0.05%
234,Infrastrutture Wireless Italiane S.p.A.,0.05%
235,CNP Assurances SA,0.05%
236,Dassault Aviation SA,0.05%
237,Hochtief AG,0.05%
238,Eurazeo SA,0.05%
239,Icade SA,0.04%
240,Mapfre SA,0.04%
241,METRO AG,0.04%
242,Telenet Group Holding NV,0.04%
243,Pirelli & C. S.p.A.,0.04%
244,Fraport AG,0.04%
245,BlackRock Cash Funds Treasury SL Agency Shares,0.04%
246,JC Decaux SA,0.04%
247,"Casino, Guichard-Perrachon SA",0.03%
