,Name,Allocation
0,"Kweichow Moutai Co., Ltd. Class A",9.25%
1,China Resources Beer (Holdings) Co. Ltd.,8.81%
2,"China Mengniu Dairy Co., Ltd.",8.69%
3,"Wuliangye Yibin Co., Ltd. Class A",7.21%
4,Yihai International Holding Ltd.,7.15%
5,"Hengan International Group Co., Ltd.",4.96%
6,"Foshan Haitian Flavouring & Food Co., Ltd. Class A",4.42%
7,"Tsingtao Brewery Co., Ltd. Class H",3.91%
8,Tingyi (Cayman Islands) Holding Corp.,3.43%
9,Want Want China Holdings Limited,3.37%
10,Sun Art Retail Group Limited,3.11%
11,"Muyuan Foods Co., Ltd. Class A",2.85%
12,"Inner Mongolia Yili Industrial Group Co., Ltd. Class A",2.23%
13,Luzhou Laojiao Company Limited Class A,2.23%
14,"Jiangsu Yanghe Brewery Joint-Stock Co., Ltd. Class A",2.04%
15,Shanxi Xinghuacun Fen Wine Factory Co. Ltd. Class A,1.91%
16,"Henan Shuanghui Investment & Development Co., Ltd. Class A",1.84%
17,"New Hope Liuhe Co., Ltd. Class A",1.72%
18,"Dali Foods Group Co., Ltd.",1.51%
19,China Feihe Limited,1.42%
20,"Wen's Foodstuff Group Co., Ltd. Class A",1.41%
21,Uni-President China Holdings Ltd.,1.41%
22,Tongwei Co. Ltd. Class A,1.32%
23,"Anhui Gujing Distillery Co., Ltd. Class B",1.04%
24,Vinda International Holdings Limited,1.01%
25,"Yonghui Superstores Co., Ltd. Class A",0.99%
26,"Guangdong Haid Group Co., Limited Class A",0.93%
27,"Beijing Dbn Technology Group Co., Ltd. Class A",0.85%
28,"Anhui Gujing Distillery Co., Ltd. Class A",0.83%
29,"Jonjee Hi-Tech Industrial and Commercial Holding Co., Ltd. Class A",0.55%
30,"Jiangsu King's Luck Brewery Joint-stock Co., Ltd. Class A",0.53%
31,"Angel Yeast Co., Ltd. Class A",0.53%
32,"Tsingtao Brewery Co., Ltd. Class A",0.52%
33,"Jiangxi Zhengbang Technology Co., Ltd. Class A",0.52%
34,"Juewei Food Co., Ltd. Class A",0.49%
35,"Beijing Shunxin Agriculture Co., Ltd. Class A",0.47%
36,Yifeng Pharmacy Chain Co Ltd Class A,0.45%
37,Chongqing Brewery Co.Ltd Class A,0.36%
38,"Chongqing Fuling Zhacai Group Co., Ltd. Class A",0.34%
39,"Sichuan Swellfun Co., Ltd. Class A",0.32%
40,"By-health Co., Ltd. Class A",0.32%
41,Heilongjiang Agriculture Company Limited Class A,0.32%
42,Laobaixing Pharmacy Chain JSC Class A,0.31%
43,"Toly Bread Co., Ltd. Class A",0.30%
44,"Anhui Kouzi Distillery Co., Ltd. Class A",0.30%
45,Shanghai Jahwa United Co. Ltd. Class A,0.24%
46,"Fujian Sunner Development Co., Ltd. Class A",0.24%
47,"Yuan Longping High-Tech Agriculture Co., Ltd. Class A",0.24%
48,"Beijing Yanjing Brewery Co., Ltd. Class A",0.20%
49,U.S. Dollar,0.19%
50,"C&S Paper Co., Ltd. Class A",0.16%
51,Chacha Food Co Ltd. Class A,0.15%
52,"Proya Cosmetics Co., Ltd. Class A",0.12%
