,Name,Allocation
0,Exxon Mobil Corporation,22.64%
1,Chevron Corporation,20.85%
2,ConocoPhillips,5.38%
3,Kinder Morgan Inc Class P,3.75%
4,Phillips 66,3.49%
5,"Williams Companies, Inc.",3.39%
6,Schlumberger NV,3.36%
7,"EOG Resources, Inc.",3.29%
8,Marathon Petroleum Corporation,3.00%
9,Valero Energy Corporation,2.81%
10,Pioneer Natural Resources Company,2.21%
11,Halliburton Company,1.81%
12,Hess Corporation,1.70%
13,"Cheniere Energy, Inc.",1.54%
14,"ONEOK, Inc.",1.54%
15,Occidental Petroleum Corporation,1.53%
16,Baker Hughes Company Class A,1.32%
17,Concho Resources Inc.,1.24%
18,Cabot Oil & Gas Corporation,1.01%
19,"Diamondback Energy, Inc.",0.81%
20,Apache Corporation,0.70%
21,"Noble Energy, Inc.",0.64%
22,"National Oilwell Varco, Inc.",0.59%
23,Equitrans Midstream Corp.,0.57%
24,Targa Resources Corp.,0.56%
25,Marathon Oil Corporation,0.54%
26,EQT Corporation,0.53%
27,Devon Energy Corporation,0.52%
28,HollyFrontier Corporation,0.50%
29,Texas Pacific Land Trust,0.45%
30,"Parsley Energy, Inc. Class A",0.42%
31,TechnipFMC Plc,0.41%
32,Ovintiv Inc,0.37%
33,Cimarex Energy Co.,0.36%
34,"WPX Energy, Inc.",0.32%
35,CNX Resources Corporation,0.27%
36,Antero Midstream Corp.,0.27%
37,Murphy Oil Corporation,0.27%
38,"Helmerich & Payne, Inc.",0.24%
39,ChampionX Corporation,0.24%
40,Range Resources Corporation,0.23%
41,World Fuel Services Corporation,0.22%
42,U.S. Dollar,0.22%
43,Southwestern Energy Company,0.21%
44,"Continental Resources, Inc.",0.20%
45,"PDC Energy, Inc.",0.19%
46,"Renewable Energy Group, Inc.",0.18%
47,Plains GP Holdings LP Class A,0.17%
48,"Dril-Quip, Inc.",0.16%
49,Delek US Holdings Inc,0.15%
50,"Cactus, Inc. Class A",0.14%
51,Matador Resources Company,0.13%
52,Core Laboratories NV,0.13%
53,Antero Resources Corporation,0.12%
54,"PBF Energy, Inc. Class A",0.11%
55,Archrock Inc.,0.11%
56,EnLink Midstream LLC,0.10%
57,Magnolia Oil & Gas Corp. Class A,0.10%
58,"Patterson-UTI Energy, Inc.",0.09%
59,Transocean Ltd.,0.09%
60,Viper Energy Partners LP,0.08%
61,Kosmos Energy Ltd.,0.08%
62,SEACOR Holdings Inc.,0.08%
63,"CVR Energy, Inc.",0.07%
64,"Helix Energy Solutions Group, Inc.",0.07%
65,DMC Global Inc.,0.06%
66,"Oceaneering International, Inc.",0.06%
67,ProPetro Holding Corp.,0.06%
68,"Arch Resources, Inc. Class A",0.06%
69,"International Seaways, Inc.",0.06%
70,Clean Energy Fuels Corp.,0.06%
71,Liberty Oilfield Services Inc. Class A,0.06%
72,REX American Resources Corporation,0.06%
73,"Brigham Minerals, Inc. Class A",0.06%
74,"NexTier Oilfield Solutions, Inc.",0.05%
75,Rattler Midstream LP,0.05%
76,Dorian LPG Ltd.,0.05%
77,Par Pacific Holdings Inc,0.04%
78,Bonanza Creek Energy Inc,0.04%
79,"Select Energy Services, Inc. Class A",0.04%
80,State Str Instl Invt Tr Treaplu Inv Cl G,0.04%
81,Frank's International NV,0.03%
82,Matrix Service Company,0.03%
83,"W&T Offshore, Inc.",0.03%
84,"Diamond S Shipping, Inc.",0.03%
85,Tellurian Inc.,0.02%
86,"Northern Oil and Gas, Inc.",0.02%
87,"RPC, Inc.",0.02%
88,"Talos Energy, Inc.",0.02%
89,Peabody Energy Corporation,0.02%
90,Gulfport Energy Corporation,0.01%
