,Name,Allocation
0,Reliance Industries Limited,15.45%
1,Infosys Limited,8.14%
2,Housing Development Finance Corporation Limited,7.45%
3,Tata Consultancy Services Limited,4.84%
4,Hindustan Unilever Limited,4.66%
5,Bharti Airtel Limited,2.82%
6,Axis Bank Limited,2.38%
7,Maruti Suzuki India Limited,2.01%
8,HCL Technologies Limited,1.83%
9,Bajaj Finance Limited,1.46%
10,ITC Limited,1.39%
11,Sun Pharmaceutical Industries Limited,1.39%
12,Asian Paints Ltd.,1.35%
13,UltraTech Cement Limited,1.15%
14,Bharat Petroleum Corporation Limited,0.98%
15,HDFC Life Insurance Co. Ltd.,0.92%
16,Nestle India Ltd.,0.91%
17,Dr. Reddy's Laboratories Ltd.,0.87%
18,Wipro Limited,0.86%
19,Mahindra & Mahindra Ltd.,0.85%
20,State Bank of India,0.85%
21,Titan Company Limited,0.85%
22,Power Grid Corporation of India Limited,0.83%
23,Tech Mahindra Limited,0.81%
24,Avenue Supermarts Ltd.,0.80%
25,Larsen & Toubro Ltd.,0.80%
26,SBI Life Insurance Co. Ltd.,0.73%
27,Hero Motocorp Limited,0.71%
28,Eicher Motors Limited,0.69%
29,Bandhan Bank Ltd.,0.68%
30,JSW Steel Limited,0.67%
31,Adani Ports & Special Economic Zone Ltd.,0.65%
32,UPL Limited,0.63%
33,Bajaj Auto Limited.,0.63%
34,Dabur India Limited,0.62%
35,ICICI Lombard General Insurance Co. Ltd.,0.62%
36,Divi's Laboratories Limited,0.62%
37,NTPC Limited,0.60%
38,Godrej Consumer Products Limited,0.60%
39,Cipla Limited,0.59%
40,Oil & Natural Gas Corp. Ltd.,0.58%
41,ICICI Bank Limited,0.57%
42,Bajaj Finserv Limited,0.57%
43,Aurobindo Pharma Ltd,0.54%
44,Britannia Industries Ltd,0.53%
45,Grasim Industries Ltd,0.52%
46,Lupin Limited,0.52%
47,Vedanta Limited,0.50%
48,Coal India Ltd.,0.48%
49,Info Edge India Ltd.,0.47%
50,Shree Cement Limited,0.46%
51,Indian Oil Corp. Ltd.,0.45%
52,Pidilite Industries Limited,0.42%
53,Hindalco Industries Limited,0.42%
54,Bharti Infratel Ltd.,0.41%
55,Marico Limited,0.41%
56,United Spirits Limited,0.40%
57,Zee Entertainment Enterprises Limited,0.38%
58,Ambuja Cements Limited,0.37%
59,Havells India Limited,0.36%
60,Piramal Enterprises Ltd.,0.36%
61,Jubilant Foodworks Limited,0.34%
62,ICICI Prudential Life Insurance Co. Ltd.,0.33%
63,Berger Paints India Limited,0.32%
64,Petronet Lng Limited,0.31%
65,Tata Motors Limited,0.31%
66,Hindustan Petroleum Corporation Limited,0.31%
67,Shriram Transport Finance Co. Ltd.,0.31%
68,Tata Steel Limited,0.28%
69,Muthoot Finance Limited,0.27%
70,Torrent Pharmaceuticals Ltd,0.27%
71,InterGlobe Aviation Ltd,0.27%
72,Biocon Limited,0.27%
73,Motherson Sumi Systems Limited,0.27%
74,GAIL (India) Limited,0.26%
75,AU Small Finance Bank Limited,0.26%
76,Siemens Limited,0.25%
77,Page Industries Limited,0.25%
78,Bosch Limited,0.24%
79,HDFC Asset Management Co. Ltd.,0.24%
80,Cadila Healthcare Limited,0.24%
81,DLF Limited,0.23%
82,Colgate-Palmolive (India) Limited,0.22%
83,Bharat Forge Ltd,0.22%
84,Mphasis Limited,0.21%
85,Jindal Steel & Power Ltd.,0.21%
86,Federal Bank Ltd. (India),0.20%
87,Ashok Leyland Limited,0.20%
88,Container Corporation of India Limited,0.20%
89,Embassy Office Parks REIT,0.19%
90,Mahindra & Mahindra Financial Services Ltd.,0.19%
91,REC Limited,0.18%
92,IDFC First Bank Ltd.,0.17%
93,United Breweries Limited,0.17%
94,NMDC Limited,0.17%
95,Bajaj Holdings & Investment Limited.,0.17%
96,Oracle Financial Services Software Limited,0.17%
97,Alkem Laboratories Ltd.,0.17%
98,RBL Bank Ltd.,0.17%
99,LIC Housing Finance Ltd,0.16%
100,Glenmark Pharmaceuticals Limited,0.16%
101,Vodafone Idea Ltd,0.16%
102,Larsen & Toubro Infotech Ltd,0.16%
103,Whirlpool Of India Limited,0.16%
104,Bharat Electronics Limited,0.16%
105,Indiabulls Housing Finance Ltd.,0.16%
106,Voltas Limited,0.16%
107,Power Finance Corporation Limited,0.15%
108,Rajesh Exports Limited,0.15%
109,ACC Limited,0.15%
110,Kansai Nerolac Paints Limited,0.15%
