,Name,Allocation
0,CORPORATE BOND,1.87%
1,Altice France SA 7.375% 01-MAY-2026,0.76%
2,China Evergrande Group 8.75% 28-JUN-2025,0.51%
3,Vodafone Group Plc 3.1% 03-JAN-2079,0.49%
4,Sunac China Holdings Ltd. 7.95% 08-AUG-2022,0.42%
5,China Cinda Asset Management Co Ltd Notes 2016-open end Fixed/Floating Rate,0.41%
6,Petroleos Mexicanos SA 7.69% 23-JAN-2050,0.41%
7,SoftBank Group Corp. 6.25% 15-APR-2028,0.41%
8,Smurfit Kappa Acquisitions Unlimited Co. 2.375% 01-FEB-2024,0.38%
9,Banco do Brasil SA (Grand Cayman Branch) 3.875% 10-OCT-2022,0.37%
10,INEOS Group Holdings SA 5.375% 01-AUG-2024,0.37%
11,1011778 B.C. ULC 5.0% 15-OCT-2025,0.37%
12,KWG Group Holdings Limited 5.875% 10-NOV-2024,0.35%
13,Petrobras Global Finance BV 5.093% 15-JAN-2030,0.35%
14,Intrum AB 3.125% 15-JUL-2024,0.35%
15,Teva Pharmaceutical Finance Netherlands III BV 2.8% 21-JUL-2023,0.34%
16,Altice France SA 8.125% 01-FEB-2027,0.34%
17,Petrobras Global Finance BV 7.375% 17-JAN-2027,0.34%
18,"Grifols, S.A. 3.2% 01-MAY-2025",0.34%
19,DKT Finance ApS 7.0% 17-JUN-2023,0.34%
20,Ziggo Secured Finance BV 5.5% 15-JAN-2027,0.34%
21,Telecom Italia S.p.A. 3.625% 25-MAY-2026,0.33%
22,Teva Pharmaceutical Finance Netherlands III BV 3.15% 01-OCT-2026,0.33%
23,Fiat Chrysler Finance Europe SA 4.75% 15-JUL-2022,0.32%
24,Petrobras Global Finance BV 6.85% 05-JUN-2115,0.31%
25,NOVA Chemicals Corp. 5.25% 01-AUG-2023,0.31%
26,"Yuzhou Group Holdings Co., Ltd. 6.0% 25-OCT-2023",0.31%
27,Sasol Financing USA LLC 5.875% 27-MAR-2024,0.30%
28,Petroleos Mexicanos SA 6.75% 21-SEP-2047,0.30%
29,"ZF North America Capital, Inc. 4.75% 29-APR-2025",0.30%
30,U.S. Dollar,0.30%
31,Petroleos Mexicanos SA 6.84% 23-JAN-2030,0.29%
32,Repsol International Finance BV 4.5% 25-MAR-2075,0.29%
33,Petrobras Global Finance BV 5.999% 27-JAN-2028,0.29%
34,Virgin Media Secured Finance Plc 5.0% 15-APR-2027,0.28%
35,OCI NV 5.0% 15-APR-2023,0.28%
36,Intesa Sanpaolo S.p.A. 6.625% 13-SEP-2023,0.28%
37,Vodafone Group PLC Notes 2019-04.04.79 Global Fixed/Floating Rate,0.28%
38,Electricite de France SA 5.625% PERP,0.27%
39,SB Capital SA 5.125% 29-OCT-2022,0.27%
40,China Evergrande Group 9.5% 29-MAR-2024,0.27%
41,UniCredit S.p.A. 6.95% 31-OCT-2022,0.27%
42,Centrais Eletricas Brasileiras SA 5.75% 27-OCT-2021,0.27%
43,ABJA Investment Co. Pte Ltd. 5.95% 31-JUL-2024,0.27%
44,EDP-Energias de Portugal SA 4.496% 30-APR-2079,0.26%
45,Deutsche Bank Aktiengesellschaft 4.5% 01-APR-2025,0.26%
46,Telecom Italia S.p.A. 4.0% 11-APR-2024,0.26%
47,Virgin Media Finance Plc 5.0% 15-JUL-2030,0.26%
48,Altice Financing SA 5.0% 15-JAN-2028,0.26%
49,State Oil Company of Azerbaijan Republic 6.95% 18-MAR-2030,0.26%
50,Cellnex Telecom SA 3.125% 27-JUL-2022,0.26%
51,Telefonica Europe BV 4.375% PERP,0.26%
52,Electricite de France SA 4.0% PERP,0.26%
53,Telecom Italia S.p.A. 2.875% 28-JAN-2026,0.25%
54,Petroleos Mexicanos SA 6.5% 13-MAR-2027,0.25%
55,Unipol Gruppo S.p.A. 3.0% 18-MAR-2025,0.25%
56,SoftBank Group Corp. 6.0% PERP,0.25%
57,Trivium Packaging Finance BV 3.75% 15-AUG-2026,0.25%
58,eircom Finance DAC 3.5% 15-MAY-2026,0.25%
59,Verisure Midholding AB 5.75% 01-DEC-2023,0.24%
60,Turkiye Is Bankasi Anonim Sirketi 6.125% 25-APR-2024,0.24%
61,Electricite de France SA 3.0% PERP,0.24%
62,Constellium SE 4.25% 15-FEB-2026,0.24%
63,Kaisa Group Holdings Ltd. 9.375% 30-JUN-2024,0.24%
64,ARD Finance SA 5.75% 30-JUN-2027,0.24%
65,Nidda Healthcare Holding GmbH 3.5% 30-SEP-2024,0.24%
66,Summer (BC) Holdco B SARL 5.75% 31-OCT-2026,0.24%
67,Rio Oil Finance Trust - (Series 2014-1) 9.25% 06-JUL-2024,0.24%
68,ThyssenKrupp AG 1.375% 03-MAR-2022,0.24%
69,K+S Aktiengesellschaft 3.0% 20-JUN-2022,0.24%
70,Garfunkelux Holdco 3 SA 7.5% 01-AUG-2022,0.23%
71,UniCredit S.p.A. 2.731% 15-JAN-2032,0.23%
72,UniCredit S.p.A. 2.0% 23-SEP-2029,0.23%
73,CEMIG Geracao e Transmissao SA 9.25% 05-DEC-2024,0.23%
74,Petrobras Global Finance BV 6.25% 17-MAR-2024,0.23%
75,RKI Overseas Finance 2017 (A) Ltd 7 % Note 2017-Without Fixed Maturity Guaranteed Reg S,0.23%
76,Petrobras Global Finance BV 8.75% 23-MAY-2026,0.23%
77,Klabin Austria GmbH 5.75% 03-APR-2029,0.23%
78,Telecom Italia S.p.A. 5.303% 30-MAY-2024,0.23%
79,Petrobras Global Finance BV 5.299% 27-JAN-2025,0.22%
80,Teva Pharmaceutical Finance Netherlands III BV 6.75% 01-MAR-2028,0.22%
81,Teva Pharmaceutical Finance Netherlands III BV 4.1% 01-OCT-2046,0.22%
82,FMG Resources (August 2006) Pty Ltd. 5.125% 15-MAY-2024,0.22%
83,Polyus Gold International Limited 5.25% 07-FEB-2023,0.22%
84,TenneT Holding B.V Notes 2017-Without Fixed Maturity Def Reg S Fixed/Variable Rate,0.22%
85,Evraz Group SA 5.375% 20-MAR-2023,0.22%
86,Dresdner Funding Trust I 8.151 % 1999-30.6.31 -144A- Silent Partnership CTF,0.22%
87,SCF Capital Ltd. 5.375% 16-JUN-2023,0.22%
88,Banco do Brasil SA (Grand Cayman Branch) 5.875% 19-JAN-2023,0.22%
89,Lamar Funding Ltd. 3.958% 07-MAY-2025,0.22%
90,LCPR Senior Secured Financing DAC 6.75% 15-OCT-2027,0.22%
91,SoftBank Group Corp. 5.125% 19-SEP-2027,0.22%
92,VTB Capital SA 6.95% 17-OCT-2022,0.22%
93,Telecom Italia S.p.A. 5.875% 19-MAY-2023,0.22%
94,Altice Financing SA 7.5% 15-MAY-2026,0.22%
95,Banco Itau SA (Grand Cayman Branch) 5.125% 13-MAY-2023,0.22%
96,Marks and Spencer Group plc 4.75% 12-JUN-2025,0.22%
97,GTLK Europe Ltd. 5.125% 31-MAY-2024,0.22%
98,Fiat Chrysler Automobiles NV 5.25% 15-APR-2023,0.22%
99,Akelius Residential Property AB 3.875% 05-OCT-2078,0.22%
100,Inkia Energy Ltd. 5.875% 09-NOV-2027,0.22%
101,C&W Senior Financing DAC 6.875% 15-SEP-2027,0.22%
102,SoftBank Group Corp. 4.75% 19-SEP-2024,0.22%
103,Rumo Luxembourg S.a r.l. 7.375% 09-FEB-2024,0.22%
104,MGM China Holdings Limited 5.875% 15-MAY-2026,0.22%
105,IHS Netherlands Holdco BV 8.0% 18-SEP-2027,0.22%
106,Ronshine China Holdings Ltd. 8.75% 25-OCT-2022,0.21%
107,Kazakhstan Temir Zholy Finance BV 6.95% 10-JUL-2042,0.21%
108,BRF SA 4.75% 22-MAY-2024,0.21%
109,Kaisa Group Holdings Ltd. 11.25% 09-APR-2022,0.21%
110,Yango Justice International Ltd. 10.25% 18-MAR-2022,0.21%
111,Champion Sincerity Holdings Ltd Notes 2019-Without Fixed Maturity Gtd Reg S Fixed/Variable Rate,0.21%
112,Banco BTG Pactual S.A. 5.5% 31-JAN-2023,0.21%
113,MARB BondCo Plc 6.875% 19-JAN-2025,0.21%
114,SoftBank Group Corp. 5.375% 30-JUL-2022,0.21%
115,MTN (Mauritius) Investments Ltd. 4.755% 11-NOV-2024,0.21%
116,Yankuang Group (Cayman) Ltd. 6.0% 30-JAN-2022,0.21%
117,Teollisuuden Voima Oyj 2.125% 04-FEB-2025,0.21%
118,Redsun Properties Group Ltd. 9.95% 11-APR-2022,0.21%
119,Times China Holdings Ltd. 6.75% 16-JUL-2023,0.21%
120,MHP Lux SA 6.95% 03-APR-2026,0.21%
121,New Metro Global Ltd. 6.8% 05-AUG-2023,0.21%
122,Connect Finco SARL 6.75% 01-OCT-2026,0.21%
123,CFLD (Cayman) Investment Ltd. 9.0% 31-JUL-2021,0.21%
124,"Vertical US Newco, Inc. 5.25% 15-JUL-2027",0.21%
125,Greenko Dutch BV 5.25% 24-JUL-2024,0.21%
126,Shimao Group Holdings Limited 4.75% 03-JUL-2022,0.21%
127,Country Garden Holdings Co. Ltd. 4.75% 25-JUL-2022,0.21%
128,Greenko Solar (Mauritius) Ltd. 5.55% 29-JAN-2025,0.21%
129,Country Garden Holdings Co. Ltd. 4.75% 28-SEP-2023,0.21%
130,Ardagh Packaging Finance PLC 2.125% 15-AUG-2026,0.21%
131,Melco Resorts Finance Ltd. 4.875% 06-JUN-2025,0.21%
132,Heathrow Finance Plc 5.75% 03-MAR-2025,0.21%
133,Bangkok Bank PCL (Vietnam) 3.733% 25-SEP-2034,0.21%
134,CEMEX SAB de CV 5.7% 11-JAN-2025,0.21%
135,Altice France SA 3.375% 15-JAN-2028,0.21%
136,JSW Steel Limited 5.95% 18-APR-2024,0.21%
137,EG Global Finance Plc 6.75% 07-FEB-2025,0.21%
138,IHO Verwaltungs GmbH 4.75% 15-SEP-2026,0.21%
139,W.T.T. Investment Ltd. (Taiwan) 5.5% 21-NOV-2022,0.21%
140,Yanlord Land (HK) Co. Ltd. 5.875% 23-JAN-2022,0.21%
141,Scenery Journey Ltd. 13.75% 06-NOV-2023,0.21%
142,Wealth Driven Ltd. 5.5% 17-AUG-2023,0.21%
143,Central China Real Estate Limited 7.25% 24-APR-2023,0.21%
144,CIFI Holdings (Group) Co. Ltd. 5.5% 23-JAN-2022,0.21%
