,Name,Allocation
0,Two Harbors Investment Corp.,5.73%
1,"Sabra Health Care REIT, Inc.",5.11%
2,LyondellBasell Industries NV,4.44%
3,"Santander Consumer USA Holdings, Inc.",3.27%
4,Synchrony Financial,3.10%
5,Ally Financial Inc,3.09%
6,Broadcom Inc.,2.98%
7,Ares Management Corporation,2.94%
8,Carlyle Group Inc,2.81%
9,CoreSite Realty Corporation,2.76%
10,"NRG Energy, Inc.",2.60%
11,QUALCOMM Incorporated,2.56%
12,Blackstone Group Inc. Class A,2.53%
13,Lamar Advertising Company Class A,2.52%
14,"Best Buy Co., Inc.",2.45%
15,Packaging Corporation of America,2.41%
16,Texas Instruments Incorporated,2.21%
17,"First Industrial Realty Trust, Inc.",2.18%
18,Duke Realty Corporation,2.13%
19,"CyrusOne, Inc.",2.10%
20,"BlackRock, Inc.",2.07%
21,Illinois Tool Works Inc.,1.97%
22,Crown Castle International Corp,1.95%
23,Amgen Inc.,1.93%
24,Garmin Ltd.,1.90%
25,Target Corporation,1.87%
26,"Home Depot, Inc.",1.84%
27,"Prologis, Inc.",1.78%
28,Fastenal Company,1.72%
29,"Williams-Sonoma, Inc.",1.47%
30,"NextEra Energy, Inc.",1.42%
31,Graphic Packaging Holding Company,1.26%
32,"Essential Utilities, Inc.",1.25%
33,"Air Products and Chemicals, Inc.",1.23%
34,RPM International Inc.,1.22%
35,"Rockwell Automation, Inc.",1.21%
36,A. O. Smith Corporation,1.21%
37,"W.W. Grainger, Inc.",1.20%
38,Intel Corporation,1.18%
39,Scotts Miracle-Gro Company Class A,1.12%
40,Oshkosh Corp,1.05%
41,Oracle Corporation,1.00%
42,UnitedHealth Group Incorporated,0.97%
43,"Lowe's Companies, Inc.",0.95%
44,Booz Allen Hamilton Holding Corporation Class A,0.95%
45,"Marsh & McLennan Companies, Inc.",0.93%
46,KLA Corporation,0.87%
47,"Nasdaq, Inc.",0.82%
48,American Tower Corporation,0.78%
49,KKR & Co. Inc.,0.75%
50,U.S. Dollar,0.21%
