,Name,Allocation
0,Tesla Inc,4.20%
1,Sea Ltd. (Singapore) Sponsored ADR Class A,3.89%
2,Carvana Co. Class A,3.57%
3,Apple Inc.,2.65%
4,NVIDIA Corporation,2.44%
5,"JD.com, Inc. Sponsored ADR Class A",2.41%
6,"Amazon.com, Inc.",2.24%
7,PayPal Holdings Inc,2.21%
8,HCA Healthcare Inc,2.20%
9,"Twilio, Inc. Class A",2.17%
10,Alibaba Group Holding Ltd. Sponsored ADR,2.14%
11,Adobe Inc.,2.12%
12,Booking Holdings Inc.,2.11%
13,"Facebook, Inc. Class A",2.07%
14,"Crown Holdings, Inc.",2.07%
15,"T-Mobile US, Inc.",2.03%
16,Berkshire Hathaway Inc. Class B,2.01%
17,"Charter Communications, Inc. Class A",2.00%
18,"Change Healthcare, Inc.",1.99%
19,"ServiceNow, Inc.",1.99%
20,"salesforce.com, inc.",1.98%
21,Mastercard Incorporated Class A,1.98%
22,Comcast Corporation Class A,1.96%
23,"Equinix, Inc.",1.95%
24,"Home Depot, Inc.",1.94%
25,Citigroup Inc.,1.93%
26,Walt Disney Company,1.91%
27,Bank of America Corp,1.91%
28,Microsoft Corporation,1.90%
29,Zynga Inc. Class A,1.90%
30,Alphabet Inc. Class A,1.88%
31,Raytheon Technologies Corporation,1.87%
32,"SS&C Technologies Holdings, Inc.",1.87%
33,Liberty Broadband Corp. Class C,1.86%
34,"Activision Blizzard, Inc.",1.84%
35,Visa Inc. Class A,1.82%
36,"GoDaddy, Inc. Class A",1.79%
37,"Netflix, Inc.",1.78%
38,UnitedHealth Group Incorporated,1.77%
39,"Fidelity National Information Services, Inc.",1.76%
40,"RingCentral, Inc. Class A",1.67%
41,Tiffany & Co.,1.62%
42,Bristol-Myers Squibb Company,1.59%
43,"Micron Technology, Inc.",1.57%
44,"Fiserv, Inc.",1.57%
45,"Uber Technologies, Inc.",1.55%
46,Cigna Corporation,1.54%
47,Centene Corporation,1.49%
48,PG&E Corporation,1.31%
